player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Daniel Richardson,97103,QB,C MICHIGAN,1,2.47,2.37,3.13,4.3,51,134,74.1,27,29,6.0,1.92,2,1,3.4,65.5,19,9,5.0,30,58.8,1,11,,,,,68.1,74.8,73.7,,74.1,,,,,,0,0,30,11.1,94.9,3.3,1,0,0,0,1,0,0.0,186,6.4,47.1,17,17,12.4,3.26,0,2,9.5,35.3,6,14,25.0,21,41.2,2,2,,,,,26.0,44.1,73.1,,41.0,,,64.3,,,0,0,25,21.4,67.3,14.3,3,1,0,0,1,3,12.0,66,3.9
JT Daniels,83578,QB,W VIRGINIA,1,2.55,2.43,4.4,,51,343,78.6,28,29,4.6,1.86,0,0,0.0,69.0,20,2,9.1,29,56.9,2,7,,,,,68.2,65.2,73.7,,64.8,,,,,,1,0,30,0.0,87.6,0.0,0,0,0,0,1,0,0.0,115,4.0,55.6,18,19,14.4,3.45,1,0,0.0,47.4,9,11,10.0,22,43.1,1,5,,,,,67.6,61.1,73.0,,60.8,,,,,,0,0,24,27.3,71.8,13.6,3,0,0,0,0,0,0.0,138,7.3
Jayden de Laura,131928,QB,ARIZONA,1,2.88,2.73,2.4,6.27,51,109,85.0,20,20,6.2,1.81,0,0,0.0,80.0,16,2,5.9,21,41.2,1,13,,,,,67.2,87.9,72.5,,86.9,,,,,,0,0,21,50.0,144.6,4.8,1,0,0,0,3,0,0.0,184,9.2,82.6,23,26,10.3,3.75,1,2,7.4,65.4,17,10,10.5,29,56.9,2,15,,,,,68.3,75.6,73.9,,75.5,,,62.1,,,0,0,31,0.0,143.1,0.0,0,3,0,2,3,0,0.0,300,11.5
Jalon Jones,104762,QB,BETH COOK,1,2.82,2.6,2.95,4.14,50,119,62.5,16,17,8.3,2.04,0,1,5.3,58.8,10,5,0.0,19,38.0,0,4,,,,,67.2,58.9,72.5,,58.6,,,,,,1,0,21,40.0,81.3,10.5,2,0,0,0,0,1,4.8,123,7.2,73.7,19,20,13.3,3.41,0,0,0.0,70.0,14,13,0.0,30,60.0,0,13,,,,,68.2,83.8,73.7,,69.5,,,83.4,,,1,0,30,15.4,125.0,6.7,2,8,0,0,1,0,0.0,230,11.5
Mike DiLiello,121801,QB,AUSTINPEAY,1,2.53,2.35,2.9,5.6,50,116,85.7,28,28,1.3,1.61,0,0,0.0,78.6,22,5,8.3,28,56.0,2,7,,,,,68.3,64.7,73.9,,64.3,,,,,,0,0,31,0.0,90.6,0.0,0,0,0,0,0,0,0.0,161,5.8,46.7,15,16,19.2,3.7,0,0,0.0,43.8,7,15,0.0,22,44.0,0,5,,,,,67.5,50.0,72.8,,52.9,,,52.9,,,1,1,23,26.7,35.9,18.2,4,2,0,0,0,1,4.3,90,5.6
Grady Cramer,64910,QB,MOREHEAD,1,2.5,2.33,2.56,4.73,49,234,52.0,25,25,9.6,1.71,0,0,0.0,44.0,11,7,15.4,27,55.1,2,7,,,,,67.8,31.5,73.4,,32.0,,,,,,0,1,27,28.6,61.3,7.4,2,0,0,0,2,2,7.4,74,3.0,57.1,14,16,14.4,3.47,0,1,5.9,50.0,8,11,0.0,22,44.9,0,5,,,,,25.2,34.7,72.8,,32.8,,,59.4,,,2,0,23,27.3,71.4,13.6,3,3,0,0,0,2,8.7,106,6.6
Spencer Brasch,100574,QB,CAL POLY,1,2.21,2.13,4.5,3.4,49,129,79.4,34,34,7.1,1.62,0,1,2.9,70.6,24,6,11.1,34,69.4,3,8,,,,,68.6,64.6,74.3,,64.2,,,,,,0,1,35,0.0,83.6,0.0,0,0,0,0,1,2,5.7,205,6.0,41.7,12,13,15.0,3.53,0,0,0.0,30.8,4,9,20.0,15,30.6,1,3,,,,,21.8,58.6,71.6,,54.8,,,64.3,,,0,0,16,11.1,50.2,6.7,1,1,0,1,0,1,6.3,70,5.4
Nolan Henderson,63572,QB,DELAWARE,1,2.96,2.6,4.25,4.97,49,151,60.0,20,21,9.4,1.98,1,0,0.0,57.1,12,5,0.0,21,42.9,0,9,,,,,67.4,50.0,72.7,,50.0,,,,,,0,1,22,0.0,62.8,0.0,0,0,0,0,0,2,9.1,166,7.9,63.2,19,19,14.5,3.83,0,0,0.0,63.2,12,9,0.0,27,55.1,0,9,,,,,68.0,59.5,73.5,,61.2,,,56.9,,,0,0,28,22.2,132.3,7.4,2,6,0,0,2,1,3.6,194,10.2
Quinton Williams,102366,QB,HOWARD,1,2.69,2.43,3.6,5.3,49,184,60.0,25,26,8.6,1.82,1,0,0.0,53.8,14,7,6.7,26,53.1,1,6,,,,,67.9,55.2,73.5,,55.0,,,,,,0,2,28,0.0,29.8,0.0,0,0,0,0,0,1,3.6,93,3.6,66.7,15,15,17.5,3.84,0,1,6.7,53.3,8,16,20.0,22,44.9,2,8,,,,,25.6,66.6,73.0,,67.8,,,59.3,,,0,0,24,18.8,81.3,13.6,3,4,0,0,0,1,4.2,125,8.3
Payton Thorne,101629,QB,MICH STATE,1,3.09,2.84,2.9,5.9,49,223,94.4,18,18,5.2,1.8,0,1,5.3,72.2,13,0,23.5,18,36.7,4,7,,,,,67.0,76.4,72.2,,75.7,,,,,,0,0,19,,104.4,0.0,0,0,0,0,1,0,0.0,102,5.7,70.8,24,26,6.0,3.84,0,0,0.0,53.8,14,7,17.6,31,63.3,3,6,,,,,68.5,51.2,74.2,,52.9,,,54.9,,,0,0,34,14.3,66.0,3.2,1,4,0,2,0,1,2.9,119,4.6
Justin Fomby,103928,QB,HOUCHR,1,2.36,2.26,3.25,4.8,48,183,86.2,29,29,2.3,1.68,0,0,0.0,79.3,23,2,8.0,30,62.5,2,6,,,,,27.7,66.9,73.7,,66.5,,,,,,0,0,30,50.0,97.7,3.3,1,0,0,0,1,1,3.3,136,4.7,66.7,15,16,15.3,3.49,0,3,16.7,50.0,8,8,20.0,18,37.5,2,5,,,,,67.1,70.5,72.4,,72.3,,,57.3,,,0,1,20,12.5,87.0,5.6,1,1,0,1,2,1,5.0,114,7.1
Jayden Stinson,138056,QB,MURRAY ST,1,2.29,2.23,3.2,,48,236,59.3,27,27,6.3,1.71,0,1,3.7,51.9,14,0,12.5,27,56.3,2,7,,,,,67.9,58.2,73.4,,58.0,,,,,,0,0,27,,102.1,0.0,0,0,0,0,2,0,0.0,208,7.7,47.1,17,18,13.9,3.02,0,1,5.3,33.3,6,10,25.0,21,43.8,2,3,,,,,67.4,46.5,72.7,,46.6,,,,,,0,1,22,30.0,26.2,14.3,3,0,0,1,0,2,9.1,84,4.7
Joe Green,101283,QB,COLUMBIA,1,2.29,2.13,2.75,4.3,48,145,87.5,32,32,3.0,1.75,0,1,3.1,81.3,26,4,7.1,32,66.7,2,9,,,,,68.4,74.6,74.0,,74.0,,,,,,0,2,32,0.0,61.1,0.0,0,0,0,0,0,0,0.0,157,4.9,50.0,10,11,6.5,3.37,0,0,0.0,45.5,5,9,0.0,16,33.3,0,2,,,,,66.5,28.9,71.6,,27.9,,,58.5,,,0,1,16,22.2,14.6,12.5,2,3,0,1,0,2,12.5,29,2.6
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.71,2.55,3.4,3.93,47,281,64.0,25,26,8.5,1.93,0,0,0.0,46.2,12,4,25.0,26,55.3,4,7,,,,,68.1,77.5,73.6,,76.7,,,,,,1,2,29,0.0,32.9,0.0,0,0,0,0,0,1,3.4,152,5.8,28.6,14,15,22.9,3.67,0,1,6.3,20.0,3,8,25.0,21,44.7,1,4,,,,,67.4,48.6,72.7,,33.4,,,81.5,,,0,0,22,25.0,61.8,9.5,2,4,0,1,1,1,4.5,33,2.2
Kedon Slovis,100580,QB,PITTSBURGH,1,2.99,2.95,5.0,,47,268,71.4,14,15,8.4,2.01,1,1,6.7,60.0,9,2,10.0,15,31.9,1,6,,,,,66.4,78.7,71.4,,78.1,,,,,,0,0,15,0.0,83.2,0.0,0,0,0,0,0,0,0.0,112,7.5,75.0,24,31,11.6,3.45,0,1,3.1,54.8,17,19,5.6,32,68.1,1,9,,,,,68.5,61.2,74.1,,60.9,,,,,,3,1,33,5.3,92.5,3.1,1,0,0,4,3,3,9.1,193,6.2
Connor Bazelak,99135,QB,INDIANA,1,2.73,2.75,2.3,,47,190,72.0,25,27,8.6,1.96,1,1,3.4,63.0,17,7,5.6,28,59.6,1,9,,,,,68.2,66.5,73.7,,66.0,,,,,,0,1,30,14.3,81.6,3.6,1,0,0,1,1,0,0.0,195,7.2,31.3,16,18,7.7,3.87,0,0,0.0,27.8,5,10,0.0,19,40.4,0,1,,,,,67.1,40.0,72.4,,40.3,,,,,,0,0,20,10.0,39.6,5.3,1,0,0,2,0,1,5.0,28,1.6
Jeremy Moussa,75887,QB,FL A&M,1,2.35,2.3,3.65,4.3,47,164,75.0,28,29,8.6,1.97,1,0,0.0,65.5,19,4,9.5,29,61.7,2,12,,,,,68.1,73.0,73.6,,72.3,,,,,,0,0,29,0.0,96.3,0.0,0,0,0,0,1,0,0.0,196,6.8,66.7,12,14,14.0,3.14,0,1,7.1,35.7,5,9,37.5,17,36.2,3,4,,,,,66.7,76.7,71.8,,79.1,,,57.0,,,1,0,17,22.2,80.7,11.8,2,1,0,1,1,0,0.0,84,6.0
Will Rogers,124184,QB,MISS STATE,1,2.54,2.54,,,45,227,79.2,24,24,7.2,1.77,0,1,4.0,79.2,19,1,0.0,24,53.3,0,11,,,,,67.7,76.6,73.1,,75.9,,,,,,0,0,25,0.0,148.6,0.0,0,0,0,0,3,0,0.0,244,10.2,65.0,20,21,7.3,3.43,0,0,0.0,57.1,12,6,7.7,21,46.7,1,5,,,,,67.2,45.0,72.5,,45.1,,,,,,0,0,21,0.0,66.4,0.0,0,0,0,1,0,2,9.5,84,4.0
Carter Bradley,77685,QB,S ALABAMA,1,2.69,2.6,3.8,4.1,45,288,73.7,19,21,4.6,2.06,2,0,0.0,61.9,13,5,7.1,21,46.7,1,7,,,,,67.2,73.0,72.5,,72.5,,,,,,0,0,21,0.0,78.7,0.0,0,0,0,0,0,0,0.0,126,6.0,50.0,18,21,15.6,3.24,1,1,4.5,23.8,5,12,44.4,24,53.3,4,5,,,,,67.7,43.7,73.1,,46.7,,,51.6,,,0,1,25,8.3,30.9,4.2,1,2,0,2,0,2,8.0,119,5.7
RJ Martinez,147690,QB,N ARIZONA,1,2.5,2.55,3.1,,45,252,84.0,25,25,6.5,1.84,0,2,7.1,80.0,20,4,4.8,25,55.6,1,10,,,,,68.0,74.0,73.5,,73.4,,,,,,0,0,28,0.0,129.5,0.0,0,0,0,0,2,0,0.0,217,8.7,71.4,14,18,10.5,3.5,0,0,0.0,55.6,10,10,0.0,19,42.2,0,5,,,,,67.2,60.9,72.5,,57.4,,,64.4,,,1,1,21,10.0,47.7,5.3,1,0,0,3,0,1,4.8,97,5.4
Drake Maye,143969,QB,N CAROLINA,1,2.97,2.55,,4.66,45,245,85.0,20,20,8.1,1.93,0,1,5.0,80.0,16,2,5.9,20,44.4,1,8,,,,,67.1,85.4,72.4,,84.5,,,,,,0,0,20,0.0,115.2,0.0,0,0,0,0,1,0,0.0,153,7.7,76.9,13,16,20.3,3.81,0,3,18.8,62.5,10,15,0.0,25,55.6,0,13,,,,,67.8,91.1,73.3,,92.9,,,61.7,,,1,0,26,0.0,145.8,0.0,0,9,0,2,2,0,0.0,210,13.1
Kohen Granier,63573,QB,NICHOLLS,1,2.5,2.43,3.0,3.27,45,243,69.6,23,23,13.3,1.88,0,3,12.5,60.9,14,9,12.5,23,51.1,2,12,,,,,67.6,90.7,73.0,,90.4,,,,,,0,0,24,0.0,125.6,0.0,0,0,0,0,2,0,0.0,242,10.5,38.9,18,18,18.0,3.15,0,0,0.0,33.3,6,9,14.3,22,48.9,1,6,,,,,67.5,44.5,72.8,,39.7,,,66.4,,,0,1,23,11.1,25.7,4.5,1,3,0,0,0,0,0.0,82,4.6
Blake Shapen,122282,QB,BAYLOR,1,3.02,2.8,2.7,6.07,45,118,89.5,19,19,3.1,2.0,0,0,0.0,73.7,14,4,17.6,20,44.4,3,4,,,,,67.2,80.7,72.5,,80.0,,,,,,0,1,21,25.0,65.2,5.0,1,0,0,0,0,0,0.0,108,5.7,80.0,20,21,11.4,3.83,1,2,9.5,66.7,14,8,12.5,25,55.6,2,9,,,,,67.7,65.5,73.1,,73.1,,,45.9,,,0,1,25,12.5,116.6,4.0,1,3,0,0,2,1,4.0,237,11.3
Michael Hiers,88636,QB,SAMFORD,1,2.42,2.2,2.92,5.4,45,282,100.0,24,24,2.0,1.6,0,0,0.0,95.8,23,3,4.2,26,57.8,1,6,,,,,67.9,74.1,73.4,,73.6,,,,,,0,0,27,66.7,103.1,7.7,2,0,0,0,1,0,0.0,130,5.4,50.0,14,14,14.3,3.56,0,0,0.0,42.9,6,7,14.3,19,42.2,1,3,,,,,67.2,66.4,72.5,,62.0,,,68.5,,,0,1,21,42.9,61.0,15.8,3,2,0,0,1,1,4.8,98,7.0
Stetson Bennett,60387,QB,GEORGIA,1,2.44,2.32,4.95,,45,173,55.0,20,24,3.8,1.73,1,0,0.0,45.8,11,4,0.0,24,53.3,0,4,,,,,67.8,43.9,73.3,,44.0,,,,,,3,0,26,0.0,55.4,0.0,0,0,0,0,0,0,0.0,87,3.6,77.8,18,19,14.6,3.26,0,2,10.0,68.4,13,6,7.1,21,46.7,1,11,,,,,67.4,90.2,72.7,,89.7,,,,,,0,0,22,33.3,108.4,9.5,2,0,0,1,0,0,0.0,225,11.8
Davis Brin,77642,QB,TULSA,1,2.53,2.36,3.23,,45,320,63.2,19,20,7.1,1.92,0,0,0.0,55.0,11,10,8.3,23,51.1,1,5,,,,,67.8,52.9,73.3,,52.9,,,,,,0,0,26,30.0,65.4,13.0,3,0,0,1,0,1,3.8,84,4.2,57.1,14,16,17.6,3.18,0,4,19.0,43.8,7,11,12.5,22,48.9,1,6,,,,,17.0,37.8,73.4,,38.1,,,,,,2,2,27,54.5,38.8,27.3,6,0,0,0,0,5,18.5,153,9.6
Aidan O'Connell,60516,QB,PURDUE,1,2.64,2.49,3.55,4.65,44,273,72.7,22,22,7.5,1.96,0,1,4.3,72.7,16,1,0.0,22,50.0,0,7,,,,,67.5,63.9,72.8,,63.6,,,,,,0,0,23,0.0,87.3,0.0,0,0,0,0,0,2,8.7,130,5.9,64.7,17,18,9.1,3.32,0,0,0.0,61.1,11,10,0.0,22,50.0,0,3,,,,,67.5,46.1,72.8,,43.9,,,62.5,,,0,2,23,20.0,29.4,9.1,2,2,0,1,0,2,8.7,69,3.8
Aidan Sayin,148974,QB,PENN,1,2.59,2.37,3.35,4.3,44,267,91.7,24,26,4.0,2.15,1,1,3.8,80.8,21,8,4.5,26,59.1,1,6,,,,,67.8,72.2,73.3,,71.6,,,,,,0,0,26,0.0,101.0,0.0,0,0,0,1,1,0,0.0,134,5.2,41.7,12,12,12.8,3.21,0,3,23.1,33.3,4,8,20.0,18,40.9,1,3,,,,,67.0,71.5,72.2,,70.4,,,63.3,,,0,0,19,25.0,54.2,11.1,2,4,0,0,0,0,0.0,70,5.8
