player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Josh Hoover,127148,QB,TCU,1,2.62,2.56,,5.7,51,305,76.9,26,26,5.4,1.84,0,0,0.0,73.1,19,0,5.0,26,51.0,1,11,,,,,68.0,70.4,73.5,69.9,,,0,0,28,,84.0,0.0,0,0,0,0,0,1,3.6,131,5.0,69.6,23,24,11.7,3.43,0,0,0.0,62.5,15,8,6.3,25,49.0,1,11,,,,,67.8,59.4,73.3,56.9,,64.3,0,2,26,0.0,66.0,0.0,0,1,0,1,1,3,11.5,188,7.8
Jax Leatherwood,171548,QB,SE MO ST,1,2.35,2.31,2.35,4.1,50,293,60.7,28,28,11.7,1.95,0,1,3.4,53.6,15,7,11.8,33,66.0,2,8,,,,,68.5,64.7,74.2,64.3,,,0,0,34,71.4,102.2,15.2,5,0,0,0,2,0,0.0,213,7.6,66.7,9,11,13.1,3.15,0,1,7.7,54.5,6,9,0.0,17,34.0,0,4,,,,,67.0,70.8,72.2,72.8,,57.3,0,0,19,55.6,112.3,29.4,5,1,0,2,1,0,0.0,91,8.3
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,2.55,2.54,2.77,,50,130,78.9,19,21,3.6,1.75,2,0,0.0,71.4,15,6,0.0,21,42.0,0,3,,,,,67.2,50.5,72.5,50.5,,,0,0,21,0.0,75.5,0.0,0,0,0,0,0,0,0.0,70,3.3,57.7,26,26,11.1,3.13,0,3,11.1,57.7,15,10,0.0,29,58.0,0,14,,,,,68.2,74.3,73.7,73.6,,,0,0,30,30.0,116.3,10.3,3,0,0,0,2,0,0.0,253,9.7
Julian Lewis,198304,QB,COLORADO,1,3.53,3.25,3.57,5.52,49,143,66.7,15,15,14.6,2.01,0,2,13.3,66.7,10,2,0.0,15,30.6,0,5,,,,,66.4,83.7,71.4,82.9,,,0,0,15,0.0,121.8,0.0,0,0,0,0,1,1,6.7,151,10.1,77.8,18,22,7.6,4.2,2,1,4.3,63.6,14,18,0.0,34,69.4,0,6,,,,,68.6,70.7,74.3,72.0,,59.5,0,0,35,38.9,99.4,20.6,7,5,0,2,1,0,0.0,154,7.0
James Murphy,177426,QB,BROWN,1,2.49,2.4,3.04,,49,123,86.4,22,22,3.1,1.87,0,0,0.0,77.3,17,12,10.5,24,49.0,2,6,,,,,67.7,59.1,73.1,58.8,,,0,0,25,16.7,101.7,8.3,2,0,0,0,0,0,0.0,186,8.5,47.4,19,20,18.3,3.08,1,2,8.3,45.0,9,11,0.0,25,51.0,0,6,,,,,68.1,50.7,73.6,50.6,,,0,2,29,45.5,54.2,20.0,5,0,0,0,1,1,3.4,180,9.0
Elijah Brown,183276,QB,STANFORD,1,2.35,2.23,2.96,,48,300,82.6,23,25,5.1,1.92,1,1,3.7,76.0,19,4,0.0,25,52.1,0,9,,,,,67.9,63.8,0.0,66.0,,,0,0,27,0.0,109.7,0.0,0,0,0,1,1,0,0.0,186,7.4,60.0,15,15,11.7,2.83,0,0,0.0,53.3,8,13,11.1,23,47.9,1,7,,,,,25.6,35.6,73.0,35.9,,,0,1,24,61.5,46.0,34.8,8,0,0,0,0,2,8.3,98,6.5
Gabarri Johnson,175905,QB,OREGON ST,1,2.87,2.55,4.55,5.35,48,265,81.8,22,22,2.9,1.77,0,0,0.0,72.7,16,2,11.1,22,45.8,2,6,,,,,67.4,61.2,72.7,60.9,,,0,1,22,0.0,63.6,0.0,0,0,0,0,0,2,9.1,105,4.8,65.0,20,20,10.4,3.8,0,3,13.6,65.0,13,7,0.0,26,54.2,0,10,,,,,68.1,74.5,73.6,74.7,,61.5,0,1,29,28.6,73.1,7.7,2,4,0,0,0,0,0.0,181,9.1
Katin Houser,158386,QB,E CAROLINA,1,2.38,2.19,2.35,4.88,47,156,95.7,23,24,5.6,1.66,0,0,0.0,70.8,17,3,22.7,25,53.2,5,6,,,,,68.0,66.4,73.5,65.9,,,1,0,28,33.3,82.6,4.0,1,0,0,0,0,0,0.0,124,5.2,62.5,16,16,13.4,3.34,0,0,0.0,50.0,8,5,20.0,21,44.7,2,9,,,,,24.8,65.9,72.9,79.4,,38.8,0,0,22,20.0,110.7,4.8,1,4,0,0,2,1,4.5,105,6.6
Joshua Wood,163421,QB,IDAHO,1,3.3,2.97,2.85,5.21,47,185,63.6,11,12,6.5,1.98,1,0,0.0,58.3,7,1,0.0,12,25.5,0,2,,,,,65.8,69.7,70.7,69.3,,,0,0,12,0.0,72.2,0.0,0,0,0,0,0,0,0.0,62,5.2,54.5,22,23,15.8,4.24,0,4,17.4,52.2,12,13,0.0,31,66.0,0,13,,,,,28.0,73.6,0.0,75.7,,62.9,0,1,31,15.4,98.1,6.5,2,6,0,1,2,2,6.5,230,10.0
Walker Eget,146170,QB,S JOSE ST,1,2.88,2.69,,5.5,45,285,93.3,15,16,3.9,1.78,1,0,0.0,87.5,14,1,0.0,16,35.6,0,4,,,,,66.5,78.0,71.6,77.4,,,0,0,16,0.0,95.3,0.0,0,0,0,0,0,0,0.0,110,6.9,65.0,20,26,16.5,3.49,3,2,7.1,50.0,13,14,0.0,29,64.4,0,12,,,,,68.3,64.6,73.9,65.2,,58.5,0,2,31,0.0,47.6,0.0,0,3,0,3,0,2,6.5,224,8.6
DJ Williams,138061,QB,S ILLINOIS,1,2.77,2.75,2.5,4.0,45,295,70.0,20,20,6.5,1.9,0,0,0.0,70.0,14,4,0.0,20,44.4,0,5,,,,,67.2,76.2,72.5,75.5,,,0,0,21,0.0,123.8,0.0,0,0,0,0,2,0,0.0,144,7.2,55.0,20,23,17.1,3.47,0,3,12.5,39.1,9,11,18.2,25,55.6,2,9,,,,,67.7,67.6,73.3,68.8,,57.3,1,0,26,9.1,88.5,4.0,1,1,0,2,1,1,3.8,217,9.4
Tyler Hughes,159218,QB,WM & MARY,1,2.71,2.26,3.55,5.23,45,348,70.8,24,24,6.3,1.74,0,1,3.8,70.8,17,4,0.0,24,53.3,0,8,,,,,67.8,75.4,73.3,74.8,,,0,0,26,0.0,107.8,0.0,0,0,0,0,1,0,0.0,189,7.9,90.0,10,12,7.4,4.02,0,0,0.0,58.3,7,12,22.2,20,44.4,2,4,,,,,67.6,75.1,73.1,74.6,,63.8,0,0,25,16.7,79.9,10.0,2,6,0,2,0,0,0.0,84,7.0
Christian Peters,154331,QB,ARKAPB,1,2.72,2.3,3.27,5.0,45,112,84.0,25,25,6.8,1.74,0,2,7.7,68.0,17,1,19.0,25,55.6,4,10,,,,,67.8,83.2,73.4,82.4,,,0,0,26,0.0,101.3,0.0,0,0,0,0,1,0,0.0,175,7.0,81.8,11,11,14.6,3.95,0,2,16.7,81.8,9,5,0.0,20,44.4,0,7,,,,,67.2,88.0,72.5,91.7,,57.6,0,0,21,60.0,158.3,15.0,3,6,0,0,2,0,0.0,158,14.4
Dylan Lonergan,172386,QB,BOSTON COL,1,2.48,2.22,3.1,4.25,45,121,82.6,23,24,5.7,1.89,1,0,0.0,79.2,19,3,0.0,24,53.3,0,9,,,,,67.6,70.3,73.0,69.8,,,0,0,24,0.0,98.6,0.0,0,0,0,0,0,0,0.0,184,7.7,54.5,11,13,10.9,3.15,1,1,6.7,46.2,6,5,0.0,21,46.7,0,6,,,,,67.5,61.5,72.8,59.2,,63.2,0,1,23,80.0,49.5,19.0,4,4,0,1,1,0,0.0,48,3.7
Demond Williams Jr.,183648,QB,WASHINGTON,1,3.33,2.89,4.55,4.55,45,340,93.3,15,15,3.1,1.74,0,0,0.0,86.7,13,3,7.1,15,33.3,1,7,,,,,66.4,68.3,71.4,67.9,,,0,0,15,0.0,115.6,0.0,0,0,0,0,1,0,0.0,96,6.4,50.0,14,18,12.1,4.13,0,0,0.0,38.9,7,21,0.0,30,66.7,0,4,,,,,27.3,28.6,73.7,27.0,,57.3,0,1,30,19.0,23.8,13.3,4,8,0,4,0,2,6.7,38,2.1
Joe Fagnano,104768,QB,UCONN,1,2.27,2.05,3.1,4.5,44,146,88.5,26,28,4.6,1.69,2,1,3.4,71.4,20,5,13.0,29,65.9,3,9,,,,,68.2,68.6,73.7,68.1,,,0,0,30,20.0,118.3,3.4,1,0,0,0,2,1,3.3,221,7.9,70.0,10,11,8.8,3.38,1,1,6.7,63.6,7,6,0.0,15,34.1,0,6,,,,,67.0,65.7,72.5,60.9,,67.6,0,0,19,16.7,119.5,6.7,1,3,0,0,1,1,5.3,90,8.2
Chase Goodwin,171117,QB,COLUMBIA,1,2.58,2.36,3.73,5.0,43,145,61.9,21,22,8.7,1.93,0,1,4.5,59.1,13,2,0.0,22,51.2,0,8,,,,,67.4,78.9,72.7,78.1,,,0,0,22,0.0,99.2,0.0,0,0,0,1,2,0,0.0,93,4.2,40.0,15,15,16.4,3.43,0,1,5.3,40.0,6,7,0.0,20,46.5,0,4,,,,,67.6,44.8,73.0,42.9,,62.5,0,2,24,42.9,24.4,15.0,3,2,0,0,0,3,12.5,103,6.9
Jerry Kaminski,177155,QB,N DAKOTA,1,2.43,2.26,2.97,4.8,43,249,67.9,28,31,5.1,1.92,1,0,0.0,54.8,17,8,10.5,32,74.4,2,7,,,,,68.5,44.9,74.1,44.9,,,1,3,33,12.5,24.7,3.1,1,0,0,1,0,2,6.1,123,4.0,83.3,6,7,8.2,3.92,0,0,0.0,57.1,4,9,20.0,11,25.6,1,2,,,,,66.0,68.4,71.0,76.6,,51.8,0,0,13,22.2,77.7,18.2,2,2,0,1,0,0,0.0,47,6.7
Bear Bachmeier,203434,QB,BYU,1,2.91,2.73,2.4,4.78,43,128,80.0,15,15,5.8,1.79,0,0,0.0,66.7,10,3,16.7,16,37.2,2,4,,,,,19.7,64.2,71.8,63.9,,,0,0,17,33.3,77.1,6.3,1,0,0,0,0,1,5.9,70,4.7,68.2,22,23,10.1,3.57,0,1,4.2,56.5,13,15,13.3,27,62.8,2,6,,,,,68.0,44.2,73.8,49.9,,46.1,0,1,28,0.0,66.9,0.0,0,4,0,1,1,3,10.7,118,5.1
Beau Brungard,164897,QB,YNGTOWN ST,1,2.99,2.54,4.2,5.4,42,353,86.7,15,15,4.2,1.82,0,0,0.0,86.7,13,4,0.0,15,35.7,0,8,,,,,66.4,80.8,71.4,80.1,,,0,0,15,0.0,141.3,0.0,0,0,0,0,4,0,0.0,126,8.4,70.0,20,20,17.9,3.64,0,2,9.5,65.0,13,11,7.1,27,64.3,1,10,,,,,68.0,77.4,73.5,76.2,,65.1,0,0,28,9.1,101.9,3.7,1,6,0,0,0,1,3.6,219,11.0
JC French IV,162521,QB,GA SOUTHRN,1,2.69,2.51,3.25,4.47,42,174,90.5,21,23,8.1,1.78,2,2,8.7,69.6,16,4,15.8,23,54.8,3,11,,,,,67.5,91.3,72.8,91.0,,,0,0,23,0.0,116.0,0.0,0,0,0,0,1,0,0.0,229,10.0,69.2,13,14,13.0,3.78,0,0,0.0,64.3,9,6,0.0,19,45.2,0,9,,,,,67.0,66.0,72.2,67.6,,58.0,0,0,19,33.3,92.3,10.5,2,3,0,1,0,0,0.0,123,8.8
Miller Moss,70727,QB,LOUISVILLE,1,2.92,2.79,3.75,6.2,41,210,75.0,16,17,4.7,2.02,1,1,5.9,64.7,11,1,8.3,17,41.5,1,3,,,,,66.7,50.7,71.8,50.6,,,0,0,17,0.0,77.6,0.0,0,0,0,0,0,1,5.9,88,5.2,58.8,17,21,11.5,3.56,1,0,0.0,42.9,9,11,10.0,24,58.5,1,4,,,,,67.6,44.1,73.0,45.6,,57.0,2,1,24,18.2,40.8,8.3,2,1,0,1,0,1,4.2,115,5.5
Jacob Clark,101628,QB,MO STATE,1,2.77,2.41,3.4,5.73,41,230,87.5,16,16,7.8,1.87,0,2,12.5,81.3,13,4,7.1,18,43.9,1,10,,,,,66.8,86.8,72.0,86.0,,,0,0,18,50.0,154.2,11.1,2,0,0,0,2,0,0.0,184,11.5,60.0,15,17,12.5,3.48,1,3,15.0,41.2,7,11,22.2,23,56.1,2,4,,,,,67.8,68.0,73.3,69.4,,57.7,0,0,26,27.3,61.4,13.0,3,3,0,1,0,1,3.8,102,6.0
Davin Wydner,163672,QB,W GEORGIA,1,2.87,2.54,3.87,5.53,41,1177,85.0,20,21,3.9,1.9,0,1,4.8,76.2,16,4,5.9,21,51.2,1,6,,,,,67.2,62.8,72.5,62.5,,,1,0,21,0.0,106.6,0.0,0,0,0,0,1,0,0.0,127,6.0,90.0,10,12,12.8,4.08,1,2,15.4,75.0,9,11,0.0,19,46.3,0,8,,,,,24.3,94.2,72.5,92.9,,77.1,1,0,21,27.3,144.4,15.8,3,4,0,0,1,1,4.8,152,12.7
Dominic Campanile,201034,QB,HOLY CROSS,1,2.8,2.57,3.98,4.45,41,181,76.2,21,21,2.7,1.96,0,1,4.5,61.9,13,5,18.8,21,51.2,3,4,,,,,67.4,79.6,72.7,78.9,,,0,0,22,0.0,74.5,0.0,0,0,0,0,0,0,0.0,105,5.0,75.0,8,14,16.8,3.69,3,1,6.3,42.9,6,10,0.0,20,48.8,0,4,,,,,67.4,77.8,0.0,76.3,,69.6,0,0,22,40.0,64.6,20.0,4,2,0,3,0,0,0.0,90,6.4
Cole Pennington,156787,QB,GARD-WEBB,1,3.29,2.92,3.25,4.96,41,171,77.8,9,10,6.6,2.05,1,0,0.0,70.0,7,2,0.0,11,26.8,0,4,,,,,65.6,65.0,70.4,64.7,,,0,0,11,50.0,105.4,9.1,1,0,0,0,0,0,0.0,108,10.8,47.4,19,22,14.2,3.74,2,1,4.2,36.4,8,13,11.1,30,73.2,1,8,,,,,28.6,58.3,74.1,66.3,,48.0,0,0,33,7.7,79.9,3.3,1,7,0,1,1,1,3.0,171,7.8
Raymond Moore III,201451,QB,MORGAN ST,1,3.44,2.52,3.38,5.79,41,235,54.5,11,12,7.0,1.92,1,0,0.0,33.3,4,4,33.3,14,34.1,2,2,,,,,21.0,52.2,71.2,52.2,,,0,0,14,50.0,44.1,14.3,2,0,0,0,0,1,7.1,41,3.4,63.6,11,12,15.5,4.39,0,0,0.0,50.0,6,14,14.3,26,63.4,1,6,,,,,67.9,70.0,73.4,58.6,,71.5,0,0,27,21.4,68.4,11.5,3,11,0,1,0,0,0.0,71,5.9
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,2.68,2.34,3.3,4.88,41,214,52.9,17,21,7.6,1.87,3,0,0.0,38.1,8,5,11.1,21,51.2,1,3,,,,,67.2,55.1,72.5,55.0,,,1,0,21,0.0,46.3,0.0,0,0,0,0,0,1,4.8,48,2.3,61.5,13,14,12.7,3.53,1,2,12.5,57.1,8,14,0.0,20,48.8,0,9,,,,,67.4,76.1,72.7,74.7,,64.9,0,0,22,7.1,105.1,5.0,1,5,0,0,1,0,0.0,106,7.6
Ryder Burton,175011,QB,UAB,1,3.34,3.17,3.62,5.55,41,321,63.6,11,11,7.6,2.09,0,0,0.0,63.6,7,0,0.0,11,26.8,0,3,,,,,65.8,52.9,70.7,52.9,,,0,0,12,,74.4,0.0,0,0,0,0,0,0,0.0,51,4.6,57.1,21,23,16.6,3.8,0,4,17.4,47.8,11,12,8.3,30,73.2,1,9,,,,,28.0,67.1,73.7,65.9,,62.8,0,0,30,41.7,100.3,16.7,5,2,0,2,2,1,3.3,162,7.0
Noah Kim,129623,QB,E MICHIGAN,1,2.59,2.57,,3.3,40,160,73.7,19,20,6.7,1.74,1,1,4.2,70.0,14,4,0.0,20,50.0,0,4,,,,,67.6,71.8,73.0,71.2,,,0,0,24,0.0,83.1,0.0,0,0,0,0,0,0,0.0,109,5.5,53.3,15,19,12.1,3.44,0,1,4.5,42.1,8,10,0.0,20,50.0,0,3,,,,,67.6,48.0,73.0,46.4,,61.4,0,0,24,0.0,76.9,0.0,0,1,0,4,1,1,4.2,101,5.3
Diego Pavia,156927,QB,VANDERBILT,1,2.83,2.56,5.0,4.74,40,333,86.7,15,15,7.5,1.78,0,2,11.8,80.0,12,1,7.7,15,37.5,1,8,,,,,66.8,88.9,72.0,88.0,,,0,0,18,0.0,126.1,0.0,0,0,0,0,1,0,0.0,134,8.9,72.2,18,18,13.8,3.6,0,2,11.1,72.2,13,9,0.0,24,60.0,0,14,,,,,67.6,91.3,73.0,90.0,,73.7,0,0,24,11.1,151.4,4.2,1,5,0,0,2,0,0.0,243,13.5
Braden Atkinson,201350,QB,MERCER,1,2.67,2.67,,,40,219,70.0,20,20,10.1,2.03,0,1,4.5,65.0,13,1,7.1,20,50.0,1,8,,,,,67.4,74.5,72.7,73.9,,,0,0,22,0.0,130.8,0.0,0,0,0,0,2,1,4.5,198,9.9,55.6,18,20,21.7,3.32,0,2,9.5,50.0,10,10,0.0,20,50.0,0,8,,,,,67.2,72.3,72.5,71.7,,,1,0,21,0.0,111.5,0.0,0,0,0,1,1,0,0.0,245,12.3
Brendon Lewis,131687,QB,MEMPHIS,1,2.55,2.39,3.48,,40,218,94.7,19,19,3.2,1.77,0,0,0.0,94.7,18,0,0.0,19,47.5,0,7,,,,,67.2,70.9,72.5,70.4,,,0,0,21,,117.3,0.0,0,0,0,0,1,0,0.0,151,7.9,78.6,14,15,13.2,3.26,0,1,6.3,73.3,11,13,0.0,21,52.5,0,5,,,,,67.5,72.9,72.8,74.6,,57.3,0,1,23,46.2,103.7,28.6,6,0,0,1,1,0,0.0,166,11.1
Brad Jackson,184354,QB,TEXAS ST,1,2.68,2.39,4.53,3.85,40,314,81.8,22,23,5.9,1.91,1,1,3.8,73.9,17,2,5.6,23,57.5,1,7,,,,,67.8,67.2,73.3,66.7,,,0,1,26,0.0,83.2,0.0,0,0,0,0,1,0,0.0,128,5.6,100.0,10,11,19.0,3.72,0,4,36.4,90.9,10,8,0.0,17,42.5,0,7,,,,,22.4,91.6,71.8,92.1,,61.0,0,0,17,50.0,158.3,23.5,4,2,0,1,2,1,5.9,232,21.1
Jake Stearney,171991,QB,COLGATE,1,2.09,2.0,2.7,4.0,40,142,69.7,33,33,5.2,1.88,0,0,0.0,60.6,20,1,13.0,33,82.5,3,11,,,,,68.5,45.1,74.2,45.1,,,0,2,34,0.0,81.6,0.0,0,0,0,0,3,2,5.9,190,5.8,66.7,3,4,15.3,3.09,0,0,0.0,50.0,2,4,0.0,7,17.5,0,2,,,,,64.6,63.0,69.1,67.6,,57.3,1,0,7,50.0,69.8,28.6,2,1,0,0,0,0,0.0,25,6.3
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.28,2.24,2.5,3.6,39,224,75.0,24,24,7.6,1.74,0,0,0.0,70.8,17,0,5.6,24,61.5,1,7,,,,,67.6,65.3,73.3,64.9,,,0,1,24,,83.0,0.0,0,0,0,0,1,1,4.2,146,6.1,75.0,12,13,8.6,3.13,0,1,7.1,69.2,9,4,0.0,15,38.5,0,4,,,,,66.5,63.0,71.6,65.3,,57.3,0,0,16,25.0,131.7,6.7,1,1,0,1,2,0,0.0,101,7.8
Jack O'Connell,165100,QB,STHLSK,1,2.86,2.32,2.76,5.45,39,1470,70.0,20,20,7.0,1.94,0,0,0.0,65.0,13,4,7.1,21,53.8,1,7,,,,,67.4,62.0,72.7,61.7,,,0,0,22,25.0,98.5,4.8,1,0,0,0,1,0,0.0,123,6.2,42.9,7,8,9.9,3.93,1,0,0.0,37.5,3,11,0.0,18,46.2,0,3,,,,,66.8,53.1,72.0,56.6,,54.8,0,0,18,36.4,52.6,22.2,4,6,0,0,0,0,0.0,37,4.6
