player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Will Rogers,124184,QB,MISS STATE,1,2.52,2.5,3.2,,52,227,78.3,23,25,5.0,1.72,2,0,0.0,52.0,13,1,27.8,25,48.1,5,6,,,,,68.0,56.4,73.5,,56.2,,,,,0,0,28,0.0,59.1,0.0,0,0,0,0,0,0,0.0,82,3.3,76.2,21,26,5.4,3.26,0,0,0.0,61.5,16,9,0.0,27,51.9,0,7,,,,,68.0,64.0,73.5,,63.6,,,,,0,0,28,11.1,95.0,3.7,1,0,0,5,1,0,0.0,180,6.9
Max Brosmer,105568,QB,NEW HAMP,1,3.01,2.77,3.76,4.63,52,240,69.2,13,14,8.6,2.14,0,0,0.0,64.3,9,4,0.0,14,26.9,0,5,,,,,66.4,45.4,71.4,,45.6,,,,,1,0,15,0.0,97.0,0.0,0,0,0,0,1,1,6.7,59,4.2,75.9,29,29,10.6,3.33,0,2,6.9,75.9,22,17,0.0,38,73.1,0,13,,,,,68.9,87.9,74.7,,89.8,,59.9,,,0,0,39,29.4,113.7,13.2,5,4,0,0,1,1,2.6,257,8.9
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.45,2.45,2.3,,51,174,80.6,31,32,4.5,1.81,1,1,2.9,71.9,23,4,8.0,33,64.7,2,11,,,,,68.5,77.8,74.3,,77.0,,,,,0,0,35,25.0,100.9,3.0,1,0,0,0,1,0,0.0,219,6.8,50.0,16,18,13.7,3.62,0,2,10.5,33.3,6,6,25.0,18,35.3,2,3,,,,,67.0,66.6,72.2,,66.2,,,,,1,0,19,0.0,55.8,0.0,0,0,0,1,0,0,0.0,112,6.2
Ethan Long,97598,QB,ABILENE CH,1,2.44,2.33,,4.1,51,100,78.6,28,28,3.9,1.78,0,0,0.0,75.0,21,1,4.5,28,54.9,1,9,,,,,68.2,67.6,73.7,,67.1,,,,,0,1,30,0.0,105.4,0.0,0,0,0,0,3,1,3.3,134,4.8,50.0,18,20,11.3,3.24,0,1,5.0,45.0,9,7,0.0,23,45.1,0,6,,,,,67.5,78.8,73.1,,76.2,,67.0,,,0,0,23,0.0,83.1,0.0,0,3,0,2,1,0,0.0,129,6.5
Ashur Carraha,165036,QB,STHLSK,1,3.3,2.99,3.7,5.56,51,1470,58.3,12,13,4.3,1.96,1,0,0.0,46.2,6,1,14.3,13,25.5,1,3,,,,,66.2,52.0,71.2,,51.9,,,,,0,0,14,0.0,55.3,0.0,0,0,0,0,0,0,0.0,46,3.5,44.8,29,29,11.6,3.76,0,2,6.9,37.9,11,15,15.4,38,74.5,2,9,,,,,68.9,65.3,74.6,,63.1,,64.7,,,0,1,38,26.7,50.1,10.5,4,5,0,0,1,1,2.6,134,4.6
Jeremy Moussa,75887,QB,FL A&M,1,2.56,2.55,3.0,,50,164,83.3,24,25,7.0,1.9,0,2,7.7,76.0,19,7,5.0,25,50.0,1,9,,,,,67.8,78.6,73.3,,77.9,,,,,0,0,26,0.0,119.3,0.0,0,0,0,1,2,0,0.0,163,6.5,31.8,22,24,12.6,3.22,0,2,7.7,25.0,6,16,14.3,25,50.0,1,5,,,,,67.9,37.7,73.4,,38.0,,,,,0,3,27,6.3,7.3,4.0,1,0,0,2,0,3,11.1,114,4.8
Gevani McCoy,147609,QB,IDAHO,1,3.1,2.76,3.53,4.84,50,185,87.5,16,16,5.6,1.93,0,0,0.0,81.3,13,2,7.1,16,32.0,1,8,,,,,66.5,91.9,71.6,,91.6,,,,,0,0,16,0.0,90.6,0.0,0,0,0,0,0,0,0.0,92,5.8,75.0,24,24,11.3,3.65,0,1,4.0,66.7,16,16,11.1,34,68.0,2,15,,,,,68.6,90.1,74.4,,90.5,,64.1,,,0,0,36,18.8,129.2,8.8,3,7,0,0,2,0,0.0,252,10.5
Hunter Dekkers,122511,QB,IOWA STATE,1,3.0,2.83,3.58,4.25,50,193,71.4,14,14,3.1,1.95,0,0,0.0,71.4,10,2,0.0,14,28.0,0,4,,,,,66.4,61.3,71.4,,61.1,,,,,0,0,15,0.0,77.7,0.0,0,0,0,0,0,0,0.0,54,3.9,76.9,26,28,11.8,3.41,1,2,6.9,64.3,18,17,10.0,36,72.0,2,11,,,,,68.8,70.5,74.5,,72.8,,55.6,,,0,3,37,23.5,60.7,11.1,4,4,0,1,1,1,2.7,220,7.9
Fred Payton,82102,QB,MERCER,1,2.4,2.19,2.96,4.3,49,219,82.8,29,29,5.6,1.78,0,0,0.0,72.4,21,2,12.5,30,61.2,3,11,,,,,68.2,87.6,73.7,,86.6,,,,,0,0,30,50.0,108.0,3.3,1,0,0,0,2,0,0.0,157,5.4,63.6,11,12,12.6,3.38,1,1,7.7,58.3,7,12,0.0,19,38.8,0,5,,,,,67.4,58.5,72.7,,66.2,,49.0,,,0,0,22,33.3,86.8,21.1,4,3,0,0,0,0,0.0,104,8.7
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.45,2.38,3.5,,49,281,78.3,23,25,6.1,1.84,1,0,0.0,64.0,16,7,11.1,26,53.1,2,8,,,,,68.0,76.0,73.5,,75.3,,,,,1,1,28,14.3,97.8,3.8,1,0,0,0,2,0,0.0,194,7.8,45.0,20,21,15.1,3.14,1,2,9.5,33.3,7,12,22.2,23,46.9,2,5,,,,,67.5,65.5,72.8,,65.1,,,,,0,1,23,16.7,34.8,8.7,2,0,0,0,0,1,4.3,125,6.0
Brayden Schager,146078,QB,HAWAII,1,2.87,2.85,3.8,,48,180,68.4,19,20,7.1,1.99,0,1,4.8,50.0,10,3,23.1,20,41.7,3,6,,,,,67.2,54.3,72.5,,54.1,,,,,0,1,21,0.0,47.5,0.0,0,0,0,1,0,1,4.8,118,5.9,62.5,24,27,13.0,3.5,0,2,6.1,48.1,13,15,13.3,28,58.3,2,8,,,,,68.5,56.2,74.2,,56.1,,,,,2,2,34,6.7,65.0,3.6,1,0,0,1,2,2,5.9,188,7.0
Holton Ahlers,77651,QB,E CAROLINA,1,2.57,2.47,,4.9,48,156,69.6,23,24,8.1,1.98,1,1,3.7,54.2,13,3,18.8,24,50.0,3,5,,,,,67.9,75.7,73.4,,75.0,,,,,0,0,27,0.0,90.8,0.0,0,0,0,0,1,1,3.7,171,7.1,70.0,20,22,9.8,3.16,2,0,0.0,59.1,13,16,7.1,24,50.0,1,7,,,,,67.8,53.3,73.3,,56.2,,52.6,,,0,0,26,0.0,87.1,0.0,0,2,0,0,1,1,3.8,109,5.0
Dylan McCaffrey,60451,QB,N COLORADO,1,2.58,2.39,3.33,4.07,48,253,76.9,26,28,5.6,1.92,2,1,3.4,60.7,17,8,15.0,29,60.4,3,8,,,,,68.2,76.1,73.7,,75.4,,,,,0,0,30,12.5,84.1,3.4,1,0,0,0,1,0,0.0,131,4.7,63.6,11,13,11.1,3.58,1,0,0.0,38.5,5,11,28.6,19,39.6,2,4,,,,,67.1,58.9,72.4,,59.6,,58.4,,,0,1,20,27.3,48.2,15.8,3,3,0,1,1,1,5.0,64,4.9
Dorian Thompson-Robinson,83574,QB,UCLA,1,3.22,2.8,5.15,5.45,47,324,80.0,15,15,1.8,2.01,0,0,0.0,73.3,11,3,8.3,15,31.9,1,3,,,,,22.4,66.2,71.8,,65.8,,,,,0,0,17,0.0,82.6,0.0,0,0,0,0,0,1,5.9,70,4.7,65.2,23,24,11.9,3.79,0,2,8.0,62.5,15,16,0.0,32,68.1,0,8,,,,,28.6,64.3,74.1,,66.9,,55.0,,,1,0,33,25.0,98.4,12.5,4,4,0,0,1,1,3.0,175,7.3
Reese Poffenbarger,145346,QB,ALBANY,1,2.55,2.3,2.7,5.05,47,106,55.6,27,31,10.8,1.88,1,2,6.5,45.2,14,7,6.7,32,68.1,1,9,,,,,68.4,55.8,74.0,,55.6,,,,,0,1,32,14.3,75.3,3.1,1,0,0,3,2,1,3.1,205,6.6,62.5,8,10,14.0,3.99,0,1,10.0,50.0,5,5,0.0,15,31.9,0,5,,,,,66.4,58.0,71.4,,60.4,,56.9,,,0,0,15,20.0,72.5,6.7,1,4,0,2,0,1,6.7,69,6.9
Tim Demorat,78498,QB,FORDHAM,1,2.69,2.65,3.4,,47,168,78.9,19,21,10.9,1.99,0,2,9.1,71.4,15,4,0.0,21,44.7,0,10,,,,,67.4,91.2,72.7,,90.9,,,,,1,0,22,0.0,115.4,0.0,0,0,0,1,1,0,0.0,191,9.1,85.0,20,24,17.0,3.25,1,6,24.0,70.8,17,10,0.0,26,55.3,0,11,,,,,34.0,96.2,73.4,,95.7,,,,,1,0,27,20.0,151.2,7.7,2,0,0,2,3,0,0.0,291,12.1
Layne Hatcher,82068,QB,TEXAS ST,1,3.22,3.1,4.45,,47,314,78.6,14,16,3.3,1.94,0,0,0.0,62.5,10,3,9.1,17,36.2,1,4,,,,,67.0,50.3,72.2,,50.2,,,,,1,0,19,33.3,73.7,5.9,1,0,0,1,0,0,0.0,75,4.7,66.7,24,27,6.1,3.95,0,0,0.0,51.9,14,13,12.5,30,63.8,2,6,,,,,68.3,49.7,73.9,,49.6,,,,,0,1,31,23.1,54.7,10.0,3,0,0,3,1,2,6.5,78,2.9
Jalon Jones,104762,QB,BETH COOK,1,3.22,2.72,3.8,4.93,46,119,58.8,17,18,4.7,1.82,1,0,0.0,55.6,10,3,0.0,18,39.1,0,5,,,,,66.8,42.1,72.0,,42.2,,,,,0,1,18,0.0,60.6,0.0,0,0,0,0,1,1,5.6,73,4.1,86.7,15,16,11.3,4.13,0,2,11.1,75.0,12,18,7.7,28,60.9,1,8,,,,,68.2,65.6,73.7,,70.4,,56.0,,,0,0,30,16.7,103.9,10.7,3,9,0,1,0,2,6.7,151,9.4
Pierce Holley,108981,QB,GEORGETOWN,1,2.3,2.11,4.2,4.3,45,172,83.9,31,32,5.2,1.71,1,0,0.0,78.1,25,3,3.8,32,71.1,1,13,,,,,68.4,43.5,74.0,,43.5,,,,,0,3,32,0.0,63.3,0.0,0,0,0,0,1,3,9.4,194,6.1,42.9,7,9,14.3,3.75,0,0,0.0,33.3,3,6,0.0,13,28.9,0,1,,,,,66.0,46.0,71.0,,47.9,,57.3,,,1,0,13,50.0,83.6,23.1,3,1,0,1,1,0,0.0,36,4.0
Trey Lowe,77669,QB,SO MISS,1,2.8,2.55,3.23,6.15,45,296,72.2,18,18,10.0,1.91,0,1,5.3,61.1,11,5,15.4,20,44.4,2,6,,,,,67.1,72.0,72.5,,71.5,,,,,0,0,21,40.0,101.4,10.0,2,0,0,0,1,0,0.0,129,7.2,50.0,16,19,14.8,3.52,0,1,5.3,42.1,8,17,0.0,25,55.6,0,7,,,,,67.7,61.9,73.1,,60.7,,62.0,,,1,0,25,23.5,73.6,16.0,4,2,0,2,0,0,0.0,166,8.7
Matt McDonald,60350,QB,BOWL GREEN,1,2.49,2.38,3.44,,45,122,85.7,28,28,5.7,1.96,0,0,0.0,82.1,23,3,4.2,29,64.4,1,8,,,,,68.1,79.6,73.6,,78.8,,,,,0,0,29,33.3,89.4,3.4,1,0,0,0,0,0,0.0,153,5.5,66.7,12,12,12.0,3.46,0,0,0.0,66.7,8,9,0.0,16,35.6,0,4,,,,,67.1,38.2,72.4,,38.4,,,,,0,1,20,44.4,83.0,25.0,4,0,0,0,1,2,10.0,93,7.8
RJ Martinez,147690,QB,N ARIZONA,1,2.62,2.46,,4.97,45,252,79.3,29,29,4.8,1.8,0,0,0.0,75.9,22,1,4.3,29,64.4,1,10,,,,,68.1,74.1,73.6,,73.5,,,,,0,0,29,0.0,90.3,0.0,0,0,0,0,0,0,0.0,174,6.0,60.0,10,13,7.1,4.12,0,1,6.7,38.5,5,9,16.7,16,35.6,1,2,,,,,22.9,60.0,72.0,,73.2,,41.8,,,1,0,18,0.0,50.8,0.0,0,3,0,2,0,1,5.6,52,4.0
Clayton Tune,77652,QB,HOUSTON,1,2.67,2.48,3.4,4.73,45,182,95.2,21,21,3.4,1.56,0,1,4.8,90.5,19,0,5.0,21,46.7,1,10,,,,,67.2,88.9,72.5,,88.0,,,,,0,0,21,,126.0,0.0,0,0,0,0,2,0,0.0,139,6.6,64.7,17,19,19.6,3.65,0,2,10.5,52.6,10,10,9.1,24,53.3,1,7,,,,,26.3,73.7,73.3,,66.4,,73.5,,,0,1,26,20.0,74.5,8.3,2,3,0,2,1,2,7.7,150,7.9
Zach Tanner,159923,QB,ROB MORRIS,1,3.02,2.57,4.28,6.27,44,277,64.7,17,18,7.0,1.95,0,0,0.0,61.1,11,5,0.0,19,43.2,0,3,,,,,67.1,37.5,72.4,,37.7,,,,,1,0,20,20.0,65.5,5.3,1,0,0,0,0,1,5.0,48,2.7,46.7,15,18,9.5,3.83,0,0,0.0,38.9,7,13,0.0,25,56.8,0,3,,,,,67.8,29.6,73.3,,31.3,,50.1,,,0,1,26,30.8,23.8,16.0,4,3,0,3,0,2,7.7,52,2.9
Nick Semptimphelter,142984,QB,BUCKNELL,1,3.09,2.65,4.38,4.72,44,125,68.8,16,17,8.4,2.09,0,1,5.0,64.7,11,3,0.0,17,38.6,0,4,,,,,67.1,68.6,72.4,,68.2,,,,,0,0,20,0.0,79.3,0.0,0,0,0,1,0,0,0.0,95,5.6,64.7,17,17,12.9,3.71,0,1,5.9,58.8,10,18,9.1,27,61.4,1,8,,,,,68.0,61.8,73.5,,67.4,,52.4,,,0,0,28,22.2,76.3,14.8,4,6,0,0,0,0,0.0,103,6.1
Seth Henigan,144267,QB,MEMPHIS,1,3.03,2.71,3.0,5.3,44,218,89.5,19,19,7.6,2.05,0,2,9.5,73.7,14,2,17.6,20,45.5,3,6,,,,,67.4,90.9,72.7,,90.6,,,,,0,0,22,50.0,93.1,5.0,1,0,0,0,0,0,0.0,135,7.1,53.3,15,16,14.7,3.85,0,1,5.9,43.8,7,10,12.5,24,54.5,1,6,,,,,26.3,61.8,73.3,,66.3,,53.3,,,0,0,26,30.0,93.0,12.5,3,5,0,1,1,1,3.8,129,8.1
Michael Pratt,123229,QB,TULANE,1,2.53,2.43,2.75,5.4,44,319,90.0,20,22,4.4,1.77,0,0,0.0,72.7,16,3,11.1,23,52.3,2,9,,,,,32.0,63.6,73.1,,63.3,,,,,2,0,25,33.3,113.1,4.3,1,0,0,0,1,0,0.0,186,8.5,83.3,12,17,11.1,3.52,1,0,0.0,41.2,7,13,30.0,20,45.5,3,5,,,,,67.1,75.8,72.7,,75.3,,62.1,,,2,0,20,7.7,88.1,5.0,1,2,0,2,2,0,0.0,50,2.9
Reece Udinski,60592,QB,RICHMOND,1,2.61,2.62,2.2,,44,276,81.8,22,23,7.2,1.89,0,1,4.3,78.3,18,4,0.0,24,54.5,0,6,,,,,67.6,73.4,73.0,,72.9,,,,,0,0,24,25.0,104.2,4.2,1,0,0,1,0,0,0.0,207,9.0,62.5,16,20,10.9,3.48,0,1,5.0,45.0,9,9,10.0,20,45.5,1,6,,,,,67.1,72.7,0.0,,75.0,,,,,0,0,20,0.0,59.0,0.0,0,0,0,4,0,0,0.0,93,4.7
Bailey Fisher,88643,QB,GARD-WEBB,1,2.35,1.95,4.07,5.67,44,171,80.0,30,30,7.1,1.64,0,0,0.0,80.0,24,2,0.0,31,70.5,0,15,,,,,68.4,73.0,74.0,,72.4,,,,,0,1,32,50.0,112.5,3.2,1,0,0,0,2,1,3.1,270,9.0,100.0,7,8,13.7,4.03,0,1,9.1,75.0,6,7,14.3,13,29.5,1,4,,,,,66.5,90.0,71.6,,91.1,,59.2,,,0,0,16,28.6,154.2,15.4,2,3,0,1,1,0,0.0,96,12.0
Conner Weigman,158683,QB,TEXAS A&M,1,2.96,2.69,3.43,4.64,44,312,42.9,14,14,12.5,2.01,0,1,7.1,35.7,5,3,16.7,14,31.8,1,2,,,,,66.2,65.0,71.2,,64.7,,,,,0,0,14,0.0,48.2,0.0,0,0,0,0,0,1,7.1,55,3.9,58.8,17,22,8.4,3.41,1,2,8.3,40.9,9,11,10.0,30,68.2,1,4,,,,,17.1,46.5,74.0,,40.8,,66.0,,,2,0,32,27.3,65.7,10.0,3,5,0,2,1,3,9.4,76,3.5
Preston Hutchinson,60370,QB,CHATTNOOGA,1,2.43,2.37,,4.03,43,137,72.7,22,22,9.5,1.81,0,1,4.5,72.7,16,1,0.0,22,51.2,0,9,,,,,67.4,71.0,72.7,,70.5,,,,,0,1,22,0.0,76.3,0.0,0,0,0,0,0,2,9.1,172,7.8,50.0,16,17,17.4,3.23,0,2,11.8,47.1,8,3,0.0,20,46.5,0,8,,,,,67.1,67.6,72.4,,73.5,,49.7,,,1,1,20,0.0,53.1,0.0,0,3,0,0,0,2,10.0,148,8.7
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.17,1.85,2.42,4.02,43,285,70.4,27,27,8.3,1.69,0,0,0.0,63.0,17,8,10.5,30,69.8,2,8,,,,,68.3,52.7,73.9,,52.6,,,,,0,1,31,37.5,104.4,10.0,3,0,0,0,3,0,0.0,183,6.8,40.0,5,6,19.4,3.27,1,0,0.0,33.3,2,7,0.0,13,30.2,0,3,,,,,66.0,49.0,71.0,,37.9,,64.6,,,0,0,13,28.6,42.4,15.4,2,5,0,0,0,0,0.0,12,2.0
Seth Morgan,103954,QB,VA MILT IN,1,2.59,2.61,2.43,,43,336,80.0,15,18,0.9,1.79,1,0,0.0,61.1,11,5,8.3,20,46.5,1,8,,,,,67.1,42.5,72.4,,42.4,,,,,0,1,20,40.0,57.2,10.0,2,0,0,2,0,1,5.0,118,6.6,60.0,20,22,11.7,3.3,0,1,4.3,50.0,11,12,8.3,23,53.5,1,5,,,,,25.6,46.1,73.0,,46.2,,,,,0,0,24,8.3,85.6,4.3,1,0,0,2,1,2,8.3,141,6.4
Treyson Bourguet,158154,QB,W MICHIGAN,1,3.03,2.28,4.45,5.04,43,347,70.0,20,20,9.0,2.07,0,3,14.3,60.0,12,1,14.3,20,46.5,2,6,,,,,67.2,90.2,72.5,,89.7,,,,,0,0,21,0.0,94.8,0.0,0,0,0,0,1,0,0.0,125,6.3,50.0,8,10,19.4,3.87,2,1,7.1,30.0,3,14,25.0,23,53.5,1,6,,,,,26.7,39.9,73.5,,33.6,,62.0,,,0,0,28,42.9,52.1,26.1,6,7,0,0,0,2,7.1,60,6.0
Kyle Zajack,78518,QB,CENT CT ST,1,2.7,2.61,2.97,3.95,42,133,75.0,16,16,7.5,2.06,0,1,5.6,56.3,9,3,25.0,16,38.1,3,4,,,,,66.8,79.1,72.0,,78.4,,,,,0,1,18,0.0,50.8,0.0,0,0,0,0,0,0,0.0,107,6.7,55.6,18,21,9.3,3.1,1,0,0.0,38.1,8,15,20.0,26,61.9,2,6,,,,,67.9,64.5,73.4,,59.6,,69.9,,,2,0,27,20.0,52.7,11.5,3,2,0,0,0,0,0.0,95,4.5
