player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Max Johnson,124099,QB,LSU,1,2.65,2.42,3.07,4.15,55,211,78.6,28,31,8.4,1.81,2,1,3.2,67.7,21,4,4.5,32,58.2,1,12,,,,,68.4,76.2,74.0,75.5,,,0,0,32,25.0,104.0,3.1,1,0,0,1,1,0,0.0,258,8.3,35.7,14,15,10.7,3.82,0,0,0.0,33.3,5,13,0.0,23,41.8,0,3,,,,,26.3,28.9,73.3,29.8,,47.0,0,1,26,15.4,20.7,8.7,2,6,0,1,0,3,11.5,67,4.5
Kaleb Fletcher,60499,QB,NWSTATE,1,2.2,1.94,4.4,4.28,54,257,83.8,37,37,4.7,1.55,0,0,0.0,75.7,28,3,9.7,37,68.5,3,10,,,,,68.9,72.5,74.6,71.9,,,0,0,38,0.0,106.0,0.0,0,0,0,0,2,0,0.0,203,5.5,72.7,11,11,16.2,3.61,0,0,0.0,72.7,8,6,0.0,17,31.5,0,8,,,,,22.4,74.3,71.8,78.0,,58.9,0,0,17,16.7,106.6,5.9,1,5,0,0,0,1,5.9,116,10.5
Matt McDonald,60350,QB,BOWL GREEN,1,2.61,2.3,3.76,4.68,54,122,96.2,26,28,4.1,1.79,2,0,0.0,71.4,20,0,20.0,28,51.9,5,9,,,,,68.0,88.9,73.5,88.0,,,0,0,28,,98.7,0.0,0,0,0,0,1,0,0.0,169,6.0,76.9,13,17,12.1,3.5,2,1,5.6,52.9,9,11,10.0,26,48.1,1,4,,,,,26.3,39.7,73.4,49.9,,39.6,0,1,27,45.5,44.7,19.2,5,4,0,2,0,3,11.1,94,5.5
Justin Agner,41605,QB,STETSON,1,3.24,2.64,3.54,4.97,54,302,75.0,20,21,7.9,1.69,1,0,0.0,66.7,14,2,6.7,21,38.9,1,9,,,,,67.4,78.8,72.7,78.0,,,0,0,22,0.0,121.6,0.0,0,0,0,0,3,0,0.0,123,5.9,68.8,16,16,14.7,4.22,0,2,11.8,68.8,11,18,0.0,33,61.1,0,9,,,,,29.1,71.1,74.3,65.7,,68.0,0,0,35,27.8,122.9,15.2,5,12,0,0,1,1,2.9,164,10.3
Westin Elliott,60433,QB,MERRIMACK,1,2.45,2.35,3.3,4.5,53,385,71.0,31,32,5.5,2.07,0,0,0.0,65.6,21,3,4.5,32,60.4,1,7,,,,,68.5,52.6,74.2,52.5,,,0,3,34,0.0,48.7,0.0,0,0,0,1,1,3,8.8,158,4.9,52.9,17,18,9.1,3.04,0,0,0.0,44.4,8,8,11.1,21,39.6,1,5,,,,,67.5,45.3,72.8,44.1,,60.8,1,1,23,12.5,47.0,4.8,1,2,0,0,1,2,8.7,48,2.7
Zevi Eckhaus,148535,QB,BRYANT,1,2.43,2.32,3.15,4.5,53,124,84.4,32,33,4.9,1.86,1,0,0.0,75.8,25,1,7.4,33,62.3,2,15,,,,,68.5,90.5,74.2,90.2,,,0,0,34,0.0,101.2,0.0,0,0,0,0,1,0,0.0,205,6.2,78.6,14,16,14.6,3.39,1,4,23.5,62.5,10,11,9.1,20,37.7,1,7,,,,,67.1,91.2,72.5,91.3,,60.8,0,0,21,18.2,128.1,10.0,2,2,0,1,2,0,0.0,132,8.3
D'Wan Mathis,99130,QB,TEMPLE,1,2.44,2.41,,4.53,52,306,77.8,27,27,3.8,1.59,0,0,0.0,77.8,21,4,0.0,27,51.9,0,9,,,,,67.9,54.7,73.4,54.5,,,0,0,27,0.0,130.4,0.0,0,0,0,0,3,0,0.0,173,6.4,68.4,19,20,13.3,3.66,0,2,10.0,60.0,12,9,7.7,23,44.2,1,6,,,,,67.5,68.1,72.8,70.7,,55.8,1,0,23,0.0,80.4,0.0,0,3,0,0,0,0,0.0,136,6.8
Grant Wells,97784,QB,MARSHALL,1,2.48,2.34,2.8,8.7,51,214,79.3,29,30,6.0,1.88,0,0,0.0,66.7,20,3,13.0,31,60.8,3,7,,,,,68.4,57.6,74.0,57.3,,,1,0,32,33.3,88.2,3.2,1,0,0,0,1,0,0.0,140,4.7,70.6,17,18,14.3,3.42,0,1,5.3,61.1,11,6,8.3,20,39.2,1,10,,,,,67.2,71.1,72.5,72.5,,57.3,0,2,21,16.7,54.2,5.0,1,1,0,1,0,2,9.5,176,9.8
Brennan Armstrong,77696,QB,VIRGINIA,1,2.48,2.23,3.53,5.07,50,335,73.3,30,31,7.2,1.88,0,1,3.1,64.5,20,4,9.1,31,62.0,2,8,,,,,68.4,50.8,74.0,50.7,,,0,1,32,0.0,67.4,0.0,0,0,0,1,0,2,6.3,186,6.0,63.6,11,13,17.1,3.46,0,0,0.0,38.5,5,11,28.6,19,38.0,2,4,,,,,67.2,52.1,72.5,42.4,,74.5,1,0,21,27.3,86.1,15.8,3,3,0,1,1,2,9.5,82,6.3
Cole Johnson,29785,QB,JAMES MAD,1,2.06,1.87,2.83,4.1,50,197,83.3,36,36,6.4,1.7,0,2,5.1,83.3,30,2,0.0,37,74.0,0,11,,,,,32.0,66.8,74.8,66.3,,,0,1,40,50.0,104.1,2.7,1,0,0,0,2,2,5.0,263,7.3,57.1,7,8,10.1,3.1,0,0,0.0,37.5,3,7,25.0,13,26.0,1,3,,,,,66.2,61.0,71.2,62.0,,58.7,0,0,14,28.6,85.4,15.4,2,3,0,1,1,0,0.0,23,2.9
James Blackman,60382,QB,ARK STATE,1,2.67,2.6,3.15,,49,113,81.8,22,22,5.6,2.04,0,1,4.5,77.3,17,2,5.6,22,44.9,1,8,,,,,67.2,49.6,72.7,49.5,,,0,2,22,0.0,71.6,0.0,0,0,0,0,1,3,13.6,147,6.7,66.7,18,21,15.6,3.18,1,2,7.7,52.4,11,15,8.3,27,55.1,1,8,,,,,68.4,62.7,74.0,62.4,,,0,1,32,40.0,72.5,22.2,6,0,0,2,1,1,3.1,155,7.4
Bo Nix,97790,QB,AUBURN,1,3.5,3.16,,6.5,49,115,66.7,21,21,6.0,1.97,0,1,4.8,57.1,12,5,14.3,21,42.9,2,8,,,,,67.2,58.9,72.5,58.7,,,0,0,21,0.0,70.7,0.0,0,0,0,0,0,1,4.8,106,5.0,70.0,20,23,10.4,4.65,0,2,8.7,47.8,11,16,21.4,28,57.1,3,9,,,,,68.0,81.9,73.5,84.2,,59.9,0,0,28,0.0,83.4,0.0,0,5,0,3,1,0,0.0,149,6.5
Nic Baker,87541,QB,S ILLINOIS,1,2.55,2.39,3.42,5.1,49,295,73.1,26,28,4.4,1.82,1,1,3.2,57.1,16,2,15.8,28,57.1,3,4,,,,,68.3,49.1,73.9,49.1,,,0,1,31,0.0,50.3,0.0,0,0,0,1,0,2,6.5,104,3.7,71.4,14,15,13.0,3.53,0,1,5.6,66.7,10,15,0.0,21,42.9,0,9,,,,,67.6,57.3,73.0,54.5,,64.0,0,1,24,33.3,107.2,23.8,5,1,0,1,2,2,8.3,136,9.1
Beau English,82066,QB,RICHMOND,1,2.89,2.75,3.4,4.88,49,276,77.8,18,19,3.6,1.98,1,0,0.0,63.2,12,2,14.3,19,38.8,2,6,,,,,67.0,45.4,72.2,45.5,,,0,0,19,0.0,71.8,0.0,0,0,0,0,0,0,0.0,78,4.1,58.8,17,23,12.8,3.59,0,2,8.0,39.1,9,14,10.0,29,59.2,1,10,,,,,68.3,66.7,73.9,65.3,,63.1,1,0,31,14.3,70.0,6.9,2,4,0,5,1,1,3.2,115,5.0
RJ Martinez,147690,QB,N ARIZONA,1,2.95,2.9,2.5,4.3,48,252,73.9,23,24,6.7,1.89,1,1,4.0,70.8,17,2,0.0,24,50.0,0,5,,,,,67.7,74.3,73.1,73.7,,,0,0,25,0.0,87.2,0.0,0,0,0,0,0,0,0.0,150,6.3,64.7,17,21,19.4,4.02,0,3,12.5,42.9,9,9,18.2,24,50.0,2,7,,,,,67.9,84.3,73.4,83.4,,62.8,0,0,27,11.1,120.8,4.2,1,2,0,4,3,1,3.7,219,10.4
Mark Pappas,109046,QB,MOREHEAD,1,2.55,2.4,4.55,3.85,48,234,91.3,23,23,6.9,1.73,0,2,8.7,87.0,20,1,4.8,23,47.9,1,14,,,,,67.5,76.9,72.8,76.2,,,0,0,23,0.0,137.0,0.0,0,0,0,0,2,1,4.3,228,9.9,70.0,20,21,7.1,3.29,0,2,9.5,61.9,13,9,7.1,25,52.1,1,10,,,,,67.7,58.2,73.1,61.2,,53.1,0,1,25,22.2,123.6,8.0,2,2,0,1,4,2,8.0,253,12.0
Liam Welch,19897,QB,SAMFORD,1,2.73,2.63,,5.0,48,282,85.0,20,20,4.8,1.72,0,0,0.0,75.0,15,1,11.8,20,41.7,2,8,,,,,67.1,77.9,72.4,77.2,,,0,1,20,0.0,108.5,0.0,0,0,0,0,2,0,0.0,151,7.6,76.0,25,26,9.5,3.45,0,1,3.6,61.5,16,9,15.8,28,58.3,3,9,,,,,68.3,67.5,73.9,68.8,,57.4,0,1,31,0.0,88.8,0.0,0,2,0,1,2,2,6.5,161,6.2
Rett Files,91405,QB,N ALABAMA,1,2.61,2.54,3.3,,48,389,89.5,19,19,3.0,1.47,0,1,5.0,84.2,16,1,5.9,19,39.6,1,9,,,,,67.1,84.4,72.4,83.6,,,0,0,20,0.0,121.9,0.0,0,0,0,0,1,0,0.0,172,9.1,66.7,21,25,12.7,3.35,0,1,3.8,56.0,14,12,0.0,29,60.4,0,8,,,,,68.2,72.3,73.9,73.1,,57.8,1,1,31,33.3,98.4,13.8,4,0,0,3,2,1,3.2,238,9.5
Sam Hartman,77618,QB,WAKE,1,3.31,3.01,3.5,5.68,47,339,83.3,6,8,1.7,2.08,1,0,0.0,62.5,5,5,0.0,9,19.1,0,1,,,,,65.1,63.4,69.8,63.2,,,1,0,9,20.0,69.3,11.1,1,0,0,0,0,0,0.0,29,3.6,64.5,31,32,16.1,3.6,0,3,9.1,56.3,18,13,10.0,38,80.9,2,15,,,,,68.9,74.4,74.7,75.1,,59.6,1,1,39,7.7,95.2,2.6,1,5,0,0,2,1,2.6,295,9.2
Pierce Holley,108981,QB,GEORGETOWN,1,3.03,2.9,3.12,4.63,47,172,78.9,19,20,8.0,1.9,1,0,0.0,75.0,15,2,0.0,22,46.8,0,9,,,,,67.4,57.7,72.8,57.5,,,0,1,23,100.0,77.7,9.1,2,0,0,0,0,1,4.3,163,8.2,38.5,13,19,12.1,4.04,0,0,0.0,26.3,5,6,0.0,25,53.2,0,4,,,,,67.7,44.3,73.1,43.2,,59.0,0,0,25,50.0,39.6,12.0,3,3,0,6,0,0,0.0,45,2.4
Dorian Thompson-Robinson,83574,QB,UCLA,1,3.29,2.5,4.25,5.22,47,324,75.0,16,17,7.1,1.98,1,0,0.0,64.7,11,2,8.3,17,36.2,1,8,,,,,66.8,72.0,72.0,71.5,,,0,0,18,0.0,104.8,0.0,0,0,0,0,1,1,5.6,119,7.0,73.3,15,15,11.8,4.03,0,0,0.0,66.7,10,9,9.1,30,63.8,1,8,,,,,68.4,82.0,74.0,72.2,,75.3,0,0,32,44.4,89.9,13.3,4,11,0,0,0,0,0.0,116,7.7
Jonah Johnson,138484,QB,NEW MEX ST,1,2.99,2.85,4.8,5.1,47,242,80.0,20,20,8.0,2.0,0,0,0.0,75.0,15,8,6.3,20,42.6,1,9,,,,,67.2,66.6,72.5,66.2,,,0,1,21,0.0,84.6,0.0,0,0,0,0,1,1,4.8,116,5.8,71.4,21,24,12.0,3.71,0,0,0.0,62.5,15,15,0.0,27,57.4,0,9,,,,,68.0,82.4,73.5,81.9,,61.8,1,0,28,6.7,113.9,3.7,1,2,0,2,2,0,0.0,184,7.7
Jett Duffey,41634,QB,HAMPTON,1,2.58,2.42,3.7,5.5,47,178,69.6,23,24,9.6,1.98,1,1,3.6,50.0,12,1,25.0,24,51.1,4,8,,,,,68.0,77.8,73.5,77.1,,,0,1,28,0.0,71.5,0.0,0,0,0,0,1,0,0.0,180,7.5,64.7,17,20,18.7,3.2,0,2,9.5,50.0,10,8,9.1,23,48.9,1,8,,,,,67.6,63.0,73.0,66.1,,52.9,1,2,24,12.5,83.3,4.3,1,2,0,2,3,2,8.3,190,9.5
Hunter Hays,141593,QB,IDAHO ST,1,2.52,2.25,3.6,5.75,46,186,70.8,24,24,5.2,1.7,0,0,0.0,58.3,14,2,17.6,24,52.2,3,7,,,,,67.7,65.1,73.1,64.7,,,0,1,25,0.0,65.6,0.0,0,0,0,0,1,0,0.0,106,4.4,46.7,15,16,14.5,3.41,0,0,0.0,37.5,6,9,14.3,22,47.8,1,4,,,,,67.2,39.2,72.7,41.8,,52.8,1,2,22,44.4,20.6,18.2,4,2,0,0,0,2,9.1,103,6.4
Ben Bryant,77655,QB,E MICHIGAN,1,2.36,2.26,3.14,,46,160,78.3,23,25,4.3,1.79,1,1,3.8,68.0,17,3,5.6,25,54.3,1,7,,,,,67.8,74.8,73.3,74.2,,,1,1,26,0.0,80.9,0.0,0,0,0,0,1,0,0.0,153,6.1,73.3,15,16,16.1,3.03,0,1,6.3,68.8,11,8,0.0,21,45.7,0,8,,,,,14.1,55.9,72.5,55.7,,,1,0,21,62.5,127.6,23.8,5,0,0,0,1,3,14.3,182,11.4
Seth Henigan,144267,QB,MEMPHIS,1,2.62,2.44,3.2,4.5,46,218,80.0,20,23,8.4,1.92,2,1,4.2,65.2,15,3,6.3,24,52.2,1,8,,,,,67.7,81.2,73.1,80.4,,,0,0,25,33.3,101.4,4.2,1,0,0,1,1,0,0.0,168,7.3,66.7,15,17,16.2,3.39,0,1,4.8,52.9,9,11,10.0,22,47.8,1,7,,,,,67.8,61.1,73.3,65.6,,50.5,0,0,26,18.2,119.0,9.1,2,3,0,2,2,0,0.0,137,8.1
Jordan Travis,77615,QB,FLORIDA ST,1,2.74,1.84,5.75,5.05,46,167,88.5,26,28,-0.5,1.66,0,0,0.0,75.0,21,4,8.7,28,60.9,2,8,,,,,68.0,72.7,73.5,72.2,,,1,1,28,0.0,91.2,0.0,0,0,0,1,2,0,0.0,119,4.3,50.0,2,4,24.5,4.67,0,0,0.0,25.0,1,13,0.0,17,37.0,0,4,,,,,67.0,67.0,72.2,54.1,,68.4,1,0,19,15.4,39.6,11.8,2,11,0,1,0,0,0.0,12,3.0
Davis Brin,77642,QB,TULSA,1,2.6,2.36,3.78,4.2,46,320,72.7,22,23,10.7,1.89,0,4,16.0,65.2,15,1,6.3,23,50.0,1,8,,,,,67.7,71.7,73.1,71.1,,,0,1,25,0.0,90.7,0.0,0,0,0,1,1,1,4.0,209,9.1,53.3,15,16,13.8,3.31,0,0,0.0,31.3,5,16,37.5,23,50.0,3,2,,,,,25.6,43.2,73.1,45.9,,52.6,1,2,25,31.3,1.3,21.7,5,2,0,0,0,2,8.0,49,3.1
Jayden de Laura,131928,QB,WASH STATE,1,2.68,2.5,3.3,5.7,45,341,81.5,27,27,4.6,1.96,0,1,3.7,81.5,22,2,0.0,27,60.0,0,12,,,,,67.9,66.3,73.4,65.9,,,0,1,27,0.0,115.3,0.0,0,0,0,0,3,1,3.7,175,6.5,30.0,10,14,22.0,3.75,1,1,7.1,21.4,3,7,0.0,18,40.0,0,3,,,,,22.9,52.5,72.0,51.6,,60.2,1,1,18,28.6,9.8,11.1,2,2,0,2,0,2,11.1,38,2.7
Logan Bonner,39990,QB,UTAH ST,1,2.89,2.77,2.85,5.5,45,329,76.5,17,17,10.9,2.0,0,1,5.9,64.7,11,5,15.4,18,40.0,2,8,,,,,22.9,75.0,72.0,74.3,,,0,0,18,20.0,81.0,5.6,1,0,0,0,0,2,11.1,102,6.0,47.8,23,24,22.4,3.49,0,5,18.5,41.7,10,9,9.1,27,60.0,1,8,,,,,68.2,68.8,73.7,64.4,,71.7,0,1,30,11.1,77.4,3.7,1,2,0,1,2,3,10.0,174,7.3
Connor Bazelak,99135,QB,MISSOURI,1,2.45,2.44,3.0,,45,229,84.0,25,26,5.3,1.89,0,0,0.0,73.1,19,4,9.5,26,57.8,2,11,,,,,67.8,81.3,73.3,80.6,,,0,1,26,0.0,85.4,0.0,0,0,0,1,0,0,0.0,240,9.2,52.9,17,18,12.1,3.21,0,1,5.6,44.4,8,11,11.1,19,42.2,1,4,,,,,67.0,52.6,72.2,52.6,,,1,1,19,9.1,35.0,5.3,1,0,0,0,0,2,10.5,82,4.6
Daniel Richardson,97103,QB,C MICHIGAN,1,2.78,2.7,4.2,3.85,45,134,77.8,18,18,8.8,2.04,0,0,0.0,66.7,12,4,14.3,18,40.0,2,7,,,,,66.8,66.3,72.0,65.9,,,0,0,18,0.0,104.6,0.0,0,0,0,0,1,0,0.0,123,6.8,59.1,22,24,15.1,3.28,0,2,7.7,41.7,10,11,23.1,27,60.0,3,11,,,,,68.1,56.7,73.6,55.7,,62.0,0,0,29,9.1,85.9,3.7,1,2,0,2,1,3,10.3,203,8.5
Jack Cook,109015,QB,DAYTON,1,2.94,2.67,,5.1,45,150,66.7,24,24,11.0,2.04,0,2,8.0,62.5,15,1,6.3,24,53.3,1,12,,,,,67.7,62.0,73.1,61.7,,,0,1,25,0.0,109.4,0.0,0,0,0,0,2,1,4.0,258,10.8,57.1,14,16,22.4,3.97,0,4,23.5,50.0,8,8,0.0,21,46.7,0,9,,,,,67.4,91.0,72.7,91.3,,64.5,0,0,22,0.0,88.0,0.0,0,5,0,2,0,1,4.5,170,10.6
Tanner Mordecai,77656,QB,SMU,1,2.53,2.44,,4.35,44,287,86.4,22,22,4.0,1.63,0,0,0.0,81.8,18,1,5.3,22,50.0,1,13,,,,,67.4,90.7,72.7,90.4,,,0,0,22,0.0,138.1,0.0,0,0,0,0,4,0,0.0,168,7.6,70.6,17,20,11.9,3.43,0,1,5.0,55.0,11,8,8.3,22,50.0,1,7,,,,,67.4,85.1,72.7,84.8,,62.0,1,1,22,0.0,54.8,0.0,0,2,0,2,0,0,0.0,133,6.7
Jake Lange,121467,QB,SO MISS,1,2.86,2.71,3.85,4.8,44,296,52.9,17,17,8.1,2.04,0,0,0.0,52.9,9,3,0.0,17,38.6,0,3,,,,,66.7,43.1,71.8,43.3,,,0,1,17,0.0,42.5,0.0,0,0,0,0,0,2,11.8,85,5.0,70.0,20,22,15.8,3.37,0,1,4.3,63.6,14,13,0.0,27,61.4,0,8,,,,,68.0,59.3,73.5,60.6,,57.0,0,2,28,30.8,73.9,14.8,4,1,0,2,1,2,7.1,219,10.0
E.J. Perry,60349,QB,BROWN,1,2.88,2.69,4.33,4.7,44,123,88.2,17,17,8.9,2.07,0,1,5.3,76.5,13,2,13.3,17,38.6,2,9,,,,,67.0,92.5,72.2,92.1,,,0,0,19,0.0,122.7,0.0,0,0,0,0,1,0,0.0,152,8.9,52.4,21,22,12.0,3.39,0,1,4.3,50.0,11,10,0.0,27,61.4,0,8,,,,,68.0,46.9,73.5,47.8,,57.8,0,1,28,40.0,68.4,14.8,4,1,0,1,1,1,3.6,150,6.8
Dennis Grosel,60351,QB,BOSTON COL,1,3.03,2.9,4.3,,44,121,57.1,7,8,6.1,2.0,1,0,0.0,50.0,4,3,0.0,8,18.2,0,3,,,,,64.9,57.8,69.5,57.7,,,0,0,8,0.0,72.4,0.0,0,0,0,0,0,0,0.0,55,6.9,71.4,28,32,13.2,3.26,2,0,0.0,59.4,19,20,5.0,36,81.8,1,9,,,,,29.9,56.7,74.6,56.5,,,1,2,38,20.0,58.9,11.1,4,0,0,1,0,2,5.3,256,8.0
