player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Grant Wells,97784,QB,MARSHALL,1,2.42,2.42,,,48,214,95.7,23,23,4.0,1.86,0,1,4.2,91.3,21,1,4.5,23,47.9,1,9,,,,67.6,88.4,73.0,87.5,,,,0,0,24,0.0,127.2,0.0,0,0,0,0,2,0,0.0,174,7.6,58.3,24,25,12.7,2.93,1,2,7.4,52.0,13,3,7.1,25,52.1,1,7,,,,68.0,51.9,73.5,52.8,,57.8,,0,1,28,0.0,69.4,0.0,0,0,0,0,1,2,7.1,164,6.6
Bailey Zappe,60396,QB,W KENTUCKY,1,3.07,2.67,4.0,6.73,47,346,81.0,21,21,6.1,1.72,0,2,9.1,81.0,17,0,0.0,21,44.7,0,9,,,,67.4,87.1,72.7,86.3,,,,0,0,22,,144.4,0.0,0,0,0,0,2,0,0.0,232,11.0,68.8,16,20,14.3,4.17,0,0,0.0,55.0,11,10,0.0,26,55.3,0,11,,,,67.9,67.0,0.0,72.3,,55.9,,0,1,27,20.0,86.0,7.7,2,4,0,4,1,2,7.4,203,10.2
Zerrick Cooper,40465,QB,JVILLE ST,1,3.03,2.81,3.7,4.23,47,196,68.8,16,17,6.4,2.07,1,0,0.0,58.8,10,0,9.1,17,36.2,1,5,,,,66.8,48.8,72.0,48.8,,,,0,0,18,,70.7,0.0,0,0,0,0,0,3,16.7,80,4.7,52.6,19,21,18.1,3.57,0,3,11.5,33.3,7,20,30.0,30,63.8,3,8,,,,68.6,78.1,74.3,78.0,,61.8,,1,0,35,25.0,93.8,16.7,5,4,0,1,2,0,0.0,162,7.7
Draylen Ellis,121346,QB,AUSTINPEAY,1,2.34,2.32,3.68,,47,116,81.5,27,27,6.0,1.57,0,2,6.9,74.1,20,5,9.1,28,59.6,2,7,,,,68.2,75.7,73.7,75.0,,,,0,0,30,20.0,99.2,3.6,1,0,0,0,1,0,0.0,149,5.5,42.9,7,14,20.7,3.89,1,1,6.3,14.3,2,10,33.3,17,36.2,1,1,,,,13.2,31.0,0.0,34.5,,,,0,0,19,30.0,44.6,17.6,3,0,0,6,0,2,10.5,59,4.2
Shannon Patrick,82081,QB,BETH COOK,1,2.25,2.23,,3.2,47,119,74.2,31,33,7.3,1.82,0,0,0.0,57.6,19,9,17.4,33,70.2,4,8,,,,68.5,66.3,74.2,65.8,,,,2,0,34,0.0,76.5,0.0,0,0,0,0,1,0,0.0,129,3.9,69.2,13,13,12.0,3.26,0,1,7.1,61.5,8,8,11.1,14,29.8,1,6,,,,66.4,64.1,71.4,61.1,,63.7,,0,1,15,0.0,81.9,0.0,0,1,0,0,1,1,6.7,109,8.4
Jason Shelley,60581,QB,MO STATE,1,2.82,2.4,4.3,4.83,46,230,81.8,22,22,9.7,1.91,0,1,4.3,68.2,15,2,16.7,22,47.8,3,6,,,,67.5,81.8,72.8,81.0,,,,0,0,23,0.0,105.3,0.0,0,0,0,0,1,0,0.0,165,7.5,38.5,13,15,14.1,3.65,0,0,0.0,26.7,4,15,20.0,24,52.2,1,5,,,,16.8,47.3,73.4,39.6,,70.9,,1,0,27,33.3,46.3,20.8,5,4,0,1,0,2,7.4,69,4.6
Shedeur Sanders,131396,QB,JACKSON ST,1,2.47,2.24,3.9,4.73,46,194,87.5,24,24,4.8,1.59,0,0,0.0,79.2,19,3,9.5,24,52.2,2,8,,,,67.7,72.2,73.1,71.6,,,,0,0,25,0.0,92.4,0.0,0,0,0,0,0,0,0.0,148,6.2,93.8,16,17,10.9,3.44,0,3,17.6,70.6,12,11,20.0,22,47.8,3,8,,,,24.8,75.9,72.7,82.3,,51.1,,0,0,22,18.2,152.6,9.1,2,3,0,1,3,1,4.5,218,12.8
Mark Pappas,109046,QB,MOREHEAD,1,2.27,2.23,,4.0,45,234,83.3,30,30,6.8,1.74,0,4,12.5,76.7,23,5,8.0,30,66.7,2,13,,,,68.4,88.8,74.0,87.7,,,,0,0,32,0.0,128.2,0.0,0,0,0,0,3,0,0.0,208,6.9,42.9,14,14,16.5,3.33,0,0,0.0,42.9,6,6,0.0,15,33.3,0,6,,,,66.4,65.8,71.4,62.4,,64.3,,0,0,15,0.0,100.6,0.0,0,1,0,0,2,0,0.0,78,5.6
Kedon Slovis,100580,QB,USC,1,2.95,2.82,,4.73,45,326,82.6,23,24,7.3,1.89,1,2,7.4,70.8,17,1,10.5,24,53.3,2,5,,,,67.9,69.5,73.4,69.0,,,,0,1,27,0.0,82.3,0.0,0,0,0,0,1,1,3.7,142,5.9,71.4,14,18,12.9,4.16,0,0,0.0,55.6,10,8,0.0,21,46.7,0,6,,,,67.1,73.0,72.5,70.1,,66.0,,1,0,21,0.0,67.1,0.0,0,3,0,3,0,1,4.8,81,4.5
D'Eriq King,26636,QB,MIAMI FL,1,3.24,2.7,3.4,4.83,45,220,92.9,14,16,5.5,1.99,2,0,0.0,62.5,10,4,23.1,16,35.6,3,4,,,,66.5,84.8,71.6,84.1,,,,0,0,16,0.0,75.0,0.0,0,0,0,0,0,0,0.0,80,5.0,68.8,16,17,9.6,3.92,0,3,15.8,58.8,10,12,9.1,29,64.4,1,8,,,,68.3,90.6,73.9,91.5,,66.5,,1,0,31,8.3,80.5,3.4,1,11,0,0,0,0,0.0,120,7.1
Ken Seals,124359,QB,VANDERBILT,1,2.07,2.03,2.9,,44,333,75.0,32,33,8.2,1.75,0,2,5.4,69.7,23,6,4.2,33,75.0,1,11,,,,68.8,55.8,74.5,55.6,,,,0,0,37,0.0,106.3,0.0,0,0,0,1,2,1,2.7,205,6.2,66.7,6,9,12.0,3.03,0,0,0.0,44.4,4,7,0.0,11,25.0,0,1,,,,18.5,36.5,70.4,36.6,,,,1,0,11,28.6,53.5,18.2,2,0,0,2,0,1,9.1,31,3.4
Tommy Schuster,108954,QB,N DAKOTA,1,2.86,2.83,4.2,,44,249,68.8,16,17,7.3,1.95,1,1,5.9,64.7,11,3,0.0,17,38.6,0,6,,,,66.7,45.0,71.8,45.2,,,,0,2,17,0.0,64.5,0.0,0,0,0,0,1,2,11.8,116,6.8,87.5,24,26,6.5,3.44,0,2,7.1,69.2,18,8,14.3,27,61.4,3,8,,,,68.0,86.8,73.6,85.9,,,,0,0,29,12.5,96.5,3.7,1,0,0,2,0,0,0.0,229,8.8
Liam Welch,19897,QB,SAMFORD,1,2.53,2.33,2.85,5.03,44,282,71.4,28,29,9.0,2.01,1,1,3.4,62.1,18,3,10.0,30,68.2,2,7,,,,68.2,58.4,73.7,58.1,,,,0,2,30,33.3,60.7,3.3,1,0,0,0,1,1,3.3,168,5.8,66.7,6,10,19.0,3.66,2,1,10.0,40.0,4,4,0.0,14,31.8,0,3,,,,20.6,43.0,0.0,37.6,,67.6,,0,0,14,25.0,55.8,7.1,1,3,0,2,0,2,14.3,49,4.9
Tyrell Jackson,154115,QB,FRTVLY,1,2.28,2.11,3.08,3.85,44,874,71.4,28,29,5.8,1.81,0,0,0.0,62.1,18,9,10.0,30,68.2,2,9,,,,28.0,73.5,73.9,72.9,,,,1,0,31,11.1,89.2,3.3,1,0,0,0,1,1,3.2,166,5.7,71.4,7,9,14.1,3.28,0,1,10.0,22.2,2,9,60.0,14,31.8,3,1,,,,21.0,65.0,71.4,63.8,,61.8,,0,0,15,33.3,43.3,21.4,3,2,0,2,0,1,6.7,35,3.9
Cam Ward,133244,QB,INCAR WORD,1,2.42,2.28,3.85,4.85,44,189,75.0,28,28,6.6,1.68,0,0,0.0,64.3,18,0,14.3,28,63.6,3,11,,,,68.1,73.7,73.6,73.1,,,,0,0,29,,118.5,0.0,0,0,0,0,3,0,0.0,182,6.5,55.6,9,11,13.1,3.97,0,1,8.3,36.4,4,10,20.0,15,34.1,1,2,,,,66.5,54.8,71.6,58.6,,53.8,,1,0,16,20.0,44.9,13.3,2,2,0,1,0,1,6.3,22,2.0
Kenny Pickett,60515,QB,PITTSBURGH,1,3.19,2.8,2.67,6.32,44,268,88.9,18,18,2.3,1.89,0,0,0.0,83.3,15,1,6.3,19,43.2,1,6,,,,67.1,71.9,72.4,71.4,,,,0,0,20,100.0,108.1,5.3,1,0,0,0,1,0,0.0,99,5.5,56.3,16,18,14.0,4.17,0,1,5.3,50.0,9,14,0.0,25,56.8,0,10,,,,67.8,71.5,73.3,73.3,,59.1,,0,0,26,14.3,105.3,8.0,2,5,0,2,1,0,0.0,186,10.3
Carson Strong,83524,QB,NEVADA,1,2.4,2.32,,5.6,44,239,88.0,25,25,2.9,1.54,0,0,0.0,88.0,22,1,0.0,25,56.8,0,12,,,,67.7,68.2,73.1,67.8,,,,0,0,25,0.0,144.3,0.0,0,0,0,0,3,0,0.0,228,9.1,72.2,18,18,13.1,3.53,0,1,5.3,66.7,12,6,7.7,19,43.2,1,7,,,,67.1,75.1,72.4,76.8,,57.3,,0,0,20,0.0,111.6,0.0,0,1,0,0,1,0,0.0,153,8.5
Layne Hatcher,82068,QB,ARK STATE,1,3.32,3.21,5.05,4.63,44,113,100.0,14,14,2.1,1.81,0,0,0.0,85.7,12,2,14.3,14,31.8,2,8,,,,66.2,81.5,71.2,80.8,,,,0,0,14,0.0,103.0,0.0,0,0,0,0,0,0,0.0,122,8.7,68.4,19,24,12.5,4.16,0,3,12.5,50.0,12,15,7.7,29,65.9,1,8,,,,68.2,83.0,73.7,79.1,,70.2,,1,0,30,13.3,86.3,6.9,2,3,0,4,1,0,0.0,165,6.9
John Seter,60388,QB,STETSON,1,2.22,2.22,,,43,302,87.1,31,32,5.6,1.89,1,2,6.3,71.9,23,3,14.8,32,74.4,4,15,,,,68.4,90.2,74.0,89.7,,,,0,0,32,0.0,122.0,0.0,0,0,0,0,3,0,0.0,221,6.9,40.0,10,11,13.6,3.17,0,1,8.3,27.3,3,3,25.0,11,25.6,1,2,,,,65.8,60.9,70.7,60.7,,,,0,0,12,0.0,47.9,0.0,0,0,0,1,0,0,0.0,55,5.0
Drew Plitt,39879,QB,BALL ST,1,2.23,2.11,4.9,4.45,43,117,81.5,27,28,4.9,1.74,0,0,0.0,71.4,20,2,9.1,28,65.1,2,6,,,,68.3,71.3,73.9,70.8,,,,0,0,31,0.0,79.2,0.0,0,0,0,1,0,1,3.2,118,4.2,60.0,10,11,8.6,3.37,0,0,0.0,45.5,5,4,16.7,14,32.6,1,4,,,,66.4,58.9,71.4,56.7,,62.5,,0,2,15,25.0,21.6,7.1,1,2,0,1,0,2,13.3,56,5.1
Jeff Undercuffler,78501,QB,ALBANY,1,2.5,2.24,3.17,4.95,43,106,66.7,21,24,8.6,1.94,3,2,8.3,54.2,13,3,7.1,25,58.1,1,7,,,,67.7,67.6,73.1,67.2,,,,0,0,25,33.3,86.3,4.0,1,0,0,0,1,0,0.0,145,6.0,80.0,10,11,12.1,3.28,0,1,7.1,63.6,7,7,12.5,18,41.9,1,3,,,,67.2,63.5,72.5,67.0,,53.5,,1,0,21,71.4,82.8,27.8,5,2,0,0,0,0,0.0,73,6.6
Dylan Morris,100570,QB,WASHINGTON,1,2.84,2.64,3.7,4.85,43,340,68.8,16,16,7.9,1.94,0,0,0.0,62.5,10,3,9.1,16,37.2,1,4,,,,66.5,42.1,71.6,42.3,,,,0,0,16,0.0,107.0,0.0,0,0,0,0,1,1,6.3,123,7.7,62.5,16,21,10.9,3.38,1,0,0.0,47.6,10,13,0.0,27,62.8,0,9,,,,68.1,64.3,73.6,65.6,,57.4,,2,0,29,30.8,75.5,14.8,4,2,0,2,0,0,0.0,170,8.1
Todd Centeio,60552,QB,COLO STATE,1,2.47,2.29,,4.25,43,144,76.2,21,24,5.1,1.8,3,0,0.0,58.3,14,6,12.5,24,55.8,2,9,,,,67.6,64.7,73.0,64.3,,,,0,0,24,0.0,91.7,0.0,0,0,0,0,1,0,0.0,156,6.5,61.5,13,15,11.7,3.32,1,1,6.7,46.7,7,5,12.5,19,44.2,1,7,,,,67.0,76.7,72.2,72.5,,68.4,,0,1,19,0.0,58.5,0.0,0,4,0,1,1,0,0.0,83,5.5
Zach Calzada,98006,QB,TEXAS A&M,1,3.0,2.79,3.5,4.85,43,312,66.7,12,12,6.6,1.9,0,1,8.3,58.3,7,3,12.5,12,27.9,1,1,,,,65.8,69.2,70.7,68.8,,,,0,0,12,0.0,64.6,0.0,0,0,0,0,0,0,0.0,40,3.3,54.5,22,26,10.4,3.43,2,2,7.7,42.3,11,13,8.3,31,72.1,1,9,,,,28.0,52.5,73.9,54.5,,54.2,,1,0,31,7.7,73.1,3.2,1,4,0,1,1,2,6.5,143,5.5
Jeff Widener,104774,QB,N ARIZONA,1,2.72,2.35,4.05,4.08,42,252,63.2,19,19,6.4,1.81,0,0,0.0,57.9,11,4,8.3,19,45.2,1,9,,,,67.1,70.2,72.4,69.7,,,,0,2,20,0.0,51.8,0.0,0,0,0,0,1,0,0.0,107,5.6,84.6,13,14,8.7,3.47,0,0,0.0,78.6,11,14,0.0,23,54.8,0,6,,,,67.7,67.9,73.1,64.4,,65.8,,0,0,25,28.6,97.0,17.4,4,5,0,1,0,0,0.0,102,7.3
Jawon Pass,40916,QB,PRVIEW A&M,1,2.41,2.26,4.0,4.03,42,270,61.9,21,22,8.8,1.71,1,0,0.0,54.5,12,1,7.7,22,52.4,1,5,,,,67.5,46.0,72.8,46.2,,,,0,2,23,0.0,30.5,0.0,0,0,0,0,0,3,13.0,110,5.0,53.8,13,14,12.5,3.35,0,1,7.1,42.9,6,10,14.3,19,45.2,1,3,,,,67.0,55.9,72.2,58.5,,55.4,,0,1,19,10.0,55.1,5.3,1,4,0,1,1,1,5.3,78,5.6
Terry Wilson,40709,QB,NEW MEXICO,1,2.68,2.46,3.55,6.05,42,241,87.5,16,16,2.6,1.79,0,0,0.0,87.5,14,2,0.0,16,38.1,0,5,,,,66.7,69.5,71.8,69.1,,,,0,0,17,0.0,113.3,0.0,0,0,0,0,1,0,0.0,99,6.2,65.0,20,22,16.8,3.23,0,1,4.5,54.5,12,7,7.7,26,61.9,1,11,,,,67.8,76.0,0.0,77.2,,63.5,,0,0,26,28.6,129.9,7.7,2,2,0,2,2,0,0.0,282,12.8
Mike Beaudry,101052,QB,IDAHO,1,2.29,2.23,2.2,4.55,41,185,73.9,23,25,6.1,1.9,1,0,0.0,64.0,16,9,5.9,27,65.9,1,6,,,,26.7,45.5,73.4,45.5,,,,1,0,27,22.2,74.9,7.4,2,0,0,0,0,1,3.7,117,4.7,72.7,11,11,11.5,3.26,0,2,18.2,63.6,7,4,12.5,13,31.7,1,4,,,,66.0,71.9,71.0,70.6,,62.8,,0,0,13,0.0,124.6,0.0,0,2,0,0,2,2,15.4,79,7.2
