player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Felix Harper,13753,QB,ALCORN ST,1,2.84,2.32,3.65,4.55,31,107,76.5,17,17,3.2,2.06,0,0,0.0,76.5,13,6,0.0,17,54.8,0,6,,,,66.7,66.3,71.8,,65.9,,,,,,0,1,17,0.0,85.9,0.0,0,0,0,0,1,0,0.0,102,6.0,50.0,6,6,16.5,3.77,0,1,16.7,50.0,3,8,0.0,14,45.2,0,4,,,,66.2,63.1,71.2,,60.4,,,62.7,,,0,0,14,25.0,109.7,14.3,2,6,0,0,1,1,7.1,38,6.3
Desmond Ridder,55086,QB,CINCINNATI,1,2.38,2.21,7.6,,31,138,90.5,21,21,6.2,1.74,0,0,0.0,85.7,18,0,5.3,21,67.7,1,10,,,,67.2,86.8,72.5,,85.9,,,,,,0,0,21,,139.7,0.0,0,0,0,0,2,0,0.0,208,9.9,44.4,9,9,12.8,3.72,0,0,0.0,44.4,4,4,0.0,10,32.3,0,2,,,,65.4,37.9,70.1,,38.2,,,,,,0,0,10,25.0,99.8,10.0,1,0,0,0,1,1,10.0,51,5.7
Gunnar Holmberg,77625,QB,DUKE,1,2.43,2.31,5.4,2.9,31,154,82.4,17,17,6.5,1.87,0,1,5.6,82.4,14,3,0.0,17,54.8,0,7,,,,66.8,74.2,72.0,,73.6,,,,,,0,0,18,0.0,120.8,0.0,0,0,0,0,1,0,0.0,141,8.3,72.7,11,12,15.4,3.11,0,0,0.0,66.7,8,3,0.0,14,45.2,0,8,,,,66.4,54.3,71.4,,56.2,,,57.3,,,0,1,15,33.3,102.8,7.1,1,1,0,1,1,1,6.7,151,12.6
Skyler Perry,82082,QB,ARKAPB,1,2.61,2.22,3.35,5.53,31,112,69.2,13,14,4.2,1.67,0,0,0.0,35.7,5,4,44.4,15,48.4,4,1,,,,66.7,53.7,71.8,,53.6,,,,,,1,0,17,25.0,44.3,6.7,1,0,0,0,0,0,0.0,27,1.9,22.2,9,12,20.4,3.49,1,1,7.1,16.7,2,8,0.0,16,51.6,0,2,,,,67.0,54.5,72.2,,48.4,,,67.3,,,1,1,19,12.5,4.9,6.3,1,3,0,1,0,1,5.3,16,1.3
Dante Perri,143112,QB,LEHIGH,1,3.21,3.11,3.67,4.6,31,205,63.6,11,12,5.8,1.93,1,0,0.0,33.3,4,0,42.9,12,38.7,3,2,,,,65.8,54.4,70.7,,54.3,,,,,,0,0,12,,55.2,0.0,0,0,0,0,0,0,0.0,73,6.1,25.0,12,15,18.1,4.02,0,0,0.0,20.0,3,10,0.0,19,61.3,0,3,,,,67.1,49.2,72.4,,45.8,,,64.1,,,0,1,20,30.0,11.8,15.8,3,1,0,3,0,1,5.0,44,2.9
Hendon Hooker,60593,QB,TENNESSEE,1,2.71,2.23,3.68,5.35,31,307,92.3,13,13,2.5,1.81,0,0,0.0,76.9,10,2,16.7,15,48.4,2,4,,,,66.4,66.3,71.4,,66.0,,,,,,0,0,15,100.0,134.6,13.3,2,0,0,0,2,0,0.0,90,6.9,88.9,9,10,16.2,3.56,0,2,20.0,70.0,7,7,12.5,16,51.6,1,6,,,,66.5,91.1,71.6,,91.6,,,60.6,,,0,0,16,57.1,145.8,25.0,4,2,0,1,1,0,0.0,135,13.5
Carson Camp,141837,QB,S DAKOTA,1,2.83,2.58,2.87,4.33,31,291,85.7,14,15,3.6,1.69,1,1,6.7,73.3,11,2,8.3,16,51.6,1,5,,,,66.5,74.8,71.6,,74.3,,,,,,0,0,16,50.0,112.6,6.3,1,0,0,0,1,0,0.0,98,6.5,75.0,8,9,15.1,4.04,0,0,0.0,66.7,6,7,0.0,15,48.4,0,7,,,,66.5,57.4,71.6,,63.9,,,53.0,,,0,0,16,28.6,134.5,13.3,2,4,0,1,1,1,6.3,86,9.6
Parker McKinney,82109,QB,E KENTUCKY,1,2.75,2.56,2.8,4.47,31,159,83.3,12,12,12.8,2.02,0,1,8.3,75.0,9,0,10.0,12,38.7,1,4,,,,65.8,75.0,70.7,,74.4,,,,,,0,1,12,,109.4,0.0,0,0,0,0,2,1,8.3,115,9.6,60.0,15,15,17.0,3.22,0,2,13.3,40.0,6,8,33.3,19,61.3,3,5,,,,67.0,85.4,72.2,,79.7,,,72.5,,,0,0,19,12.5,59.6,5.3,1,3,0,0,0,0,0.0,87,5.8
Rasean McKay,88321,QB,FL A&M,1,2.41,2.39,3.95,,30,164,87.5,16,17,5.4,1.85,1,0,0.0,70.6,12,3,14.3,17,56.7,2,8,,,,66.8,60.4,72.0,,60.2,,,,,,0,0,18,0.0,113.6,0.0,0,0,0,0,1,1,5.6,135,7.9,44.4,9,10,20.4,3.41,0,0,0.0,40.0,4,5,0.0,12,40.0,0,3,,,,65.8,52.4,70.7,,52.4,,,,,,0,0,12,40.0,62.1,16.7,2,0,0,1,0,0,0.0,64,6.4
Jeff Sims,122496,QB,GA TECH,1,3.49,3.13,4.4,5.53,30,176,60.0,5,5,11.2,2.14,0,0,0.0,60.0,3,1,0.0,5,16.7,0,2,,,,63.8,36.7,68.1,,37.1,,,,,,0,1,5,0.0,104.2,0.0,0,0,0,0,1,1,20.0,119,23.8,52.9,17,20,17.5,3.76,1,3,14.3,45.0,9,10,0.0,25,83.3,0,7,,,,67.8,76.7,73.3,,71.9,,,70.7,,,0,1,26,10.0,89.2,4.0,1,4,0,2,2,1,3.8,178,8.9
Jalani Eason,52172,QB,MS VLY ST,1,2.5,2.06,3.2,6.4,30,228,84.2,19,19,4.1,1.75,0,0,0.0,78.9,15,4,6.3,19,63.3,1,4,,,,67.1,72.5,72.4,,72.0,,,,,,0,0,20,0.0,87.7,0.0,0,0,0,0,0,1,5.0,96,5.1,40.0,5,5,20.6,3.8,0,1,16.7,40.0,2,9,0.0,11,36.7,0,4,,,,65.8,69.7,70.7,,60.9,,,71.4,,,0,1,12,44.4,76.3,36.4,4,2,0,0,1,1,8.3,49,9.8
Chandler Rogers,98683,QB,LA MONROE,1,2.23,2.0,2.07,3.68,30,209,78.9,19,19,11.7,1.84,0,0,0.0,68.4,13,5,13.3,21,70.0,2,6,,,,13.0,63.1,72.7,,62.8,,,,,,0,0,22,40.0,116.1,9.5,2,0,0,0,1,2,9.1,180,9.5,50.0,4,4,16.8,3.13,0,0,0.0,50.0,2,5,0.0,9,30.0,0,4,,,,65.6,64.4,70.7,,53.7,,,70.0,,,0,0,12,20.0,112.5,11.1,1,4,0,0,1,1,8.3,28,7.0
Corey Fields Jr.,78539,QB,SCAR STATE,1,3.23,2.65,4.38,5.03,30,290,70.0,10,10,7.5,2.01,0,0,0.0,60.0,6,3,14.3,10,33.3,1,3,,,,65.6,79.3,70.4,,78.6,,,,,,0,1,11,0.0,34.6,0.0,0,0,0,0,0,0,0.0,53,5.3,33.3,9,11,23.4,3.85,0,0,0.0,18.2,2,13,33.3,20,66.7,1,2,,,,24.3,36.2,72.5,,44.1,,,43.7,,,1,2,21,46.2,0.0,30.0,6,3,0,1,0,2,9.5,22,2.0
Adrian Martinez,83522,QB,NEBRASKA,1,2.74,2.7,3.3,3.3,30,238,75.0,16,17,6.8,1.94,1,1,5.0,70.6,12,4,0.0,17,56.7,0,6,,,,67.1,66.8,72.4,,66.4,,,,,,0,0,20,0.0,131.3,0.0,0,0,0,0,2,0,0.0,127,7.5,75.0,8,11,12.6,3.78,0,2,18.2,54.5,6,7,0.0,13,43.3,0,7,,,,66.2,64.7,71.2,,55.6,,,72.0,,,1,1,14,14.3,92.0,7.7,1,1,0,2,1,2,14.3,164,14.9
Cameron Rising,77663,QB,UTAH,1,2.28,2.22,3.2,,30,328,94.1,17,17,7.0,1.78,0,2,11.8,88.2,15,1,6.3,17,56.7,1,8,,,,66.7,90.9,71.8,,90.6,,,,,,0,0,17,0.0,130.9,0.0,0,0,0,0,1,0,0.0,182,10.7,88.9,9,11,15.6,2.94,0,1,7.7,63.6,7,4,12.5,13,43.3,1,6,,,,66.4,83.7,71.4,,83.0,,,,,,1,0,15,50.0,141.7,15.4,2,0,0,1,2,0,0.0,124,11.3
Daniel Smith,88625,QB,VILLANOVA,1,2.49,2.25,3.35,4.8,30,334,62.5,16,16,10.6,1.87,0,0,0.0,56.3,9,2,10.0,16,53.3,1,4,,,,66.7,51.0,71.8,,51.0,,,,,,0,0,17,0.0,72.1,0.0,0,0,0,0,0,0,0.0,89,5.6,77.8,9,10,19.7,3.21,1,2,18.2,70.0,7,5,0.0,14,46.7,0,5,,,,66.4,84.1,71.6,,84.0,,,62.5,,,0,0,16,40.0,145.8,14.3,2,2,0,0,1,0,0.0,169,16.9
Chance Nolan,78493,QB,OREGON ST,1,3.22,3.13,2.6,4.23,29,265,85.7,7,7,8.7,2.11,0,0,0.0,57.1,4,3,33.3,7,24.1,2,1,,,,65.1,62.6,69.8,,62.3,,,,,,0,1,9,0.0,36.3,0.0,0,0,0,0,0,0,0.0,44,6.3,47.1,17,18,12.6,3.58,0,2,11.1,38.9,7,11,12.5,22,75.9,1,7,,,,67.4,56.1,72.7,,48.6,,,72.6,,,1,1,22,9.1,37.0,4.5,1,3,0,0,0,1,4.5,111,6.2
Jake Bentley,40788,QB,S ALABAMA,1,2.57,2.33,3.6,5.15,29,288,68.8,16,16,5.8,1.81,0,0,0.0,68.8,11,2,0.0,16,55.2,0,4,,,,67.0,49.5,72.2,,49.5,,,,,,0,1,19,0.0,89.8,0.0,0,0,0,0,2,2,10.5,65,4.1,100.0,10,10,9.6,3.51,0,1,9.1,80.0,8,4,20.0,13,44.8,2,7,,,,66.2,89.5,71.2,,90.2,,,60.8,,,0,0,14,25.0,117.1,7.7,1,2,0,0,0,0,0.0,121,12.1
Neil Boudreau,44632,QB,MORGAN ST,1,2.8,2.55,3.7,5.05,29,235,80.0,15,16,5.5,2.0,1,0,0.0,56.3,9,5,25.0,17,58.6,3,2,,,,66.8,48.7,72.0,,48.7,,,,,,0,0,18,20.0,63.8,5.9,1,0,0,0,0,2,11.1,57,3.6,16.7,6,9,17.8,3.94,0,0,0.0,11.1,1,9,0.0,12,41.4,0,1,,,,66.0,29.5,71.0,,31.6,,,51.3,,,0,1,13,11.1,0.0,8.3,1,2,0,3,0,1,7.7,14,1.6
Gerry Bohanon,77636,QB,BAYLOR,1,2.4,2.4,,,29,118,82.4,17,17,5.7,1.78,0,0,0.0,64.7,11,1,21.4,17,58.6,3,7,,,,66.7,70.3,71.8,,69.8,,,,,,0,0,17,0.0,136.2,0.0,0,0,0,0,2,0,0.0,167,9.8,72.7,11,12,16.4,3.28,1,3,23.1,58.3,7,0,12.5,12,41.4,1,6,,,,66.0,89.9,71.0,,88.9,,,,,,0,0,13,,142.4,0.0,0,0,0,0,2,0,0.0,169,14.1
Mason Randall,91728,QB,SAN DIEGO,1,2.01,2.01,,,29,283,87.0,23,23,5.5,1.72,0,0,0.0,82.6,19,4,5.0,23,79.3,1,11,,,,67.5,80.8,72.8,,80.1,,,,,,0,0,23,0.0,131.0,0.0,0,0,0,0,2,0,0.0,195,8.5,83.3,6,6,11.0,3.13,0,1,16.7,83.3,5,3,0.0,6,20.7,0,3,,,,64.2,92.8,68.6,,92.5,,,,,,0,0,6,0.0,149.3,0.0,0,0,0,0,1,0,0.0,62,10.3
Dylan Hopkins,83571,QB,UAB,1,2.7,2.41,2.2,4.58,29,321,75.0,12,13,8.3,1.85,0,0,0.0,61.5,8,3,11.1,14,48.3,1,5,,,,66.2,71.3,71.2,,70.8,,,,,,1,0,14,33.3,105.3,7.1,1,0,0,0,1,0,0.0,82,6.3,60.0,10,11,15.6,3.5,0,2,15.4,45.5,5,7,16.7,15,51.7,1,4,,,,66.7,76.9,71.8,,76.5,,,63.6,,,0,0,17,0.0,102.1,0.0,0,4,0,1,1,1,5.9,84,7.6
Drew Plitt,39879,QB,BALL ST,1,2.3,2.09,2.2,5.0,28,117,52.4,21,21,15.0,1.95,0,1,4.5,52.4,11,7,0.0,22,78.6,0,9,,,,67.4,56.9,72.8,,56.8,,,,,,0,0,23,14.3,110.8,4.5,1,0,0,0,2,1,4.3,168,8.0,100.0,4,4,21.5,3.58,0,2,50.0,100.0,4,3,0.0,6,21.4,0,6,,,,64.6,95.7,69.1,,95.5,,,71.4,,,0,0,7,0.0,158.3,0.0,0,2,0,0,2,0,0.0,142,35.5
Noah Bodden,150881,QB,GRAMBLING,1,2.81,2.84,2.0,,28,177,33.3,9,9,4.8,1.89,0,1,8.3,33.3,3,3,0.0,10,35.7,0,2,,,,66.0,56.6,71.0,,56.5,,,,,,0,0,13,33.3,80.3,10.0,1,0,0,0,1,0,0.0,29,3.2,41.2,17,18,10.9,3.33,0,0,0.0,38.9,7,7,0.0,18,64.3,0,4,,,,67.2,37.3,72.5,,37.8,,,,,,0,1,21,0.0,28.9,0.0,0,0,0,1,0,2,9.5,76,4.2
Steven Krajewski,77650,QB,UCONN,1,2.43,2.15,3.0,5.25,28,146,80.0,15,17,2.1,1.74,0,0,0.0,64.7,11,3,8.3,17,60.7,1,2,,,,66.7,68.1,71.8,,67.7,,,,,,1,0,17,0.0,76.3,0.0,0,0,0,1,0,0,0.0,83,4.9,33.3,6,7,16.2,3.5,0,1,12.5,28.6,2,5,0.0,11,39.3,0,3,,,,65.8,32.4,71.0,,27.9,,,66.6,,,1,2,13,40.0,53.9,18.2,2,2,0,0,1,2,15.4,45,6.4
Harry Kirk,143015,QB,COLGATE,1,2.92,2.68,2.8,5.95,28,142,70.0,10,10,10.4,1.86,0,0,0.0,70.0,7,0,0.0,10,35.7,0,4,,,,65.4,45.6,70.1,,45.8,,,,,,0,0,10,,90.0,0.0,0,0,0,0,0,1,10.0,71,7.1,61.5,13,15,13.3,3.51,1,0,0.0,46.7,7,9,12.5,18,64.3,1,5,,,,23.9,50.9,72.4,,64.5,,,33.7,,,0,0,20,11.1,57.9,5.6,1,2,0,1,0,1,5.0,61,4.1
Dylan McCaffrey,60451,QB,N COLORADO,1,2.41,1.72,,4.93,28,253,89.5,19,19,3.0,1.49,0,0,0.0,68.4,13,2,23.5,19,67.9,4,3,,,,67.2,44.3,72.5,,44.3,,,,,,0,1,21,0.0,52.5,0.0,0,0,0,0,0,1,4.8,70,3.7,100.0,3,3,10.7,4.36,0,1,33.3,100.0,3,5,0.0,9,32.1,0,4,,,,65.1,65.9,69.8,,79.7,,,55.5,,,0,0,9,0.0,118.8,0.0,0,6,0,0,0,0,0.0,45,15.0
Myles Crawley,141731,QB,ALABAMA ST,1,2.5,2.5,,,28,105,81.3,16,16,8.8,1.88,0,2,11.8,81.3,13,6,0.0,16,57.1,0,7,,,,66.7,90.8,71.8,,90.5,,,,,,0,1,17,0.0,129.2,0.0,0,0,0,0,3,0,0.0,188,11.8,70.0,10,12,12.7,3.33,0,0,0.0,58.3,7,6,0.0,12,42.9,0,3,,,,19.6,49.7,70.7,,49.7,,,,,,0,0,12,0.0,112.2,0.0,0,0,0,2,1,1,8.3,97,8.1
Ben Nimz,109067,QB,VALPO,1,2.37,2.37,2.4,,28,332,73.7,19,19,6.9,1.92,0,2,9.5,73.7,14,5,0.0,21,75.0,0,5,,,,67.5,71.8,72.8,,71.3,,,,,,0,2,23,40.0,46.9,9.5,2,0,0,0,0,1,4.3,105,5.5,80.0,5,7,24.2,3.73,1,1,11.1,42.9,3,4,25.0,7,25.0,1,2,,,,65.1,64.5,0.0,,68.9,,,,,,0,0,9,0.0,123.8,0.0,0,0,0,1,1,0,0.0,78,11.1
Shedeur Sanders,131396,QB,JACKSON ST,1,2.66,2.34,,4.58,28,194,75.0,16,16,11.9,1.91,0,1,6.3,62.5,10,1,16.7,16,57.1,2,8,,,,66.5,76.8,71.6,,76.1,,,,,,0,0,16,0.0,125.0,0.0,0,0,0,0,2,0,0.0,120,7.5,100.0,8,8,15.1,3.66,0,4,44.4,87.5,7,1,12.5,12,42.9,1,7,,,,66.0,92.3,71.0,,95.2,,,55.0,,,0,0,13,0.0,158.3,0.0,0,4,0,0,2,0,0.0,129,16.1
D.J. Mack Jr.,55405,QB,DOMINION,1,3.16,3.03,3.63,3.95,28,263,62.5,8,8,7.5,2.01,0,0,0.0,50.0,4,2,20.0,8,28.6,1,2,,,,64.9,53.2,69.5,,53.2,,,,,,0,0,8,0.0,57.8,0.0,0,0,0,0,0,0,0.0,27,3.4,41.7,12,15,25.1,3.62,0,1,6.3,33.3,5,14,0.0,20,71.4,0,6,,,,24.3,35.0,72.5,,29.4,,,70.9,,,0,2,21,21.4,34.4,15.0,3,2,0,3,1,3,14.3,79,5.3
Kasim Hill,60444,QB,RHODE ISLD,1,2.86,2.7,,3.83,27,274,54.5,11,12,9.5,1.83,0,0,0.0,50.0,6,2,0.0,12,44.4,0,3,,,,65.8,48.8,70.7,,48.8,,,,,,0,1,12,0.0,21.5,0.0,0,0,0,1,0,1,8.3,34,2.8,87.5,8,11,15.0,3.69,0,0,0.0,63.6,7,5,0.0,15,55.6,0,8,,,,66.4,81.5,0.0,,82.1,,,68.2,,,0,0,15,0.0,100.9,0.0,0,4,0,3,0,0,0.0,121,11.0
Joe Green,101283,QB,COLUMBIA,1,2.5,2.38,3.5,,27,145,71.4,14,14,7.1,1.93,0,1,7.1,64.3,9,3,10.0,15,55.6,1,5,,,,66.4,64.1,71.4,,63.8,,,,,,0,1,15,33.3,47.3,6.7,1,0,0,0,0,1,6.7,72,5.1,60.0,10,10,22.4,3.22,0,3,30.0,50.0,5,4,16.7,12,44.4,1,2,,,,65.8,83.2,70.7,,82.4,,,,,,0,0,12,50.0,82.1,16.7,2,0,0,0,0,0,0.0,92,9.2
Sean Clifford,51708,QB,PENN STATE,1,2.77,2.66,,4.05,27,266,100.0,8,8,-1.0,1.7,0,0,0.0,100.0,8,0,0.0,8,29.6,0,3,,,,64.9,67.3,69.5,,67.0,,,,,,0,0,8,,93.2,0.0,0,0,0,0,0,0,0.0,51,6.4,53.8,13,17,10.1,3.22,1,0,0.0,41.2,7,8,0.0,19,70.4,0,8,,,,67.1,50.9,72.4,,44.3,,,70.5,,,0,2,20,0.0,20.1,0.0,0,2,0,3,0,2,10.0,95,5.6
Todd Centeio,60552,QB,COLO STATE,1,2.53,2.29,2.4,4.43,27,144,78.6,14,14,7.1,1.83,0,1,6.7,78.6,11,2,0.0,15,55.6,0,5,,,,66.5,74.5,71.6,,73.9,,,,,,0,0,16,50.0,124.7,6.7,1,0,0,0,1,1,6.3,115,8.2,88.9,9,9,10.4,3.41,0,1,11.1,88.9,8,3,0.0,12,44.4,0,7,,,,65.8,89.1,70.7,,91.4,,,58.3,,,0,0,12,0.0,118.8,0.0,0,3,0,0,0,0,0.0,117,13.0
Cade Sexauer,111800,QB,STTHOM,1,2.86,2.61,3.05,4.57,27,1129,70.0,10,11,2.4,1.84,0,0,0.0,63.6,7,5,0.0,11,40.7,0,1,,,,65.6,35.6,70.4,,35.7,,,,,,1,0,11,0.0,71.0,0.0,0,0,0,0,0,1,9.1,42,3.8,50.0,10,11,15.0,3.57,0,0,0.0,45.5,5,10,0.0,16,59.3,0,4,,,,66.4,33.6,71.6,,37.5,,,50.2,,,0,1,16,20.0,25.2,12.5,2,3,0,1,0,1,6.3,61,5.5
Payton Thorne,101629,QB,MICH STATE,1,2.77,2.77,,,27,223,90.9,11,11,2.3,1.83,0,1,9.1,81.8,9,0,10.0,11,40.7,1,4,,,,65.6,82.4,70.4,,81.8,,,,,,0,1,11,,104.9,0.0,0,0,0,0,1,0,0.0,121,11.0,61.5,13,16,20.1,3.43,0,4,23.5,43.8,7,6,12.5,16,59.3,1,6,,,,66.7,91.0,71.8,,90.7,,,,,,0,0,17,0.0,130.2,0.0,0,0,0,3,2,0,0.0,218,13.6
Jace Wilson,149892,QB,FURMAN,1,2.74,2.44,4.4,4.47,27,170,72.7,11,11,4.0,1.8,0,1,9.1,63.6,7,2,12.5,11,40.7,1,1,,,,65.6,71.5,70.4,,71.1,,,,,,0,0,11,0.0,106.6,0.0,0,0,0,0,1,0,0.0,56,5.1,66.7,12,12,14.3,3.38,0,1,8.3,58.3,7,6,12.5,16,59.3,1,6,,,,66.5,67.9,71.6,,70.6,,,57.1,,,0,0,16,16.7,96.9,6.3,1,3,0,0,0,0,0.0,133,11.1
Artur Sitkowski,83547,QB,ILLINOIS,1,2.83,2.83,,,27,187,54.5,11,11,4.6,1.97,0,0,0.0,54.5,6,0,0.0,11,40.7,0,3,,,,65.6,59.8,70.4,,59.6,,,,,,0,0,11,,63.8,0.0,0,0,0,0,0,0,0.0,43,3.9,21.4,14,16,14.0,3.41,0,0,0.0,12.5,2,6,33.3,16,59.3,1,0,,,,67.1,28.1,72.4,,28.4,,,,,,0,0,20,0.0,39.6,0.0,0,0,0,2,0,4,20.0,12,0.8
Malik Cunningham,60436,QB,LOUISVILLE,1,2.69,2.48,,5.3,26,210,84.6,13,13,8.9,2.08,0,0,0.0,84.6,11,1,0.0,13,50.0,0,7,,,,66.0,81.1,71.0,,80.4,,,,,,0,0,13,0.0,101.0,0.0,0,0,0,0,0,0,0.0,107,8.2,63.6,11,11,17.1,3.3,0,2,15.4,54.5,6,5,14.3,13,50.0,1,6,,,,66.4,90.1,71.4,,90.3,,,61.7,,,0,0,15,0.0,129.9,0.0,0,2,0,0,1,0,0.0,173,15.7
Fred Payton,82102,QB,MERCER,1,3.29,2.69,5.2,5.37,26,219,83.3,6,6,1.0,1.58,0,0,0.0,83.3,5,1,0.0,6,23.1,0,3,,,,64.2,77.8,68.6,,77.3,,,,,,0,0,6,0.0,123.6,0.0,0,0,0,0,1,0,0.0,25,4.2,53.8,13,14,21.3,3.8,0,4,25.0,35.7,5,8,28.6,20,76.9,2,4,,,,67.4,71.1,72.7,,76.3,,,51.8,,,0,0,22,37.5,57.4,15.0,3,3,0,1,0,1,4.5,86,6.1
Nick Nash,98679,QB,S JOSE ST,1,3.13,2.62,5.97,5.9,26,285,53.8,13,13,9.0,1.91,0,1,7.7,53.8,7,1,0.0,13,50.0,0,4,,,,66.0,66.9,71.0,,66.6,,,,,,0,0,13,0.0,113.5,0.0,0,0,0,0,2,0,0.0,84,6.5,50.0,8,9,13.9,4.36,1,0,0.0,44.4,4,8,0.0,13,50.0,0,4,,,,20.6,36.2,71.2,,32.3,,,61.8,,,0,1,14,37.5,31.9,23.1,3,1,0,0,0,2,14.3,70,7.8
Rocky Lombardi,60452,QB,N ILLINOIS,1,2.37,2.15,6.0,4.2,26,254,66.7,15,16,6.9,1.74,0,1,5.3,62.5,10,5,0.0,16,61.5,0,3,,,,67.0,66.9,72.2,,66.5,,,,,,1,0,19,0.0,80.2,0.0,0,0,0,0,0,0,0.0,100,6.3,50.0,8,8,16.1,3.39,0,0,0.0,50.0,4,4,0.0,10,38.5,0,5,,,,18.5,28.3,70.4,,25.8,,,70.0,,,0,1,11,25.0,32.3,10.0,1,1,0,0,0,3,27.3,54,6.8
Matt Corral,83517,QB,OLE MISS,1,2.82,2.7,,4.1,26,226,85.7,7,7,3.1,1.61,0,0,0.0,85.7,6,1,0.0,7,26.9,0,3,,,,64.6,64.7,69.1,,64.4,,,,,,0,0,7,0.0,92.9,0.0,0,0,0,0,0,1,14.3,44,6.3,69.2,13,14,24.6,3.44,0,4,26.7,57.1,8,5,11.1,18,69.2,1,7,,,,67.1,93.6,72.4,,93.9,,,67.4,,,0,0,20,0.0,141.4,0.0,0,4,0,1,2,1,5.0,243,17.4
Ta'Quan Roberson,101625,QB,PENN STATE,1,2.67,2.44,2.8,3.85,26,266,80.0,10,11,2.3,1.8,0,0,0.0,54.5,6,2,25.0,11,42.3,2,1,,,,65.6,48.7,70.4,,48.6,,,,,,1,1,11,0.0,22.2,0.0,0,0,0,0,0,1,9.1,22,2.0,22.2,9,10,18.6,3.31,0,1,10.0,10.0,1,5,50.0,15,57.7,1,3,,,,66.5,45.3,71.6,,41.5,,,59.8,,,0,1,16,20.0,0.0,6.7,1,4,0,1,0,2,12.5,12,1.2
Jordon Brookshire,98678,QB,S DIEGO ST,1,2.61,2.45,,4.5,26,284,58.3,12,12,3.6,1.71,0,0,0.0,58.3,7,1,0.0,12,46.2,0,2,,,,65.8,54.6,70.7,,54.5,,,,,,0,0,12,0.0,67.0,0.0,0,0,0,0,0,0,0.0,47,3.9,41.7,12,12,21.6,3.38,0,2,13.3,33.3,4,6,20.0,14,53.8,1,5,,,,66.7,68.1,71.8,,58.9,,,76.2,,,0,0,17,0.0,58.7,0.0,0,2,0,0,0,1,5.9,83,6.9
Hunter Rodrigues,78490,QB,UC DAVIS,1,2.87,2.6,,4.4,26,322,75.0,8,9,6.0,1.99,1,0,0.0,66.7,6,1,0.0,9,34.6,0,4,,,,65.1,68.6,69.8,,68.2,,,,,,0,0,9,0.0,108.1,0.0,0,0,0,0,0,0,0.0,109,12.1,38.5,13,13,11.8,3.34,0,0,0.0,30.8,4,6,20.0,17,65.4,1,6,,,,22.4,45.1,71.8,,36.6,,,67.5,,,0,2,17,0.0,0.6,0.0,0,4,0,0,0,3,17.6,37,2.8
Justin Sliwoski,77612,QB,ST FRANCIS,1,2.31,1.97,4.47,3.4,26,299,87.5,16,17,2.4,1.64,0,0,0.0,76.5,13,1,7.1,17,65.4,1,8,,,,66.8,62.4,72.0,,62.1,,,,,,1,0,18,0.0,149.3,0.0,0,0,0,0,3,1,5.6,179,10.5,40.0,5,5,10.2,3.59,0,0,0.0,40.0,2,6,0.0,9,34.6,0,1,,,,65.1,38.4,69.8,,40.6,,,57.3,,,0,0,9,50.0,54.6,33.3,3,1,0,0,0,1,11.1,23,4.6
Justin Tomlin,78482,QB,GA SOUTHRN,1,2.83,2.83,2.83,,25,174,85.7,7,7,1.9,1.93,0,0,0.0,85.7,6,1,0.0,7,28.0,0,3,,,,64.9,61.1,69.5,,60.9,,,,,,0,1,8,0.0,56.3,0.0,0,0,0,0,0,0,0.0,49,7.0,69.2,13,15,13.3,3.18,0,1,5.6,60.0,9,10,0.0,18,72.0,0,6,,,,67.4,51.7,72.7,,48.6,,,64.4,,,1,2,22,30.0,57.2,16.7,3,0,0,1,0,2,9.1,161,10.7
