player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.24,2.29,,,52,174,83.3,30,30,4.6,1.67,0,0,0.0,80.0,24,1,4.0,30,57.7,1,7,,,,,68.4,61.2,74.0,60.9,,,0,0,32,0.0,108.6,0.0,0,0,0,0,2,0,0.0,142,4.7,50.0,20,21,20.6,3.18,0,4,18.2,47.6,10,5,0.0,21,40.4,0,9,,,,,67.4,78.6,72.7,77.8,,,0,1,22,0.0,87.4,0.0,0,0,0,1,1,1,4.5,250,11.9
Brayden Schager,146078,QB,HAWAII,1,2.71,2.62,3.37,3.6,50,180,69.2,26,26,7.3,1.92,0,0,0.0,61.5,16,3,11.1,26,52.0,2,6,,,,,67.9,61.3,73.4,61.0,,,0,0,27,0.0,70.7,0.0,0,0,0,0,0,1,3.7,108,4.2,66.7,18,19,15.2,3.56,0,4,20.0,47.4,9,14,25.0,24,48.0,3,5,,,,,67.7,80.1,73.1,83.6,,53.1,0,0,25,21.4,85.9,12.5,3,2,0,1,1,1,4.0,122,6.4
Seth Henigan,144267,QB,MEMPHIS,1,2.89,2.69,,4.68,50,218,81.8,22,22,3.0,2.0,0,0,0.0,81.8,18,2,0.0,22,44.0,0,7,,,,,67.5,74.7,72.8,74.1,,,0,0,23,0.0,96.4,0.0,0,0,0,0,0,0,0.0,157,7.1,57.9,19,23,15.1,3.6,0,2,8.3,39.1,9,12,18.2,28,56.0,2,7,,,,,68.1,56.6,73.6,55.9,,60.1,2,1,29,0.0,54.6,0.0,0,5,0,2,1,2,6.9,130,5.7
Paxton DeLaurent,159618,QB,SE MO ST,1,2.5,2.5,2.7,,50,293,67.7,31,31,5.7,1.7,0,0,0.0,64.5,20,8,4.8,31,62.0,1,12,,,,,68.4,72.7,74.0,72.1,,,0,0,32,0.0,80.7,0.0,0,0,0,0,0,0,0.0,185,6.0,37.5,16,18,17.1,3.82,0,1,5.6,27.8,5,15,16.7,19,38.0,1,5,,,,,67.0,58.9,72.2,58.7,,,1,1,19,6.7,25.5,5.3,1,0,0,1,0,1,5.3,93,5.2
C.J. Stroud,129759,QB,OHIO STATE,1,2.91,2.8,2.6,8.8,50,260,83.3,18,20,3.3,1.81,1,0,0.0,70.0,14,0,6.7,20,40.0,1,8,,,,,67.1,77.0,72.4,76.4,,,0,0,20,,102.9,0.0,0,0,0,1,1,0,0.0,124,6.2,66.7,27,28,11.4,3.65,0,3,10.3,60.7,17,10,5.6,30,60.0,1,8,,,,,68.3,78.4,73.9,79.4,,57.3,0,2,31,10.0,68.3,3.3,1,1,0,1,1,0,0.0,225,8.0
Sam Hartman,77618,QB,WAKE,1,3.33,3.1,4.55,5.73,48,339,80.0,5,6,10.6,2.15,0,0,0.0,66.7,4,1,0.0,6,12.5,0,3,,,,,64.2,71.7,68.6,71.3,,,0,0,6,0.0,125.0,0.0,0,0,0,1,1,0,0.0,40,6.7,72.7,33,37,15.8,3.5,1,4,10.8,59.5,22,17,8.3,42,87.5,2,16,,,,,69.1,90.4,74.9,89.7,,66.4,2,1,42,11.8,93.0,4.8,2,3,0,1,2,2,4.8,307,8.3
Nate Cox,60432,QB,NEVADA,1,2.55,2.51,2.2,5.0,48,239,61.5,26,26,4.0,1.77,0,0,0.0,57.7,15,6,6.3,27,56.3,1,6,,,,,67.9,62.5,73.4,62.2,,,0,1,27,16.7,48.2,3.7,1,0,0,0,0,0,0.0,88,3.4,68.4,19,20,14.4,3.56,1,3,13.6,65.0,13,12,0.0,21,43.8,0,6,,,,,67.5,69.6,72.8,66.8,,64.3,0,1,23,0.0,94.6,0.0,0,1,0,0,1,2,8.7,204,10.2
Garret Rangel,157795,QB,OKLA STATE,1,2.32,2.15,3.53,6.7,48,262,62.1,29,30,7.5,1.76,0,0,0.0,50.0,15,6,16.7,31,64.6,3,3,,,,,68.5,52.9,74.1,52.8,,,0,0,33,16.7,56.7,3.2,1,0,0,1,0,0,0.0,93,3.1,54.5,11,12,15.9,3.54,0,1,7.7,25.0,3,8,50.0,16,33.3,3,3,,,,,66.7,58.3,71.8,60.2,,57.3,0,0,17,37.5,56.6,18.8,3,1,0,1,0,0,0.0,85,7.1
Braylon Braxton,144442,QB,TULSA,1,2.88,2.66,4.6,5.05,48,320,85.7,21,21,7.6,1.87,0,1,4.8,81.0,17,3,5.6,21,43.8,1,8,,,,,67.2,74.4,72.5,73.8,,,0,0,21,0.0,124.2,0.0,0,0,0,0,2,0,0.0,130,6.2,55.6,18,22,18.7,3.67,0,4,18.2,36.4,8,12,20.0,27,56.3,2,6,,,,,26.7,68.7,73.4,71.9,,52.9,1,0,27,25.0,82.8,11.1,3,2,0,3,1,1,3.7,186,8.5
Payton Thorne,101629,QB,MICH STATE,1,2.51,2.52,3.17,,47,223,77.3,22,25,7.3,1.83,3,1,3.3,56.0,14,10,17.6,25,53.2,3,4,,,,,68.2,59.5,73.7,59.2,,,0,0,30,0.0,79.3,0.0,0,0,0,0,1,1,3.3,103,4.1,71.4,14,18,12.6,3.43,0,2,9.5,55.6,10,14,0.0,21,44.7,0,8,,,,,67.6,69.8,73.0,69.3,,,0,1,24,21.4,54.4,14.3,3,0,0,4,0,1,4.2,126,7.0
Tommy Schuster,108954,QB,N DAKOTA,1,3.18,3.04,3.93,6.9,47,249,75.0,16,17,4.2,1.87,0,0,0.0,64.7,11,1,8.3,17,36.2,1,7,,,,,66.7,66.8,71.8,66.4,,,0,0,17,0.0,116.1,0.0,0,0,0,1,2,0,0.0,85,5.0,66.7,21,26,11.9,3.93,0,1,3.7,46.2,12,14,14.3,30,63.8,2,8,,,,,68.1,68.8,73.9,66.8,,63.1,0,0,31,21.4,69.2,10.0,3,1,0,5,1,1,3.2,99,3.8
Chase Cunningham,78533,QB,MIDDLE TN,1,2.62,2.46,3.7,5.9,46,224,85.7,21,21,0.4,1.32,0,0,0.0,81.0,17,2,5.6,21,45.7,1,10,,,,,67.4,63.9,72.7,63.6,,,0,0,22,0.0,96.4,0.0,0,0,0,0,0,0,0.0,150,7.1,63.2,19,21,10.3,3.7,0,1,4.5,57.1,12,15,0.0,25,54.3,0,5,,,,,68.0,70.5,73.5,69.8,,61.7,0,0,28,20.0,75.3,12.0,3,1,0,2,0,0,0.0,129,6.1
Will Rogers,124184,QB,MISS STATE,1,2.92,2.66,4.25,4.5,46,227,92.3,13,14,4.2,1.79,1,0,0.0,85.7,12,1,0.0,14,30.4,0,6,,,,,66.2,72.2,71.2,71.8,,,0,0,14,0.0,125.3,0.0,0,0,0,0,1,0,0.0,117,8.4,72.7,22,25,4.9,3.41,1,0,0.0,60.0,15,14,6.3,32,69.6,1,7,,,,,18.9,42.6,74.1,39.4,,62.0,0,1,33,28.6,69.1,12.5,4,3,0,2,1,3,9.1,122,4.9
Jaxson Dart,146409,QB,OLE MISS,1,2.52,2.37,2.9,4.95,46,226,95.7,23,23,1.7,1.57,0,0,0.0,91.3,21,2,4.5,23,50.0,1,10,,,,,67.6,77.3,73.0,76.7,,,0,0,24,0.0,123.4,0.0,0,0,0,0,2,0,0.0,153,6.7,80.0,15,15,7.3,3.8,0,0,0.0,60.0,9,14,25.0,21,45.7,3,4,,,,,67.2,80.2,72.5,74.7,,70.9,0,0,21,14.3,79.0,9.5,2,4,0,0,0,0,0.0,97,6.5
Spencer Rattler,97408,QB,S CAROLINA,1,2.34,2.38,2.83,4.1,46,289,77.3,22,22,1.4,1.57,0,0,0.0,77.3,17,1,0.0,23,50.0,0,5,,,,,67.5,39.1,72.8,39.1,,,0,1,23,100.0,67.4,4.3,1,0,0,0,0,1,4.3,105,4.8,66.7,12,18,22.5,3.4,0,2,11.1,44.4,8,10,0.0,21,45.7,0,7,,,,,67.2,58.7,72.5,59.9,,57.8,0,1,21,20.0,105.1,9.5,2,1,0,6,2,2,9.5,255,14.2
Dillon Gabriel,86272,QB,OKLAHOMA,1,2.43,2.38,3.7,6.7,46,261,81.0,21,21,2.9,1.62,0,1,4.5,81.0,17,5,0.0,21,45.7,0,8,,,,,67.4,80.1,72.7,79.4,,,0,0,22,0.0,132.8,0.0,0,0,0,0,3,0,0.0,134,6.4,68.4,19,20,19.9,3.38,0,3,13.6,60.0,12,8,7.7,23,50.0,1,8,,,,,67.7,80.2,73.1,81.4,,57.3,0,1,25,25.0,122.9,8.7,2,1,0,1,3,0,0.0,328,16.4
Tucker Gleason,122475,QB,TOLEDO,1,2.82,2.61,3.27,4.5,45,316,80.0,15,18,4.2,1.91,1,0,0.0,55.6,10,7,16.7,18,40.0,2,5,,,,,66.8,55.8,72.0,55.6,,,1,1,18,0.0,61.3,0.0,0,0,0,1,0,1,5.6,156,8.7,33.3,15,20,16.7,3.43,0,2,9.1,15.0,3,18,40.0,27,60.0,2,4,,,,,68.1,46.4,73.6,46.8,,56.6,3,0,29,16.7,56.3,11.1,3,4,0,2,1,0,0.0,44,2.2
Matthew McKay,60485,QB,ELON,1,2.98,2.82,3.65,4.75,45,162,52.9,17,18,9.2,1.99,1,2,11.1,50.0,9,4,0.0,19,42.2,0,2,,,,,67.0,80.7,72.2,80.0,,,0,0,19,25.0,65.0,5.3,1,0,0,0,0,0,0.0,92,5.1,55.6,18,21,14.3,3.71,0,1,4.8,47.6,10,15,0.0,26,57.8,0,7,,,,,67.7,66.0,73.3,61.5,,69.3,1,0,26,20.0,71.1,11.5,3,2,0,2,0,0,0.0,148,7.0
Riley Leonard,143862,QB,DUKE,1,2.59,2.55,3.7,4.8,45,154,84.0,25,25,7.1,2.03,0,1,3.6,84.0,21,5,0.0,25,55.6,0,11,,,,,68.0,70.6,73.5,70.1,,,0,0,28,0.0,129.0,0.0,0,0,0,0,2,0,0.0,214,8.6,57.1,14,16,16.9,3.46,0,0,0.0,50.0,8,8,0.0,19,42.2,0,5,,,,,67.1,70.8,72.4,67.7,,64.1,0,1,20,25.0,103.4,10.5,2,1,0,2,2,1,5.0,177,11.1
Emmett Morehead,143834,QB,BOSTON COL,1,3.02,2.68,3.53,5.78,45,121,86.7,15,15,4.7,1.71,0,1,6.7,86.7,13,2,0.0,15,33.3,0,6,,,,,66.4,54.2,71.4,54.1,,,0,0,15,0.0,134.6,0.0,0,0,0,0,2,1,6.7,102,6.8,85.7,21,23,4.9,3.67,0,1,4.2,69.6,16,7,11.1,30,66.7,2,10,,,,,18.8,55.8,74.0,52.6,,63.4,0,0,32,42.9,87.4,10.0,3,4,0,2,0,2,6.3,151,6.6
Tanner McKee,131770,QB,STANFORD,1,2.69,2.59,3.3,3.85,45,300,73.7,19,19,7.4,1.82,0,0,0.0,68.4,13,3,7.1,19,42.2,1,8,,,,,67.0,75.7,72.4,75.1,,,0,0,20,0.0,100.5,0.0,0,0,0,0,1,0,0.0,109,5.7,90.0,20,21,6.6,3.33,0,0,0.0,85.7,18,12,0.0,26,57.8,0,9,,,,,67.9,75.9,73.4,71.4,,70.0,0,0,27,25.0,107.1,11.5,3,2,0,1,0,0,0.0,204,9.7
Cooper Legas,101286,QB,UTAH ST,1,2.86,2.71,2.9,4.93,45,329,75.0,16,17,9.1,1.94,0,0,0.0,70.6,12,4,0.0,18,40.0,0,4,,,,,67.0,55.5,72.2,55.3,,,1,1,19,25.0,55.5,5.6,1,0,0,0,0,1,5.3,78,4.6,60.0,20,23,15.6,3.48,0,1,4.0,47.8,11,10,8.3,27,60.0,1,9,,,,,68.2,55.1,73.7,56.5,,55.9,1,1,30,10.0,79.6,3.7,1,3,0,2,1,3,10.0,228,9.9
N'Kosi Perry,60446,QB,FAU,1,2.46,2.18,,4.6,44,165,76.0,25,25,3.9,1.59,0,0,0.0,76.0,19,2,0.0,25,56.8,0,9,,,,,67.7,56.2,73.1,56.0,,,0,0,25,0.0,119.8,0.0,0,0,0,0,2,0,0.0,166,6.6,66.7,12,14,8.5,3.6,0,1,7.1,57.1,8,7,0.0,19,43.2,0,5,,,,,67.0,71.4,72.2,80.4,,53.1,0,0,19,0.0,84.5,0.0,0,5,0,2,0,0,0.0,117,8.4
Connor Bazelak,99135,QB,INDIANA,1,2.94,2.92,3.2,,44,190,64.3,14,15,6.6,2.06,0,0,0.0,60.0,9,4,0.0,15,34.1,0,2,,,,,66.7,46.4,71.8,46.4,,,0,0,17,0.0,65.7,0.0,0,0,0,1,0,1,5.9,49,3.3,64.0,25,27,8.3,3.39,0,1,3.6,55.6,15,11,6.3,29,65.9,1,7,,,,,68.2,68.6,73.7,68.1,,,0,1,30,18.2,68.8,6.9,2,0,0,2,1,2,6.7,152,5.6
Tim Demorat,78498,QB,FORDHAM,1,2.69,2.65,,3.5,43,168,77.3,22,22,11.9,1.89,0,1,4.5,72.7,16,1,5.9,22,51.2,1,9,,,,,67.4,64.9,72.7,64.6,,,0,2,22,0.0,91.7,0.0,0,0,0,0,2,1,4.5,193,8.8,58.8,17,19,16.8,3.52,0,1,5.0,47.4,9,5,10.0,21,48.8,1,7,,,,,67.4,65.8,72.7,64.7,,62.1,0,0,22,0.0,89.1,0.0,0,2,0,2,1,1,4.5,137,7.2
Bo Nix,97790,QB,OREGON,1,2.36,2.3,2.8,4.4,43,264,79.2,24,24,2.6,1.53,0,0,0.0,75.0,18,2,5.3,24,55.8,1,7,,,,,67.7,62.7,73.1,62.3,,,0,0,25,0.0,97.7,0.0,0,0,0,0,1,0,0.0,111,4.6,60.0,15,17,16.1,3.41,0,1,5.6,52.9,9,6,0.0,19,44.2,0,9,,,,,67.1,54.3,72.4,56.4,,56.7,1,0,20,16.7,117.9,5.3,1,1,0,1,1,1,5.0,216,12.7
Jayden Daniels,97993,QB,LSU,1,3.36,2.81,5.3,5.8,43,211,82.4,17,17,5.1,1.88,0,0,0.0,64.7,11,2,21.4,17,39.5,3,6,,,,,66.8,63.9,72.0,63.5,,,0,0,18,0.0,77.3,0.0,0,0,0,0,0,0,0.0,87,5.1,68.8,16,18,11.3,4.32,0,2,10.0,55.6,10,11,9.1,26,60.5,1,9,,,,,68.3,76.4,73.9,78.2,,62.3,1,0,31,9.1,72.0,3.8,1,7,0,1,0,0,0.0,102,5.7
Michael Penix Jr.,82134,QB,WASHINGTON,1,2.58,2.58,,,43,340,77.3,22,22,6.4,1.85,0,0,0.0,68.2,15,1,11.8,22,51.2,2,5,,,,,67.4,77.2,72.7,76.6,,,0,0,22,0.0,84.7,0.0,0,0,0,0,0,0,0.0,136,6.2,55.0,20,21,22.5,3.35,0,6,27.3,47.6,10,5,9.1,21,48.8,1,10,,,,,67.5,91.6,72.8,91.8,,57.8,0,1,23,0.0,113.6,0.0,0,0,0,1,3,1,4.3,349,16.6
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.64,2.41,3.97,4.8,42,215,89.5,19,21,2.7,1.75,2,1,4.3,76.2,16,1,5.9,21,50.0,1,8,,,,,67.5,75.8,72.8,75.2,,,0,0,23,0.0,97.3,0.0,0,0,0,0,0,0,0.0,160,7.6,56.3,16,16,14.3,3.53,0,3,16.7,56.3,9,10,0.0,21,50.0,0,7,,,,,67.6,79.8,73.0,76.1,,68.5,0,0,24,30.0,116.4,14.3,3,2,0,0,1,1,4.2,179,11.2
Blake Shapen,122282,QB,BAYLOR,1,3.14,2.96,3.87,5.4,41,118,75.0,12,13,3.7,1.95,1,0,0.0,61.5,8,2,11.1,13,31.7,1,3,,,,,66.2,52.7,71.2,52.6,,,0,0,14,0.0,70.4,0.0,0,0,0,0,0,1,7.1,53,4.1,57.9,19,23,15.4,3.7,1,1,4.3,43.5,10,8,9.1,28,68.3,1,7,,,,,68.0,51.8,73.5,54.0,,53.8,1,1,28,37.5,72.0,10.7,3,2,0,2,2,1,3.6,126,5.5
Ben Finley,122864,QB,NC STATE,1,2.36,2.36,,,41,248,80.0,25,26,5.2,1.93,0,0,0.0,76.9,20,0,0.0,26,63.4,0,9,,,,,67.8,77.1,73.3,76.4,,,0,0,26,,94.9,0.0,0,0,0,1,0,0,0.0,179,6.9,61.5,13,15,12.1,3.11,0,1,6.7,46.7,7,6,12.5,15,36.6,1,4,,,,,66.4,56.6,71.4,56.5,,,0,0,15,0.0,106.1,0.0,0,0,0,2,2,1,6.7,92,6.1
James Blackman,60382,QB,ARK STATE,1,2.64,2.39,3.23,4.67,41,113,64.7,17,19,5.7,1.89,2,0,0.0,57.9,11,3,0.0,20,48.8,0,4,,,,,67.2,57.4,72.5,57.2,,,0,1,21,33.3,44.6,5.0,1,0,0,0,0,1,4.8,74,3.9,57.1,14,15,16.2,3.36,0,0,0.0,53.3,8,12,0.0,21,51.2,0,7,,,,,67.2,56.4,72.5,53.2,,64.0,1,0,21,25.0,85.4,14.3,3,3,0,0,0,1,4.8,140,9.3
Hayden Wolff,98362,QB,DOMINION,1,2.75,2.63,3.2,4.2,41,263,75.0,20,20,5.5,2.03,0,1,4.8,65.0,13,4,13.3,20,48.8,2,6,,,,,67.2,52.3,72.5,52.2,,,0,0,21,0.0,101.7,0.0,0,0,0,0,1,1,4.8,138,6.9,60.0,15,16,10.6,3.44,0,0,0.0,50.0,8,9,11.1,21,51.2,1,5,,,,,67.6,52.6,73.1,51.0,,62.0,0,0,25,33.3,102.9,14.3,3,2,0,1,1,1,4.0,147,9.2
Zach Gibson,100201,QB,GA TECH,1,2.53,2.17,4.63,5.65,40,176,75.0,24,24,5.1,1.76,0,2,8.0,70.8,17,1,5.6,24,60.0,1,6,,,,,67.7,74.1,73.1,73.5,,,0,0,25,0.0,84.4,0.0,0,0,0,0,0,0,0.0,134,5.6,30.0,10,11,12.1,3.68,0,1,8.3,18.2,2,10,33.3,16,40.0,1,3,,,,,66.7,56.5,71.8,54.8,,61.8,0,0,17,30.0,48.7,18.8,3,2,0,1,0,1,5.9,57,5.2
Julian Calvez,167101,QB,GRAMBLING,1,2.84,2.26,3.12,4.83,40,177,63.2,19,19,6.4,1.76,0,0,0.0,47.4,9,4,25.0,22,55.0,3,5,,,,,14.6,42.7,72.7,42.8,,,0,0,22,75.0,75.5,13.6,3,0,0,0,1,3,13.6,75,3.9,50.0,8,8,8.6,4.14,0,0,0.0,50.0,4,13,0.0,18,45.0,0,4,,,,,67.0,54.1,72.4,41.3,,68.3,0,1,20,23.1,44.3,16.7,3,7,0,0,0,1,5.0,77,9.6
Taylor Powell,60459,QB,E MICHIGAN,1,2.49,2.57,2.25,,39,160,84.2,19,20,7.4,1.96,1,1,4.8,80.0,16,2,0.0,22,56.4,0,8,,,,,67.5,59.5,72.8,59.3,,,0,0,23,100.0,139.0,9.1,2,0,0,0,3,0,0.0,157,7.9,53.3,15,16,13.5,3.36,0,0,0.0,50.0,8,5,0.0,16,41.0,0,6,,,,,66.5,64.8,71.6,64.5,,,0,0,16,0.0,72.1,0.0,0,0,0,1,0,2,12.5,109,6.8
Lucas Johnson,40551,QB,MONTANA,1,2.99,2.83,,6.05,39,232,56.3,16,16,8.8,1.97,0,0,0.0,56.3,9,2,0.0,16,41.0,0,4,,,,,66.8,29.3,72.0,29.4,,,0,1,18,0.0,46.4,0.0,0,0,0,0,0,3,16.7,90,5.6,55.6,18,21,17.9,3.7,1,4,16.7,42.9,9,8,10.0,23,59.0,1,11,,,,,67.8,83.3,73.3,76.4,,76.5,0,0,26,0.0,112.4,0.0,0,2,0,2,2,0,0.0,216,10.3
