player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Walker Eget,146170,QB,S JOSE ST,1,2.59,2.53,2.6,5.7,52,285,85.2,27,27,8.1,2.01,0,1,3.7,77.8,21,3,8.7,27,51.9,2,10,,,,,67.9,82.9,73.4,,82.1,,,,,0,1,27,0.0,107.1,0.0,0,0,0,0,2,0,0.0,202,7.5,68.2,22,23,18.6,3.22,0,0,0.0,56.5,13,8,13.3,25,48.1,2,10,,,,,67.8,71.0,73.3,,72.2,,57.3,,,0,1,26,12.5,89.8,4.0,1,1,0,1,1,2,7.7,244,10.6
Blaine Hipa,167662,QB,PRINCETON,1,3.28,2.93,3.23,5.08,52,272,68.4,19,19,9.3,1.93,0,1,5.0,63.2,12,3,7.7,20,38.5,1,8,,,,,67.2,83.9,72.5,,83.0,,,,,0,0,21,33.3,99.0,5.0,1,0,0,0,1,0,0.0,122,6.4,55.0,20,21,16.9,4.13,0,2,9.5,52.4,11,14,0.0,32,61.5,0,9,,,,,28.3,51.4,74.0,,65.6,,39.1,,,0,1,32,21.4,54.7,9.4,3,8,0,1,0,1,3.1,145,6.9
Quincy Crittendon,149944,QB,SAMFORD,1,2.45,2.41,,4.7,52,282,81.3,32,32,5.8,1.83,0,1,3.1,75.0,24,2,7.7,32,61.5,2,13,,,,,68.4,78.0,74.0,,77.3,,,,,0,0,32,0.0,104.4,0.0,0,0,0,0,1,1,3.1,226,7.1,62.5,16,19,10.5,3.46,0,0,0.0,52.6,10,6,0.0,20,38.5,0,6,,,,,67.4,60.1,72.7,,57.0,,64.3,,,1,1,22,0.0,49.0,0.0,0,1,0,2,0,1,4.5,114,6.0
Jarrett Guest,97997,QB,BRYANT,1,2.64,2.43,5.0,5.2,51,124,60.7,28,29,7.9,2.01,0,0,0.0,48.3,14,2,17.6,29,56.9,3,10,,,,,68.1,43.9,73.6,,44.1,,,,,1,1,29,0.0,58.5,0.0,0,0,0,0,1,3,10.3,133,4.6,80.0,15,18,10.5,3.47,1,1,4.8,66.7,12,5,0.0,22,43.1,0,8,,,,,67.7,88.5,73.1,,87.0,,66.0,,,0,0,25,20.0,87.7,4.5,1,3,0,2,0,0,0.0,130,7.2
Kyle McCord,145053,QB,SYRACUSE,1,2.39,2.24,5.1,6.75,51,304,78.8,33,35,5.4,1.89,1,0,0.0,68.6,24,5,7.7,35,68.6,2,16,,,,,68.8,81.1,74.5,,80.2,,,,,0,0,37,0.0,92.3,0.0,0,0,0,1,1,1,2.7,198,5.7,71.4,7,11,14.1,3.96,0,1,8.3,45.5,5,7,0.0,14,27.5,0,5,,,,,66.4,70.4,71.4,,75.2,,54.4,,,1,0,15,14.3,87.3,7.1,1,2,0,3,0,0,0.0,125,11.4
Owen McCown,157688,QB,UTSA,1,3.0,2.75,2.57,5.4,51,331,78.3,23,24,6.0,1.89,0,0,0.0,70.8,17,4,5.6,24,47.1,1,9,,,,,67.6,59.4,73.0,,59.2,,,,,0,1,24,0.0,89.1,0.0,0,0,0,1,1,1,4.2,181,7.5,88.2,17,19,14.7,3.98,0,2,8.7,63.2,12,10,20.0,27,52.9,3,11,,,,,68.4,92.1,74.1,,90.1,,78.9,,,0,0,32,30.0,115.7,11.1,3,5,0,2,1,1,3.1,198,10.4
Ralph Rucker IV,144625,QB,BUCKNELL,1,2.82,2.76,2.72,4.4,50,125,93.8,16,16,6.3,2.01,0,0,0.0,93.8,15,4,0.0,18,36.0,0,7,,,,,66.8,58.1,72.0,,57.9,,,,,0,1,18,50.0,112.0,11.1,2,0,0,0,2,1,5.6,122,7.6,76.0,25,27,9.9,3.28,1,0,0.0,70.4,19,17,0.0,32,64.0,0,15,,,,,68.5,82.5,74.3,,82.1,,63.1,,,0,1,35,17.6,117.7,9.4,3,2,0,1,3,1,2.9,229,8.5
Deshawn Purdie,184271,QB,CHARLOTTE,1,2.76,2.8,2.63,4.27,50,136,56.5,23,23,10.7,2.01,0,3,12.0,47.8,11,4,15.4,25,50.0,2,10,,,,,15.2,47.4,73.4,,47.5,,,,,0,2,27,50.0,51.2,8.0,2,0,0,0,1,4,14.8,171,7.4,50.0,12,16,17.3,3.81,0,1,5.3,37.5,6,16,0.0,23,46.0,0,4,,,,,26.3,41.5,73.3,,35.8,,67.3,,,0,0,26,25.0,55.5,17.4,4,3,0,4,0,2,7.7,85,5.3
Jackson Akins,191379,QB,CAL POLY,1,2.54,2.44,3.13,3.95,50,129,66.7,27,27,7.7,1.89,0,0,0.0,59.3,16,4,11.1,28,56.0,2,6,,,,,68.0,55.0,73.5,,54.8,,,,,0,0,28,25.0,76.5,3.6,1,0,0,0,0,0,0.0,162,6.0,72.2,18,18,13.7,3.38,0,2,10.0,72.2,13,5,0.0,22,44.0,0,7,,,,,67.6,69.7,73.0,,73.1,,52.9,,,0,0,24,40.0,132.4,9.1,2,2,0,0,2,0,0.0,143,7.9
Garrett Greene,123420,QB,W VIRGINIA,1,3.42,3.11,4.38,4.63,50,343,66.7,15,15,5.3,1.94,0,0,0.0,53.3,8,3,20.0,15,30.0,2,2,,,,,66.5,72.8,71.6,,72.3,,,,,0,0,16,0.0,62.1,0.0,0,0,0,0,0,0,0.0,56,3.7,60.0,20,24,13.9,4.06,0,0,0.0,45.8,11,19,8.3,35,70.0,1,10,,,,,68.8,45.1,74.6,,32.8,,76.6,,,0,1,38,21.1,82.1,11.4,4,7,0,4,2,2,5.3,181,7.5
Jameson Wang,148782,QB,CORNELL,1,2.99,2.8,,5.1,49,147,76.0,25,25,4.8,1.78,0,1,3.8,76.0,19,4,0.0,25,51.0,0,8,,,,,67.8,51.0,0.0,,53.6,,,,,0,2,26,0.0,67.6,0.0,0,0,0,0,1,2,7.7,133,5.3,52.9,17,20,12.1,4.24,1,2,9.5,35.0,7,11,22.2,24,49.0,2,5,,,,,67.7,60.9,73.1,,55.0,,69.3,,,0,1,25,0.0,43.5,0.0,0,4,0,2,1,1,4.0,79,4.0
Isaac Wilson,183872,QB,UTAH,1,3.04,2.81,2.55,5.88,48,328,72.2,18,19,7.8,2.05,0,1,5.3,63.2,12,7,7.7,21,43.8,1,7,,,,,24.3,58.1,72.5,,57.8,,,,,1,1,21,28.6,97.3,9.5,2,0,0,0,2,3,14.3,134,7.1,47.4,19,21,9.4,3.81,0,0,0.0,42.9,9,12,0.0,27,56.3,0,5,,,,,26.7,37.4,73.4,,41.2,,49.4,,,2,2,27,16.7,18.5,7.4,2,4,0,0,0,3,11.1,102,4.9
Cade Klubnik,156253,QB,CLEMSON,1,2.41,2.16,3.52,4.6,48,140,85.2,27,28,3.5,1.78,1,1,3.6,71.4,20,6,13.0,30,62.5,3,7,,,,,68.1,72.2,73.7,,71.6,,,,,0,0,30,33.3,93.0,6.7,2,0,0,0,1,0,0.0,131,4.7,61.5,13,13,20.3,3.44,0,3,20.0,53.8,7,9,12.5,18,37.5,1,7,,,,,67.1,90.3,72.4,,91.5,,53.4,,,0,0,20,33.3,122.9,16.7,3,2,0,0,1,0,0.0,157,12.1
Seth Morgan,103954,QB,NEW HAMP,1,2.89,2.67,3.68,5.85,48,240,60.0,20,20,7.0,1.77,0,0,0.0,60.0,12,2,0.0,20,41.7,0,4,,,,,67.1,43.4,72.4,,43.5,,,,,0,1,20,0.0,78.1,0.0,0,0,0,0,2,1,5.0,65,3.3,75.0,20,22,5.5,3.69,1,1,4.5,68.2,15,12,0.0,28,58.3,0,11,,,,,27.0,65.3,73.5,,61.4,,68.1,,,0,0,28,33.3,96.4,14.3,4,2,0,1,0,1,3.6,198,9.0
Tyler Riddell,102355,QB,GARD-WEBB,1,2.95,2.74,,5.25,47,171,80.0,20,21,8.4,1.8,1,1,4.5,71.4,15,1,6.3,21,44.7,1,8,,,,,67.4,91.7,72.7,,91.4,,,,,0,0,22,0.0,91.4,0.0,0,0,0,0,0,0,0.0,150,7.1,25.0,16,22,18.8,3.88,0,0,0.0,18.2,4,11,0.0,26,55.3,0,7,,,,,67.9,47.9,73.4,,46.0,,61.1,,,0,1,27,0.0,20.6,0.0,0,4,0,6,0,0,0.0,57,2.6
Jake Willcox,148649,QB,BROWN,1,3.11,2.82,5.45,5.7,47,123,83.3,18,18,5.3,1.73,0,0,0.0,83.3,15,0,0.0,18,38.3,0,6,,,,,66.8,69.9,72.0,,69.5,,,,,0,1,18,,81.7,0.0,0,0,0,0,1,1,5.6,85,4.7,73.7,19,24,11.2,3.97,0,0,0.0,58.3,14,7,0.0,29,61.7,0,6,,,,,68.1,58.1,73.6,,63.0,,50.2,,,0,0,29,28.6,78.0,6.9,2,3,0,5,0,0,0.0,157,6.5
Jalen Kitna,146688,QB,UAB,1,2.66,2.52,3.97,4.6,47,321,85.7,21,22,3.3,1.7,0,1,4.5,77.3,17,4,5.6,22,46.8,1,5,,,,,67.4,84.7,72.7,,84.0,,,,,1,0,22,0.0,105.9,0.0,0,0,0,0,1,0,0.0,128,5.8,61.9,21,21,13.2,3.5,0,1,4.5,47.6,10,9,23.1,25,53.2,3,7,,,,,26.3,50.7,73.3,,52.0,,57.3,,,0,2,26,33.3,27.0,12.0,3,1,0,0,0,3,11.5,125,6.0
Aidan Chiles,173727,QB,MICH STATE,1,3.22,3.04,3.65,6.0,46,223,64.7,17,17,6.6,1.94,0,0,0.0,58.8,10,4,9.1,18,39.1,1,4,,,,,66.8,53.0,72.0,,53.0,,,,,0,0,18,25.0,76.1,5.6,1,0,0,0,0,0,0.0,102,6.0,68.4,19,23,9.9,4.04,1,0,0.0,56.5,13,14,0.0,28,60.9,0,8,,,,,68.2,64.0,0.0,,62.0,,69.7,,,0,0,30,21.4,106.1,10.7,3,2,0,3,2,0,0.0,154,6.7
Darius Perrantes,103934,QB,DUQUESNE,1,2.31,2.31,,,46,155,72.4,29,29,7.9,1.81,0,2,6.9,65.5,19,2,9.5,29,63.0,2,10,,,,,68.1,73.6,73.6,,73.0,,,,,0,0,29,0.0,117.9,0.0,0,0,0,0,3,0,0.0,186,6.4,53.3,15,17,25.6,3.16,0,6,33.3,47.1,8,6,0.0,17,37.0,0,8,,,,,66.8,87.3,72.0,,86.3,,,,,0,2,18,0.0,92.0,0.0,0,0,0,2,3,2,11.1,207,12.2
Shedeur Sanders,131396,QB,COLORADO,1,3.09,2.89,3.93,5.95,46,143,91.3,23,23,1.7,1.72,0,1,4.3,87.0,20,1,4.8,23,50.0,1,6,,,,,67.5,88.7,72.8,,87.9,,,,,0,0,23,0.0,121.4,0.0,0,0,0,0,2,0,0.0,142,6.2,66.7,15,18,15.9,4.47,0,1,5.0,55.6,10,16,0.0,23,50.0,0,8,,,,,67.7,77.1,73.1,,76.4,,62.1,,,0,1,25,18.8,89.4,13.0,3,2,0,3,1,0,0.0,197,10.9
Ashton Daniels,157259,QB,STANFORD,1,2.97,2.41,3.6,5.17,45,300,70.8,24,24,8.0,1.94,0,1,3.8,66.7,16,6,5.9,24,53.3,1,8,,,,,67.8,80.6,73.3,,79.8,,,,,0,1,26,0.0,87.2,0.0,0,0,0,0,1,1,3.8,190,7.9,100.0,6,9,7.5,4.15,0,1,7.7,66.7,6,17,0.0,21,46.7,0,5,,,,,26.7,44.0,73.4,,53.7,,44.9,,,0,0,27,29.4,147.2,23.8,5,7,0,3,2,2,7.4,108,12.0
Jake Stearney,171991,QB,COLGATE,1,2.28,2.21,3.17,,45,142,90.9,33,33,4.1,1.81,0,0,0.0,84.8,28,3,6.7,33,73.3,2,11,,,,,68.5,77.7,74.2,,76.9,,,,,0,0,34,0.0,103.0,0.0,0,0,0,0,1,0,0.0,208,6.3,83.3,6,9,12.2,3.55,0,0,0.0,55.6,5,4,0.0,12,26.7,0,2,,,,,65.8,59.1,70.7,,58.9,,,,,0,0,12,75.0,110.9,25.0,3,0,0,3,1,0,0.0,55,6.1
Jackson Proctor,148851,QB,DARTMOUTH,1,2.66,2.38,3.77,5.1,45,148,78.3,23,23,5.2,1.85,0,1,4.2,78.3,18,1,0.0,23,51.1,0,9,,,,,67.6,69.2,73.0,,68.7,,,,,0,1,24,0.0,89.7,0.0,0,0,0,0,1,1,4.2,147,6.4,61.5,13,14,10.8,3.68,0,1,7.1,57.1,8,7,0.0,21,46.7,0,7,,,,,67.2,64.8,72.5,,57.7,,70.5,,,0,1,21,42.9,53.0,14.3,3,4,0,1,0,1,4.8,111,7.9
Taron Dickens,177946,QB,W CAROLINA,1,2.7,2.45,3.2,5.5,44,344,84.2,19,20,1.4,1.72,1,0,0.0,80.0,16,1,0.0,20,45.5,0,5,,,,,67.1,64.3,72.4,,64.0,,,,,0,0,20,0.0,111.7,0.0,0,0,0,0,1,0,0.0,136,6.8,93.8,16,17,11.7,3.67,1,1,5.9,82.4,14,9,6.7,23,52.3,1,10,,,,,67.5,91.2,72.8,,91.5,,63.4,,,0,0,23,22.2,125.7,8.7,2,4,0,0,1,0,0.0,161,9.5
Beau Brungard,164897,QB,YNGTOWN ST,1,3.17,2.58,4.4,6.01,44,353,90.9,22,22,7.6,1.99,0,0,0.0,90.9,20,2,0.0,22,50.0,0,9,,,,,67.4,90.2,72.7,,89.7,,,,,0,0,22,0.0,128.2,0.0,0,0,0,0,2,0,0.0,165,7.5,92.9,14,14,6.1,4.34,0,0,0.0,78.6,11,9,15.4,22,50.0,2,7,,,,,67.6,90.2,73.0,,90.1,,68.8,,,0,0,24,11.1,93.8,4.5,1,7,0,0,0,0,0.0,91,6.5
Gavin Rutherford,178188,QB,STF AUSTIN,1,2.62,2.23,3.65,5.13,44,301,72.0,25,25,3.9,1.67,0,0,0.0,68.0,17,2,5.6,25,56.8,1,7,,,,,67.7,62.9,73.1,,62.5,,,,,0,0,25,0.0,94.9,0.0,0,0,0,0,1,0,0.0,137,5.5,44.4,9,10,13.7,3.87,0,1,9.1,40.0,4,9,0.0,19,43.2,0,3,,,,,67.2,53.5,72.5,,49.6,,63.3,,,0,2,21,66.7,25.8,31.6,6,3,0,1,0,1,4.8,72,7.2
Elijah Owens,171426,QB,INDIANA ST,1,3.25,2.67,2.87,5.44,44,191,70.6,17,17,6.1,1.68,0,1,5.6,64.7,11,1,8.3,17,38.6,1,3,,,,,66.8,72.3,72.0,,71.8,,,,,0,0,18,0.0,96.7,0.0,0,0,0,0,1,0,0.0,86,5.1,80.0,15,15,8.3,4.24,0,0,0.0,73.3,11,17,8.3,27,61.4,1,9,,,,,67.9,69.9,73.4,,81.4,,51.4,,,0,0,27,17.6,120.7,11.1,3,9,0,0,1,1,3.7,127,8.5
Jack Lausch,162845,QB,NWESTERN,1,3.05,2.81,3.03,4.8,44,256,80.0,15,15,6.5,1.95,0,2,12.5,73.3,11,6,8.3,17,38.6,1,5,,,,,66.8,77.5,72.0,,76.9,,,,,0,0,18,33.3,94.3,11.8,2,0,0,0,0,0,0.0,112,7.5,66.7,15,20,10.4,3.74,0,0,0.0,50.0,10,17,0.0,27,61.4,0,5,,,,,26.7,42.2,73.4,,54.4,,39.0,,,0,0,27,11.8,62.3,7.4,2,5,0,5,0,3,11.1,89,4.5
Evan Simon,129906,QB,TEMPLE,1,2.9,2.72,4.6,5.75,44,306,78.9,19,20,2.7,1.76,1,0,0.0,65.0,13,3,13.3,20,45.5,2,5,,,,,67.2,57.1,72.5,,56.9,,,,,0,0,21,0.0,76.0,0.0,0,0,0,0,0,0,0.0,95,4.8,64.7,17,21,8.6,3.86,1,2,8.7,52.4,11,15,0.0,24,54.5,0,6,,,,,67.8,74.2,73.3,,77.5,,53.8,,,0,0,26,6.7,70.1,4.2,1,2,0,3,0,1,3.8,123,5.9
Noah Fifita,158722,QB,ARIZONA,1,2.85,2.74,3.32,3.43,43,109,70.6,17,17,6.6,1.78,0,1,5.9,64.7,11,2,8.3,18,41.9,1,4,,,,,66.8,63.7,72.0,,63.3,,,,,0,1,18,50.0,57.0,5.6,1,0,0,0,0,0,0.0,104,6.1,66.7,15,18,9.4,3.62,0,0,0.0,50.0,9,14,10.0,25,58.1,1,9,,,,,67.7,61.2,73.1,,58.5,,64.2,,,0,0,25,28.6,108.6,16.0,4,3,0,3,2,0,0.0,120,6.7
Nathan Lamb,98020,QB,W ILLINOIS,1,2.73,2.58,2.7,4.7,43,345,90.0,20,21,6.3,1.98,1,0,0.0,71.4,15,3,16.7,21,48.8,3,7,,,,,67.4,77.0,72.7,,76.3,,,,,0,1,22,0.0,104.9,0.0,0,0,0,0,1,1,4.5,238,11.3,56.3,16,17,16.1,3.45,0,0,0.0,52.9,9,12,0.0,22,51.2,0,9,,,,,67.5,49.0,72.8,,53.7,,49.4,,,0,2,23,16.7,97.5,9.1,2,3,0,1,2,1,4.3,211,12.4
Nico Iamaleava,174728,QB,TENNESSEE,1,2.97,2.43,4.02,5.5,43,307,77.8,18,19,4.7,1.96,1,0,0.0,73.7,14,3,0.0,20,46.5,0,4,,,,,67.1,47.7,72.4,,47.7,,,,,0,0,20,33.3,86.1,5.0,1,0,0,0,0,1,5.0,103,5.4,66.7,12,14,12.5,3.85,0,0,0.0,42.9,6,14,25.0,23,53.5,2,6,,,,,67.6,67.2,73.1,,71.5,,56.0,,,1,0,25,28.6,56.8,17.4,4,5,0,1,0,0,0.0,64,4.6
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.53,2.46,,4.1,43,188,83.3,24,24,6.5,1.88,0,0,0.0,79.2,19,3,5.0,24,55.8,1,9,,,,,67.6,78.9,73.0,,78.2,,,,,0,0,24,0.0,118.8,0.0,0,0,0,0,2,0,0.0,140,5.8,66.7,15,17,11.9,3.36,1,1,5.9,58.8,10,7,0.0,19,44.2,0,7,,,,,67.0,72.2,72.2,,77.9,,50.4,,,0,0,19,0.0,114.6,0.0,0,2,0,1,1,0,0.0,179,10.5
Sonny Mannino,166694,QB,MARIST,1,3.33,2.83,4.8,5.37,43,213,82.4,17,17,0.1,1.61,0,0,0.0,82.4,14,1,0.0,17,39.5,0,4,,,,,67.1,57.3,72.4,,57.0,,,,,0,0,20,0.0,116.4,0.0,0,0,0,0,1,0,0.0,123,7.2,14.3,14,17,20.1,4.46,0,0,0.0,11.8,2,16,0.0,26,60.5,0,4,,,,,68.2,32.9,73.7,,30.0,,56.2,,,1,1,30,12.5,15.1,7.7,2,7,0,2,0,3,10.0,29,1.7
Dylan Raiola,183581,QB,NEBRASKA,1,2.71,2.53,4.0,4.2,43,238,76.5,17,18,3.1,1.79,1,0,0.0,72.2,13,1,0.0,18,41.9,0,5,,,,,66.8,61.6,72.0,,61.3,,,,,0,0,18,0.0,79.2,0.0,0,0,0,0,0,0,0.0,73,4.1,70.0,20,20,10.2,3.38,0,1,5.0,70.0,14,6,0.0,25,58.1,0,5,,,,,67.7,53.3,73.1,,58.5,,49.1,,,0,2,25,33.3,62.1,8.0,2,3,0,0,1,1,4.0,118,5.9
