player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Hank Bachmeier,101284,QB,BOISE ST,1,2.97,2.78,3.4,4.58,47,120,71.4,14,14,6.6,1.99,0,2,14.3,64.3,9,5,10.0,14,29.8,1,6,,,,,66.2,72.3,71.2,,71.8,,,,,,0,1,14,0.0,92.3,0.0,0,0,0,0,2,1,7.1,90,6.4,61.9,21,26,13.3,3.39,0,1,3.8,46.2,12,21,7.7,33,70.2,1,9,,,,,68.5,59.9,74.1,,59.2,,,60.7,,,2,1,33,14.3,45.7,9.1,3,4,0,3,0,0,0.0,132,5.1
Nick Starkel,40326,QB,S JOSE ST,1,2.27,2.28,2.93,,46,285,51.7,29,30,8.9,2.0,1,1,3.0,50.0,15,4,0.0,30,65.2,0,8,,,,,68.5,56.7,74.1,,56.5,,,,,,0,0,33,0.0,66.4,0.0,0,0,0,0,0,0,0.0,163,5.4,50.0,8,12,12.4,2.97,0,0,0.0,25.0,3,10,25.0,15,32.6,1,3,,,,,21.3,31.8,71.6,,32.0,,,,,,1,0,16,30.0,55.2,20.0,3,0,0,3,0,1,6.3,81,6.8
Jake Bentley,40788,QB,S ALABAMA,1,2.77,2.68,3.2,5.1,46,288,84.2,19,20,5.2,2.02,1,0,0.0,80.0,16,2,0.0,20,43.5,0,9,,,,,67.4,59.3,72.7,,59.1,,,,,,0,0,22,0.0,112.3,0.0,0,0,0,0,1,0,0.0,139,7.0,75.0,16,21,13.4,3.36,2,2,9.1,57.1,12,16,0.0,26,56.5,0,8,,,,,67.9,58.4,73.4,,56.0,,,63.7,,,0,3,27,25.0,68.7,15.4,4,1,0,3,1,3,11.1,215,10.2
Jordan Travis,77615,QB,FLORIDA ST,1,3.33,2.63,4.23,4.6,46,167,60.0,15,15,11.9,1.93,0,0,0.0,60.0,9,3,0.0,15,32.6,0,6,,,,,66.8,58.8,72.0,,58.6,,,,,,0,1,18,0.0,49.0,0.0,0,0,0,0,0,0,0.0,89,5.9,64.3,14,14,13.4,4.01,0,1,6.3,64.3,9,15,0.0,31,67.4,0,12,,,,,19.2,68.6,74.2,,65.8,,,64.9,,,0,0,34,26.7,113.1,12.9,4,13,0,0,1,3,8.8,113,8.1
Dresser Winn,63583,QB,TENN MARTN,1,2.47,2.42,3.5,,45,310,71.4,28,28,9.9,1.96,0,5,16.7,60.7,17,4,15.0,28,62.2,3,8,,,,,68.2,67.8,73.7,,67.3,,,,,,0,1,30,0.0,76.8,0.0,0,0,0,0,1,1,3.3,182,6.5,61.5,13,15,16.0,3.31,0,2,12.5,40.0,6,12,25.0,17,37.8,2,4,,,,,66.8,71.6,72.0,,71.1,,,,,,0,0,18,16.7,82.6,11.8,2,0,0,2,1,0,0.0,90,6.0
JD Head,122677,QB,LA TECH,1,3.06,2.82,4.35,4.3,44,208,62.5,16,16,10.8,1.93,0,1,6.3,50.0,8,3,20.0,16,36.4,2,4,,,,,66.5,62.7,71.6,,62.4,,,,,,0,0,16,0.0,76.3,0.0,0,0,0,0,0,0,0.0,125,7.8,61.9,21,21,12.5,3.71,0,1,4.5,57.1,12,13,7.7,28,63.6,1,8,,,,,68.1,65.0,73.6,,62.9,,,64.7,,,0,3,29,30.8,77.5,14.3,4,3,0,0,3,2,6.9,140,6.7
Rasean McKay,88321,QB,FL A&M,1,2.75,2.64,2.7,4.33,44,164,70.6,17,20,7.0,1.96,0,2,9.5,55.0,11,5,8.3,20,45.5,1,5,,,,,67.2,63.2,72.5,,62.9,,,,,,3,0,21,0.0,101.3,0.0,0,0,0,0,2,1,4.8,96,4.8,50.0,20,20,20.7,3.41,0,4,17.4,35.0,7,9,30.0,24,54.5,3,5,,,,,67.9,81.0,73.4,,85.3,,,51.5,,,0,1,27,11.1,40.0,4.2,1,3,0,0,0,1,3.7,142,7.1
Layne Hatcher,82068,QB,ARK STATE,1,2.59,2.33,4.13,4.45,44,113,70.0,20,20,4.5,1.77,0,0,0.0,65.0,13,4,7.1,20,45.5,1,8,,,,,67.2,58.4,72.5,,58.2,,,,,,0,0,21,0.0,79.8,0.0,0,0,0,0,0,0,0.0,113,5.7,76.5,17,18,11.4,3.28,0,2,11.1,66.7,12,13,7.7,24,54.5,1,9,,,,,67.6,75.7,73.0,,70.5,,,71.0,,,0,0,24,30.8,131.5,16.7,4,2,0,1,2,1,4.2,159,8.8
Ben Bryant,77655,QB,E MICHIGAN,1,2.62,2.49,3.34,,44,160,83.3,18,19,3.8,1.93,1,0,0.0,78.9,15,3,0.0,20,45.5,0,5,,,,,23.9,55.9,72.4,,55.7,,,,,,0,0,20,33.3,91.0,5.0,1,0,0,0,0,2,10.0,111,5.8,66.7,18,18,12.3,3.2,0,0,0.0,55.6,10,13,16.7,24,54.5,2,6,,,,,67.6,65.5,73.0,,65.1,,,,,,0,0,24,46.2,74.5,25.0,6,0,0,0,0,1,4.2,113,6.3
Chris Reynolds,60361,QB,CHARLOTTE,1,2.72,2.63,2.65,6.3,43,136,78.3,23,23,6.2,1.83,0,1,4.2,78.3,18,3,0.0,24,55.8,0,9,,,,,26.0,54.4,73.1,,54.3,,,,,,0,1,25,33.3,108.2,4.2,1,0,0,0,2,2,8.0,169,7.3,54.5,11,17,11.3,3.85,0,0,0.0,35.3,6,12,0.0,19,44.2,0,3,,,,,22.2,28.9,72.7,,28.0,,,64.0,,,1,1,22,8.3,23.7,5.3,1,1,0,5,0,2,9.1,68,4.0
Gunnar Watson,83570,QB,TROY,1,2.67,2.65,2.82,,43,318,76.5,17,18,5.8,1.96,0,0,0.0,61.1,11,3,15.4,20,46.5,2,3,,,,,67.2,67.5,72.7,,67.1,,,,,,1,0,22,66.7,81.3,10.0,2,0,0,0,0,0,0.0,122,6.8,70.6,17,20,10.2,3.3,0,2,9.5,50.0,10,14,16.7,23,53.5,2,6,,,,,67.6,74.3,73.0,,73.7,,,,,,2,2,24,21.4,38.5,13.0,3,0,0,1,0,1,4.2,165,8.3
Holton Ahlers,77651,QB,E CAROLINA,1,2.54,2.43,3.6,,42,156,70.0,20,24,6.6,1.86,3,1,3.8,50.0,12,4,14.3,25,59.5,2,8,,,,,67.9,77.9,73.4,,77.3,,,,,,1,0,27,25.0,83.9,4.0,1,0,0,0,1,0,0.0,151,6.3,61.5,13,14,8.4,3.54,0,0,0.0,50.0,7,11,12.5,17,40.5,1,5,,,,,22.9,57.6,72.0,,57.4,,,,,,0,1,18,27.3,36.9,17.6,3,0,0,1,0,2,11.1,77,5.5
Trae Self,103962,QB,STF AUSTIN,1,2.65,2.42,4.3,5.35,42,301,72.7,22,23,6.9,1.83,1,0,0.0,56.5,13,2,18.8,23,54.8,3,5,,,,,67.5,77.6,72.8,,76.9,,,,,,0,0,23,0.0,83.4,0.0,0,0,0,0,1,0,0.0,109,4.7,57.1,14,15,12.6,3.65,0,0,0.0,53.3,8,9,0.0,19,45.2,0,5,,,,,67.0,42.9,72.2,,47.3,,,50.4,,,0,2,19,22.2,83.8,10.5,2,2,0,1,2,2,10.5,134,8.9
Chase Garbers,60356,QB,CAL,1,2.87,2.38,2.88,5.06,42,130,72.2,18,19,8.1,1.93,1,0,0.0,52.6,10,5,23.1,20,47.6,3,5,,,,,67.4,60.9,72.7,,60.6,,,,,,0,1,22,20.0,40.2,5.0,1,0,0,0,0,0,0.0,74,3.9,66.7,9,12,10.6,3.73,0,0,0.0,50.0,6,14,0.0,22,52.4,0,5,,,,,67.4,39.8,0.0,,40.8,,,56.3,,,2,1,22,21.4,26.7,13.6,3,7,0,1,0,1,4.5,51,4.3
Matt McDonald,60350,QB,BOWL GREEN,1,2.6,2.45,4.1,4.0,41,122,73.7,19,21,6.4,2.03,1,0,0.0,61.9,13,9,7.1,21,51.2,1,6,,,,,67.4,63.1,72.7,,62.8,,,,,,1,0,22,0.0,76.3,0.0,0,0,0,0,0,0,0.0,114,5.4,75.0,16,16,11.3,3.21,0,1,6.3,68.8,11,6,8.3,20,48.8,1,9,,,,,67.1,85.5,72.4,,88.3,,,58.5,,,0,0,20,16.7,116.9,5.0,1,3,0,0,1,1,5.0,141,8.8
Jawon Pass,40916,QB,PRVIEW A&M,1,2.29,2.14,2.77,4.2,41,270,72.4,29,29,5.6,1.82,0,1,3.1,65.5,19,2,9.5,30,73.2,2,11,,,,,68.4,52.2,74.1,,52.1,,,,,,0,1,33,50.0,69.8,3.3,1,0,0,0,0,1,3.0,191,6.6,40.0,5,7,17.8,3.55,0,0,0.0,28.6,2,8,0.0,11,26.8,0,2,,,,,66.2,30.9,71.2,,29.1,,,62.0,,,1,1,14,25.0,8.9,18.2,2,2,0,1,0,2,14.3,36,5.1
Dustin Crum,60418,QB,KENT STATE,1,2.81,2.38,3.73,5.4,41,201,84.2,19,19,6.7,1.85,0,1,4.8,78.9,15,3,6.3,19,46.3,1,6,,,,,67.2,73.1,72.5,,72.5,,,,,,0,0,21,0.0,110.7,0.0,0,0,0,0,1,0,0.0,121,6.4,69.2,13,14,16.8,3.64,0,1,5.9,64.3,9,12,0.0,22,53.7,0,8,,,,,67.7,72.5,73.1,,71.9,,,62.5,,,0,2,25,33.3,92.0,18.2,4,4,0,1,1,0,0.0,202,14.4
Graham Mertz,97994,QB,WISCONSIN,1,2.79,2.64,,4.63,41,349,64.7,17,17,6.2,2.1,0,0,0.0,64.7,11,0,0.0,17,41.5,0,3,,,,,66.7,51.0,71.8,,51.0,,,,,,0,1,17,,48.7,0.0,0,0,0,0,0,1,5.9,70,4.1,65.0,20,21,12.4,3.28,0,1,4.0,47.6,10,10,23.1,24,58.5,3,4,,,,,68.1,54.0,73.6,,60.2,,,45.1,,,0,0,29,0.0,61.8,0.0,0,3,0,1,0,0,0.0,101,4.8
Kenny Pickett,60515,QB,PITTSBURGH,1,2.92,2.82,3.4,4.55,41,268,87.5,16,16,-0.6,1.66,0,0,0.0,87.5,14,3,0.0,16,39.0,0,6,,,,,66.5,64.1,71.6,,63.7,,,,,,0,0,16,0.0,127.1,0.0,0,0,0,0,3,0,0.0,80,5.0,78.9,19,22,8.4,3.73,0,1,4.5,63.6,14,10,6.7,25,61.0,1,6,,,,,67.8,73.9,73.3,,73.2,,,62.1,,,0,1,26,10.0,75.8,4.0,1,2,0,3,1,1,3.8,129,5.9
Matt Corral,83517,QB,OLE MISS,1,2.47,2.18,,4.53,41,226,100.0,19,19,-2.5,1.41,0,0,0.0,100.0,19,2,0.0,19,46.3,0,9,,,,,67.0,73.6,72.2,,73.1,,,,,,0,0,19,0.0,121.1,0.0,0,0,0,0,1,0,0.0,168,8.8,50.0,14,15,12.9,3.56,0,1,6.3,40.0,6,14,14.3,21,51.2,1,3,,,,,67.4,43.3,72.7,,48.1,,,50.2,,,0,1,22,0.0,25.4,0.0,0,6,0,1,0,1,4.5,64,4.3
Chance Nolan,78493,QB,OREGON ST,1,2.94,2.91,,4.1,40,265,81.3,16,16,6.2,2.03,0,0,0.0,81.3,13,6,0.0,16,40.0,0,9,,,,,67.1,63.4,72.4,,63.1,,,,,,0,0,20,0.0,122.4,0.0,0,0,0,0,1,0,0.0,134,8.4,80.0,20,23,10.7,3.54,0,1,4.2,52.2,12,12,25.0,24,60.0,4,9,,,,,67.7,77.8,73.1,,79.3,,,57.3,,,2,1,25,0.0,73.5,0.0,0,1,0,1,1,0,0.0,174,7.6
Michael Pratt,123229,QB,TULANE,1,2.64,2.39,4.07,4.07,40,319,63.6,22,22,9.1,1.85,0,1,4.5,50.0,11,4,21.4,22,55.0,3,8,,,,,67.4,39.6,72.7,,40.0,,,,,,0,2,22,0.0,43.4,0.0,0,0,0,0,1,3,13.6,118,5.4,44.4,9,12,11.9,3.6,0,0,0.0,33.3,4,10,0.0,18,45.0,0,4,,,,,66.8,47.9,72.0,,36.2,,,72.0,,,1,0,18,30.0,42.4,16.7,3,3,0,2,0,1,5.6,29,2.4
Zach Calzada,98006,QB,TEXAS A&M,1,3.05,2.87,4.63,,39,312,93.8,16,17,5.3,1.88,1,0,0.0,76.5,13,5,13.3,17,43.6,2,8,,,,,66.7,69.1,71.8,,68.6,,,,,,0,0,17,0.0,135.4,0.0,0,0,0,0,2,0,0.0,124,7.3,64.7,17,18,10.5,3.96,1,0,0.0,38.9,7,16,36.4,22,56.4,4,5,,,,,67.4,62.7,72.7,,62.4,,,,,,0,0,22,25.0,80.3,18.2,4,0,0,0,1,0,0.0,118,6.6
Carson Camp,141837,QB,S DAKOTA,1,3.47,3.06,3.33,6.78,39,291,75.0,16,16,0.0,1.84,0,0,0.0,75.0,12,1,0.0,16,41.0,0,4,,,,,66.5,51.0,71.6,,50.9,,,,,,0,2,16,0.0,45.6,0.0,0,0,0,0,0,2,12.5,79,4.9,72.7,11,15,16.5,4.6,0,1,5.9,46.7,7,16,12.5,23,59.0,1,6,,,,,26.0,59.6,73.1,,67.8,,,46.3,,,1,1,25,25.0,47.4,17.4,4,4,0,3,0,2,8.0,123,8.2
Sam Hartman,77618,QB,WAKE,1,3.06,2.88,4.43,3.5,39,339,92.9,14,15,7.2,2.06,1,0,0.0,80.0,12,3,7.7,15,38.5,1,7,,,,,66.7,86.0,71.8,,85.1,,,,,,0,0,17,0.0,138.5,0.0,0,0,0,0,3,0,0.0,116,7.7,60.0,15,17,16.5,3.68,1,2,11.1,47.1,8,11,11.1,24,61.5,1,6,,,,,67.8,73.7,73.3,,66.4,,,73.6,,,1,1,26,27.3,46.2,12.5,3,4,0,0,0,2,7.7,120,7.1
Eric Barriere,40109,QB,E WASHGTON,1,2.87,2.61,4.75,5.6,39,161,80.0,20,21,3.1,1.83,1,0,0.0,57.1,12,2,25.0,21,53.8,4,6,,,,,67.4,72.2,72.7,,71.7,,,,,,0,0,22,0.0,70.1,0.0,0,0,0,0,0,0,0.0,103,4.9,64.3,14,14,18.2,4.08,0,0,0.0,64.3,9,8,0.0,18,46.2,0,7,,,,,67.0,60.4,72.2,,52.3,,,74.9,,,0,1,19,25.0,101.8,11.1,2,2,0,0,1,3,15.8,191,13.6
Mike Wright Jr.,124366,QB,VANDERBILT,1,3.03,2.72,3.85,5.22,39,333,58.8,17,18,7.0,1.94,1,0,0.0,50.0,9,4,10.0,18,46.2,1,4,,,,,66.8,48.9,72.0,,48.9,,,,,,0,1,18,0.0,38.7,0.0,0,0,0,0,0,1,5.6,78,4.3,63.6,11,13,14.5,4.16,0,0,0.0,53.8,7,12,0.0,20,51.3,0,4,,,,,67.4,50.5,72.7,,54.7,,,52.1,,,0,0,22,16.7,111.1,10.0,2,5,0,2,1,0,0.0,120,9.2
