player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Brayden Schager,146078,QB,HAWAII,1,2.55,2.32,3.16,4.67,48,180,73.1,26,26,9.2,1.92,0,3,11.1,65.4,17,6,10.5,26,54.2,2,7,,,,,67.9,79.0,73.4,,78.2,,,,,,0,3,27,0.0,85.9,0.0,0,0,0,0,4,1,3.7,183,7.0,61.5,13,14,14.0,3.3,0,1,6.7,42.9,6,13,25.0,22,45.8,2,3,,,,,67.5,52.0,72.8,,57.2,,,49.8,,,1,0,23,38.5,63.1,22.7,5,3,0,0,0,0,0.0,85,6.1
Jeremy Moussa,75887,QB,FL A&M,1,2.56,2.5,2.88,3.8,48,164,75.0,24,25,7.9,1.9,0,1,3.4,52.0,13,5,27.8,25,52.1,5,9,,,,,68.1,82.9,73.6,,82.0,,,,,,0,2,29,0.0,62.8,0.0,0,0,0,1,1,1,3.4,224,9.0,73.3,15,18,11.5,3.27,0,1,5.0,61.1,11,16,0.0,23,47.9,0,8,,,,,67.7,81.6,73.1,,78.9,,,64.2,,,3,1,25,25.0,64.6,17.4,4,1,0,0,0,0,0.0,150,8.3
Theo Day,83515,QB,N IOWA,1,3.04,2.99,2.96,4.45,48,255,66.7,15,16,10.7,2.13,1,2,11.1,56.3,9,5,10.0,16,33.3,1,6,,,,,66.8,60.2,72.0,,60.0,,,,,,0,1,18,0.0,59.9,0.0,0,0,0,0,0,1,5.6,142,8.9,66.7,24,25,10.8,3.5,1,1,3.8,56.0,14,17,12.5,32,66.7,2,11,,,,,68.3,73.2,74.1,,72.4,,,61.8,,,0,2,33,29.4,56.9,15.6,5,2,0,0,1,2,6.1,169,6.8
Donovan Smith,73929,QB,HOUSTON,1,2.74,2.48,3.9,5.3,48,182,70.4,27,27,8.0,1.8,0,2,6.9,55.6,15,3,21.1,27,56.3,4,9,,,,,68.1,72.9,73.6,,72.3,,,,,,0,0,29,0.0,99.5,0.0,0,0,0,0,2,0,0.0,171,6.3,69.2,13,15,7.8,3.96,0,0,0.0,60.0,9,11,0.0,21,43.8,0,7,,,,,67.5,57.4,72.8,,54.1,,,63.6,,,0,1,23,27.3,49.0,14.3,3,3,0,2,0,1,4.3,89,5.9
Bo Nix,97790,QB,OREGON,1,2.62,2.38,3.3,4.54,48,264,92.9,28,28,4.9,1.72,0,2,6.9,82.1,23,1,11.5,28,58.3,3,9,,,,,68.1,91.9,73.6,,91.6,,,,,,0,0,29,0.0,113.4,0.0,0,0,0,0,1,0,0.0,234,8.4,69.2,13,14,3.7,3.89,0,0,0.0,50.0,7,7,22.2,20,41.7,2,6,,,,,67.2,52.1,72.5,,45.0,,,65.9,,,0,0,21,14.3,94.0,5.0,1,5,0,1,1,0,0.0,89,6.4
Tyler Shough,83537,QB,TEXAS TECH,1,3.31,2.97,2.8,5.72,47,315,93.8,16,16,2.2,1.81,0,0,0.0,87.5,14,2,6.7,18,38.3,1,5,,,,,23.3,57.8,72.0,,57.5,,,,,,0,0,18,100.0,111.2,11.1,2,0,0,0,1,1,5.6,91,5.7,55.0,20,21,18.6,4.24,0,2,7.4,47.6,10,14,9.1,29,61.7,1,9,,,,,30.0,57.5,74.5,,52.7,,,67.4,,,0,3,37,14.3,71.8,6.9,2,6,0,1,2,3,8.1,191,9.1
Michael Appel Jr.,149746,QB,VALPO,1,2.62,2.47,3.45,4.53,47,332,61.1,18,20,8.1,1.89,1,0,0.0,55.0,11,9,0.0,20,42.6,0,6,,,,,67.5,35.5,72.8,,35.9,,,,,,1,5,23,0.0,33.1,0.0,0,0,0,0,0,3,13.0,119,6.0,61.5,13,16,14.0,3.42,1,1,6.3,43.8,7,20,12.5,25,53.2,1,5,,,,,67.7,55.2,73.1,,60.3,,,50.1,,,1,0,25,30.0,101.8,24.0,6,3,0,1,2,0,0.0,91,5.7
Jacob Zeno,98014,QB,UAB,1,2.56,2.33,3.4,5.6,47,321,95.5,22,22,2.5,1.65,0,1,4.5,95.5,21,0,0.0,22,46.8,0,13,,,,,67.4,75.0,72.7,,74.5,,,,,,0,0,22,,148.9,0.0,0,0,0,0,2,1,4.5,274,12.5,72.2,18,21,7.9,3.36,0,0,0.0,57.1,12,12,7.7,25,53.2,1,7,,,,,16.6,36.1,73.3,,44.5,,,41.0,,,2,1,26,8.3,51.9,4.0,1,3,0,1,0,3,11.5,111,5.3
Mike DiLiello,121801,QB,AUSTINPEAY,1,1.91,1.73,2.93,,46,116,78.8,33,33,3.3,1.58,0,1,2.9,75.8,25,7,3.8,36,78.3,1,4,,,,,68.9,66.1,74.6,,65.6,,,,,,0,1,38,42.9,72.3,8.3,3,0,0,0,0,1,2.6,156,4.7,66.7,6,6,21.5,3.12,0,0,0.0,66.7,4,4,0.0,10,21.7,0,4,,,,,66.0,65.6,71.0,,65.2,,,,,,0,0,13,100.0,149.3,40.0,4,0,0,0,1,0,0.0,104,17.3
Cole Dugger,154197,QB,LNDNWD,1,2.69,2.44,2.4,4.74,46,949,50.0,26,26,10.2,1.94,0,1,3.8,46.2,12,6,7.7,27,58.7,1,5,,,,,67.9,47.9,73.4,,48.0,,,,,,0,1,27,16.7,38.1,3.7,1,0,0,0,0,1,3.7,85,3.3,45.5,11,14,13.5,3.76,1,0,0.0,35.7,5,13,0.0,19,41.3,0,7,,,,,67.0,33.8,72.2,,28.6,,,63.8,,,0,2,19,0.0,4.8,0.0,0,5,0,2,0,2,10.5,39,2.8
Rocco Becht,157567,QB,IOWA STATE,1,2.22,2.1,,4.75,46,193,68.8,32,33,6.8,1.8,1,1,2.9,54.5,18,7,18.2,33,71.7,4,8,,,,,68.5,56.2,74.2,,56.0,,,,,,0,1,34,0.0,65.0,0.0,0,0,0,0,1,2,5.9,158,4.8,66.7,9,11,9.8,3.28,0,0,0.0,45.5,5,5,16.7,13,28.3,1,4,,,,,66.0,65.8,71.0,,72.0,,,52.3,,,1,0,13,0.0,57.0,0.0,0,2,0,1,0,0,0.0,45,4.1
Preston Stone,124716,QB,SMU,1,2.92,2.79,5.65,,46,287,70.6,17,17,5.3,2.05,0,0,0.0,64.7,11,3,8.3,17,37.0,1,6,,,,,66.7,59.2,71.8,,59.0,,,,,,0,0,17,0.0,93.0,0.0,0,0,0,0,1,1,5.9,71,4.2,71.4,21,27,8.9,3.42,0,1,3.2,51.9,14,13,6.7,29,63.0,1,8,,,,,68.5,75.9,74.1,,75.2,,,,,,0,1,33,15.4,56.9,6.9,2,0,0,6,0,1,3.0,175,6.5
Rocky Lombardi,60452,QB,N ILLINOIS,1,2.81,2.59,3.3,5.75,45,254,81.3,16,16,7.0,1.83,0,0,0.0,81.3,13,2,0.0,16,35.6,0,6,,,,,66.7,83.5,71.8,,82.7,,,,,,0,0,17,0.0,95.3,0.0,0,0,0,0,0,0,0.0,110,6.9,61.9,21,22,18.0,3.36,0,3,13.0,45.5,10,10,23.1,29,64.4,3,8,,,,,68.2,64.9,73.7,,60.3,,,71.1,,,0,3,30,50.0,50.9,17.2,5,2,0,1,1,3,10.0,187,8.5
Cam Ward,133244,QB,WASH STATE,1,3.18,2.35,4.83,5.79,45,341,90.5,21,22,5.6,1.48,1,1,4.5,86.4,19,3,0.0,22,48.9,0,10,,,,,67.4,83.5,72.7,,82.7,,,,,,0,0,22,0.0,132.8,0.0,0,0,0,0,2,0,0.0,189,8.6,37.5,8,11,10.3,4.82,0,0,0.0,18.2,2,15,33.3,23,51.1,1,3,,,,,67.5,44.4,72.8,,29.7,,,67.5,,,0,0,23,26.7,39.6,17.4,4,8,0,3,0,1,4.3,19,1.7
Joey Aguilar,174978,QB,APP STATE,1,2.49,2.38,,4.85,45,108,69.6,23,24,7.7,1.85,0,0,0.0,62.5,15,8,6.3,24,53.3,1,10,,,,,67.7,78.2,73.1,,77.5,,,,,,1,0,25,0.0,79.9,0.0,0,0,0,0,0,0,0.0,148,6.2,47.1,17,19,19.5,3.23,0,2,10.5,36.8,7,11,12.5,21,46.7,1,7,,,,,67.2,53.9,72.5,,52.6,,,61.6,,,0,1,21,0.0,73.8,0.0,0,2,0,2,2,2,9.5,127,6.7
JT Daniels,83578,QB,RICE,1,2.41,2.35,3.15,3.6,45,275,72.0,25,28,7.8,1.88,3,1,3.4,60.7,17,2,5.6,28,62.2,1,8,,,,,68.1,68.7,73.6,,68.2,,,,,,0,1,29,0.0,83.6,0.0,0,0,0,0,1,1,3.4,228,8.1,78.6,14,14,9.6,3.28,0,1,5.9,78.6,11,11,0.0,17,37.8,0,9,,,,,67.1,75.4,72.4,,72.4,,,64.1,,,0,0,20,18.2,155.4,11.8,2,1,0,0,2,0,0.0,165,11.8
Dom Nankil,182292,QB,SAN DIEGO,1,3.86,3.51,6.25,4.4,45,283,66.7,15,15,9.6,1.92,0,2,13.3,66.7,10,0,0.0,15,33.3,0,4,,,,,66.4,85.7,71.4,,84.9,,,,,,0,0,15,,109.9,0.0,0,0,0,0,1,0,0.0,108,7.2,50.0,14,21,15.9,4.82,0,2,9.5,33.3,7,17,0.0,30,66.7,0,6,,,,,68.3,61.4,73.9,,72.5,,,44.4,,,1,0,31,23.5,77.5,13.3,4,5,0,6,2,1,3.2,80,3.8
Casey Thompson,77677,QB,FAU,1,3.4,3.27,5.27,,45,165,81.8,11,11,0.5,1.96,0,0,0.0,72.7,8,3,11.1,11,24.4,1,3,,,,,65.6,70.8,70.4,,70.4,,,,,,0,1,11,0.0,44.9,0.0,0,0,0,0,0,0,0.0,53,4.8,80.0,25,31,8.5,3.87,3,0,0.0,48.4,15,17,25.0,34,75.6,5,8,,,,,68.6,64.8,74.3,,64.4,,,,,,1,1,35,17.6,46.0,8.8,3,0,0,2,0,1,2.9,127,4.1
Alec Lewis,103927,QB,CENTRAL ST,1,2.07,2.04,2.65,,45,366,68.8,32,33,11.0,1.84,0,1,2.6,60.6,20,3,9.1,33,73.3,2,7,,,,,68.9,54.3,74.6,,54.2,,,,,,1,0,38,0.0,92.1,0.0,0,0,0,0,2,1,2.6,153,4.6,44.4,9,10,15.9,2.69,0,0,0.0,40.0,4,4,0.0,12,26.7,0,2,,,,,8.1,40.1,70.7,,40.3,,,,,,0,1,12,50.0,24.6,16.7,2,0,0,1,0,2,16.7,69,6.9
Kai Horton,144418,QB,TULANE,1,2.61,2.29,3.8,4.93,44,319,50.0,22,24,10.5,1.95,1,0,0.0,33.3,8,5,27.3,25,56.8,3,3,,,,,67.7,57.5,73.1,,57.3,,,,,,1,1,25,20.0,25.0,4.0,1,0,0,0,0,0,0.0,40,1.7,58.3,12,13,19.3,3.48,0,1,7.7,53.8,7,13,0.0,19,43.2,0,7,,,,,23.9,51.7,72.4,,57.4,,,49.4,,,1,0,20,23.1,124.7,15.8,3,3,0,0,1,1,5.0,191,14.7
Pat McQuaide,145792,QB,NICHOLLS,1,2.6,2.55,2.83,3.73,44,243,72.7,22,23,4.7,1.79,0,0,0.0,52.2,12,4,25.0,23,52.3,4,3,,,,,67.6,55.8,73.0,,55.6,,,,,,0,0,24,0.0,59.5,0.0,0,0,0,1,0,1,4.2,77,3.3,58.3,12,14,15.3,3.66,0,1,6.7,42.9,6,13,14.3,20,45.5,1,7,,,,,67.1,67.9,72.5,,69.3,,,58.3,,,0,1,21,23.1,39.0,15.0,3,3,0,2,0,1,4.8,104,7.4
Dante Chachere,103930,QB,PORTLAND,1,2.45,2.22,3.63,4.6,44,269,82.8,29,29,5.2,1.67,0,0,0.0,69.0,20,6,16.7,29,65.9,4,12,,,,,68.2,73.3,73.7,,72.7,,,,,,0,1,30,0.0,84.1,0.0,0,0,0,0,1,2,6.7,191,6.6,50.0,6,9,18.7,3.97,0,1,10.0,22.2,2,9,33.3,15,34.1,1,2,,,,,66.5,63.9,71.6,,63.4,,,60.8,,,0,0,16,44.4,39.6,26.7,4,2,0,3,0,0,0.0,22,2.4
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.42,2.15,3.75,4.0,44,224,77.8,27,27,4.8,1.67,0,2,7.4,70.4,19,4,9.5,27,61.4,2,8,,,,,67.9,90.4,73.4,,90.1,,,,,,0,0,27,0.0,95.1,0.0,0,0,0,0,1,0,0.0,143,5.3,55.6,9,10,10.0,3.61,1,0,0.0,40.0,4,9,20.0,17,38.6,1,6,,,,,66.8,71.0,72.0,,68.1,,,65.4,,,0,0,18,44.4,97.1,23.5,4,3,0,0,1,0,0.0,68,6.8
Brayten Silbor,159764,QB,LEHIGH,1,2.34,2.27,3.03,,44,205,50.0,28,29,7.4,1.99,1,2,6.5,44.8,13,9,7.1,30,68.2,1,8,,,,,68.4,50.7,74.0,,50.7,,,,,,0,1,32,11.1,52.2,3.3,1,0,0,0,1,1,3.1,109,3.8,90.9,11,11,14.6,3.08,0,2,18.2,72.7,8,8,20.0,14,31.8,2,5,,,,,20.6,82.9,71.2,,82.2,,,,,,0,0,14,37.5,145.1,21.4,3,0,0,0,1,1,7.1,164,14.9
Jalen Mayden,83520,QB,S DIEGO ST,1,2.9,2.65,3.73,5.1,43,284,71.4,21,21,4.9,1.98,0,0,0.0,66.7,14,3,6.7,21,48.8,1,10,,,,,67.2,66.0,72.5,,65.6,,,,,,0,1,21,0.0,84.6,0.0,0,0,0,0,1,0,0.0,156,7.4,37.5,16,16,12.6,3.78,0,1,5.9,31.3,5,14,16.7,22,51.2,1,3,,,,,67.5,32.8,72.8,,29.2,,,66.4,,,0,2,23,21.4,1.0,13.6,3,3,0,0,0,3,13.0,40,2.5
Ralph Rucker IV,144625,QB,BUCKNELL,1,2.57,2.0,3.3,4.74,43,125,70.8,24,25,6.3,1.68,1,1,4.0,64.0,16,3,5.9,26,60.5,1,9,,,,,67.8,64.7,73.3,,64.3,,,,,,0,0,26,33.3,111.1,3.8,1,0,0,0,2,0,0.0,174,7.0,60.0,5,7,16.0,3.91,0,1,14.3,42.9,3,9,0.0,17,39.5,0,3,,,,,22.4,62.4,71.8,,53.2,,,67.1,,,0,0,17,33.3,67.6,17.6,3,7,0,2,0,1,5.9,50,7.1
CJ Montes,146114,QB,FORDHAM,1,2.67,2.31,3.5,5.6,43,168,77.8,18,20,10.1,1.9,2,1,4.8,70.0,14,4,0.0,20,46.5,0,10,,,,,67.2,69.4,72.5,,68.9,,,,,,0,0,21,0.0,128.3,0.0,0,0,0,0,5,1,4.8,136,6.8,60.0,15,17,21.7,3.35,0,1,5.6,52.9,9,11,0.0,23,53.5,0,8,,,,,67.7,71.1,73.1,,72.1,,,60.2,,,1,0,25,18.2,88.6,8.7,2,4,0,1,0,0,0.0,173,10.2
Mikey Keene,70961,QB,FRESNO ST,1,2.77,2.56,3.8,7.7,43,169,75.0,24,24,7.0,1.92,0,0,0.0,66.7,16,2,11.1,25,58.1,2,8,,,,,67.7,71.6,73.1,,71.0,,,,,,0,0,25,50.0,100.2,4.0,1,0,0,0,1,0,0.0,165,6.9,57.1,14,15,16.6,3.96,0,1,5.9,46.7,7,13,12.5,18,41.9,1,4,,,,,67.2,68.4,72.5,,72.2,,,52.9,,,0,1,21,15.4,55.4,11.1,2,1,0,1,1,1,4.8,72,4.8
Danny Sanchez,78503,QB,LOCKHA,1,2.35,2.26,3.3,4.0,43,951,65.4,26,27,9.2,1.87,1,1,3.6,59.3,16,0,5.9,27,62.8,1,10,,,,,68.0,62.8,73.5,,62.5,,,,,,0,0,28,,102.5,0.0,0,0,0,0,2,0,0.0,171,6.3,46.2,13,13,14.9,3.14,0,1,5.3,38.5,5,6,16.7,16,37.2,1,4,,,,,67.4,60.9,72.7,,62.3,,,57.3,,,0,1,22,33.3,64.6,12.5,2,1,0,0,1,1,4.5,115,8.8
