player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Fernando Mendoza,158323,QB,CAL,1,2.52,2.35,3.27,4.17,49,130,79.3,29,30,4.7,1.81,0,0,0.0,73.3,22,6,4.3,30,61.2,1,11,,,,68.3,59.3,73.9,,59.0,,,,,1,0,31,0.0,89.6,0.0,0,0,0,0,0,1,3.2,190,6.3,66.7,12,13,10.2,3.63,1,0,0.0,61.5,8,11,0.0,19,38.8,0,5,,,,24.2,49.1,72.4,,48.8,,58.3,,,0,0,20,27.3,82.9,15.8,3,3,0,0,0,2,10.0,92,7.1
Spencer Petras,82136,QB,UTAH ST,1,2.47,2.41,,3.8,49,329,90.0,30,31,4.1,1.77,1,1,3.2,80.6,25,0,7.4,31,63.3,2,12,,,,68.3,82.8,73.9,,81.9,,,,,0,0,31,,119.8,0.0,0,0,0,0,2,0,0.0,235,7.6,53.8,13,16,11.3,3.68,0,2,11.1,43.8,7,7,0.0,18,36.7,0,5,,,,67.2,44.8,72.5,,45.8,,55.7,,,0,1,21,0.0,45.1,0.0,0,2,0,3,0,2,9.5,125,7.8
Kekoa Visperas,147588,QB,E WASHGTON,1,2.77,2.64,3.15,6.07,48,161,84.6,26,27,2.3,1.91,1,1,3.7,77.8,21,3,4.5,27,56.3,1,8,,,,67.9,63.7,73.4,,63.4,,,,,0,0,27,0.0,121.8,0.0,0,0,0,0,2,0,0.0,197,7.3,57.1,14,14,10.1,4.27,0,1,6.3,57.1,8,11,0.0,19,39.6,0,6,,,,67.2,53.8,72.5,,54.1,,58.3,,,0,0,21,18.2,85.1,10.5,2,3,0,0,0,1,4.8,119,8.5
Mekhi Hagens,167009,QB,ARKAPB,1,2.74,2.56,4.0,6.2,48,112,90.5,21,22,4.1,1.81,0,0,0.0,86.4,19,7,0.0,24,50.0,0,7,,,,67.7,78.9,73.1,,78.3,,,,,1,0,25,28.6,93.4,8.3,2,0,0,0,0,0,0.0,141,6.4,44.4,18,19,13.1,3.82,0,0,0.0,42.1,8,14,0.0,23,47.9,0,6,,,,67.6,35.7,73.1,,37.0,,57.0,,,0,1,25,21.4,69.8,13.0,3,1,0,1,2,2,8.0,89,4.7
Michael Van Buren Jr.,184764,QB,MISS STATE,1,2.77,2.66,2.83,3.9,48,227,83.3,12,19,6.0,1.87,6,0,0.0,47.4,9,8,10.0,20,41.7,1,6,,,,67.1,56.4,72.4,,56.2,,,,,1,0,20,12.5,97.5,5.0,1,0,0,0,2,0,0.0,95,5.0,66.7,21,22,10.1,3.42,0,1,4.0,59.1,13,13,7.1,28,58.3,1,9,,,,28.6,60.4,74.0,,62.0,,56.1,,,1,1,32,15.4,75.4,7.1,2,4,0,0,1,3,9.4,147,6.7
Evan Bullock,170452,QB,LA TECH,1,2.89,2.79,3.5,,47,208,85.7,14,14,8.0,1.82,0,1,7.1,71.4,10,1,16.7,15,31.9,2,4,,,,18.5,75.4,71.4,,74.9,,,,,0,0,15,100.0,94.9,6.7,1,0,0,0,0,1,6.7,112,8.0,54.2,24,26,12.1,3.39,0,0,0.0,42.3,11,12,15.4,32,68.1,2,9,,,,68.5,64.4,74.4,,65.5,,57.3,,,0,0,34,50.0,82.4,18.8,6,0,0,2,2,0,0.0,121,4.7
Zach Pyron,156309,QB,GA TECH,1,2.94,2.53,2.73,4.89,47,176,81.0,21,22,7.1,1.95,0,0,0.0,63.6,14,2,17.6,22,46.8,3,9,,,,67.5,74.9,72.8,,74.2,,,,,1,0,23,0.0,103.2,0.0,0,0,0,0,1,0,0.0,174,7.9,58.3,12,14,13.7,3.82,0,1,7.1,42.9,6,13,14.3,25,53.2,1,7,,,,67.7,48.7,73.1,,48.0,,57.1,,,2,2,25,23.1,26.5,12.0,3,8,0,0,0,3,12.0,95,6.8
E.J. Warner,156185,QB,RICE,1,2.27,2.26,2.4,,47,275,57.1,35,36,8.8,1.96,1,0,0.0,55.6,20,11,0.0,37,78.7,0,9,,,,68.8,35.6,74.6,,36.0,,,,,0,3,38,9.1,48.8,2.7,1,0,0,0,1,3,7.9,224,6.2,70.0,10,10,6.5,3.39,0,0,0.0,60.0,6,4,14.3,10,21.3,1,3,,,,65.6,77.9,70.4,,77.2,,,,,0,0,11,0.0,71.7,0.0,0,0,0,0,0,0,0.0,47,4.7
Dylan Raiola,183581,QB,NEBRASKA,1,2.58,2.52,4.0,,46,238,73.9,23,24,3.7,1.65,0,0,0.0,70.8,17,1,0.0,24,52.2,0,6,,,,67.7,62.4,73.1,,62.1,,,,,0,2,25,0.0,45.5,0.0,0,0,0,1,0,1,4.0,110,4.6,61.1,18,20,7.3,3.59,0,1,4.8,55.0,11,14,0.0,22,47.8,0,4,,,,67.4,61.6,72.8,,61.3,,,,,0,1,23,14.3,52.9,9.1,2,0,0,2,0,0,0.0,124,6.2
Nick Evers,158082,QB,UCONN,1,2.53,2.45,3.4,5.3,45,146,91.3,23,24,5.2,1.85,0,1,4.2,79.2,19,3,9.5,24,53.3,2,9,,,,67.6,78.4,73.0,,77.7,,,,,1,0,24,0.0,108.9,0.0,0,0,0,0,1,0,0.0,163,6.8,47.4,19,19,14.3,3.32,0,2,10.5,36.8,7,7,22.2,21,46.7,2,5,,,,67.2,55.6,72.5,,57.0,,57.3,,,0,1,21,14.3,50.5,4.8,1,1,0,0,1,1,4.8,101,5.3
Michael Hardyway,149284,QB,BUCKNELL,1,2.46,2.31,2.75,4.33,45,125,80.0,20,22,6.0,1.88,1,1,4.5,68.2,15,1,6.3,22,48.9,1,6,,,,67.4,63.5,72.7,,63.2,,,,,1,1,22,0.0,63.8,0.0,0,0,0,0,0,1,4.5,126,5.7,43.8,16,18,15.0,3.02,1,0,0.0,33.3,6,7,14.3,23,51.1,1,4,,,,25.6,45.8,73.0,,50.7,,49.1,,,1,0,24,28.6,87.3,8.7,2,3,0,0,2,3,12.5,88,4.9
Chad Mascoe II,160339,QB,CAMPBELL,1,2.4,2.17,2.8,4.48,45,131,93.1,29,30,6.8,1.69,0,1,3.3,83.3,25,5,7.4,31,68.9,2,14,,,,68.3,91.7,73.9,,91.4,,,,,0,1,31,20.0,129.4,3.2,1,0,0,1,4,0,0.0,267,8.9,75.0,8,9,5.1,3.97,0,0,0.0,55.6,5,6,16.7,14,31.1,1,3,,,,66.2,54.6,71.2,,57.7,,55.6,,,0,0,14,16.7,72.9,7.1,1,4,0,1,0,0,0.0,53,5.9
Myles Burkett,158691,QB,ALBANY,1,2.91,2.57,3.88,4.73,45,106,75.0,20,20,7.8,1.83,0,0,0.0,60.0,12,6,20.0,20,44.4,3,5,,,,67.2,62.5,72.5,,62.2,,,,,0,0,21,0.0,87.7,0.0,0,0,0,0,1,1,4.8,91,4.6,57.1,14,16,19.7,3.77,1,1,6.3,37.5,6,18,25.0,25,55.6,2,5,,,,67.7,67.2,73.1,,64.8,,64.6,,,0,0,25,27.8,65.4,20.0,5,4,0,1,0,0,0.0,123,7.7
Ron Peace,186224,QB,TXAMCO,1,2.46,2.29,2.78,4.95,44,1139,65.2,23,23,4.6,1.65,0,0,0.0,60.9,14,3,6.7,25,56.8,1,8,,,,67.7,45.2,73.1,,45.3,,,,,0,0,25,66.7,99.4,8.0,2,0,0,0,2,0,0.0,97,4.2,75.0,12,15,16.8,3.52,0,2,12.5,53.3,8,10,11.1,19,43.2,1,6,,,,67.1,88.2,72.4,,88.6,,61.6,,,3,1,20,20.0,57.4,10.5,2,2,0,0,0,0,0.0,139,9.3
Kamden Sixkiller,133096,QB,MCNEESE,1,2.94,2.63,3.14,5.43,44,217,84.2,19,20,3.1,1.77,1,0,0.0,75.0,15,1,6.3,21,47.7,1,6,,,,67.2,71.9,72.5,,71.4,,,,,0,0,21,100.0,96.7,4.8,1,0,0,0,0,0,0.0,154,7.7,46.2,13,15,15.1,4.01,0,2,11.8,33.3,5,13,16.7,23,52.3,1,6,,,,67.8,63.1,73.3,,56.4,,71.0,,,0,0,26,30.8,70.4,17.4,4,4,0,2,1,1,3.8,66,4.4
Ethan Garbers,131896,QB,UCLA,1,2.64,2.42,2.9,5.17,44,324,90.5,21,21,4.7,1.9,0,0,0.0,90.5,19,5,0.0,23,52.3,0,11,,,,25.6,67.7,73.0,,67.3,,,,,0,0,24,40.0,115.5,8.7,2,0,0,0,1,1,4.2,166,7.9,100.0,14,17,5.5,3.45,1,0,0.0,76.5,13,10,7.1,21,47.7,1,9,,,,67.2,92.1,72.5,,85.9,,84.2,,,0,0,21,10.0,157.5,4.8,1,3,0,2,3,0,0.0,217,12.8
Zach Calzada,98006,QB,INCAR WORD,1,2.85,2.55,6.75,7.5,44,189,77.3,22,22,6.2,1.89,0,0,0.0,72.7,16,0,5.9,22,50.0,1,7,,,,67.5,48.9,72.8,,48.9,,,,,0,0,23,,89.2,0.0,0,0,0,0,0,1,4.3,140,6.4,35.7,14,19,16.5,3.82,0,1,5.0,26.3,5,9,0.0,22,50.0,0,3,,,,67.5,48.5,72.8,,45.4,,64.1,,,2,1,23,22.2,19.2,9.1,2,1,0,3,0,0,0.0,64,3.4
Evan Simon,129906,QB,TEMPLE,1,2.71,2.71,,,44,306,91.7,24,25,5.2,1.92,1,0,0.0,84.0,21,8,4.5,25,56.8,1,12,,,,67.8,82.2,73.3,,81.4,,,,,0,0,26,0.0,107.3,0.0,0,0,0,0,1,0,0.0,164,6.6,66.7,12,19,13.8,3.76,0,0,0.0,36.8,7,14,12.5,19,43.2,1,3,,,,67.2,62.5,72.5,,62.2,,,,,0,1,21,0.0,34.5,0.0,0,0,0,7,0,1,4.8,108,5.7
Luke Bailey,143172,QB,DRAKE,1,2.9,2.82,2.9,6.2,44,153,82.6,23,23,7.9,1.98,0,1,4.2,82.6,19,0,0.0,23,52.3,0,9,,,,67.6,69.6,73.0,,69.1,,,,,0,0,24,,105.1,0.0,0,0,0,0,0,0,0.0,212,9.2,78.6,14,19,12.1,3.9,0,1,5.0,57.9,11,8,0.0,21,47.7,0,7,,,,67.5,78.0,72.8,,82.7,,52.7,,,0,1,23,12.5,59.1,4.8,1,1,0,5,0,0,0.0,140,7.4
Tyler Knoop,108982,QB,STNY BROOK,1,2.55,2.39,3.7,4.5,44,303,90.5,21,21,2.7,1.91,0,1,4.8,85.7,18,5,5.3,21,47.7,1,11,,,,67.2,79.3,72.5,,78.7,,,,,0,0,21,0.0,100.2,0.0,0,0,0,0,0,0,0.0,169,8.0,84.2,19,19,8.9,3.13,0,1,4.8,84.2,16,8,0.0,23,52.3,0,11,,,,67.7,92.3,73.1,,92.3,,62.1,,,0,0,25,25.0,154.1,8.7,2,2,0,0,6,0,0.0,218,11.5
Bo Kelly,158923,QB,CAL POLY,1,2.35,2.26,,4.1,44,129,79.3,29,30,7.4,1.89,1,0,0.0,76.7,23,3,0.0,30,68.2,0,12,,,,68.6,79.2,74.3,,78.3,,,,,0,0,35,0.0,104.0,0.0,0,0,0,0,1,0,0.0,194,6.5,63.6,11,12,14.2,3.33,0,0,0.0,58.3,7,3,0.0,14,31.8,0,4,,,,66.4,61.7,71.4,,60.6,,61.3,,,1,1,15,0.0,67.7,0.0,0,2,0,0,1,0,0.0,69,5.8
Collin Hurst,177732,QB,PRESBYTERN,1,2.4,2.11,2.98,3.96,44,271,85.0,20,22,2.0,1.61,2,0,0.0,77.3,17,1,0.0,23,52.3,0,4,,,,67.6,68.2,73.0,,67.8,,,,,0,0,24,100.0,100.8,4.3,1,0,0,0,1,0,0.0,101,4.6,91.7,12,13,8.8,3.25,0,0,0.0,69.2,9,7,18.2,21,47.7,2,7,,,,67.2,79.7,72.5,,88.4,,54.1,,,1,0,21,42.9,92.1,14.3,3,5,0,0,0,0,0.0,101,7.8
Elijah Brown,183276,QB,STANFORD,1,2.81,2.25,3.3,5.72,44,300,75.0,20,20,7.0,1.8,0,0,0.0,60.0,12,6,20.0,22,50.0,3,6,,,,67.6,44.7,73.0,,44.8,,,,,0,1,24,33.3,52.9,9.1,2,0,0,0,0,1,4.2,104,5.2,50.0,12,12,11.4,3.82,0,1,7.7,33.3,4,18,33.3,22,50.0,2,2,,,,67.5,26.8,72.8,,26.3,,53.4,,,0,1,23,27.8,39.9,22.7,5,5,0,0,1,3,13.0,49,4.1
CJ Bailey,183349,QB,NC STATE,1,2.85,2.63,4.08,3.4,43,248,68.8,16,17,5.7,1.94,1,1,5.9,64.7,11,2,0.0,17,39.5,0,6,,,,66.7,76.1,71.8,,75.5,,,,,0,0,17,0.0,105.5,0.0,0,0,0,0,1,1,5.9,122,7.2,82.4,17,19,10.5,3.44,2,2,10.0,73.7,14,12,0.0,26,60.5,0,7,,,,67.9,88.7,73.4,,90.1,,57.0,,,0,0,27,50.0,121.4,23.1,6,1,0,0,1,0,0.0,184,9.7
Carson Beck,124010,QB,GEORGIA,1,2.46,2.3,5.2,5.9,43,173,65.2,23,23,1.5,1.62,0,0,0.0,60.9,14,3,6.7,23,53.5,1,4,,,,67.5,53.9,72.8,,53.8,,,,,0,2,23,0.0,29.1,0.0,0,0,0,0,0,0,0.0,53,2.3,68.8,16,18,10.4,3.42,1,0,0.0,50.0,9,10,18.2,20,46.5,2,6,,,,67.1,60.0,72.4,,57.5,,63.1,,,0,1,20,10.0,48.8,5.0,1,1,0,1,0,1,5.0,122,6.8
