player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Cam Ward,133244,QB,INCAR WORD,1,2.5,2.36,3.4,5.4,50,189,73.3,30,31,7.6,1.77,1,1,3.2,71.0,22,2,0.0,31,62.0,0,14,,,,68.3,61.8,73.9,61.5,,,,0,1,31,0.0,122.8,0.0,0,0,0,0,4,0,0.0,264,8.5,60.0,15,16,9.1,3.69,0,1,6.3,56.3,9,10,0.0,19,38.0,0,8,,,,23.4,73.8,72.2,68.5,,69.8,,0,0,19,10.0,77.6,5.3,1,2,0,1,0,1,5.3,110,6.9
Liam Welch,19897,QB,SAMFORD,1,2.64,2.58,2.1,4.35,50,282,83.3,24,24,3.5,1.9,0,2,6.9,66.7,16,3,20.0,25,50.0,4,5,,,,68.1,67.3,73.7,66.8,,,,0,2,30,33.3,63.0,4.0,1,0,0,0,1,1,3.3,151,6.3,54.5,22,23,12.9,3.38,0,1,4.3,47.8,11,8,8.3,25,50.0,1,10,,,,67.7,61.4,73.1,57.4,,68.9,,0,2,25,0.0,41.8,0.0,0,2,0,1,0,2,8.0,199,8.7
Ren Hefley,101621,QB,PRESBYTERN,1,2.7,2.51,3.01,4.53,50,271,65.2,23,23,4.1,1.85,0,0,0.0,60.9,14,4,6.7,24,48.0,1,6,,,,67.8,39.7,73.7,39.7,,,,0,2,26,25.0,37.2,4.2,1,0,0,0,0,2,7.7,114,5.0,35.3,17,17,10.1,3.48,0,0,0.0,35.3,6,14,0.0,26,52.0,0,1,,,,16.4,21.9,73.4,21.5,,57.3,,0,5,26,42.9,4.4,23.1,6,3,0,0,0,7,26.9,23,1.4
Brady McBride,77641,QB,TEXAS ST,1,3.11,2.94,4.53,4.55,49,314,90.5,21,22,3.4,1.51,1,0,0.0,81.8,18,2,5.3,23,46.9,1,10,,,,67.5,81.8,72.8,81.0,,,,0,0,23,50.0,104.2,4.3,1,0,0,0,0,0,0.0,198,9.0,50.0,16,19,18.4,4.7,0,1,5.3,36.8,7,14,12.5,25,51.0,1,5,,,,67.7,50.8,73.1,56.3,,48.6,,1,0,25,14.3,85.4,8.0,2,4,0,2,2,1,4.0,80,4.2
Chevan Cordeiro,75886,QB,HAWAII,1,3.34,2.89,3.2,5.91,48,180,77.8,18,19,8.2,1.96,1,0,0.0,68.4,13,2,7.1,19,39.6,1,7,,,,67.1,70.7,72.4,70.2,,,,0,0,20,0.0,92.4,0.0,0,0,0,0,0,0,0.0,152,8.0,47.1,17,20,20.5,4.24,0,4,20.0,25.0,5,11,37.5,29,60.4,3,5,,,,68.1,61.9,73.7,67.8,,52.9,,0,0,30,18.2,45.8,6.9,2,7,0,3,0,1,3.3,90,4.5
Westin Elliott,60433,QB,MERRIMACK,1,2.21,2.21,,,48,385,61.3,31,33,8.7,1.91,0,0,0.0,54.5,18,5,5.3,33,68.8,1,8,,,,68.6,44.6,74.3,44.7,,,,1,2,35,0.0,48.7,0.0,0,0,0,1,1,3,8.6,129,3.9,78.6,14,15,14.5,2.85,0,0,0.0,73.3,11,5,0.0,15,31.3,0,9,,,,66.5,62.8,71.6,62.5,,,,0,0,16,0.0,127.9,0.0,0,0,0,1,1,1,6.3,153,10.2
Jordan Yates,97416,QB,GA TECH,1,3.32,2.89,3.83,4.68,48,176,86.7,15,16,4.3,1.88,0,0,0.0,81.3,13,6,0.0,16,33.3,0,7,,,,66.8,49.8,72.0,49.8,,,,0,0,18,0.0,101.6,0.0,0,0,0,1,0,1,5.6,134,8.4,58.3,12,19,10.6,4.05,1,0,0.0,36.8,7,18,0.0,32,66.7,0,5,,,,68.5,59.5,74.2,59.0,,60.0,,0,1,34,16.7,26.2,9.4,3,10,0,6,0,0,0.0,70,3.7
Jaxson Dart,146409,QB,USC,1,2.63,2.69,,,47,326,85.7,21,22,8.0,2.04,1,1,4.5,72.7,16,2,11.1,22,46.8,2,8,,,,67.4,78.3,72.7,77.6,,,,0,0,22,0.0,110.4,0.0,0,0,0,0,1,0,0.0,172,7.8,65.2,23,24,16.3,3.29,0,3,11.5,58.3,14,10,6.7,24,51.1,1,10,,,,67.8,78.6,73.3,77.8,,,,0,2,26,0.0,93.6,0.0,0,0,0,1,3,2,7.7,219,9.1
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.93,2.75,4.2,6.7,47,215,91.7,24,25,4.6,1.83,1,2,7.7,84.0,21,2,4.5,25,53.2,1,11,,,,67.8,92.5,73.3,92.2,,,,0,0,26,0.0,120.0,0.0,0,0,0,0,1,0,0.0,240,9.6,64.7,17,18,10.7,4.17,0,1,5.6,61.1,11,10,0.0,22,46.8,0,5,,,,67.4,71.9,72.7,74.3,,56.3,,0,0,22,30.0,78.5,13.6,3,1,0,1,0,0,0.0,110,6.1
Richie Kenney,91723,QB,CORNELL,1,2.14,2.14,,,47,147,44.1,34,34,13.3,1.86,0,2,5.7,35.3,12,7,20.0,34,72.3,3,7,,,,68.6,59.7,74.3,59.4,,,,0,0,35,0.0,57.7,0.0,0,0,0,0,1,1,2.9,134,3.9,58.3,12,13,16.3,2.87,0,3,23.1,46.2,6,5,14.3,13,27.7,1,4,,,,66.0,77.6,71.0,76.9,,,,0,0,13,0.0,109.5,0.0,0,0,0,1,1,1,7.7,135,10.4
Jake Dunniway,60572,QB,SACRAMENTO,1,2.55,2.51,,4.4,47,279,70.4,27,28,8.9,2.03,1,2,6.7,64.3,18,6,5.3,28,59.6,1,12,,,,68.2,70.8,73.7,70.2,,,,0,1,30,0.0,92.9,0.0,0,0,0,0,1,1,3.3,270,9.6,56.3,16,18,14.8,3.33,0,0,0.0,44.4,8,5,11.1,19,40.4,1,6,,,,67.2,63.4,72.5,65.5,,56.3,,1,0,21,0.0,84.0,0.0,0,1,0,1,1,1,4.8,114,6.3
Gunnar Holmberg,77625,QB,DUKE,1,2.26,2.25,3.1,4.4,46,154,83.3,30,32,3.0,1.76,1,0,0.0,78.1,25,4,0.0,32,69.6,0,9,,,,68.6,68.8,74.3,68.2,,,,1,1,35,0.0,90.2,0.0,0,0,0,0,1,0,0.0,201,6.3,55.6,9,11,22.0,3.68,0,1,9.1,45.5,5,6,0.0,13,28.3,0,6,,,,66.0,72.1,71.0,68.5,,64.2,,0,0,13,16.7,81.3,7.7,1,1,0,2,0,1,7.7,109,9.9
Kevin Caldwell,120777,QB,ELIZBTH ST,1,2.04,1.83,3.03,,46,373,90.6,32,33,6.6,1.47,1,4,11.8,72.7,24,8,17.2,33,71.7,5,11,,,,68.5,92.2,74.2,91.9,,,,0,0,34,0.0,142.3,0.0,0,0,0,0,4,0,0.0,317,9.6,40.0,5,5,21.8,3.47,0,0,0.0,40.0,2,12,0.0,13,28.3,0,2,,,,66.2,57.7,71.2,57.5,,,,0,0,14,66.7,53.8,61.5,8,0,0,0,0,0,0.0,22,4.4
N'Kosi Perry,60446,QB,FAU,1,2.41,2.09,,6.97,46,165,82.8,29,30,3.3,1.51,0,0,0.0,76.7,23,2,4.2,30,65.2,1,10,,,,68.2,65.9,73.7,65.4,,,,1,0,30,0.0,104.2,0.0,0,0,0,0,1,0,0.0,195,6.5,41.7,12,13,25.3,4.09,0,1,6.7,30.8,4,4,20.0,16,34.8,1,5,,,,66.8,61.1,72.0,61.8,,58.6,,0,0,18,0.0,80.0,0.0,0,3,0,1,1,0,0.0,83,6.4
Breylin Smith,33893,QB,CENT ARK,1,2.49,2.55,3.75,,46,132,91.3,23,23,7.1,1.95,0,2,8.7,87.0,20,1,4.8,23,50.0,1,12,,,,67.5,90.5,72.8,90.2,,,,0,1,23,0.0,121.8,0.0,0,0,0,0,4,0,0.0,186,8.1,61.1,18,19,18.0,3.32,0,2,10.5,57.9,11,9,0.0,21,45.7,0,8,,,,67.2,64.1,72.5,63.7,,,,0,1,21,22.2,59.8,9.5,2,0,0,1,0,1,4.8,143,7.5
Collin Ironside,139107,QB,VA MILT IN,1,2.1,2.08,2.1,5.2,46,336,71.4,28,30,4.3,1.61,1,0,0.0,63.3,19,11,5.0,32,69.6,1,8,,,,68.5,63.1,74.2,62.7,,,,0,1,34,18.2,73.8,6.3,2,0,0,1,1,0,0.0,156,5.2,70.0,10,12,10.7,3.48,0,2,14.3,58.3,7,8,0.0,13,28.3,0,3,,,,66.4,76.0,71.4,73.4,,63.1,,0,0,15,0.0,105.9,0.0,0,1,0,2,1,2,13.3,79,6.6
Eric Barriere,40109,QB,E WASHGTON,1,2.52,2.44,,6.0,46,161,96.0,25,25,4.2,1.63,0,1,3.7,76.0,19,0,20.8,25,54.3,5,10,,,,67.9,84.5,73.4,83.6,,,,0,0,27,,129.3,0.0,0,0,0,0,2,0,0.0,223,8.9,65.0,20,20,20.4,3.58,0,3,15.0,60.0,12,6,7.7,21,45.7,1,8,,,,67.2,80.3,72.5,81.7,,57.3,,0,0,21,0.0,143.8,0.0,0,1,0,0,4,2,9.5,319,16.0
Jack Chambers,60359,QB,CHARLES SO,1,2.55,2.17,3.33,4.4,45,135,73.9,23,26,4.1,1.79,2,0,0.0,61.5,16,2,5.9,27,60.0,1,8,,,,26.7,46.4,73.4,46.4,,,,1,0,27,50.0,77.6,3.7,1,0,0,0,0,1,3.7,151,5.8,33.3,9,10,19.3,3.69,0,0,0.0,20.0,2,10,33.3,18,40.0,1,4,,,,67.2,46.9,72.5,28.1,,76.9,,0,1,21,20.0,0.0,11.1,2,6,0,1,0,3,14.3,16,1.6
Cole Smith,109050,QB,PRINCETON,1,2.29,2.12,5.05,6.0,45,272,82.8,29,29,3.4,1.68,0,1,3.2,79.3,23,1,4.2,29,64.4,1,10,,,,68.3,71.2,73.9,70.6,,,,0,0,31,0.0,97.8,0.0,0,0,0,0,0,0,0.0,217,7.5,70.0,10,12,19.8,3.62,0,2,16.7,58.3,7,6,0.0,15,33.3,0,6,,,,66.4,79.2,71.4,81.7,,57.3,,0,0,15,33.3,142.4,13.3,2,1,0,2,3,0,0.0,195,16.3
Carson Strong,83524,QB,NEVADA,1,2.48,2.34,3.03,4.45,45,239,81.8,22,22,5.2,1.66,0,1,4.5,77.3,17,2,5.6,22,48.9,1,3,,,,67.4,70.8,72.7,70.3,,,,0,0,22,0.0,102.1,0.0,0,0,0,0,1,0,0.0,108,4.9,66.7,15,18,12.9,3.25,1,2,10.5,55.6,10,10,0.0,23,51.1,0,5,,,,67.6,58.5,73.0,62.3,,52.0,,0,1,24,30.0,60.9,13.0,3,2,0,2,0,0,0.0,154,8.6
Malik Cunningham,60436,QB,LOUISVILLE,1,2.96,2.87,4.4,4.23,44,210,80.0,15,16,4.3,2.18,1,0,0.0,68.8,11,1,8.3,16,36.4,1,7,,,,66.5,66.5,71.6,66.1,,,,0,0,16,0.0,100.3,0.0,0,0,0,0,1,0,0.0,77,4.8,72.2,18,22,10.4,3.54,0,0,0.0,54.5,12,9,7.7,27,61.4,1,10,,,,67.9,63.4,73.4,62.2,,62.2,,2,1,27,11.1,64.2,3.7,1,4,0,2,0,1,3.7,188,8.5
Ryan Worthley,152445,QB,W OREGON,1,2.41,2.02,3.53,4.83,44,411,84.0,25,28,4.3,1.65,3,1,3.2,71.4,20,9,4.8,28,63.6,1,10,,,,68.3,59.2,73.9,58.9,,,,0,0,31,0.0,99.7,0.0,0,0,0,0,1,1,3.2,176,6.3,87.5,8,8,4.4,3.73,0,0,0.0,62.5,5,11,28.6,16,36.4,2,5,,,,66.7,55.0,71.8,53.4,,60.3,,0,0,17,36.4,80.7,25.0,4,4,0,0,0,0,0.0,51,6.4
Quinton Williams,102366,QB,HOWARD,1,2.78,2.68,3.2,3.9,44,184,80.0,15,16,7.0,2.03,0,2,12.5,75.0,12,3,0.0,17,38.6,0,6,,,,66.7,73.7,71.8,73.2,,,,0,2,17,33.3,106.3,5.9,1,0,0,1,2,2,11.8,160,10.0,55.0,20,23,17.9,3.26,0,2,8.0,47.8,11,9,0.0,27,61.4,0,10,,,,27.3,66.7,73.6,67.5,,58.3,,0,0,29,11.1,92.1,3.7,1,3,0,3,1,1,3.4,197,8.6
Braxton Burmeister,60513,QB,VA TECH,1,3.23,2.84,3.32,4.89,44,337,84.6,13,14,5.6,1.94,0,0,0.0,78.6,11,3,0.0,14,31.8,0,4,,,,66.2,66.1,71.2,65.7,,,,0,0,14,0.0,95.5,0.0,0,0,0,1,0,1,7.1,97,6.9,53.3,15,17,13.1,3.83,0,0,0.0,47.1,8,17,0.0,30,68.2,0,7,,,,68.2,52.2,73.9,51.0,,59.3,,1,0,31,35.3,111.4,20.0,6,7,0,1,2,0,0.0,126,7.4
Daniel Smith,88625,QB,VILLANOVA,1,2.52,2.43,,4.4,43,334,82.6,23,24,7.0,1.83,0,0,0.0,75.0,18,3,5.3,24,55.8,1,8,,,,67.6,71.1,73.0,70.6,,,,0,1,24,0.0,96.7,0.0,0,0,0,1,1,1,4.2,205,8.5,60.0,15,17,15.2,3.41,1,2,11.1,52.9,9,6,0.0,19,44.2,0,7,,,,67.1,66.0,72.4,65.5,,61.0,,0,0,20,0.0,101.1,0.0,0,2,0,1,1,1,5.0,144,8.5
Joseph Brunell,109021,QB,GEORGETOWN,1,2.67,2.61,3.07,4.45,43,172,63.2,19,20,8.5,1.9,0,1,5.0,55.0,11,9,8.3,21,48.8,1,7,,,,29.2,70.6,72.5,70.1,,,,0,0,21,11.1,75.4,4.8,1,0,0,1,0,0,0.0,132,6.6,56.3,16,17,12.5,3.57,0,1,5.3,52.9,9,11,0.0,21,48.8,0,5,,,,67.5,55.2,72.8,57.9,,53.6,,0,1,23,18.2,70.7,9.5,2,2,0,1,1,1,4.3,120,7.1
Hank Bachmeier,101284,QB,BOISE ST,1,2.92,2.54,3.26,5.75,43,120,73.7,19,20,6.3,2.02,0,0,0.0,65.0,13,8,7.1,21,48.8,1,7,,,,67.2,66.0,72.5,65.6,,,,1,0,21,12.5,81.9,4.8,1,0,0,0,0,0,0.0,123,6.2,64.3,14,14,12.3,3.78,0,1,6.7,64.3,9,14,0.0,22,51.2,0,6,,,,67.5,64.6,72.8,63.2,,62.4,,0,1,23,28.6,85.1,18.2,4,4,0,0,1,1,4.3,119,8.5
James Blackman,60382,QB,ARK STATE,1,2.83,2.57,3.1,5.23,43,113,58.8,17,18,5.2,1.96,0,0,0.0,44.4,8,9,20.0,18,41.9,2,3,,,,66.8,45.3,72.0,45.3,,,,1,0,18,0.0,59.3,0.0,0,0,0,0,0,0,0.0,87,4.8,70.0,20,20,11.3,3.46,0,1,5.0,40.0,8,12,42.9,25,58.1,6,5,,,,67.7,75.5,73.1,75.1,,62.7,,0,0,25,8.3,53.1,4.0,1,4,0,0,0,0,0.0,85,4.3
Taylor Powell,60459,QB,TROY,1,2.75,2.68,4.47,,43,318,81.0,21,21,5.2,1.81,0,1,4.5,76.2,16,1,5.9,21,48.8,1,5,,,,67.4,65.7,72.7,65.3,,,,0,0,22,0.0,105.5,0.0,0,0,0,0,1,1,4.5,121,5.8,76.5,17,18,9.0,3.81,0,0,0.0,55.6,10,11,23.1,21,48.8,3,6,,,,67.4,61.5,72.7,61.2,,,,0,0,22,27.3,92.6,14.3,3,0,0,1,1,0,0.0,111,6.2
Dylan Morris,100570,QB,WASHINGTON,1,2.64,2.5,3.6,4.75,42,340,76.2,21,21,8.9,1.74,0,2,9.5,76.2,16,1,0.0,21,50.0,0,11,,,,67.2,70.5,72.5,70.0,,,,0,2,21,0.0,85.7,0.0,0,0,0,0,1,1,4.8,221,10.5,85.7,14,18,16.9,3.53,1,1,5.6,38.9,7,13,41.7,21,50.0,5,7,,,,67.4,80.3,72.7,77.7,,66.7,,0,0,22,7.7,105.3,4.8,1,2,0,3,2,0,0.0,146,8.1
