player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Garrett Nussmeier,146757,QB,LSU,1,2.6,2.6,2.75,4.9,53,211,73.9,23,24,7.8,1.88,0,0,0.0,62.5,15,4,11.8,24,45.3,2,7,,,,,67.7,59.6,73.1,,59.4,,,,,,1,1,25,0.0,98.1,0.0,0,0,0,0,2,1,4.0,193,8.0,41.7,24,25,15.5,3.31,0,1,3.8,36.0,9,13,10.0,28,52.8,1,9,,,,,68.1,59.2,73.6,,56.5,,,64.9,,,0,2,29,15.4,34.3,7.1,2,1,0,1,0,2,6.9,213,8.5
Derek Robertson,142298,QB,MONMOUTH,1,2.27,2.13,3.45,4.1,51,231,65.6,32,32,9.3,1.68,0,1,3.0,65.6,21,3,0.0,32,62.7,0,11,,,,,68.5,70.4,74.1,,69.8,,,,,,0,0,33,0.0,76.2,0.0,0,0,0,0,0,0,0.0,149,4.7,53.8,13,14,23.6,3.27,0,3,21.4,50.0,7,8,0.0,19,37.3,0,4,,,,,23.4,68.1,72.2,,70.0,,,57.3,,,0,1,19,50.0,84.2,21.1,4,1,0,1,1,1,5.3,156,11.1
Tucker Gleason,122475,QB,TOLEDO,1,2.76,2.48,2.6,6.0,50,316,79.2,24,25,2.7,1.78,0,0,0.0,76.0,19,4,0.0,25,50.0,0,10,,,,,67.8,36.4,73.3,,36.6,,,,,,1,2,26,0.0,58.3,0.0,0,0,0,0,0,2,7.7,157,6.3,55.0,20,20,15.8,3.75,0,0,0.0,55.0,11,11,0.0,25,50.0,0,8,,,,,67.9,69.6,73.4,,73.3,,,54.1,,,0,0,27,9.1,115.2,4.0,1,4,0,0,2,0,0.0,163,8.2
Jameson Wang,148782,QB,CORNELL,1,2.61,2.48,3.7,5.05,50,147,66.7,24,26,7.1,1.82,2,2,7.4,61.5,16,2,0.0,26,52.0,0,7,,,,,67.9,73.5,73.4,,72.9,,,,,,0,0,27,0.0,83.0,0.0,0,0,0,0,0,0,0.0,185,7.1,64.7,17,21,14.6,3.46,0,2,8.7,38.1,8,10,27.3,24,48.0,3,8,,,,,67.8,77.7,73.3,,74.8,,,67.0,,,0,0,26,10.0,72.1,4.2,1,2,0,4,1,0,0.0,113,5.4
Maalik Murphy,157302,QB,DUKE,1,2.3,2.25,2.9,3.9,50,154,73.3,30,32,7.5,1.79,0,2,6.1,62.5,20,7,9.1,32,64.0,2,9,,,,,68.5,84.1,74.1,,83.2,,,,,,2,0,33,0.0,112.0,0.0,0,0,0,0,3,0,0.0,204,6.4,66.7,12,16,16.3,3.21,1,2,11.1,43.8,7,9,12.5,18,36.0,1,6,,,,,67.1,76.9,72.4,,73.9,,,64.1,,,1,0,20,11.1,62.2,5.6,1,1,0,2,0,0,0.0,91,5.7
Cole Snyder,97617,QB,E MICHIGAN,1,2.53,2.53,,,49,160,79.2,24,25,6.3,1.82,0,0,0.0,72.0,18,5,5.3,25,51.0,1,9,,,,,68.0,61.6,73.5,,61.3,,,,,,0,0,28,0.0,126.1,0.0,0,0,0,1,2,0,0.0,224,9.0,59.1,22,24,15.9,3.27,0,1,4.2,50.0,12,7,7.7,24,49.0,1,7,,,,,67.6,74.7,73.0,,74.0,,,,,,1,0,24,0.0,67.9,0.0,0,0,0,1,0,1,4.2,139,5.8
Jackson Arnold,173684,QB,OKLAHOMA,1,3.29,2.88,3.49,5.03,49,261,90.9,11,11,1.9,1.97,0,0,0.0,81.8,9,3,10.0,12,24.5,1,4,,,,,19.6,57.7,70.7,,57.6,,,,,,0,0,12,33.3,92.0,8.3,1,0,0,0,0,1,8.3,67,6.1,65.0,20,20,7.1,3.82,0,0,0.0,65.0,13,19,0.0,36,73.5,0,9,,,,,68.9,49.4,74.6,,49.1,,,57.1,,,0,0,38,42.1,113.5,22.2,8,8,0,0,2,1,2.6,115,5.8
Evan Simon,129906,QB,TEMPLE,1,2.58,2.25,3.1,5.18,49,306,88.9,27,30,8.3,1.71,2,3,9.4,70.0,21,9,12.5,31,63.3,3,12,,,,,68.5,86.9,74.1,,85.8,,,,,,0,2,33,11.1,103.3,3.2,1,0,0,1,3,0,0.0,269,9.0,50.0,8,12,12.0,4.08,0,0,0.0,16.7,2,11,50.0,18,36.7,2,1,,,,,67.0,50.1,72.2,,59.8,,,47.1,,,0,1,19,9.1,4.9,5.6,1,5,0,4,0,0,0.0,25,2.1
Jaylen Raynor,172203,QB,ARK STATE,1,2.95,2.45,4.8,5.53,48,113,61.9,21,23,8.1,1.94,0,1,4.0,56.5,13,6,0.0,23,47.9,0,9,,,,,67.7,73.5,73.1,,72.9,,,,,,0,0,25,0.0,78.4,0.0,0,0,0,2,0,0,0.0,161,7.0,75.0,16,17,11.6,3.87,0,1,5.9,70.6,12,9,0.0,25,52.1,0,9,,,,,26.0,56.8,73.1,,64.5,,,50.4,,,0,0,25,11.1,107.7,4.0,1,7,0,1,0,2,8.0,191,11.2
Adam Urena,186682,QB,MERCYHURST,1,2.7,2.48,2.85,5.7,48,977,77.8,27,27,7.0,2.0,0,0,0.0,74.1,20,4,4.8,27,56.3,1,11,,,,,67.9,64.5,73.4,,64.1,,,,,,0,0,27,0.0,116.1,0.0,0,0,0,0,2,0,0.0,179,6.6,50.0,12,16,11.7,3.6,0,0,0.0,31.3,5,13,16.7,21,43.8,1,3,,,,,25.2,44.9,72.8,,44.3,,,58.5,,,0,0,23,15.4,41.1,9.5,2,3,0,4,0,1,4.3,50,3.1
Kamden Sixkiller,133096,QB,MCNEESE,1,2.66,2.48,3.53,3.63,48,217,73.1,26,26,6.1,1.86,0,0,0.0,69.2,18,3,5.3,27,56.3,1,8,,,,,68.3,61.2,73.9,,60.9,,,,,,0,0,31,33.3,86.5,3.7,1,0,0,0,0,0,0.0,167,6.4,50.0,10,14,14.5,3.69,1,0,0.0,28.6,4,9,20.0,21,43.8,1,5,,,,,67.2,55.9,72.5,,57.6,,,56.6,,,1,1,21,33.3,17.0,14.3,3,4,0,2,0,0,0.0,66,4.7
Carter Peevy,129563,QB,MAINE,1,3.05,2.67,3.83,6.4,48,212,77.3,22,22,5.2,1.88,0,0,0.0,72.7,16,3,5.9,23,47.9,1,7,,,,,67.5,56.8,72.8,,56.6,,,,,,0,0,23,33.3,83.0,4.3,1,0,0,0,0,1,4.3,107,4.9,87.5,16,17,8.4,4.13,0,1,5.9,76.5,13,12,7.1,25,52.1,1,9,,,,,67.7,70.3,73.1,,70.9,,,59.9,,,0,0,25,41.7,129.8,20.0,5,3,0,1,1,0,0.0,181,10.6
Alan Bowman,77679,QB,OKLA STATE,1,2.5,2.48,4.1,,46,262,77.3,22,22,3.6,1.7,0,0,0.0,72.7,16,0,5.9,22,47.8,1,9,,,,,67.8,67.1,73.3,,66.7,,,,,,0,1,26,,93.8,0.0,0,0,0,0,1,0,0.0,184,8.4,66.7,18,21,13.2,3.37,0,0,0.0,57.1,12,9,0.0,23,50.0,0,9,,,,,67.7,67.5,73.1,,67.0,,,,,,0,0,25,22.2,84.4,8.7,2,0,0,3,0,1,4.0,175,8.3
Ethan Crawford,173571,QB,SO MISS,1,3.03,2.61,3.7,5.67,46,296,53.8,13,15,7.6,1.88,1,1,6.7,46.7,7,6,0.0,16,34.8,0,4,,,,,66.5,58.4,71.6,,58.2,,,,,,1,0,16,16.7,74.0,6.3,1,0,0,0,0,0,0.0,119,7.9,47.1,17,19,17.2,3.64,1,0,0.0,21.1,4,19,50.0,30,65.2,4,4,,,,,68.3,45.2,73.9,,45.1,,,57.6,,,0,1,31,42.1,18.1,26.7,8,3,0,1,0,2,6.5,59,3.1
Mikey Keene,70961,QB,FRESNO ST,1,3.27,3.12,3.2,5.47,46,169,92.9,14,15,4.1,1.84,1,0,0.0,86.7,13,0,0.0,15,32.6,0,4,,,,,66.5,69.2,71.6,,68.8,,,,,,0,0,16,,136.8,0.0,0,0,0,0,2,0,0.0,110,7.3,78.3,23,26,9.7,3.97,0,0,0.0,65.4,17,8,5.6,31,67.4,1,10,,,,,68.3,66.9,73.9,,68.3,,,57.2,,,0,1,31,25.0,79.8,6.5,2,3,0,3,1,1,3.2,165,6.3
C.J. Ogbonna,149182,QB,BUFFALO,1,2.56,2.28,3.23,5.27,46,126,68.0,25,25,7.1,1.86,0,1,4.0,68.0,17,4,0.0,26,56.5,0,9,,,,,67.8,48.0,73.3,,48.0,,,,,,0,1,26,25.0,66.6,3.8,1,0,0,0,0,2,7.7,147,5.9,63.6,11,14,14.8,3.47,0,4,28.6,50.0,7,9,0.0,20,43.5,0,5,,,,,23.9,68.9,72.4,,77.2,,,48.7,,,0,0,20,33.3,100.3,15.0,3,3,0,3,1,1,5.0,110,7.9
Quincy Crittendon,149944,QB,SAMFORD,1,2.44,2.13,3.6,4.0,45,282,96.0,25,26,1.6,1.68,1,1,3.6,88.5,23,2,4.2,27,60.0,1,8,,,,,68.1,82.5,73.6,,81.7,,,,,,0,1,29,50.0,89.7,3.7,1,0,0,0,1,1,3.4,164,6.3,88.9,9,11,11.0,3.57,0,0,0.0,54.5,6,8,25.0,18,40.0,2,7,,,,,66.8,66.5,72.0,,68.0,,,60.0,,,0,1,18,25.0,38.8,11.1,2,5,0,2,0,0,0.0,77,7.0
Justin Fomby,103928,QB,NC A&T,1,2.76,2.67,2.97,5.5,45,246,70.6,17,17,8.1,2.07,0,0,0.0,64.7,11,3,8.3,19,42.2,1,5,,,,,67.2,70.3,72.7,,69.8,,,,,,0,0,22,66.7,95.0,10.5,2,0,0,0,1,0,0.0,79,4.6,45.5,22,24,18.1,3.26,0,0,0.0,37.5,9,7,10.0,26,57.8,1,6,,,,,67.9,59.3,73.4,,60.5,,,57.0,,,0,2,27,14.3,17.0,3.8,1,1,0,2,0,1,3.7,106,4.4
Sonny Mannino,166694,QB,MARIST,1,2.92,2.68,4.05,4.63,44,213,80.0,20,21,3.2,1.76,0,0,0.0,71.4,15,1,6.3,21,47.7,1,6,,,,,67.2,51.2,72.5,,51.1,,,,,,0,0,21,0.0,77.7,0.0,0,0,0,1,0,0,0.0,81,3.9,46.2,13,17,15.4,3.97,2,1,5.3,35.3,6,13,0.0,23,52.3,0,7,,,,,67.8,70.6,73.3,,63.2,,,72.6,,,0,0,26,15.4,71.0,8.7,2,4,0,2,1,0,0.0,81,4.8
Bronson Barben,188632,QB,UTAHTC,1,2.44,2.2,2.65,5.43,44,1285,75.0,28,32,5.0,1.95,4,1,3.0,62.5,20,5,4.8,32,72.7,1,11,,,,,68.5,62.1,74.1,,61.7,,,,,,0,0,33,0.0,100.3,0.0,0,0,0,0,2,0,0.0,194,6.1,50.0,6,7,12.7,3.73,0,0,0.0,28.6,2,8,33.3,12,27.3,1,2,,,,,19.6,29.9,70.7,,28.8,,,58.5,,,1,0,12,25.0,49.1,16.7,2,3,0,0,0,2,16.7,37,5.3
Carson Conklin,170765,QB,SACRAMENTO,1,2.97,2.93,2.45,5.3,44,279,75.0,20,20,2.3,1.91,0,0,0.0,65.0,13,4,13.3,21,47.7,2,4,,,,,25.2,39.9,72.8,,40.0,,,,,,0,0,23,25.0,80.0,4.8,1,0,0,0,0,2,8.7,114,5.7,72.2,18,21,13.1,3.93,0,1,4.8,52.4,11,10,15.4,23,52.3,2,8,,,,,67.5,73.6,72.8,,75.0,,,57.3,,,0,1,23,10.0,72.7,4.3,1,1,0,3,1,0,0.0,156,7.4
Eli Sawyer,141870,QB,SE LA,1,2.13,2.1,1.9,4.0,44,294,75.0,28,29,6.5,1.68,1,2,5.4,69.0,20,3,4.8,30,68.2,1,7,,,,,29.9,63.1,74.6,,62.7,,,,,,0,1,38,33.3,81.3,3.3,1,0,0,0,1,2,5.3,171,5.9,41.7,12,13,12.8,3.11,0,0,0.0,38.5,5,6,0.0,14,31.8,0,3,,,,,66.4,43.8,71.4,,45.7,,,57.0,,,0,1,15,0.0,40.2,0.0,0,1,0,1,1,1,6.7,36,2.8
Devon Dampier,171556,QB,NEW MEXICO,1,2.74,2.64,4.5,3.9,43,241,88.9,18,19,8.2,1.87,1,2,9.5,84.2,16,0,0.0,19,44.2,0,6,,,,,67.2,82.3,72.5,,81.5,,,,,,0,1,21,,83.3,0.0,0,0,0,0,0,1,4.8,176,9.3,42.9,21,21,18.1,3.42,0,3,13.0,33.3,7,8,22.2,24,55.8,2,8,,,,,67.8,64.1,73.3,,63.3,,,61.7,,,0,1,26,12.5,38.4,4.2,1,2,0,0,0,2,7.7,143,6.8
Luke Altmyer,146802,QB,ILLINOIS,1,3.01,2.89,2.57,4.35,42,187,75.0,12,12,4.6,1.72,0,0,0.0,75.0,9,1,0.0,13,31.0,0,4,,,,,66.0,68.7,71.0,,68.3,,,,,,0,0,13,100.0,88.2,7.7,1,0,0,0,0,0,0.0,68,5.7,45.0,20,23,15.8,3.59,1,1,4.0,34.8,8,9,11.1,29,69.0,1,7,,,,,68.3,49.4,73.9,,49.8,,,57.0,,,1,2,31,22.2,13.1,6.9,2,4,0,1,0,2,6.5,101,4.4
Kobe Tracy,141317,QB,IDAHO ST,1,2.6,2.45,2.7,5.3,42,186,68.8,16,16,7.0,2.04,0,1,5.6,56.3,9,3,18.2,16,38.1,2,5,,,,,66.8,59.1,72.0,,58.9,,,,,,0,1,18,0.0,66.7,0.0,0,0,0,0,1,0,0.0,88,5.5,71.4,21,23,15.1,2.94,0,1,4.2,65.2,15,11,0.0,26,61.9,0,9,,,,,27.0,77.5,73.4,,81.3,,,51.6,,,1,1,27,9.1,105.0,3.8,1,2,0,1,2,2,7.4,208,9.0
Cam Ward,133244,QB,MIAMI FL,1,2.91,2.79,2.68,4.6,42,220,77.8,18,18,4.7,1.64,0,0,0.0,72.2,13,3,7.1,19,45.2,1,5,,,,,67.5,63.0,72.8,,62.7,,,,,,0,0,23,33.3,89.1,5.3,1,0,0,0,0,0,0.0,116,6.4,69.2,13,17,12.7,3.96,0,0,0.0,52.9,9,10,0.0,23,54.8,0,7,,,,,67.9,56.6,73.4,,59.0,,,54.9,,,0,0,27,30.0,68.8,13.0,3,3,0,4,0,0,0.0,92,5.4
Brady Olson,147415,QB,CENT CT ST,1,2.8,2.41,,4.49,42,133,76.2,21,21,4.8,1.76,0,0,0.0,76.2,16,1,0.0,21,50.0,0,10,,,,,67.2,75.3,72.5,,74.6,,,,,,0,0,21,0.0,94.5,0.0,0,0,0,0,0,0,0.0,146,7.0,50.0,12,13,12.2,3.85,0,1,6.7,30.8,4,6,33.3,21,50.0,2,4,,,,,67.5,49.8,72.8,,54.1,,,52.7,,,0,0,23,0.0,65.9,0.0,0,8,0,1,1,0,0.0,39,3.0
Quinn Ewers,127253,QB,TEXAS,1,2.54,2.48,2.7,4.1,42,311,77.8,18,18,3.4,1.75,0,1,5.6,72.2,13,3,7.1,20,47.6,1,9,,,,,67.1,80.1,72.4,,79.4,,,,,,0,2,20,66.7,96.8,10.0,2,0,0,0,3,0,0.0,149,8.3,83.3,18,19,7.3,3.26,0,0,0.0,73.7,14,12,6.7,22,52.4,1,6,,,,,67.4,63.4,72.7,,60.0,,,64.3,,,0,0,22,16.7,94.0,9.1,2,1,0,1,0,0,0.0,139,7.3
Braedyn Locke,157141,QB,WISCONSIN,1,2.18,2.18,,,42,349,67.7,31,31,6.6,1.87,0,1,3.1,58.1,18,1,14.3,31,73.8,3,8,,,,,68.4,55.8,74.0,,55.6,,,,,,0,0,32,0.0,76.3,0.0,0,0,0,0,0,2,6.3,192,6.2,60.0,10,11,8.7,3.07,0,0,0.0,36.4,4,4,33.3,11,26.2,2,1,,,,,65.8,38.8,70.7,,39.1,,,,,,0,1,12,0.0,7.0,0.0,0,0,0,1,0,1,8.3,25,2.3
Austin Smith,145763,QB,AUSTINPEAY,1,2.94,2.83,3.47,5.4,41,116,72.2,18,18,11.7,2.09,0,0,0.0,66.7,12,2,7.7,19,46.3,1,5,,,,,67.0,73.7,72.2,,73.2,,,,,,0,0,19,50.0,103.0,5.3,1,0,0,0,0,0,0.0,196,10.9,64.7,17,19,12.5,3.67,0,0,0.0,47.4,9,6,18.2,22,53.7,2,3,,,,,67.6,47.7,73.0,,49.1,,,57.3,,,1,0,24,33.3,54.5,9.1,2,1,0,1,0,0,0.0,59,3.1
Kaidon Salter,132046,QB,LIBERTY,1,2.53,2.45,,5.8,41,206,77.3,22,23,6.4,1.82,1,0,0.0,69.6,16,1,5.9,23,56.1,1,4,,,,,67.6,70.4,73.0,,69.9,,,,,,0,0,24,0.0,95.7,0.0,0,0,0,0,1,1,4.2,117,5.1,47.1,17,17,20.8,3.43,0,3,17.6,35.3,6,9,25.0,18,43.9,2,7,,,,,67.0,83.9,72.2,,79.5,,,70.0,,,0,1,19,0.0,68.0,0.0,0,1,0,0,2,1,5.3,89,5.2
Tyler Shough,83537,QB,LOUISVILLE,1,3.0,2.7,7.0,6.8,41,210,85.0,20,20,5.3,1.88,0,0,0.0,85.0,17,0,0.0,20,48.8,0,10,,,,,67.2,65.8,72.5,,65.4,,,,,,0,0,21,,129.8,0.0,0,0,0,0,2,1,4.8,143,7.2,70.6,17,18,13.5,4.08,0,2,10.0,61.1,11,9,8.3,21,51.2,1,7,,,,,67.5,72.2,72.8,,76.4,,,51.7,,,0,2,23,11.1,56.3,4.8,1,2,0,1,0,2,8.7,185,10.3
Dylan Raiola,183581,QB,NEBRASKA,1,2.42,2.12,2.73,4.16,40,238,81.8,22,22,4.0,1.7,0,2,7.7,77.3,17,2,5.6,23,57.5,1,5,,,,,67.9,64.5,73.4,,64.1,,,,,,0,1,27,50.0,62.7,4.3,1,0,0,0,0,1,3.7,80,3.6,44.4,9,10,16.6,3.41,0,0,0.0,40.0,4,5,0.0,17,42.5,0,5,,,,,66.8,58.4,72.0,,54.1,,,64.2,,,0,0,18,40.0,65.4,11.8,2,5,0,1,0,0,0.0,72,7.2
T.J. Smith,156533,QB,N ALABAMA,1,2.48,2.06,4.1,4.7,40,389,58.3,24,24,11.3,1.78,0,3,10.7,45.8,11,2,21.4,24,60.0,3,7,,,,,68.0,55.3,73.5,,55.2,,,,,,0,1,28,0.0,46.2,0.0,0,0,0,0,0,3,10.7,134,5.6,55.6,9,9,20.4,3.53,0,1,10.0,55.6,5,5,0.0,16,40.0,0,6,,,,,66.7,68.6,72.1,,67.5,,,63.1,,,0,1,17,60.0,87.0,18.8,3,4,0,0,1,1,5.9,89,9.9
Spencer Petras,82136,QB,UTAH ST,1,2.38,2.33,4.5,,40,329,90.0,20,21,3.5,1.6,1,0,0.0,81.0,17,1,5.6,21,52.5,1,6,,,,,67.4,70.2,72.7,,69.7,,,,,,0,0,22,0.0,102.0,0.0,0,0,0,0,1,0,0.0,98,4.7,55.6,18,18,15.8,3.25,0,1,5.0,44.4,8,7,20.0,19,47.5,2,4,,,,,67.2,66.9,72.5,,66.5,,,,,,0,0,21,14.3,79.9,5.3,1,0,0,0,1,0,0.0,96,5.3
