player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jayden Daniels,97993,QB,LSU,1,2.81,2.46,2.76,6.02,55,211,88.5,26,26,4.9,1.77,0,0,0.0,84.6,22,5,4.3,29,52.7,1,10,,,,,68.4,68.5,74.0,,68.0,,,,,0,1,32,60.0,82.7,10.3,3,0,0,0,0,0,0.0,200,7.7,70.6,17,19,11.5,3.98,0,1,5.0,52.6,10,11,16.7,26,47.3,2,8,,,,,68.0,78.4,73.5,,77.2,,65.0,,,0,0,28,18.2,85.4,7.7,2,5,0,2,1,0,0.0,100,5.3
Gavin Hardison,100827,QB,UTEP,1,3.07,2.95,3.6,4.87,54,330,88.2,17,17,5.1,2.11,0,0,0.0,76.5,13,1,13.3,17,31.5,2,7,,,,,66.8,73.3,72.0,,72.7,,,,,0,1,18,0.0,99.4,0.0,0,0,0,0,1,1,5.6,157,9.2,35.5,31,33,17.5,3.51,0,0,0.0,30.3,10,10,9.1,37,68.5,1,10,,,,,68.9,36.0,74.7,,35.8,,58.4,,,1,2,39,10.0,33.6,2.7,1,3,0,1,1,2,5.1,170,5.2
Ethan Hampton,145858,QB,N ILLINOIS,1,2.69,2.58,3.2,4.0,54,254,60.9,23,24,6.2,1.94,1,0,0.0,58.3,14,3,0.0,24,44.4,0,8,,,,,67.7,44.1,73.1,,44.3,,,,,0,4,25,0.0,59.4,0.0,0,0,0,0,2,4,16.0,118,4.9,82.6,23,25,6.3,3.28,1,0,0.0,64.0,16,16,15.8,30,55.6,3,11,,,,,68.2,64.8,73.7,,65.9,,57.7,,,0,0,30,12.5,82.8,6.7,2,3,0,1,0,0,0.0,164,6.6
Spencer Brasch,100574,QB,CAL POLY,1,2.18,2.05,4.2,4.9,54,129,68.3,41,42,8.5,1.81,1,2,4.4,61.9,26,13,7.1,42,77.8,2,16,,,,,69.4,57.4,75.2,,57.2,,,,,0,2,45,0.0,89.8,0.0,0,0,0,0,3,2,4.4,324,7.7,33.3,9,9,12.7,3.47,0,0,0.0,33.3,3,7,0.0,12,22.2,0,3,,,,,66.0,56.9,71.0,,52.9,,64.0,,,0,0,13,28.6,53.0,16.7,2,1,0,0,0,0,0.0,50,5.6
Matt McDonald,60350,QB,BOWL GREEN,1,2.9,2.7,2.23,4.49,53,122,66.7,21,22,8.3,2.04,1,0,0.0,50.0,11,2,21.4,23,43.4,3,5,,,,,67.4,53.4,72.8,,53.2,,,,,0,1,23,50.0,58.5,4.3,1,0,0,0,1,1,4.3,98,4.5,52.6,19,20,11.1,3.56,1,1,4.5,50.0,10,12,0.0,30,56.6,0,11,,,,,68.4,59.8,74.0,,60.1,,59.1,,,0,0,32,25.0,81.9,10.0,3,7,0,0,0,1,3.1,183,9.2
Austin Reed,111760,QB,W KENTUCKY,1,2.4,2.3,,3.97,53,346,84.4,32,33,3.4,1.58,1,1,2.9,81.8,27,2,0.0,33,62.3,0,17,,,,,68.6,75.4,74.3,,74.8,,,,,0,0,35,0.0,111.2,0.0,0,0,0,0,1,0,0.0,273,8.3,69.2,13,17,11.8,3.75,3,0,0.0,52.9,9,6,0.0,20,37.7,0,4,,,,,67.1,59.4,72.4,,64.7,,51.1,,,0,0,20,0.0,90.3,0.0,0,3,0,1,1,1,5.0,100,5.9
Shedeur Sanders,131396,QB,JACKSON ST,1,2.57,2.37,3.27,4.4,53,194,81.5,27,27,5.2,1.77,0,1,3.7,74.1,20,8,9.1,27,50.9,2,10,,,,,67.9,65.0,73.4,,64.6,,,,,0,0,27,0.0,116.7,0.0,0,0,0,0,2,0,0.0,183,6.8,78.6,14,19,9.7,3.41,0,1,5.0,52.6,10,16,9.1,26,49.1,1,9,,,,,67.9,76.4,73.4,,76.8,,61.8,,,2,1,27,18.8,73.4,11.5,3,4,0,3,1,1,3.7,145,7.6
Spencer Sanders,77660,QB,OKLA STATE,1,2.91,2.44,6.03,5.87,53,262,61.9,21,23,8.3,1.76,0,1,4.2,56.5,13,3,0.0,23,43.4,0,8,,,,,67.6,72.8,73.0,,72.2,,,,,2,0,24,0.0,76.9,0.0,0,0,0,0,0,0,0.0,153,6.7,57.9,19,23,12.9,3.79,0,1,4.0,43.5,10,13,9.1,30,56.6,1,10,,,,,68.4,65.5,74.0,,62.5,,66.6,,,1,0,32,30.8,79.8,13.3,4,3,0,3,1,1,3.1,149,6.5
Grant Wells,97784,QB,VA TECH,1,2.6,2.47,3.8,4.9,51,337,79.3,29,31,6.1,1.88,1,2,5.9,71.0,22,8,4.3,31,60.8,1,8,,,,,68.5,78.4,74.2,,77.6,,,,,0,0,34,0.0,87.6,0.0,0,0,0,1,0,0,0.0,196,6.3,54.5,11,16,19.5,3.71,0,1,5.6,18.8,3,13,50.0,20,39.2,3,2,,,,,67.4,54.8,72.7,,51.3,,64.3,,,1,1,22,23.1,43.0,15.0,3,1,0,4,1,1,4.5,81,5.1
Dresser Winn,63583,QB,TENN MARTN,1,2.59,2.57,3.5,,51,310,76.2,21,22,7.0,1.6,0,1,4.3,59.1,13,1,18.8,22,43.1,3,5,,,,,67.5,54.4,72.8,,54.3,,,,,1,1,23,0.0,53.2,0.0,0,0,0,0,0,1,4.3,110,5.0,61.5,26,28,15.0,3.34,0,1,3.4,57.1,16,12,0.0,29,56.9,0,15,,,,,68.2,76.2,73.7,,75.5,,,,,0,0,30,8.3,101.8,3.4,1,0,0,2,0,1,3.3,351,12.5
Jeremiah Oatsvall,54990,QB,TENN TECH,1,2.85,2.74,3.6,4.95,51,309,72.0,25,25,3.9,1.92,0,0,0.0,72.0,18,3,0.0,25,49.0,0,5,,,,,67.8,64.3,73.3,,63.9,,,,,0,1,26,0.0,79.8,0.0,0,0,0,0,1,0,0.0,126,5.0,55.0,20,23,17.2,3.74,0,2,7.7,39.1,9,15,18.2,26,51.0,2,8,,,,,68.1,61.9,73.6,,64.6,,53.1,,,0,2,29,6.7,39.0,3.8,1,2,0,3,1,1,3.4,144,6.3
Corey Fields Jr.,78539,QB,SCAR STATE,1,2.49,2.32,4.23,5.2,51,290,51.4,35,35,11.9,2.0,0,1,2.8,34.3,12,8,33.3,35,68.6,6,7,,,,,68.7,50.8,74.4,,50.8,,,,,0,3,36,0.0,19.9,0.0,0,0,0,0,1,2,5.6,130,3.7,54.5,11,12,20.3,3.58,0,2,14.3,41.7,5,7,16.7,16,31.4,1,4,,,,,66.8,57.8,72.0,,59.5,,57.3,,,1,0,18,42.9,103.5,18.8,3,1,0,0,1,1,5.6,112,9.3
Jack Salopek,130662,QB,W MICHIGAN,1,3.11,2.93,2.93,5.97,50,347,58.3,12,15,4.5,2.07,1,1,5.9,46.7,7,6,0.0,16,32.0,0,5,,,,,66.8,65.6,72.0,,65.3,,,,,1,0,18,16.7,100.3,6.3,1,0,0,1,2,0,0.0,71,4.7,54.2,24,25,13.4,3.6,1,1,3.3,32.0,8,12,38.5,34,68.0,5,10,,,,,31.3,62.0,74.7,,54.2,,80.9,,,0,0,39,50.0,51.6,17.6,6,3,0,0,0,1,2.6,137,5.5
Justin Miller,103941,QB,SO UTAH,1,2.76,2.72,2.65,4.8,50,298,81.8,22,22,0.3,1.94,0,0,0.0,72.7,16,3,11.1,23,46.0,2,2,,,,,67.9,57.4,73.4,,57.2,,,,,0,1,27,33.3,57.0,4.3,1,0,0,0,0,1,3.7,70,3.2,76.2,21,25,13.0,3.46,0,2,7.4,64.0,16,11,0.0,27,54.0,0,14,,,,,68.2,88.2,73.7,,90.4,,52.9,,,0,1,30,9.1,117.1,3.7,1,1,0,4,2,2,6.7,310,12.4
Haynes King,124329,QB,TEXAS A&M,1,2.79,2.74,3.2,4.0,50,312,68.4,19,21,4.9,2.01,2,0,0.0,57.1,12,6,7.7,21,42.0,1,6,,,,,67.4,59.5,72.7,,59.3,,,,,0,0,22,0.0,78.1,0.0,0,0,0,0,1,0,0.0,63,3.0,77.8,18,25,12.2,3.36,0,0,0.0,52.0,13,20,7.1,29,58.0,1,8,,,,,68.2,47.0,73.7,,44.2,,64.3,,,2,1,30,15.0,73.8,10.3,3,1,0,5,1,2,6.7,190,7.6
Maverick McIvor,99476,QB,ABILENE CH,1,2.78,2.64,2.1,4.78,50,100,63.2,19,21,7.0,1.88,1,0,0.0,52.4,11,4,8.3,22,44.0,1,6,,,,,67.4,71.7,72.8,,71.2,,,,,0,0,23,25.0,81.8,4.5,1,0,0,1,1,0,0.0,102,4.9,75.0,16,21,13.4,3.61,2,2,9.1,57.1,12,16,0.0,27,54.0,0,13,,,,,68.0,82.6,73.5,,77.2,,72.3,,,0,1,28,6.3,80.5,3.7,1,5,0,3,1,0,0.0,175,8.3
Aidan O'Connell,60516,QB,PURDUE,1,2.77,2.52,4.08,6.05,49,273,88.5,26,26,6.2,1.83,0,0,0.0,84.6,22,2,4.3,26,53.1,1,13,,,,,67.8,60.5,73.3,,60.2,,,,,0,1,26,0.0,118.3,0.0,0,0,0,0,2,2,7.7,262,10.1,75.0,12,15,6.3,4.01,0,0,0.0,53.3,8,14,11.1,22,44.9,1,6,,,,,26.0,50.3,73.1,,53.5,,52.9,,,0,0,25,35.7,73.8,22.7,5,2,0,3,0,1,4.0,98,6.5
Riley Leonard,143862,QB,DUKE,1,2.95,2.71,4.0,4.3,49,154,80.0,15,15,2.9,1.99,0,0,0.0,73.3,11,2,8.3,15,30.6,1,4,,,,,66.8,65.2,72.0,,64.8,,,,,0,0,18,0.0,102.6,0.0,0,0,0,0,1,0,0.0,62,4.1,47.6,21,26,11.0,3.38,1,0,0.0,34.6,9,16,10.0,34,69.4,1,8,,,,,68.8,35.7,74.5,,33.7,,59.1,,,2,1,37,18.8,27.4,8.8,3,5,0,2,0,1,2.7,74,2.8
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.2,2.2,,,49,174,71.9,32,32,7.3,1.79,0,1,3.0,65.6,21,3,8.7,32,65.3,2,12,,,,,68.5,79.0,74.1,,78.2,,,,,0,3,33,0.0,81.9,0.0,0,0,0,0,3,1,3.0,253,7.9,68.8,16,17,10.5,2.98,0,0,0.0,58.8,10,6,9.1,17,34.7,1,4,,,,,67.1,56.8,72.4,,56.7,,,,,0,1,20,0.0,51.8,0.0,0,0,0,1,0,1,5.0,103,6.1
Cade Brister,154186,QB,LNDNWD,1,2.6,2.35,3.33,3.97,49,949,84.0,25,28,8.6,1.93,2,0,0.0,64.3,18,9,14.3,29,59.2,3,15,,,,,68.5,68.7,74.2,,68.1,,,,,1,2,34,11.1,75.9,3.4,1,0,0,0,1,2,5.9,256,9.1,80.0,10,12,13.6,3.58,0,1,7.7,66.7,8,14,0.0,20,40.8,0,11,,,,,67.2,84.4,72.5,,76.0,,74.8,,,0,1,21,14.3,102.8,10.0,2,6,0,2,1,1,4.8,156,13.0
Shon Mitchell,60610,QB,CENT CT ST,1,2.76,2.7,3.63,,48,133,71.4,21,21,7.0,1.96,0,1,4.5,71.4,15,2,0.0,21,43.8,0,4,,,,,67.4,64.0,72.7,,63.6,,,,,0,0,22,0.0,107.2,0.0,0,0,0,0,1,0,0.0,150,7.1,40.9,22,24,15.4,3.39,0,0,0.0,33.3,8,16,11.1,27,56.3,1,7,,,,,68.1,40.5,73.6,,40.8,,,,,1,0,29,18.8,60.8,11.1,3,0,0,1,1,1,3.4,98,4.1
Nick Kargman,98022,QB,WAGNER,1,2.56,2.44,3.93,3.7,48,338,73.1,26,26,7.0,1.91,0,0,0.0,65.4,17,6,10.5,26,54.2,2,9,,,,,67.9,60.6,73.4,,60.3,,,,,0,1,27,0.0,83.7,0.0,0,0,0,0,1,1,3.7,189,7.3,50.0,14,18,10.0,3.32,1,1,5.6,33.3,6,14,14.3,22,45.8,1,4,,,,,67.4,61.9,72.7,,63.7,,57.0,,,0,1,22,21.4,31.5,13.6,3,1,0,3,0,1,4.5,107,5.9
Dante Perri,143112,QB,LEHIGH,1,3.03,2.88,3.2,9.6,47,205,65.2,23,23,9.6,1.8,0,1,3.7,52.2,12,0,20.0,23,48.9,3,7,,,,,67.9,65.1,73.4,,64.7,,,,,0,1,27,,74.2,0.0,0,0,0,0,2,2,7.4,98,4.3,40.0,20,22,13.2,4.21,0,0,0.0,31.8,7,10,12.5,24,51.1,1,6,,,,,68.0,54.3,73.5,,55.5,,57.0,,,1,0,28,10.0,45.1,4.2,1,1,0,1,0,1,3.6,87,4.0
Will Rogers,124184,QB,MISS STATE,1,2.83,2.83,,,47,227,87.5,16,19,5.4,1.73,3,1,4.5,57.9,11,0,21.4,19,40.4,3,6,,,,,67.4,77.8,72.7,,77.2,,,,,0,0,22,,84.3,0.0,0,0,0,0,0,1,4.5,155,8.2,80.8,26,28,8.1,3.58,0,2,6.5,67.9,19,4,9.5,28,59.6,2,12,,,,,68.3,70.9,73.9,,70.3,,,,,0,0,31,0.0,129.2,0.0,0,0,0,2,3,2,6.5,234,8.4
Collin Schlee,98025,QB,KENT STATE,1,2.68,2.28,5.45,4.33,47,201,70.8,24,24,10.1,1.85,0,1,4.2,66.7,16,1,5.9,24,51.1,1,10,,,,,67.6,79.3,73.0,,78.5,,,,,0,0,24,0.0,116.1,0.0,0,0,0,0,2,1,4.2,177,7.4,69.2,13,16,20.8,3.55,1,3,15.0,43.8,7,8,22.2,23,48.9,2,9,,,,,26.7,86.3,73.4,,80.0,,75.2,,,0,0,27,50.0,93.5,17.4,4,3,0,2,1,1,3.7,131,8.2
RJ Martinez,147690,QB,N ARIZONA,1,2.56,2.47,3.1,5.4,47,252,87.0,23,23,0.8,1.69,0,0,0.0,82.6,19,2,5.0,24,51.1,1,10,,,,,67.7,72.4,73.1,,71.8,,,,,0,0,25,50.0,124.3,4.2,1,0,0,0,2,1,4.0,158,6.9,68.4,19,21,12.6,3.47,0,1,4.5,57.1,12,11,7.7,23,48.9,1,8,,,,,67.6,92.5,73.0,,91.8,,64.0,,,0,0,24,9.1,105.3,4.3,1,1,0,2,1,0,0.0,200,9.5
Tanner Mordecai,77656,QB,SMU,1,2.77,2.69,3.2,6.0,47,287,75.0,24,24,7.2,1.84,0,0,0.0,70.8,17,5,5.6,24,51.1,1,7,,,,,67.7,56.2,73.1,,56.0,,,,,0,0,25,0.0,89.2,0.0,0,0,0,0,0,0,0.0,162,6.8,73.7,19,21,13.6,3.74,0,1,4.2,52.4,11,6,21.4,23,48.9,3,7,,,,,27.0,65.8,73.4,,68.6,,53.1,,,1,1,27,16.7,52.3,4.3,1,1,0,1,0,1,3.7,133,6.3
Reese Poffenbarger,145346,QB,ALBANY,1,2.97,2.45,,5.17,47,106,66.7,24,25,8.9,1.86,0,0,0.0,56.0,14,2,12.5,25,53.2,2,7,,,,,67.9,56.5,73.4,,56.4,,,,,1,0,27,0.0,83.6,0.0,0,0,0,0,1,1,3.7,129,5.2,66.7,12,13,15.2,4.23,0,0,0.0,61.5,8,11,0.0,22,46.8,0,9,,,,,67.6,67.9,73.0,,61.1,,67.7,,,0,0,24,0.0,91.2,0.0,0,9,0,1,0,1,4.2,118,9.1
Chase Cunningham,78533,QB,MIDDLE TN,1,2.12,2.08,2.7,,46,224,69.0,29,30,2.5,1.58,0,0,0.0,60.0,18,4,10.0,31,67.4,2,6,,,,,68.5,54.2,74.2,,54.0,,,,,0,0,34,25.0,65.1,3.2,1,0,0,1,0,1,2.9,94,3.1,61.5,13,13,11.5,3.25,0,1,7.1,61.5,8,7,0.0,15,32.6,0,5,,,,,26.8,62.4,71.6,,62.1,,,,,0,1,16,28.6,79.6,13.3,2,0,0,0,1,1,6.3,102,7.8
Dylan Cadwallader,108978,QB,DARTMOUTH,1,2.09,2.07,2.6,,46,148,81.8,33,34,6.3,1.7,1,1,2.9,73.5,25,4,7.4,35,76.1,2,9,,,,,68.7,62.4,74.4,,62.0,,,,,0,1,36,25.0,86.0,2.9,1,0,0,0,1,1,2.8,205,6.0,80.0,5,10,11.6,3.34,0,2,16.7,30.0,3,5,25.0,11,23.9,1,2,,,,,66.0,70.0,71.0,,69.6,,,,,1,0,13,20.0,78.3,9.1,1,0,0,4,1,0,0.0,43,4.3
Grayson James,145214,QB,FIU,1,2.52,2.32,3.9,5.25,46,166,83.9,31,33,4.7,1.87,2,1,2.9,72.7,24,4,7.7,33,71.7,2,10,,,,,68.6,73.4,74.3,,72.7,,,,,0,0,35,0.0,91.5,0.0,0,0,0,0,0,0,0.0,228,6.9,33.3,9,9,13.1,4.15,0,0,0.0,33.3,3,8,0.0,13,28.3,0,2,,,,,66.0,26.1,71.0,,25.0,,61.6,,,0,2,13,25.0,2.8,15.4,2,2,0,0,0,2,15.4,25,2.8
Blake Stenstrom,82106,QB,PRINCETON,1,2.21,2.03,3.55,5.55,45,272,82.1,28,28,3.1,1.55,0,1,3.3,78.6,22,4,4.3,28,62.2,1,7,,,,,68.2,74.5,73.7,,73.9,,,,,0,0,30,0.0,91.1,0.0,0,0,0,0,0,0,0.0,164,5.9,83.3,12,12,9.4,3.5,0,1,7.1,66.7,8,7,20.0,16,35.6,2,4,,,,,66.8,87.4,72.0,,87.2,,62.6,,,0,0,18,28.6,98.3,12.5,2,2,0,0,0,0,0.0,117,9.8
Robby Ashford,131702,QB,AUBURN,1,3.19,2.98,,4.33,45,115,60.0,15,16,6.3,1.91,1,0,0.0,50.0,8,1,11.1,16,35.6,1,4,,,,,66.5,52.0,71.6,,52.0,,,,,0,0,16,0.0,94.0,0.0,0,0,0,0,1,0,0.0,113,7.1,50.0,14,22,13.4,3.9,0,0,0.0,22.7,5,16,28.6,29,64.4,2,5,,,,,27.7,39.4,73.7,,37.2,,56.6,,,0,0,30,0.0,39.6,0.0,0,7,0,8,0,2,6.7,52,2.4
Daniel Richardson,97103,QB,C MICHIGAN,1,2.33,2.25,2.87,4.0,45,134,63.0,27,27,5.3,1.88,0,0,0.0,55.6,15,4,11.8,28,62.2,2,8,,,,,68.0,47.3,73.5,,47.4,,,,,0,0,28,25.0,81.9,3.6,1,0,0,0,1,1,3.6,137,5.1,53.8,13,14,11.4,3.07,0,0,0.0,35.7,5,4,28.6,17,37.8,2,4,,,,,66.8,54.0,72.4,,55.6,,57.3,,,0,0,18,50.0,54.8,11.8,2,1,0,1,0,0,0.0,77,5.5
Nate Cox,60432,QB,NEVADA,1,2.47,2.51,2.8,,45,239,60.0,20,20,5.6,1.72,0,0,0.0,60.0,12,5,0.0,21,46.7,0,6,,,,,67.4,41.7,72.7,,41.9,,,,,0,1,22,20.0,54.6,4.8,1,0,0,0,0,1,4.5,112,5.6,55.6,18,22,12.8,3.27,0,1,4.3,36.4,8,15,20.0,23,51.1,2,6,,,,,67.6,66.0,73.0,,65.6,,,,,0,0,24,6.7,57.4,4.3,1,0,0,4,0,0,0.0,132,6.0
Jayden de Laura,131928,QB,ARIZONA,1,2.52,2.43,3.4,4.6,45,109,63.0,27,27,6.8,1.97,0,1,3.3,59.3,16,3,5.9,28,62.2,1,10,,,,,28.0,49.9,73.9,,49.9,,,,,0,0,31,33.3,87.7,3.6,1,0,0,0,1,2,6.5,155,5.7,61.5,13,15,10.6,3.44,1,0,0.0,53.3,8,9,0.0,17,37.8,0,4,,,,,67.0,34.5,72.2,,36.0,,57.3,,,0,1,19,11.1,42.6,5.9,1,1,0,1,0,2,10.5,86,5.7
