player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tanner Mordecai,77656,QB,SMU,1,2.47,2.43,4.6,3.7,57,287,84.8,33,34,2.1,1.56,0,0,0.0,79.4,27,6,3.6,34,59.6,1,16,,,,68.6,73.9,74.3,73.3,,,,0,1,35,0.0,116.1,0.0,0,0,0,1,3,1,2.9,263,7.7,66.7,15,19,8.5,3.99,0,0,0.0,47.4,9,10,10.0,22,38.6,1,8,,,,24.8,56.9,72.7,61.1,,51.7,,0,0,22,10.0,65.9,4.5,1,2,0,4,0,1,4.5,111,5.8
Holton Ahlers,77651,QB,E CAROLINA,1,2.45,2.26,2.6,4.08,57,156,75.8,33,33,4.9,1.84,0,0,0.0,72.7,24,7,4.0,35,61.4,1,13,,,,68.6,58.8,74.3,58.6,,,,0,1,35,28.6,80.6,5.7,2,0,0,0,0,1,2.9,242,7.3,54.5,11,13,12.4,3.43,1,0,0.0,38.5,5,10,16.7,22,38.6,1,9,,,,67.6,74.4,73.0,62.5,,78.9,,0,1,24,40.0,24.2,18.2,4,5,0,1,0,1,4.2,69,5.3
Aqeel Glass,60328,QB,ALAB A&M,1,2.22,2.2,2.75,,56,104,78.8,33,34,6.9,1.76,0,2,5.1,67.6,23,5,11.5,34,60.7,3,14,,,,68.9,92.1,74.7,91.7,,,,0,0,39,0.0,116.4,0.0,0,0,0,1,3,0,0.0,233,6.9,60.0,20,20,14.1,2.93,0,0,0.0,60.0,12,6,0.0,22,39.3,0,8,,,,67.5,75.5,72.8,74.8,,,,0,0,23,33.3,134.6,9.1,2,0,0,0,2,1,4.3,236,11.8
Will Rogers,124184,QB,MISS STATE,1,2.69,2.53,4.95,4.8,56,227,80.8,26,27,6.8,1.7,1,0,0.0,77.8,21,1,0.0,27,48.2,0,13,,,,68.2,75.5,73.7,74.7,,,,0,0,30,0.0,130.5,0.0,0,0,0,0,5,1,3.3,157,5.8,84.0,25,25,9.1,3.62,0,2,8.0,80.0,20,9,4.8,29,51.8,1,13,,,,28.0,78.0,73.9,81.3,,52.6,,0,0,31,22.2,120.3,6.9,2,2,0,0,1,1,3.2,242,9.7
Sean Clifford,51708,QB,PENN STATE,1,2.72,2.4,3.05,5.08,55,266,72.0,25,27,5.0,1.83,1,0,0.0,59.3,16,6,11.1,29,52.7,2,5,,,,28.0,59.5,73.9,59.2,,,,0,0,31,33.3,76.3,6.9,2,0,0,1,1,2,6.5,74,2.7,66.7,12,17,10.7,3.7,0,0,0.0,41.2,7,17,12.5,26,47.3,1,7,,,,26.7,51.7,73.3,46.0,,65.6,,1,0,26,23.5,68.5,15.4,4,5,0,4,0,1,3.8,131,7.7
Jake Constantine,40166,QB,RICE,1,2.77,2.64,4.47,4.2,54,275,62.5,24,26,10.2,1.92,2,0,0.0,42.3,11,5,26.7,26,48.1,4,8,,,,67.8,50.7,73.3,50.7,,,,0,3,26,0.0,18.8,0.0,0,0,0,0,0,1,3.8,131,5.0,73.9,23,24,14.2,3.56,0,2,7.7,70.8,17,14,0.0,28,51.9,0,11,,,,25.1,73.0,73.7,74.0,,57.3,,0,1,30,21.4,99.8,10.7,3,1,0,1,1,2,6.7,243,10.1
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.75,2.7,3.9,4.3,53,215,69.2,26,28,3.9,1.88,0,0,0.0,57.1,16,4,11.1,28,52.8,2,5,,,,68.1,46.1,73.6,46.2,,,,0,1,29,0.0,67.6,0.0,0,0,0,2,1,1,3.4,140,5.0,78.9,19,23,14.7,3.74,0,2,8.3,56.5,13,12,13.3,25,47.2,2,9,,,,26.3,84.1,0.0,87.7,,57.3,,0,0,26,8.3,101.7,4.0,1,1,0,4,1,2,7.7,210,9.1
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.55,2.34,3.67,4.73,53,220,75.0,24,26,7.2,1.78,2,1,3.8,61.5,16,1,11.1,26,49.1,2,8,,,,67.8,54.1,73.3,54.0,,,,0,1,26,0.0,101.4,0.0,0,0,0,0,4,0,0.0,153,5.9,45.0,20,21,18.4,3.28,0,2,9.5,42.9,9,9,0.0,27,50.9,0,7,,,,67.8,62.7,73.6,63.2,,58.7,,0,1,27,33.3,50.3,11.1,3,3,0,1,0,1,3.7,163,7.8
Carson Strong,83524,QB,NEVADA,1,2.58,2.34,5.25,3.7,53,239,72.4,29,30,6.0,1.65,0,1,3.2,66.7,20,3,4.8,30,56.6,1,10,,,,68.3,73.6,73.9,72.9,,,,1,0,31,0.0,103.3,0.0,0,0,0,0,2,0,0.0,169,5.6,93.3,15,18,8.5,3.8,0,1,5.3,77.8,14,13,0.0,23,43.4,0,8,,,,25.6,80.2,73.0,82.0,,57.3,,1,0,24,30.8,127.1,17.4,4,1,0,2,1,1,4.2,181,10.1
Spencer Brasch,100574,QB,CAL POLY,1,2.82,2.7,2.9,5.65,53,129,72.0,25,28,3.0,1.79,1,0,0.0,57.1,16,1,11.1,28,52.8,2,7,,,,68.1,63.0,73.6,62.7,,,,0,0,29,0.0,78.4,0.0,0,0,0,2,1,0,0.0,113,4.0,55.0,20,22,16.6,3.98,0,2,8.7,40.9,9,9,18.2,25,47.2,2,9,,,,67.8,79.5,73.3,75.2,,70.8,,1,0,26,11.1,89.2,4.0,1,2,0,1,2,1,3.8,120,5.5
Aidan O'Connell,60516,QB,PURDUE,1,2.03,2.03,,,52,273,76.9,39,39,5.5,1.72,0,1,2.5,76.9,30,0,0.0,39,75.0,0,17,,,,69.0,63.1,74.8,62.7,,,,0,0,40,,109.8,0.0,0,0,0,0,2,1,2.5,248,6.4,92.3,13,13,13.3,2.95,0,4,30.8,76.9,10,1,16.7,13,25.0,2,6,,,,66.0,97.8,71.0,97.3,,,,0,0,13,0.0,151.3,0.0,0,0,0,0,2,0,0.0,142,10.9
Kenny Pickett,60515,QB,PITTSBURGH,1,3.54,3.16,3.88,6.58,52,268,90.9,11,11,6.5,1.92,0,1,9.1,72.7,8,1,20.0,11,21.2,2,4,,,,65.6,89.5,70.4,88.7,,,,0,0,11,0.0,123.1,0.0,0,0,0,0,2,0,0.0,55,5.0,63.3,30,32,14.3,3.98,0,3,8.8,53.1,17,15,10.5,41,78.8,2,12,,,,69.3,65.7,75.1,71.3,,48.0,,0,1,44,26.7,81.6,9.8,4,5,0,2,1,2,4.5,291,9.1
Westin Elliott,60433,QB,MERRIMACK,1,2.65,2.56,2.8,4.7,51,385,80.0,20,22,4.5,1.96,1,0,0.0,68.2,15,11,6.3,22,43.1,1,4,,,,67.4,60.7,72.7,60.4,,,,1,0,22,0.0,75.6,0.0,0,0,0,0,0,0,0.0,88,4.0,62.5,24,25,9.3,3.18,0,3,11.1,60.0,15,20,0.0,29,56.9,0,9,,,,68.3,64.7,73.9,67.4,,52.8,,1,1,31,10.0,76.3,6.9,2,2,0,0,1,2,6.5,165,6.6
Tyler Vitt,83566,QB,TEXAS ST,1,2.74,2.56,2.6,5.57,51,314,76.9,26,26,6.3,1.86,0,0,0.0,73.1,19,3,5.0,27,52.9,1,7,,,,67.9,72.5,73.4,71.9,,,,0,0,27,33.3,88.5,3.7,1,0,0,0,0,1,3.7,159,6.1,76.5,17,20,10.1,3.74,0,0,0.0,50.0,10,14,23.1,24,47.1,3,4,,,,67.8,58.8,73.3,64.9,,47.6,,1,1,26,7.1,44.6,4.2,1,3,0,2,0,1,3.8,104,5.2
Layne Hatcher,82068,QB,ARK STATE,1,2.63,2.56,6.3,,51,113,88.5,26,27,7.0,1.88,1,2,7.4,74.1,20,1,13.0,27,52.9,3,12,,,,67.9,87.7,73.4,86.7,,,,0,1,27,0.0,100.4,0.0,0,0,0,0,1,0,0.0,257,9.5,66.7,21,23,14.9,3.48,0,3,13.0,60.9,14,7,0.0,24,47.1,0,6,,,,67.6,72.7,73.0,72.1,,,,0,1,24,14.3,83.1,4.2,1,0,0,2,1,1,4.2,187,8.1
Cole Johnson,29785,QB,JAMES MAD,1,3.04,2.73,5.7,4.85,51,197,66.7,21,21,9.8,1.92,0,3,13.0,57.1,12,3,14.3,21,41.2,2,7,,,,67.5,65.2,72.8,64.8,,,,0,0,23,0.0,82.0,0.0,0,0,0,0,0,0,0.0,163,7.8,66.7,21,23,10.8,3.82,0,2,8.7,52.2,12,10,14.3,30,58.8,2,9,,,,68.2,74.6,73.7,77.1,,58.7,,0,0,30,10.0,91.0,3.3,1,6,0,2,1,0,0.0,171,7.4
Zach Gwynn,77654,QB,DELAWARE,1,2.78,2.78,2.83,,50,151,66.7,24,24,9.7,2.08,0,2,8.0,66.7,16,4,0.0,25,50.0,0,13,,,,67.8,82.6,73.3,81.6,,,,0,0,26,25.0,110.6,4.0,1,0,0,0,1,1,3.8,225,9.4,47.6,21,23,14.1,3.48,0,1,4.3,43.5,10,12,0.0,25,50.0,0,4,,,,67.6,47.6,73.1,47.7,,,,0,2,25,16.7,39.6,8.0,2,0,0,2,1,2,8.0,127,5.5
Parker McKinney,82109,QB,E KENTUCKY,1,2.41,2.22,2.55,5.17,50,159,75.0,32,34,6.8,1.71,2,2,5.6,61.8,21,8,12.5,35,70.0,3,10,,,,68.8,72.8,74.5,72.2,,,,0,1,37,12.5,84.7,2.9,1,0,0,0,2,1,2.7,194,5.7,77.8,9,11,14.7,4.03,0,0,0.0,63.6,7,9,0.0,15,30.0,0,6,,,,66.5,67.3,71.6,73.5,,54.2,,0,0,16,11.1,107.2,6.7,1,3,0,2,0,1,6.3,139,12.6
Darius Perrantes,103934,QB,DUQUESNE,1,2.67,2.56,5.6,5.1,50,155,76.0,25,25,8.0,1.87,0,0,0.0,60.0,15,1,21.1,25,50.0,4,9,,,,67.9,48.4,73.4,48.4,,,,0,1,27,0.0,91.1,0.0,0,0,0,0,2,2,7.4,174,7.0,59.1,22,23,12.8,3.48,0,1,3.8,39.1,9,8,30.8,25,50.0,4,8,,,,68.0,55.1,73.5,56.3,,57.0,,0,0,28,12.5,77.3,4.0,1,1,0,1,1,0,0.0,155,6.7
Nolan Grooms,108987,QB,YALE,1,3.11,2.54,2.9,5.02,49,352,50.0,20,21,4.0,1.84,1,0,0.0,42.9,9,6,10.0,21,42.9,1,2,,,,67.2,28.7,72.5,28.9,,,,0,2,21,0.0,10.7,0.0,0,0,0,0,0,2,9.5,47,2.2,46.2,13,15,14.8,4.07,0,3,20.0,33.3,5,14,16.7,28,57.1,1,5,,,,68.2,58.4,0.0,69.3,,55.7,,0,1,30,14.3,17.4,7.1,2,11,0,2,0,1,3.3,55,3.7
Jarret Doege,60353,QB,W VIRGINIA,1,3.11,3.01,4.13,4.7,49,343,92.9,14,15,1.9,1.91,0,0,0.0,80.0,12,0,7.7,15,30.6,1,7,,,,66.4,84.1,71.4,83.4,,,,0,1,15,,63.9,0.0,0,0,0,1,0,0,0.0,90,6.0,58.6,29,30,12.7,3.64,0,0,0.0,50.0,15,12,11.8,34,69.4,2,9,,,,39.5,37.4,74.2,38.7,,57.3,,0,1,34,25.0,76.8,8.8,3,1,0,1,2,2,5.9,178,5.9
Zach Gibson,100201,QB,AKRON,1,3.5,3.19,3.33,5.67,49,102,81.3,16,17,7.6,2.13,0,1,5.9,76.5,13,7,0.0,17,34.7,0,7,,,,66.7,79.1,71.8,78.4,,,,1,0,17,0.0,112.6,0.0,0,0,0,0,1,0,0.0,111,6.5,66.7,21,23,15.8,4.23,0,4,14.8,56.5,13,28,7.1,32,65.3,1,12,,,,68.6,90.4,74.4,86.5,,74.2,,1,0,36,10.7,98.8,9.4,3,6,0,1,1,0,0.0,194,8.4
Eric Schmid,66632,QB,SM HOUSTON,1,2.48,2.27,,4.3,49,281,75.9,29,30,7.2,1.69,1,0,0.0,66.7,20,1,9.1,30,61.2,2,11,,,,68.4,73.2,74.0,72.6,,,,0,0,32,0.0,111.3,0.0,0,0,0,0,2,0,0.0,226,7.5,63.6,11,14,21.8,3.72,0,4,26.7,50.0,7,3,0.0,19,38.8,0,6,,,,67.1,79.6,72.4,87.0,,54.8,,0,0,20,0.0,117.0,0.0,0,5,0,3,1,0,0.0,166,11.9
Jack Chambers,60359,QB,CHARLES SO,1,2.47,2.18,2.93,5.04,49,135,82.8,29,31,2.7,1.6,0,2,6.5,67.7,21,4,12.5,32,65.3,3,7,,,,68.4,77.8,74.0,77.1,,,,0,1,32,25.0,82.9,3.1,1,0,0,2,1,0,0.0,201,6.5,50.0,6,9,24.8,4.37,0,1,7.7,33.3,3,11,0.0,16,32.7,0,5,,,,67.1,51.5,72.4,45.0,,65.6,,0,0,20,18.2,101.6,12.5,2,5,0,3,1,2,10.0,75,8.3
Rogan Wells,149999,QB,W CAROLINA,1,3.19,3.04,3.65,5.07,48,344,92.9,14,14,3.3,2.04,0,0,0.0,92.9,13,2,0.0,14,29.2,0,7,,,,66.2,69.7,71.2,69.3,,,,0,0,14,0.0,137.2,0.0,0,0,0,0,2,0,0.0,104,7.4,78.3,23,29,11.7,3.67,0,3,10.3,58.6,17,8,5.6,34,70.8,1,9,,,,68.5,64.9,74.2,63.4,,63.0,,0,2,34,25.0,85.1,5.9,2,3,0,6,2,2,5.9,278,9.6
Casey Thompson,77677,QB,TEXAS,1,2.57,2.46,3.0,4.03,47,311,90.0,20,21,3.0,1.65,0,2,9.1,81.0,17,3,5.6,21,44.7,1,9,,,,67.4,83.6,72.7,82.8,,,,0,0,22,0.0,138.4,0.0,0,0,0,1,4,0,0.0,162,7.7,63.6,22,22,14.8,3.31,0,2,8.0,59.1,13,7,7.1,26,55.3,1,12,,,,68.0,78.3,73.6,75.9,,66.4,,0,1,29,14.3,99.8,3.8,1,3,0,0,2,0,0.0,196,8.9
Cody Orgeron,23693,QB,MCNEESE,1,2.98,2.69,4.1,4.58,47,217,60.0,20,20,10.8,2.02,0,0,0.0,55.0,11,0,8.3,20,42.6,1,9,,,,67.1,81.2,72.4,80.3,,,,0,0,20,,108.1,0.0,0,0,0,0,2,0,0.0,129,6.5,64.3,14,17,10.6,3.83,0,0,0.0,47.1,8,8,11.1,26,55.3,1,8,,,,67.8,57.8,73.3,52.0,,64.7,,0,0,26,12.5,59.9,3.8,1,8,0,3,0,0,0.0,76,4.5
Chris Reynolds,60361,QB,CHARLOTTE,1,3.03,2.87,3.6,4.9,47,136,68.4,19,20,11.8,2.1,0,4,19.0,65.0,13,5,0.0,21,44.7,0,10,,,,67.4,90.6,72.7,90.3,,,,0,1,22,20.0,78.5,4.8,1,0,0,1,0,1,4.5,207,10.4,61.9,21,22,16.0,3.77,0,4,16.0,54.5,12,16,7.7,26,55.3,1,10,,,,68.1,82.1,73.6,83.3,,58.6,,0,0,29,6.3,123.5,3.8,1,3,0,1,2,1,3.4,241,11.0
Brock Purdy,77672,QB,IOWA STATE,1,2.94,2.7,5.9,4.63,47,193,83.3,18,18,8.7,1.89,0,1,5.3,83.3,15,1,0.0,18,38.3,0,10,,,,67.0,74.0,72.2,73.4,,,,0,0,19,0.0,138.2,0.0,0,0,0,0,2,1,5.3,149,8.3,75.0,24,24,10.3,3.59,0,1,3.7,70.8,17,8,5.6,29,61.7,1,12,,,,68.5,56.9,74.1,56.8,,59.1,,0,2,33,12.5,77.6,3.4,1,4,0,0,1,2,6.1,215,9.0
Armon Hickson,143373,QB,FORT LEW,1,2.66,2.3,3.23,4.9,46,873,65.4,26,26,6.4,1.94,0,1,3.8,61.5,16,12,5.9,27,58.7,1,6,,,,67.9,60.3,73.4,60.0,,,,0,1,27,8.3,99.4,3.7,1,0,0,0,3,1,3.7,147,5.7,45.5,11,11,10.1,3.69,0,0,0.0,45.5,5,13,0.0,19,41.3,0,5,,,,67.2,56.9,72.5,39.9,,75.5,,0,2,21,23.1,19.3,15.8,3,5,0,0,0,1,4.8,50,4.5
Alex Piccirilli,109065,QB,STETSON,1,3.26,2.82,4.1,5.09,45,302,85.7,14,14,5.0,1.91,0,0,0.0,57.1,8,2,33.3,14,31.1,4,2,,,,66.2,61.6,71.2,61.3,,,,0,0,14,0.0,62.2,0.0,0,0,0,0,0,1,7.1,29,2.1,61.1,18,21,16.1,3.86,0,1,4.8,47.6,10,13,9.1,31,68.9,1,11,,,,68.4,72.6,74.0,71.3,,64.4,,0,3,32,23.1,54.0,9.7,3,7,0,3,1,1,3.1,181,8.6
Jonah Johnson,138484,QB,NEW MEX ST,1,2.72,2.36,3.13,4.03,45,242,88.2,17,18,0.8,1.72,1,0,0.0,72.2,13,9,13.3,20,44.4,2,3,,,,67.1,64.5,72.4,64.1,,,,0,0,20,22.2,77.5,10.0,2,0,0,0,0,0,0.0,66,3.7,53.8,13,14,13.8,3.53,0,0,0.0,50.0,7,16,0.0,25,55.6,0,5,,,,67.7,52.3,73.1,53.9,,56.0,,1,0,25,25.0,62.8,16.0,4,7,0,0,0,1,4.0,64,4.6
DJ Uiagalelei,122162,QB,CLEMSON,1,2.29,2.29,,,45,140,84.0,25,26,5.6,1.77,1,1,3.4,69.2,18,3,14.3,26,57.8,3,8,,,,68.1,72.7,73.6,72.1,,,,0,0,29,0.0,100.3,0.0,0,0,0,0,1,0,0.0,173,6.7,21.4,14,19,18.1,3.0,0,0,0.0,15.8,3,9,0.0,19,42.2,0,2,,,,67.1,37.4,0.0,40.6,,,,1,1,20,0.0,20.1,0.0,0,0,0,4,0,1,5.0,68,3.6
Bailey Zappe,60396,QB,W KENTUCKY,1,2.3,2.23,,5.2,45,346,93.5,31,31,7.8,1.77,0,4,12.1,93.5,29,1,0.0,31,68.9,0,19,,,,68.5,93.8,74.1,93.4,,,,0,0,33,0.0,157.2,0.0,0,0,0,0,4,0,0.0,379,12.2,54.5,11,13,8.5,3.46,0,1,7.7,38.5,5,2,16.7,14,31.1,1,3,,,,66.0,27.1,0.0,28.4,,57.3,,0,1,14,0.0,55.0,0.0,0,1,0,2,1,1,7.1,85,6.5
Sagan Gronauer,105567,QB,IDAHO ST,1,2.76,2.68,2.93,5.5,45,186,78.9,19,21,3.4,1.97,2,0,0.0,61.9,13,1,13.3,21,46.7,2,4,,,,67.4,72.6,72.7,72.1,,,,0,1,22,0.0,69.9,0.0,0,0,0,0,1,0,0.0,102,4.9,68.8,16,18,13.2,3.6,2,1,5.3,61.1,11,8,0.0,23,51.1,0,9,,,,67.8,63.2,73.3,66.7,,54.4,,0,1,26,37.5,88.9,13.0,3,2,0,0,1,1,3.8,175,9.7
Hendon Hooker,60593,QB,TENNESSEE,1,2.44,2.15,3.53,4.6,45,307,85.7,21,21,3.0,1.7,0,0,0.0,85.7,18,3,0.0,22,48.9,0,8,,,,67.4,55.2,72.8,55.0,,,,0,0,23,33.3,116.1,4.5,1,0,0,0,1,0,0.0,169,8.0,50.0,14,16,18.0,3.16,0,0,0.0,37.5,6,12,14.3,23,51.1,1,5,,,,26.0,49.5,73.1,44.3,,69.6,,0,1,25,41.7,26.8,21.7,5,2,0,2,0,2,8.0,75,4.7
Grant Wells,97784,QB,MARSHALL,1,2.52,2.46,3.1,4.3,44,214,82.6,23,23,6.0,1.79,0,1,4.2,65.2,15,3,21.1,23,52.3,4,7,,,,67.6,78.1,73.0,77.4,,,,0,0,24,0.0,91.9,0.0,0,0,0,0,1,0,0.0,116,5.0,57.1,14,16,12.9,3.48,0,0,0.0,43.8,7,7,12.5,20,45.5,1,5,,,,23.9,49.1,72.4,47.4,,61.6,,0,1,20,28.6,63.5,10.0,2,2,0,2,1,3,15.0,116,7.3
