player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tyler Van Dyke,122225,QB,MIAMI FL,1,-12.02,0,46,220,76.0,25,27,13.3,2.83,0,2,6.9,66.7,18,12,5.3,30,65.2,1,11,,,,70.3,75.1,76.2,74.2,,61.3,,0,1,32,25.0,128.5,10.0,3,0,0,2,3,2,6.3,319,11.8,80.8,26,26,6.7,2.46,0,1,3.6,80.8,21,11,0.0,30,65.2,0,11,,,,70.3,69.3,76.2,66.7,,65.3,,0,1,32,27.3,117.0,10.0,3,1,0,0,2,2,6.3,254,9.8,85.7,14,16,8.3,2.43,0,1,5.9,68.8,11,2,8.3,16,34.8,1,6,,,,66.7,76.0,71.8,75.4,,,,0,0,17,0.0,125.0,0.0,0,0,0,2,1,0,0.0,172,10.8,0,93.3,15,15,-2.9,1.74,0,0,0.0,93.3,14,1,0.0,16,34.8,0,6,,,,66.7,65.4,71.8,62.1,,63.1,,0,0,17,0.0,96.4,0.0,0,1,0,0,0,0,0.0,107,7.1,0.98
Jake Haener,60596,QB,FRESNO ST,1,14.66,0,46,169,60.0,35,36,14.6,2.67,0,2,5.0,58.3,21,15,0.0,39,84.8,0,11,,,,69.6,67.5,77.1,67.6,,57.0,,0,0,43,13.3,93.4,5.1,2,1,0,1,1,1,2.3,289,8.0,60.0,30,31,12.0,2.33,0,1,3.0,58.1,18,10,0.0,34,73.9,0,9,,,,69.1,61.7,76.7,60.6,,60.0,,0,0,36,20.0,87.0,5.9,2,0,0,1,1,1,2.8,192,6.2,72.7,11,11,11.9,2.83,0,1,7.7,72.7,8,6,0.0,12,26.1,0,2,,,,66.2,73.8,71.4,76.3,,57.3,,0,0,14,0.0,105.9,0.0,0,1,0,0,0,0,0.0,114,10.4,0,83.3,6,6,-3.5,1.27,0,0,0.0,83.3,5,1,0.0,7,15.2,0,0,,,,64.6,58.3,69.1,58.1,,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,2.8,4.17
Jarret Doege,60353,QB,W VIRGINIA,1,-14.03,0,46,343,78.9,38,43,9.9,2.73,3,5,10.9,62.8,27,8,10.0,43,93.5,3,17,,,,69.9,86.6,26.2,86.0,,65.6,,0,2,47,0.0,92.1,0.0,0,0,0,2,3,1,2.1,349,8.1,78.1,32,35,7.7,2.64,1,3,7.9,68.6,24,8,4.0,35,76.1,1,13,,,,69.4,79.0,22.9,78.4,,65.6,,0,1,39,0.0,90.7,0.0,0,0,0,2,1,1,2.6,284,8.1,88.9,9,11,14.2,2.85,2,2,18.2,54.5,6,0,25.0,11,23.9,2,5,,,,65.6,90.0,70.4,89.1,,,,0,1,11,,81.8,0.0,0,0,0,0,2,0,0.0,86,7.8,0,100.0,3,3,-1.0,2.17,0,0,0.0,100.0,3,0,0.0,3,6.5,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0,-0.29
Jake Bentley,40788,QB,S ALABAMA,1,1.09,0,45,288,74.2,31,32,12.7,2.57,0,3,9.1,68.8,22,13,4.3,37,82.2,1,14,,,,68.9,84.2,76.6,84.0,,60.7,,0,1,38,23.1,114.5,8.1,3,2,0,1,4,0,0.0,219,6.8,73.9,23,23,11.1,2.18,0,3,13.0,73.9,17,8,0.0,28,62.2,0,7,,,,68.0,83.3,75.9,83.7,,60.7,,0,1,28,25.0,85.8,7.1,2,2,0,0,1,0,0.0,142,6.2,86.7,15,16,7.3,2.59,0,0,0.0,75.0,12,5,7.7,17,37.8,1,7,,,,66.8,73.6,72.0,73.0,,,,0,0,18,20.0,131.8,5.9,1,0,0,1,3,0,0.0,106,6.6,0,100.0,7,7,-4.0,1.25,0,0,0.0,100.0,7,0,0.0,8,17.8,0,0,,,,64.9,64.8,69.5,64.5,,,,0,0,8,,83.9,0.0,0,0,0,0,0,0,0.0,29,4.1,0.46
Chevan Cordeiro,75886,QB,HAWAII,1,-11.29,0,44,180,60.0,35,35,13.1,3.29,0,4,11.1,54.3,19,13,9.5,40,90.9,2,12,,,,35.1,72.3,76.4,78.6,,47.3,,0,1,43,15.4,97.7,5.0,2,3,0,0,3,0,0.0,283,8.1,64.5,31,31,9.7,3.06,0,2,6.3,61.3,19,10,5.0,35,79.5,1,10,,,,31.9,67.4,76.1,72.8,,48.7,,0,0,38,20.0,104.6,5.7,2,2,0,0,2,0,0.0,223,7.2,62.5,8,8,17.6,3.69,0,2,25.0,50.0,4,4,20.0,9,20.5,1,3,,,,65.1,79.1,69.8,82.6,,57.3,,0,1,9,0.0,81.8,0.0,0,1,0,0,1,0,0.0,73,9.1,0,100.0,4,4,-3.8,2.2,0,0,0.0,100.0,4,1,0.0,4,9.1,0,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,0.0,80.2,0.0,0,0,0,0,0,0,0.0,13,3.3,1.94
Layne Hatcher,82068,QB,ARK STATE,1,-24.36,0,44,113,66.7,30,33,12.5,3.03,0,0,0.0,51.5,17,18,15.0,39,88.6,3,12,,,,69.1,66.8,76.4,66.9,,58.4,,0,3,42,16.7,30.1,7.7,3,3,0,3,0,4,9.5,182,5.5,70.8,24,26,9.3,2.59,0,0,0.0,57.7,15,15,11.8,29,65.9,2,9,,,,68.2,69.5,75.6,68.7,,,,0,3,30,20.0,37.2,10.3,3,0,0,2,0,3,10.0,166,6.4,60.0,10,12,14.2,3.53,0,0,0.0,33.3,4,5,33.3,15,34.1,2,3,,,,66.7,60.1,71.8,61.0,,58.4,,0,0,17,0.0,42.4,0.0,0,3,0,2,0,1,5.9,20,1.7,0,75.0,4,5,-2.8,2.0,0,0,0.0,40.0,2,2,33.3,5,11.4,1,0,,,,63.8,62.6,68.1,62.4,,,,0,0,5,0.0,47.9,0.0,0,0,0,1,0,0,0.0,4,0.8,-4.71
Will Rogers,124184,QB,MISS STATE,1,9.38,0,43,227,93.1,29,29,6.0,2.75,0,1,3.1,89.7,26,6,3.7,33,76.7,1,14,,,,68.7,82.6,77.2,86.0,,51.8,,0,0,36,33.3,119.5,6.1,2,2,0,0,1,0,0.0,288,9.9,93.8,32,32,4.2,2.42,0,1,3.0,90.6,29,5,3.3,36,83.7,1,11,,,,68.8,77.5,77.3,80.7,,51.8,,0,0,37,40.0,101.8,5.6,2,2,0,0,0,0,0.0,270,8.4,100.0,7,7,2.0,2.56,0,0,0.0,100.0,7,1,0.0,7,16.3,0,5,,,,65.1,82.4,69.8,81.8,,,,0,0,9,0.0,150.3,0.0,0,0,0,0,1,0,0.0,74,10.6,0,100.0,10,10,-2.4,1.41,0,0,0.0,100.0,10,0,0.0,10,23.3,0,2,,,,65.4,68.0,70.1,67.7,,,,0,0,10,,90.0,0.0,0,0,0,0,0,0,0.0,56,5.6,2.13
Will Plummer,131592,QB,ARIZONA,1,25.0,0,43,109,73.1,26,30,12.2,3.12,0,2,6.3,56.7,17,17,10.5,39,90.7,2,17,,,,69.1,79.1,77.1,78.9,57.9,65.5,,0,0,41,23.5,83.1,10.3,4,5,0,4,0,0,0.0,243,8.1,66.7,18,22,10.1,2.99,0,2,8.7,50.0,11,16,8.3,31,72.1,1,10,,,,68.4,73.3,76.4,71.9,59.7,65.5,,0,0,32,25.0,71.8,12.9,4,5,0,4,0,0,0.0,148,6.7,83.3,12,12,10.4,2.82,0,0,0.0,75.0,9,1,10.0,12,27.9,1,7,,,,66.0,80.1,71.5,80.7,59.3,,,0,0,13,0.0,104.2,0.0,0,0,0,0,0,0,0.0,114,9.5,0,75.0,4,4,-2.8,1.2,0,0,0.0,75.0,3,0,0.0,4,9.3,0,0,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,2.77
Sam Hartman,77618,QB,WAKE,1,-18.97,0,43,339,71.4,35,37,15.2,3.11,2,5,13.2,64.9,24,14,4.0,43,100.0,1,19,,,,69.4,92.8,76.9,90.8,,86.6,,0,0,45,21.4,128.4,7.0,3,3,0,0,3,0,0.0,402,10.9,71.4,28,29,12.5,3.19,1,4,13.8,69.0,20,10,0.0,33,76.7,0,16,,,,68.5,93.0,76.1,91.1,,84.4,,0,0,33,10.0,123.3,3.0,1,3,0,0,2,0,0.0,284,9.8,71.4,7,8,26.3,2.85,1,1,11.1,50.0,4,4,20.0,10,23.3,1,3,,,,65.8,78.4,70.7,74.5,,64.3,,0,0,12,50.0,135.4,20.0,2,0,0,0,1,0,0.0,118,14.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,4.96
Todd Centeio,60552,QB,COLO STATE,1,20.74,0,42,144,79.3,29,33,10.4,3.46,2,4,11.4,60.6,20,18,13.0,39,92.9,3,16,,,,70.8,89.8,77.0,83.7,60.0,77.3,,0,0,42,5.6,95.4,2.6,1,5,0,2,1,1,2.4,259,7.8,73.3,15,17,6.1,3.08,0,0,0.0,52.9,9,11,18.2,20,47.6,2,5,,,,69.8,57.5,75.7,41.3,,76.9,,0,0,22,9.1,62.6,5.0,1,2,0,2,0,1,4.5,67,3.9,88.2,17,19,12.2,3.59,2,4,20.0,73.7,14,8,6.7,22,52.4,1,12,,,,67.5,94.9,73.0,94.9,60.0,66.4,,0,0,23,0.0,126.9,0.0,0,3,0,0,1,0,0.0,209,11.0,0,100.0,3,3,-1.3,1.83,0,0,0.0,100.0,3,1,0.0,3,7.1,0,1,,,,62.7,64.0,66.6,63.8,,,,0,0,3,0.0,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,7.06
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.38,0,42,215,75.0,32,34,11.8,2.74,0,2,5.1,67.6,23,10,4.2,36,85.7,1,19,,,,71.9,82.6,77.8,82.0,,63.7,,0,0,41,20.0,128.6,5.6,2,0,0,2,2,0,0.0,412,12.1,76.9,26,28,8.9,2.66,0,1,3.4,64.3,18,7,10.0,30,71.4,2,13,,,,71.6,80.8,77.3,80.4,,63.7,,0,0,31,28.6,92.0,6.7,2,0,0,2,0,0,0.0,244,8.7,72.7,11,12,11.8,2.52,0,1,6.3,66.7,8,3,0.0,12,28.6,0,7,,,,66.5,74.1,71.6,73.5,,,,0,0,16,0.0,149.3,0.0,0,0,0,1,2,0,0.0,175,14.6,0,80.0,5,6,-3.2,1.95,0,0,0.0,50.0,3,0,25.0,6,14.3,1,1,,,,64.2,63.4,68.6,63.2,,,,0,0,6,,56.3,0.0,0,0,0,1,0,0,0.0,7,1.2,5.87
Matt Corral,83517,QB,OLE MISS,1,9.26,0,42,226,64.5,31,33,10.5,2.78,0,0,0.0,54.5,18,11,10.0,38,90.5,2,15,,,,70.8,76.8,76.9,76.4,,63.5,,1,1,41,9.1,69.5,2.6,1,4,0,1,0,1,2.4,274,8.3,66.7,9,10,10.0,2.74,0,0,0.0,50.0,5,4,16.7,11,26.2,1,2,,,,69.3,75.0,74.9,75.0,,62.8,,0,0,12,25.0,68.3,9.1,1,0,0,1,0,0,0.0,59,5.9,65.4,26,27,8.7,2.65,0,0,0.0,59.3,16,7,5.9,31,73.8,1,14,,,,68.5,71.7,74.1,71.2,,62.1,,1,1,33,0.0,71.5,0.0,0,4,0,0,0,1,3.0,230,8.5,0,75.0,4,4,-1.8,1.58,0,0,0.0,75.0,3,0,0.0,4,9.5,0,1,,,,63.3,57.2,67.4,57.1,,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,15,3.8,2.62
