player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Devon Dampier,171556,QB,UTAH,1,22.5,0,14,328,50.0,12,13,12.3,3.49,0,0,0.0,46.2,6,5,0.0,14,100.0,0,6,,,,,71.1,62.9,76.7,,61.0,59.6,63.0,,,0,0,14,20.0,105.8,7.1,1,0,0,1,2,0,0.0,80,6.2,42.9,7,8,13.1,4.2,0,0,0.0,37.5,3,4,0.0,9,64.3,0,3,,,,,71.1,66.5,76.2,,65.4,,63.0,,,0,0,9,25.0,87.5,11.1,1,0,0,1,1,0,0.0,28,3.5,60.0,5,5,11.2,2.22,0,0,0.0,60.0,3,1,0.0,5,35.7,0,3,,,,,63.8,54.0,69.2,,54.3,59.6,,,,0,0,5,0.0,135.0,0.0,0,0,0,0,1,0,0.0,52,10.4,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.9
Evan Bullock,170452,QB,LA TECH,1,-9.52,0,13,208,55.6,9,9,8.9,2.77,0,0,0.0,44.4,4,2,20.0,12,92.3,1,3,,,,,66.0,59.0,0.0,,58.3,,64.3,,,0,0,13,100.0,55.8,16.7,2,1,0,0,0,0,0.0,36,4.0,57.1,7,7,5.6,2.65,0,0,0.0,42.9,3,1,25.0,8,61.5,1,2,,,,,64.9,66.3,0.0,,71.8,,,,,0,0,8,100.0,57.4,12.5,1,0,0,0,0,0,0.0,33,4.7,33.3,3,3,12.3,2.64,0,0,0.0,33.3,1,1,0.0,5,38.5,0,1,,,,,64.2,46.7,68.6,,38.5,,64.3,,,0,0,6,100.0,42.4,20.0,1,1,0,0,0,0,0.0,3,1.0,0,0.0,1,1,-4.0,1.2,0,0,0.0,0.0,0,0,,1,7.7,0,0,,,,,60.3,54.8,63.6,,55.3,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-3.71
Trey Kukuk,198675,QB,LA TECH,1,57.14,0,12,208,50.0,6,7,4.0,3.02,0,0,0.0,42.9,3,4,0.0,10,83.3,0,1,,,,,71.6,27.9,0.0,,24.0,,58.3,,,0,1,11,25.0,10.7,10.0,1,2,1,0,0,2,18.2,19,2.7,50.0,6,7,2.8,1.76,0,0,0.0,42.9,3,0,0.0,7,58.3,0,0,,,,,71.6,29.0,73.1,,23.7,,62.3,,,0,1,8,,10.7,0.0,0,0,1,0,0,2,25.0,8,1.1,100.0,2,2,-0.5,4.1,0,0,0.0,100.0,2,4,0.0,5,41.7,0,1,,,,16.4,63.8,29.9,0.0,,60.2,41.7,52.9,,,0,0,5,25.0,100.0,20.0,1,2,0,0,0,0,0.0,16,8.0,0,100.0,2,2,-4.0,1.3,0,0,0.0,100.0,2,0,0.0,2,16.7,0,0,,,,16.4,61.8,43.6,66.6,,62.6,41.7,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,6.86
Jackson Brousseau,173480,QB,COLO STATE,1,-80.0,0,12,144,83.3,6,8,3.2,3.03,0,0,0.0,62.5,5,6,0.0,9,75.0,0,0,,,,,20.8,36.4,73.1,,53.7,,35.3,,,1,0,12,16.7,67.2,11.1,1,0,0,1,0,0,0.0,25,3.1,100.0,8,10,0.3,2.57,0,0,0.0,80.0,8,7,0.0,11,91.7,0,0,,,,,21.5,43.9,73.3,,59.4,,42.2,,,1,0,13,14.3,82.5,9.1,1,0,0,1,0,0,0.0,38,3.8,0.0,1,1,8.0,3.6,0,0,0.0,0.0,0,0,,1,8.3,0,0,,,,,61.8,46.1,65.5,,52.8,,57.3,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,3,3,-3.0,1.53,0,0,0.0,100.0,3,1,0.0,3,25.0,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,0.0,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,-3.8
Tristan Ti'a,204242,QB,OREGON ST,1,-27.78,0,12,265,72.7,11,11,11.7,2.83,0,2,15.4,72.7,8,3,0.0,12,100.0,0,7,,,,,67.1,94.3,72.4,,93.9,,63.0,,,0,0,14,33.3,154.4,8.3,1,0,0,0,2,1,7.1,141,12.8,77.8,9,9,13.7,2.83,0,2,18.2,77.8,7,3,0.0,10,83.3,0,6,,,,,66.8,94.1,72.0,,93.8,,63.0,,,0,0,12,33.3,155.8,10.0,1,0,0,0,1,1,8.3,138,15.3,50.0,2,2,3.0,2.8,0,0,0.0,50.0,1,0,0.0,2,16.7,0,1,,,,,61.8,73.4,65.5,,72.9,,,,,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,3,1.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.83
Maalik Murphy,157302,QB,OREGON ST,1,26.67,0,11,265,63.6,11,11,11.5,3.07,0,1,9.1,45.5,5,4,28.6,11,100.0,2,2,,,,,65.6,79.7,73.1,,79.3,,,,,0,0,11,0.0,61.2,0.0,0,0,0,0,0,0,0.0,56,5.1,50.0,6,6,6.8,2.68,0,0,0.0,33.3,2,2,33.3,6,54.5,1,0,,,,,64.2,60.0,72.4,,58.9,,,,,0,0,6,0.0,42.4,0.0,0,0,0,0,0,0,0.0,12,2.0,80.0,5,5,17.2,3.54,0,1,20.0,60.0,3,2,25.0,5,45.5,1,2,,,,,63.8,90.9,68.1,,90.6,,,,,0,0,5,0.0,88.8,0.0,0,0,0,0,0,0,0.0,44,8.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.8
Jayden Denegal,158533,QB,S DIEGO ST,1,-9.52,0,11,284,66.7,6,6,8.8,3.3,0,0,0.0,50.0,3,1,25.0,7,63.6,1,1,,,,,71.0,56.3,75.8,,47.2,,61.9,,,0,0,7,0.0,58.3,0.0,0,1,0,0,0,0,0.0,21,3.5,100.0,3,3,-2.0,3.4,0,0,0.0,66.7,2,1,33.3,4,36.4,1,0,,,,,71.1,66.3,75.6,,63.9,,61.9,,,0,0,4,0.0,70.1,0.0,0,1,0,0,0,0,0.0,-3,-1.0,57.1,7,7,6.7,2.41,0,0,0.0,57.1,4,0,0.0,7,63.6,0,1,,,,,64.6,38.8,69.1,,39.0,,,,,0,0,7,,62.2,0.0,0,0,0,0,0,0,0.0,20,2.9,0,75.0,4,4,-3.0,1.85,0,0,0.0,75.0,3,0,0.0,4,36.4,0,0,,,,,63.3,50.2,67.4,,50.2,,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,-4,-1.0,3.86
Gunnar Gray,171202,QB,BUFFALO,1,-66.67,0,9,126,75.0,8,9,9.0,2.32,1,1,10.0,66.7,6,0,0.0,9,100.0,0,2,,,,,65.4,60.6,71.6,,60.1,,,,,0,1,10,,80.1,0.0,0,0,0,0,1,1,10.0,54,6.0,75.0,8,9,9.0,2.32,1,1,10.0,66.7,6,0,0.0,9,100.0,0,2,,,,,65.4,60.6,71.6,,60.1,,,,,0,1,10,,80.1,0.0,0,0,0,0,1,1,10.0,54,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Kemper Hodges,186426,QB,AIR FORCE,1,0.0,0,9,101,85.7,7,8,10.3,3.19,0,1,11.1,50.0,4,3,33.3,9,100.0,2,3,,,,,72.1,73.0,74.2,,71.6,,65.1,,,0,0,10,0.0,60.9,0.0,0,1,0,1,0,0,0.0,33,4.1,80.0,5,6,12.4,3.43,0,1,14.3,50.0,3,2,25.0,7,77.8,1,3,,,,,72.1,75.2,74.0,,75.7,,65.1,,,0,0,8,0.0,65.3,0.0,0,1,0,1,0,0,0.0,31,5.2,100.0,2,2,5.0,2.35,0,0,0.0,50.0,1,1,50.0,2,22.2,1,0,,,,,61.8,56.3,65.5,,56.3,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.17
JJ Kohl,174674,QB,APP STATE,1,-85.71,0,8,108,80.0,5,6,14.8,2.23,0,1,14.3,66.7,4,2,0.0,6,75.0,0,3,,,,,64.6,73.3,69.1,,72.9,,,,,0,0,7,0.0,144.4,0.0,0,0,0,1,1,0,0.0,68,11.3,100.0,6,7,6.0,2.01,0,1,14.3,85.7,6,2,0.0,7,87.5,0,3,,,,,64.6,86.3,69.1,,85.6,,,,,0,0,7,0.0,154.5,0.0,0,0,0,1,1,0,0.0,81,11.6,0.0,1,1,33.0,2.8,0,0,0.0,0.0,0,0,,1,12.5,0,0,,,,,61.8,44.8,65.5,,45.2,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-2.5,1.75,0,0,0.0,100.0,2,0,0.0,2,25.0,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,-11.57
Kamario Taylor,198868,QB,MISS STATE,1,25.0,0,8,227,100.0,5,5,3.6,3.21,0,0,0.0,80.0,4,4,20.0,8,100.0,1,4,,,,,71.1,57.0,0.0,,61.6,54.3,59.7,,,0,0,10,50.0,135.4,25.0,2,1,0,0,1,0,0.0,35,7.0,100.0,4,4,6.0,3.07,0,0,0.0,75.0,3,3,25.0,7,87.5,1,4,,,,,71.0,59.5,0.0,,60.9,60.0,61.8,,,0,0,8,66.7,133.3,28.6,2,1,0,0,1,0,0.0,28,7.0,100.0,1,1,-6.0,4.2,0,0,0.0,100.0,1,1,0.0,1,12.5,0,0,,,,,61.8,52.4,66.6,,60.4,54.3,57.3,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,60.0,63.8,,,60.0,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tama Amisone,199154,QB,S JOSE ST,1,-80.0,0,7,285,80.0,5,5,15.8,5.11,0,2,40.0,80.0,4,4,0.0,7,100.0,0,4,,,,,67.1,91.5,70.4,,90.5,,71.0,,,0,0,7,0.0,115.8,0.0,0,2,0,0,0,0,0.0,59,11.8,80.0,5,5,15.8,5.12,0,2,40.0,80.0,4,3,0.0,6,85.7,0,3,,,,,67.0,90.8,70.1,,90.5,,66.9,,,0,0,6,0.0,115.8,0.0,0,1,0,0,0,0,0.0,59,11.8,,0,0,,5.1,0,0,,,0,1,,1,14.3,0,1,,,,,60.3,69.8,63.6,,,,64.3,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.8
Samari Collier,144801,QB,COAST CAR,1,-40.0,0,7,141,40.0,5,6,13.6,2.57,1,0,0.0,33.3,2,2,0.0,7,100.0,0,2,,,,,23.4,50.2,72.4,,47.1,,59.4,,,0,0,10,0.0,42.4,0.0,0,1,0,0,0,0,0.0,18,3.0,50.0,4,5,16.5,2.67,1,0,0.0,40.0,2,2,0.0,6,85.7,0,2,,,,,22.9,52.5,72.2,,49.9,,59.4,,,0,0,9,0.0,50.4,0.0,0,1,0,0,0,0,0.0,18,3.6,0.0,1,1,2.0,2.0,0,0,0.0,0.0,0,0,,1,14.3,0,0,,,,,60.3,56.0,63.6,,56.8,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.6
Ryan Browne,174949,QB,PURDUE,1,-20.0,0,7,273,20.0,5,6,15.0,3.67,0,0,0.0,16.7,1,5,0.0,7,100.0,0,1,,,,,66.2,28.0,71.4,,28.0,,57.5,,,0,1,8,20.0,0.0,14.3,1,0,0,1,0,2,25.0,17,2.8,25.0,4,5,12.8,3.7,0,0,0.0,20.0,1,4,0.0,6,85.7,0,1,,,,,65.7,34.1,71.0,,34.2,,57.5,,,0,1,6,25.0,1.7,16.7,1,0,0,1,0,1,16.7,17,3.4,0.0,1,1,24.0,3.5,0,0,0.0,0.0,0,1,,1,14.3,0,0,,,,,61.8,29.4,65.5,,29.6,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.4
Brennen Ward,200146,QB,KENTUCKY,1,-50.0,0,6,202,100.0,5,6,5.2,2.6,1,0,0.0,50.0,3,1,40.0,6,100.0,2,1,,,,,64.6,80.9,71.0,,80.5,,,,,0,0,7,0.0,61.1,0.0,0,0,0,0,0,0,0.0,25,4.2,100.0,5,6,5.2,2.6,1,0,0.0,50.0,3,1,40.0,6,100.0,2,1,,,,,64.2,84.0,70.7,,83.7,,,,,0,0,6,0.0,61.1,0.0,0,0,0,0,0,0,0.0,25,4.2,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,,60.3,58.9,63.6,,58.9,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.17
Eli Holstein,172381,QB,PITTSBURGH,1,-33.33,0,6,268,50.0,6,6,14.8,2.85,0,0,0.0,50.0,3,3,0.0,6,100.0,0,1,,,,,66.2,39.3,71.4,,39.5,,58.1,,,0,0,8,0.0,99.3,0.0,0,0,0,0,1,1,12.5,23,3.8,66.7,3,3,3.3,3.03,0,0,0.0,66.7,2,2,0.0,3,50.0,0,1,,,,,65.5,53.8,70.7,,55.8,,58.1,,,0,0,5,0.0,125.0,0.0,0,0,0,0,1,0,0.0,20,6.7,33.3,3,3,26.3,2.67,0,0,0.0,33.3,1,1,0.0,3,50.0,0,0,,,,,62.7,32.6,66.6,,33.2,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,1,33.3,3,1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.67
Zach Wilcke,156836,QB,CHARLOTTE,1,-60.0,0,6,136,75.0,4,5,13.3,3.47,0,0,0.0,60.0,3,3,0.0,6,100.0,0,2,,,,,64.2,46.5,0.0,,58.2,,57.0,,,0,1,6,0.0,50.8,0.0,0,1,0,1,0,1,16.7,46,9.2,75.0,4,5,13.3,3.47,0,0,0.0,60.0,3,3,0.0,6,100.0,0,2,,,,,64.2,46.5,0.0,,58.2,,57.0,,,0,1,6,0.0,50.8,0.0,0,1,0,1,0,1,16.7,46,9.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-9.2
Jalen Macon,153929,QB,N ILLINOIS,1,-33.33,0,6,254,50.0,2,2,16.0,4.0,0,0,0.0,50.0,1,0,0.0,4,66.7,0,2,,,,,72.8,67.4,74.7,,59.9,,64.9,,,0,0,4,,135.4,0.0,0,2,0,0,1,0,0.0,67,33.5,100.0,1,1,-2.0,1.3,0,0,0.0,100.0,1,0,0.0,1,16.7,0,0,,,,,73.0,68.3,74.4,,60.4,,64.7,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,66.7,3,3,12.3,3.54,0,0,0.0,66.7,2,0,0.0,5,83.3,0,2,,,,,63.8,62.9,68.1,,61.0,,61.6,,,0,0,5,,149.3,0.0,0,2,0,0,1,0,0.0,73,24.3,0,100.0,2,2,1.5,1.5,0,0,0.0,100.0,2,0,0.0,2,33.3,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,24.33
Mason Drube,200056,QB,WYOMING,1,-50.0,0,6,351,50.0,4,4,5.8,3.48,0,0,0.0,50.0,2,2,0.0,6,100.0,0,1,,,,,68.0,40.6,69.8,,37.0,,56.7,,,0,0,6,50.0,57.3,16.7,1,1,0,0,0,1,16.7,13,3.3,50.0,4,4,5.8,3.48,0,0,0.0,50.0,2,2,0.0,6,100.0,0,1,,,,,68.0,40.6,69.8,,37.0,,56.7,,,0,0,6,50.0,57.3,16.7,1,1,0,0,0,1,16.7,13,3.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.25
Robert McDaniel,199153,QB,S JOSE ST,1,-25.0,0,5,285,25.0,4,4,11.3,2.9,0,0,0.0,25.0,1,1,0.0,5,100.0,0,1,,,,,64.2,37.1,69.5,,37.1,,,,,0,1,6,100.0,0.0,20.0,1,0,0,0,0,1,16.7,12,3.0,25.0,4,4,11.3,2.9,0,0,0.0,25.0,1,1,0.0,5,100.0,0,1,,,,,64.2,37.1,69.5,,37.1,,,,,0,1,6,100.0,0.0,20.0,1,0,0,0,0,1,16.7,12,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.0
Kai Horton,144418,QB,WASHINGTON,1,50.0,0,5,340,66.7,3,3,12.7,3.48,0,0,0.0,66.7,2,3,0.0,5,100.0,0,3,,,,,67.9,81.8,71.0,,75.5,,68.7,,,0,0,5,33.3,109.0,20.0,1,1,0,0,0,0,0.0,37,12.3,50.0,2,2,13.0,2.77,0,0,0.0,50.0,1,2,0.0,3,60.0,0,1,,,,,67.7,70.8,70.4,,66.5,,63.8,,,0,0,3,50.0,95.8,33.3,1,0,0,0,0,0,0.0,25,12.5,100.0,1,1,12.0,4.55,0,0,0.0,100.0,1,1,0.0,2,40.0,0,2,,,,,61.8,82.0,65.5,,72.6,,64.1,,,0,0,2,0.0,116.7,0.0,0,1,0,0,0,0,0.0,12,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-0.5
Byrd Ficklin,199457,QB,UTAH,1,100.0,0,4,328,100.0,2,2,9.0,2.97,0,0,0.0,100.0,2,0,0.0,3,75.0,0,3,,,,,70.4,95.0,73.9,,82.9,59.1,91.7,,,0,0,3,,114.6,0.0,0,1,0,0,0,0,0.0,23,11.5,100.0,1,1,0.0,1.1,0,0,0.0,0.0,0,0,100.0,1,25.0,1,0,,,,,70.5,93.6,73.6,,60.6,59.1,91.3,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,9.0,2.97,0,0,0.0,100.0,2,0,0.0,3,75.0,0,3,,,,,62.7,88.5,66.6,,82.9,,64.0,,,0,0,3,,114.6,0.0,0,1,0,0,0,0,0.0,23,11.5,0,100.0,1,1,0.0,1.1,0,0,0.0,0.0,0,0,100.0,1,25.0,1,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,11.5
Brock Thomas,176601,QB,OREGON,1,0.0,0,4,264,100.0,3,3,6.0,2.38,0,0,0.0,100.0,3,1,0.0,4,100.0,0,1,,,,,63.3,67.1,69.8,,75.4,,57.0,,,0,0,4,0.0,101.4,0.0,0,1,0,0,0,0,0.0,25,8.3,100.0,2,2,7.0,2.57,0,0,0.0,100.0,2,1,0.0,3,75.0,0,1,,,,,62.7,66.6,69.5,,75.4,,57.0,,,0,0,3,0.0,110.4,0.0,0,1,0,0,0,0,0.0,21,10.5,100.0,1,1,4.0,1.8,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.5
Lincoln Kienholz,170256,QB,OHIO STATE,1,-100.0,0,4,260,100.0,3,3,10.3,3.15,0,0,0.0,100.0,3,1,0.0,4,100.0,0,3,,,,,63.3,74.9,70.4,,81.2,,57.3,,,0,0,4,0.0,113.9,0.0,0,1,0,0,0,0,0.0,34,11.3,100.0,3,3,10.3,2.33,0,0,0.0,100.0,3,1,0.0,3,75.0,0,3,,,,,62.7,81.6,70.1,,81.2,,,,,0,0,3,0.0,113.9,0.0,0,0,0,0,0,0,0.0,34,11.3,,0,0,,5.6,0,0,,,0,0,,1,25.0,0,0,,,,,60.3,53.9,63.6,,,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.33
Brady Davidson,199832,QB,N ILLINOIS,1,50.0,0,4,254,66.7,3,3,14.7,2.67,0,1,33.3,66.7,2,0,0.0,3,75.0,0,2,,,,,64.8,85.2,73.0,,86.7,,60.0,,,0,0,3,,147.2,0.0,0,0,0,0,1,0,0.0,36,12.0,50.0,2,2,3.0,2.45,0,0,0.0,50.0,1,0,0.0,2,50.0,0,1,,,,,64.4,66.7,72.8,,64.9,,60.0,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,100.0,2,2,18.0,2.35,0,1,50.0,100.0,2,0,0.0,2,50.0,0,1,,,,,61.8,89.2,65.5,,88.3,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,37,18.5,0,100.0,1,1,-2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,16.0
Emory Williams,170099,QB,MIAMI FL,1,50.0,0,3,220,50.0,2,2,9.5,2.1,0,0,0.0,50.0,1,0,0.0,2,66.7,0,1,,,,,61.8,67.0,67.4,,66.6,,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,50.0,2,2,9.5,2.1,0,0,0.0,50.0,1,0,0.0,2,66.7,0,1,,,,,61.8,67.0,67.4,,66.6,,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-5.5
