player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jaxson Dart,146409,QB,USC,1,23.57,0,51,326,64.7,34,37,13.6,2.67,1,3,7.1,51.4,19,14,13.6,41,80.4,3,11,,,,70.3,68.8,77.6,70.7,,51.8,,2,2,47,21.4,62.7,7.3,3,1,0,0,1,3,6.4,278,7.5,65.6,32,35,10.9,2.61,1,1,2.5,51.4,18,11,14.3,38,74.5,3,10,,,,70.1,62.7,77.5,64.5,,51.8,,2,2,44,18.2,47.9,5.3,2,1,0,0,0,3,6.8,225,6.4,75.0,12,12,7.7,2.01,0,2,15.4,75.0,9,4,0.0,13,25.5,0,3,,,,66.2,80.4,71.2,79.8,,,,0,0,14,25.0,127.1,7.7,1,0,0,0,1,0,0.0,100,8.3,0,80.0,10,10,-2.0,1.6,0,0,0.0,80.0,8,1,0.0,10,19.6,0,2,,,,65.6,63.8,70.4,63.5,,,,0,0,11,0.0,86.3,0.0,0,0,0,0,0,0,0.0,47,4.7,1.9
Chevan Cordeiro,75886,QB,HAWAII,1,13.54,0,51,180,66.7,30,34,14.9,3.15,0,3,8.8,50.0,17,25,15.0,43,84.3,3,14,,,,40.0,74.7,77.0,79.9,,55.7,,1,0,44,12.0,107.0,7.0,3,6,0,3,2,0,0.0,356,10.5,69.0,29,32,11.8,3.07,0,2,6.3,53.1,17,22,15.0,41,80.4,3,14,,,,39.5,70.0,77.0,74.7,,55.7,,1,0,43,13.6,111.2,7.3,3,6,0,2,2,0,0.0,338,10.6,75.0,8,9,10.5,2.6,0,1,11.1,66.7,6,4,0.0,10,19.6,0,3,,,,65.4,72.5,70.1,76.1,,57.3,,0,0,10,0.0,89.1,0.0,0,1,0,1,0,0,0.0,68,7.6,0,85.7,7,7,-2.9,2.09,0,0,0.0,85.7,6,1,0.0,8,15.7,0,3,,,,65.1,55.4,69.8,59.1,,57.3,,0,0,9,0.0,96.4,0.0,0,1,0,0,0,0,0.0,50,7.1,-3.0
Steven Krajewski,77650,QB,UCONN,1,-12.12,0,50,146,50.0,30,36,11.0,2.56,3,0,0.0,38.9,14,24,6.7,42,84.0,1,9,,,,70.9,55.1,77.0,46.8,,74.3,,1,3,43,16.7,13.5,9.5,4,2,0,2,0,3,7.0,119,3.3,58.6,29,33,6.3,2.21,2,0,0.0,45.5,15,17,11.8,39,78.0,2,8,,,,70.7,61.7,76.8,52.5,,77.8,,1,2,40,23.5,33.6,10.3,4,1,0,1,0,2,5.0,150,4.5,42.9,7,9,16.6,2.76,1,0,0.0,33.3,3,8,0.0,11,22.0,0,2,,,,65.6,43.3,70.4,44.7,,57.8,,0,1,11,0.0,2.8,0.0,0,1,0,1,0,1,9.1,24,2.7,0,83.3,6,6,-5.0,1.15,0,0,0.0,66.7,4,1,20.0,8,16.0,1,1,,,,64.9,62.3,69.5,62.0,,,,0,0,8,0.0,95.8,0.0,0,0,0,0,0,0,0.0,55,9.2,-1.88
Bailey Zappe,60396,QB,W KENTUCKY,1,-12.05,0,50,346,75.8,33,35,10.9,2.64,2,3,7.3,71.4,25,1,0.0,36,72.0,0,16,,,,69.1,62.8,76.3,63.2,,57.3,,0,2,42,0.0,99.1,0.0,0,1,0,0,2,2,4.8,355,10.1,84.2,38,39,7.6,2.08,1,3,7.0,82.1,32,1,0.0,39,78.0,0,21,,,,69.2,62.4,76.4,61.6,,,,0,2,43,0.0,124.1,0.0,0,0,0,0,5,2,4.7,367,9.4,77.8,9,10,5.9,2.85,1,0,0.0,70.0,7,0,0.0,11,22.0,0,5,,,,66.0,69.1,71.0,72.0,,57.3,,0,0,13,,136.7,0.0,0,1,0,0,1,0,0.0,103,10.3,0,100.0,14,14,-1.4,1.24,0,0,0.0,100.0,14,0,0.0,14,28.0,0,10,,,,66.2,69.2,71.2,68.8,,,,0,0,14,,140.5,0.0,0,0,0,0,4,0,0.0,115,8.2,0.89
Frank Harris,60586,QB,UTSA,1,-21.45,0,48,331,76.0,25,28,12.0,3.26,1,3,10.0,64.3,18,14,5.3,40,83.3,1,15,,,,22.1,73.2,76.7,68.7,,69.4,,0,0,42,42.9,134.5,15.0,6,6,0,2,3,2,4.8,290,10.4,79.2,24,25,9.7,3.11,0,3,11.1,76.0,19,9,0.0,34,70.8,0,13,,,,20.6,77.3,76.4,73.3,,69.4,,0,0,36,33.3,149.2,8.8,3,6,0,1,3,2,5.6,265,10.6,88.9,9,11,5.4,2.69,1,0,0.0,54.5,6,5,25.0,14,29.2,2,2,,,,66.2,57.8,71.2,57.5,,,,0,0,14,60.0,69.5,21.4,3,0,0,1,0,0,0.0,58,5.3,0,100.0,8,8,-2.4,1.61,0,0,0.0,87.5,7,0,12.5,8,16.7,1,0,,,,64.9,67.2,69.5,66.9,,,,0,0,8,,83.9,0.0,0,0,0,0,0,0,0.0,33,4.1,-5.33
Will Plummer,131592,QB,ARIZONA,1,-24.93,0,47,109,56.3,32,34,9.6,3.05,0,1,2.7,50.0,17,13,5.6,39,83.0,1,8,,,,35.9,56.3,0.0,61.4,,52.6,,2,1,42,23.1,70.5,7.7,3,2,0,0,2,2,4.8,158,4.6,72.4,29,31,5.4,2.61,0,0,0.0,61.3,19,10,9.5,35,74.5,2,8,,,,33.5,63.0,0.0,69.3,,52.6,,1,0,38,20.0,86.5,5.7,2,2,0,1,1,0,0.0,168,5.4,40.0,10,11,14.2,3.32,0,1,9.1,36.4,4,3,0.0,12,25.5,0,3,,,,65.8,47.1,70.7,47.2,,,,1,1,12,33.3,39.2,8.3,1,0,0,0,1,2,16.7,38,3.5,0,100.0,7,8,-1.4,1.51,0,0,0.0,75.0,6,0,14.3,8,17.0,1,3,,,,64.9,64.7,69.5,64.4,,,,0,0,8,,89.6,0.0,0,0,0,1,0,0,0.0,48,6.0,-1.97
Tanner McKee,131770,QB,STANFORD,1,1.54,0,47,300,69.4,36,40,8.8,2.51,2,1,2.2,57.5,23,7,8.0,43,91.5,2,12,,,,70.3,59.8,20.6,60.3,,61.4,,0,2,49,28.6,51.9,4.7,2,0,0,2,0,2,4.1,218,5.5,71.4,28,30,8.1,2.41,1,0,0.0,60.0,18,5,10.0,32,68.1,2,9,,,,69.6,57.6,13.1,58.3,,61.4,,0,1,35,40.0,59.6,6.3,2,0,0,1,0,1,2.9,154,5.1,72.7,11,13,7.9,2.7,1,1,6.3,61.5,8,3,0.0,15,31.9,0,4,,,,66.7,64.5,72.0,64.2,,,,0,1,18,33.3,48.6,6.7,1,0,0,1,0,1,5.6,85,6.5,0,100.0,3,3,-1.0,2.43,0,0,0.0,100.0,3,1,0.0,4,8.5,0,1,,,,63.3,61.5,67.4,61.4,,,,0,0,4,100.0,95.8,25.0,1,0,0,0,0,0,0.0,21,7.0,1.41
Jarret Doege,60353,QB,W VIRGINIA,1,-29.56,0,47,343,64.7,34,35,11.4,2.95,0,3,8.6,60.0,21,9,4.5,39,83.0,1,14,,,,69.4,77.5,77.4,78.8,54.3,57.0,,0,0,39,33.3,112.1,7.7,3,1,0,1,3,0,0.0,264,7.5,75.9,29,29,8.2,2.71,0,2,6.9,72.4,21,5,4.5,32,68.1,1,12,,,,68.9,83.0,77.0,85.1,54.3,57.0,,0,0,32,40.0,116.6,6.3,2,1,0,0,2,0,0.0,217,7.5,58.3,12,14,11.3,2.68,1,1,7.1,42.9,6,4,14.3,15,31.9,1,4,,,,66.4,58.4,71.4,58.2,,,,0,0,15,25.0,83.3,6.7,1,0,0,1,1,0,0.0,73,5.2,0,100.0,7,8,-1.7,1.48,1,0,0.0,75.0,6,0,14.3,8,17.0,1,2,,,,64.9,64.8,69.5,64.5,,,,0,0,8,,78.1,0.0,0,0,0,0,0,0,0.0,26,3.3,-2.27
Kenny Pickett,60515,QB,PITTSBURGH,1,-42.02,0,46,268,74.2,31,37,13.1,3.37,2,2,5.1,59.5,22,16,4.3,42,91.3,1,17,,,,70.5,69.1,77.5,72.1,59.9,51.7,,0,2,44,18.8,102.0,7.1,3,2,0,4,4,3,6.8,327,8.8,80.6,31,34,9.8,3.03,1,2,5.7,70.6,24,14,4.0,38,82.6,1,15,,,,35.4,70.3,77.2,72.3,59.9,54.3,,0,2,39,21.4,97.8,7.9,3,1,0,2,3,3,7.7,261,7.7,50.0,4,7,22.8,4.04,1,0,0.0,28.6,2,2,0.0,8,17.4,0,2,,,,65.1,55.2,69.8,58.4,,57.0,,0,0,9,0.0,113.7,0.0,0,1,0,2,1,1,11.1,79,11.3,0,100.0,4,4,-3.3,1.45,0,0,0.0,100.0,4,0,0.0,4,8.7,0,0,,,,11.1,52.1,67.4,52.1,,,,0,0,4,,80.2,0.0,0,0,0,0,0,1,25.0,13,3.3,3.61
Bryce Young,123943,QB,ALABAMA,1,8.44,0,45,103,85.7,35,36,12.0,2.98,1,4,11.1,75.0,27,9,10.0,41,91.1,3,19,,,,70.9,91.1,77.2,90.5,,70.5,,0,0,43,33.3,156.3,7.3,3,2,0,0,5,0,0.0,512,14.2,82.6,23,23,11.9,3.18,0,2,8.7,73.9,17,8,10.5,26,57.8,2,10,,,,70.1,89.7,76.3,86.8,,70.5,,0,0,27,25.0,155.3,7.7,2,1,0,0,3,0,0.0,347,15.1,93.8,16,17,8.3,2.31,1,2,11.8,82.4,14,1,6.7,19,42.2,1,11,,,,67.1,85.3,72.4,84.9,,62.6,,0,0,20,100.0,157.8,5.3,1,1,0,0,2,0,0.0,212,12.5,0,100.0,4,4,-4.0,1.13,0,0,0.0,100.0,4,0,0.0,4,8.9,0,2,,,,63.3,64.9,67.4,64.7,,,,0,0,4,,115.6,0.0,0,0,0,0,0,0,0.0,47,11.8,-2.62
Logan Bonner,39990,QB,UTAH ST,1,-15.0,0,45,329,62.5,32,38,14.1,2.62,3,1,2.5,47.4,18,16,10.0,43,95.6,2,16,,,,69.8,67.4,76.8,64.6,,66.1,,2,0,45,6.3,78.6,2.3,1,4,0,1,2,0,0.0,178,4.7,63.2,19,20,10.4,2.35,0,1,4.8,55.0,11,9,8.3,21,46.7,1,6,,,,68.0,68.5,75.3,65.5,,62.8,,1,0,22,11.1,80.4,4.8,1,0,0,0,1,0,0.0,76,3.8,60.0,15,20,16.6,2.8,3,0,0.0,40.0,8,7,11.1,24,53.3,1,10,,,,67.7,64.1,73.1,62.7,,62.6,,1,0,25,0.0,74.0,0.0,0,4,0,1,1,0,0.0,105,5.3,0,50.0,2,2,-3.0,1.95,0,0,0.0,50.0,1,0,0.0,2,4.4,0,0,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,1.45
Kurtis Rourke,97998,QB,OHIO,1,-34.52,0,44,259,74.2,31,36,9.3,3.43,1,2,4.3,58.3,21,16,8.7,43,97.7,2,12,,,,71.9,62.5,78.4,62.1,,60.1,,0,0,54,31.3,87.0,11.6,5,2,1,3,1,4,7.4,234,6.5,80.8,26,28,7.7,3.27,0,1,2.7,67.9,19,13,9.5,34,77.3,2,10,,,,71.6,67.0,78.0,67.5,,60.1,,0,0,44,30.8,95.2,11.8,4,2,1,1,1,2,4.5,166,5.9,50.0,6,9,13.5,3.86,1,1,10.0,33.3,3,3,0.0,10,22.7,0,2,,,,65.6,47.8,70.4,47.8,,,,0,0,11,33.3,60.9,10.0,1,0,0,2,0,2,18.2,67,7.4,0,100.0,1,1,-5.0,2.3,0,0,0.0,100.0,1,0,0.0,1,2.3,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,1.51
