player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Daniel Richardson,97103,QB,C MICHIGAN,1,15.32,0,51,134,62.8,43,45,8.7,2.48,2,3,6.1,53.3,24,23,11.1,50,98.0,3,13,,,,,38.6,60.7,77.5,,58.4,,,64.3,,,0,0,54,17.4,84.5,8.0,4,1,0,0,2,3,5.6,250,5.6,62.9,35,37,9.3,2.45,2,3,7.5,51.4,19,18,13.6,41,80.4,3,10,,,,,33.1,59.5,77.0,,56.9,,,64.3,,,0,0,44,16.7,85.1,7.3,3,1,0,0,2,3,6.8,197,5.3,66.7,9,9,5.3,2.55,0,0,0.0,66.7,6,5,0.0,10,19.6,0,3,,,,,65.6,64.3,70.4,,64.0,,,,,,0,0,11,20.0,83.1,10.0,1,0,0,0,0,0,0.0,55,6.1,0,100.0,1,1,-2.0,1.9,0,0,0.0,100.0,1,0,0.0,1,2.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,0.79
JT Daniels,83578,QB,W VIRGINIA,1,2.5,0,51,343,65.9,41,43,9.7,2.67,1,0,0.0,55.8,24,13,11.1,46,90.2,3,12,,,,,70.0,64.9,77.3,,62.6,,,63.3,,,1,0,49,23.1,79.9,6.5,3,0,0,0,1,0,0.0,243,5.7,71.1,38,40,7.2,2.37,1,0,0.0,60.0,24,9,11.1,41,80.4,3,10,,,,,69.7,63.1,77.0,,60.7,,,63.3,,,1,0,44,11.1,73.4,2.4,1,0,0,0,0,0,0.0,205,5.1,62.5,8,8,14.6,3.26,0,0,0.0,62.5,5,4,0.0,10,19.6,0,2,,,,,65.4,69.9,70.1,,69.5,,,,,,0,0,10,50.0,118.8,20.0,2,0,0,0,1,0,0.0,48,6.0,0,100.0,5,5,-1.8,1.44,0,0,0.0,100.0,5,0,0.0,5,9.8,0,0,,,,,63.8,65.7,68.1,,65.5,,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,10,2.0,0.87
Devin Leary,77628,QB,NC STATE,1,5.3,0,51,248,70.3,37,40,8.5,2.76,1,2,4.5,57.5,23,12,11.5,44,86.3,3,15,,,,,41.2,57.5,76.8,,61.0,60.0,,48.9,,,0,1,48,25.0,73.0,6.8,3,1,0,2,1,2,4.2,241,6.0,69.7,33,36,8.3,2.7,1,2,5.0,58.3,21,12,8.7,40,78.4,2,12,,,,,39.5,58.6,76.5,,62.4,,,48.9,,,0,1,44,25.0,62.7,7.5,3,1,0,2,0,2,4.5,204,5.7,81.8,11,11,1.5,2.43,0,0,0.0,63.6,7,1,22.2,11,21.6,2,4,,,,,65.6,60.7,70.7,,60.9,60.0,,,,,0,0,11,0.0,100.9,0.0,0,0,0,0,1,0,0.0,41,3.7,0,85.7,7,7,-3.3,1.89,0,0,0.0,71.4,5,1,16.7,7,13.7,1,1,,,,,64.6,66.8,69.1,,66.5,,,,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,4,0.6,-1.94
Payton Thorne,101629,QB,MICH STATE,1,11.18,0,49,223,77.1,35,37,7.1,3.36,0,1,2.4,59.5,22,7,18.5,42,85.7,5,9,,,,,69.4,60.7,76.7,,62.0,,,54.9,,,0,0,46,14.3,80.8,2.4,1,4,0,2,1,1,2.2,179,4.8,81.3,32,34,6.3,3.11,0,1,2.9,58.8,20,6,23.1,39,79.6,6,9,,,,,69.0,70.3,76.3,,72.6,,,54.9,,,0,0,40,16.7,79.4,2.6,1,4,0,2,1,0,0.0,151,4.4,80.0,10,10,3.4,3.01,0,0,0.0,70.0,7,1,12.5,10,20.4,1,4,,,,,66.0,43.4,71.0,,43.5,,,,,,0,0,13,0.0,89.6,0.0,0,0,0,0,0,1,7.7,70,7.0,0,100.0,7,7,-1.9,1.47,0,0,0.0,71.4,5,0,28.6,7,14.3,2,4,,,,,64.6,66.5,69.1,,66.2,,,,,,0,0,7,,86.6,0.0,0,0,0,0,0,0,0.0,42,6.0,2.56
Kedon Slovis,100580,QB,PITTSBURGH,1,9.35,0,47,268,72.2,36,43,11.3,3.05,1,2,4.5,55.8,24,20,7.7,44,93.6,2,14,,,,,70.2,72.5,77.3,,70.6,,,64.0,,,3,1,45,5.0,90.4,2.3,1,0,0,3,3,3,6.7,291,6.8,67.9,28,35,12.1,3.01,1,2,5.7,54.3,19,18,0.0,36,76.6,0,11,,,,,69.7,65.3,76.8,,63.1,,,64.0,,,2,1,36,5.6,92.1,2.8,1,0,0,4,3,3,8.3,236,6.7,90.0,10,11,5.8,2.93,0,0,0.0,63.6,7,3,22.2,11,23.4,2,4,,,,,65.8,78.2,70.7,,77.6,,,,,,1,0,12,0.0,81.3,0.0,0,0,0,0,0,0,0.0,69,6.3,0,100.0,2,3,-5.5,2.1,0,0,0.0,66.7,2,1,0.0,3,6.4,0,1,,,,,62.7,52.1,66.6,,52.2,,,,,,0,0,3,0.0,77.1,0.0,0,0,0,1,0,0,0.0,14,4.7,-0.47
Connor Bazelak,99135,QB,INDIANA,1,24.24,0,47,190,50.0,36,40,9.9,2.88,1,1,2.3,42.5,17,17,5.6,42,89.4,1,8,,,,,70.2,51.8,22.8,,52.6,,,59.9,,,0,1,45,11.8,53.6,4.8,2,0,0,3,1,1,2.2,175,4.4,48.3,29,33,7.7,2.83,1,1,2.9,42.4,14,14,0.0,34,72.3,0,6,,,,,69.7,45.5,18.3,,46.3,,,59.9,,,0,1,36,7.1,42.7,2.9,1,0,0,3,0,1,2.8,142,4.3,75.0,12,12,9.6,2.49,0,0,0.0,66.7,8,3,11.1,13,27.7,1,4,,,,,66.2,71.0,71.2,,70.5,,,,,,0,0,14,33.3,113.5,7.7,1,0,0,0,1,0,0.0,81,6.8,0,100.0,5,5,-4.2,1.54,0,0,0.0,100.0,5,0,0.0,5,10.6,0,2,,,,,63.8,65.7,68.1,,65.5,,,,,,0,0,5,,106.7,0.0,0,0,0,0,0,0,0.0,48,9.6,2.45
Davis Brin,77642,QB,TULSA,1,-12.5,0,45,320,58.1,31,34,12.4,2.59,0,4,9.5,47.1,16,21,11.1,43,95.6,2,10,,,,,23.7,42.2,77.3,,41.5,,,,,,2,2,51,42.9,44.0,20.9,9,0,0,1,0,6,11.8,222,6.5,63.6,22,24,12.6,2.67,0,4,12.5,54.2,13,15,7.1,30,66.7,1,9,,,,,30.6,50.5,76.6,,49.6,,,,,,1,1,38,40.0,64.6,20.0,6,0,0,1,0,4,10.5,200,8.3,54.5,11,12,9.4,2.26,0,0,0.0,41.7,5,6,16.7,15,33.3,1,2,,,,,21.3,35.5,71.4,,35.8,,,,,,1,1,15,50.0,14.9,20.0,3,0,0,0,0,2,13.3,37,3.1,0,100.0,2,2,-1.5,1.35,0,0,0.0,100.0,2,0,0.0,2,4.4,0,1,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,-5.25
DJ Irons,145585,QB,AKRON,1,10.67,0,45,102,61.5,26,29,14.1,3.02,0,2,6.5,51.7,15,24,6.3,40,88.9,1,12,,,,,45.4,68.2,77.2,,52.7,,,78.3,,,0,1,42,25.0,94.0,15.0,6,5,1,2,3,2,4.8,200,6.9,63.6,22,25,11.5,2.96,0,0,0.0,56.0,14,20,0.0,34,75.6,0,11,,,,,43.6,61.9,76.9,,44.2,,,76.9,,,0,1,37,25.0,70.6,14.7,5,4,1,2,1,2,5.4,151,6.0,77.8,9,9,11.0,2.55,0,2,20.0,66.7,6,4,14.3,11,24.4,1,3,,,,,65.8,83.0,70.7,,79.2,,,64.3,,,0,0,12,25.0,131.0,9.1,1,1,0,0,2,0,0.0,73,8.1,0,100.0,5,5,-2.8,1.56,0,0,0.0,100.0,5,0,0.0,5,11.1,0,2,,,,,64.6,66.8,69.1,,66.5,,,,,,0,0,7,,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,2.07
Blake Shapen,122282,QB,BAYLOR,1,-12.54,0,45,118,82.4,34,35,8.8,3.18,1,2,5.6,65.7,23,12,17.9,40,88.9,5,12,,,,,69.5,75.9,76.7,,80.0,,,50.3,,,0,2,41,16.7,88.7,5.0,2,3,0,0,2,1,2.4,308,8.8,85.2,27,27,7.4,3.22,0,1,3.6,74.1,20,8,13.0,32,71.1,3,9,,,,,69.0,73.2,76.2,,78.2,,,50.3,,,0,1,33,25.0,98.4,6.3,2,3,0,0,1,1,3.0,244,9.0,83.3,12,13,7.3,2.52,1,1,7.7,61.5,8,4,20.0,13,28.9,2,4,,,,,66.0,74.2,71.0,,73.7,,,,,,0,1,13,0.0,79.3,0.0,0,0,0,0,1,0,0.0,101,7.8,0,100.0,5,5,-2.4,1.7,0,0,0.0,100.0,5,0,0.0,5,11.1,0,1,,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,-1.27
Stetson Bennett,60387,QB,GEORGIA,1,-2.82,0,45,173,58.1,31,35,11.4,2.7,0,2,5.3,48.6,17,10,5.6,37,82.2,1,12,,,,,36.3,67.1,77.2,,69.1,,,52.1,,,3,0,40,20.0,73.0,5.4,2,0,0,1,0,0,0.0,256,7.3,64.3,28,30,7.3,2.28,0,1,3.0,56.7,17,6,5.6,32,71.1,1,10,,,,,33.3,61.4,76.9,,63.5,,,52.1,,,2,0,35,33.3,76.0,6.3,2,0,0,0,0,0,0.0,192,6.4,70.0,10,13,13.3,2.85,1,1,7.7,53.8,7,4,0.0,13,28.9,0,5,,,,,66.0,76.6,71.0,,76.1,,,,,,1,0,13,0.0,85.4,0.0,0,0,0,1,0,0,0.0,120,9.2,0,100.0,7,8,-2.3,1.24,1,0,0.0,87.5,7,0,0.0,8,17.8,0,3,,,,,64.9,64.7,69.5,,64.5,,,,,,0,0,8,,95.8,0.0,0,0,0,0,0,0,0.0,56,7.0,2.83
