player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brennan Armstrong,77696,QB,VIRGINIA,1,17.37,0,50,335,67.6,37,40,11.1,2.56,0,1,2.3,55.0,22,15,12.0,46,92.0,3,12,,,,,70.4,48.6,77.6,43.1,,70.4,1,1,49,20.0,72.6,6.5,3,3,0,2,1,4,8.2,257,6.4,70.6,34,37,8.5,2.45,0,1,2.5,54.1,20,13,16.7,43,86.0,4,9,,,,,70.2,50.6,77.5,44.8,,70.4,1,1,46,23.1,57.2,7.0,3,3,0,2,0,3,6.5,189,5.1,71.4,7,7,16.4,2.66,0,0,0.0,71.4,5,2,0.0,7,14.0,0,3,,,,,64.6,53.1,69.1,53.1,,,0,0,7,0.0,148.2,0.0,0,0,0,0,1,1,14.3,79,11.3,0,100.0,4,4,-2.0,1.55,0,0,0.0,75.0,3,0,25.0,4,8.0,1,0,,,,,63.3,65.0,67.4,64.7,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,11,2.8,6.18
James Blackman,60382,QB,ARK STATE,1,0.22,0,49,113,69.7,33,34,13.0,2.77,0,3,7.7,61.8,21,14,8.7,40,81.6,2,15,,,,,69.3,55.7,76.0,55.3,,,0,3,45,42.9,69.9,15.0,6,0,0,1,2,4,8.9,273,8.0,83.3,18,20,6.7,2.53,1,1,4.3,65.0,13,10,13.3,23,46.9,2,7,,,,,67.7,48.7,74.5,48.2,,,0,1,26,30.0,58.5,13.0,3,0,0,1,0,2,7.7,111,5.6,68.2,22,23,13.0,2.79,0,2,8.0,65.2,15,7,0.0,26,53.1,0,9,,,,,68.0,64.4,73.5,64.1,,,0,2,28,42.9,83.8,11.5,3,0,0,1,2,2,7.1,191,8.3,0,100.0,7,9,-3.6,2.23,1,0,0.0,77.8,7,3,0.0,9,18.4,0,1,,,,,65.1,63.0,69.8,62.7,,,0,0,9,0.0,80.1,0.0,0,0,0,1,0,0,0.0,29,3.2,2.75
Bo Nix,97790,QB,AUBURN,1,1.61,0,49,115,66.7,39,42,8.7,3.57,0,3,7.1,50.0,21,21,19.2,47,95.9,5,16,,,,,72.7,74.9,76.9,74.2,,64.2,0,0,47,0.0,75.8,0.0,0,5,0,3,1,1,2.1,243,5.8,60.7,28,29,9.7,3.41,0,3,10.3,51.7,15,14,11.8,32,65.3,2,12,,,,,72.3,73.3,75.9,72.8,,63.6,0,0,32,0.0,83.5,0.0,0,3,0,1,1,1,3.1,187,6.4,84.6,13,15,4.8,3.68,0,0,0.0,53.3,8,7,27.3,17,34.7,3,5,,,,,66.7,71.3,71.8,70.4,,62.1,0,0,17,0.0,65.4,0.0,0,2,0,2,0,0,0.0,68,4.5,0,100.0,2,2,-2.0,1.85,0,0,0.0,100.0,2,0,0.0,2,4.1,0,1,,,,,61.8,62.9,65.5,62.7,,,0,0,2,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,-1.92
Sam Hartman,77618,QB,WAKE,1,3.33,0,47,339,65.7,35,38,14.8,3.38,1,3,7.7,55.3,21,18,8.7,45,95.7,2,16,,,,,70.6,76.6,77.7,74.1,,67.0,2,1,46,11.1,89.6,4.4,2,5,0,0,2,1,2.2,318,8.4,62.1,29,30,13.7,3.56,0,2,6.5,56.7,17,15,5.6,36,76.6,1,12,,,,,70.2,68.9,77.2,66.8,,64.1,1,1,37,13.3,88.1,5.6,2,4,0,0,2,1,2.7,219,7.3,87.5,8,10,14.0,2.51,1,1,10.0,60.0,6,3,14.3,11,23.4,1,4,,,,,65.6,88.5,70.4,84.9,,64.1,1,0,11,0.0,95.8,0.0,0,1,0,0,0,0,0.0,105,10.5,0,100.0,2,2,-4.5,1.7,0,0,0.0,100.0,2,0,0.0,2,4.3,0,0,,,,,61.8,62.9,65.5,62.7,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,3.2
Dorian Thompson-Robinson,83574,QB,UCLA,1,10.82,0,47,324,74.2,31,32,9.4,3.29,1,0,0.0,65.6,21,11,8.7,47,100.0,2,16,,,,,51.2,79.9,77.8,74.4,,71.9,0,0,50,36.4,97.8,8.5,4,11,0,0,1,1,2.0,235,7.3,70.0,20,21,8.7,3.06,1,0,0.0,61.9,13,8,7.1,29,61.7,1,8,,,,,44.1,64.9,76.9,60.9,,64.9,0,0,31,50.0,91.0,13.8,4,4,0,0,1,0,0.0,108,5.1,81.8,11,11,10.6,3.64,0,0,0.0,72.7,8,3,11.1,18,38.3,1,8,,,,,67.0,91.0,72.2,89.4,,73.3,0,0,19,0.0,110.8,0.0,0,7,0,0,0,1,5.3,127,11.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.41
Davis Brin,77642,QB,TULSA,1,7.14,0,46,320,60.6,33,34,13.6,2.74,0,4,10.8,47.1,16,16,20.0,41,89.1,4,10,,,,,33.1,53.3,76.5,58.0,,41.9,1,3,44,31.3,43.1,12.2,5,2,0,0,1,3,6.8,235,6.9,64.5,31,32,13.1,2.74,0,4,11.1,50.0,16,15,20.0,39,84.8,4,10,,,,,32.5,55.6,76.5,60.6,,41.9,1,2,43,33.3,58.5,12.8,5,2,0,0,1,3,7.0,233,7.3,66.7,6,7,6.2,1.79,0,0,0.0,57.1,4,2,0.0,7,15.2,0,0,,,,,64.6,53.2,69.1,53.2,,,0,1,7,0.0,25.0,0.0,0,0,0,1,0,0,0.0,25,3.6,0,100.0,4,5,-1.8,1.44,0,0,0.0,80.0,4,1,0.0,5,10.9,0,0,,,,,64.2,63.4,68.6,63.2,,,0,0,6,0.0,85.8,0.0,0,0,0,1,0,0,0.0,23,4.6,-3.71
Ben Bryant,77655,QB,E MICHIGAN,1,18.46,0,46,160,74.3,35,38,9.9,2.41,1,2,5.1,65.8,25,11,3.8,43,93.5,1,14,,,,,22.8,67.2,76.3,65.8,,62.7,2,1,44,45.5,94.5,11.6,5,0,0,0,2,3,6.8,283,7.4,70.8,24,26,7.9,2.17,0,0,0.0,61.5,16,8,5.9,29,63.0,1,9,,,,,69.2,68.2,75.3,66.7,,62.7,2,1,29,37.5,81.9,10.3,3,0,0,0,1,1,3.4,198,7.6,85.7,14,15,10.8,2.68,1,2,12.5,80.0,12,3,0.0,17,37.0,0,6,,,,,12.4,63.5,72.0,63.1,,,0,0,18,66.7,126.9,11.8,2,0,0,0,1,2,11.1,137,9.1,0,100.0,3,3,-1.7,1.6,0,0,0.0,100.0,3,0,0.0,3,6.5,0,1,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,52,17.3,1.51
Seth Henigan,144267,QB,MEMPHIS,1,-8.08,0,46,218,71.9,32,37,13.1,2.72,2,2,4.8,56.8,21,14,8.7,43,93.5,2,13,,,,,70.7,71.5,77.4,75.5,,50.9,0,0,48,21.4,105.3,7.0,3,3,0,3,3,0,0.0,257,6.9,80.0,20,22,8.2,2.7,1,1,3.8,63.6,14,9,12.5,27,58.7,2,9,,,,,69.8,70.8,76.5,75.3,,52.6,0,0,31,33.3,103.2,11.1,3,2,0,1,1,0,0.0,174,7.9,66.7,15,18,16.5,2.51,1,1,5.3,55.6,10,5,0.0,19,41.3,0,6,,,,,67.1,68.4,72.4,69.9,,57.3,0,0,20,0.0,115.7,0.0,0,1,0,2,2,0,0.0,131,7.3,0,100.0,3,3,-3.0,1.27,0,0,0.0,100.0,3,0,0.0,3,6.5,0,2,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,48,16.0,-0.63
Jordan Travis,77615,QB,FLORIDA ST,1,-8.33,0,46,167,66.7,9,12,9.7,3.76,0,0,0.0,41.7,5,14,16.7,25,54.3,1,6,,,,,71.0,74.9,75.7,63.9,,71.8,2,0,27,14.3,78.1,8.0,2,11,0,1,1,0,0.0,39,3.3,86.4,22,24,-0.3,2.79,0,0,0.0,70.8,17,12,10.5,37,80.4,2,9,,,,,71.3,81.0,76.3,72.5,,73.7,1,1,37,16.7,73.3,5.4,2,10,0,1,1,0,0.0,90,3.8,83.3,6,8,7.0,2.52,0,0,0.0,62.5,5,5,0.0,9,19.6,0,3,,,,,65.6,50.4,70.4,53.0,,57.3,1,0,11,0.0,115.1,0.0,0,1,0,1,1,0,0.0,41,5.1,0,94.7,19,20,-2.7,1.53,0,0,0.0,85.0,17,3,5.6,21,45.7,1,6,,,,,67.1,67.9,72.5,67.5,,,0,1,21,0.0,81.7,0.0,0,0,0,1,1,0,0.0,92,4.6,1.38
Logan Bonner,39990,QB,UTAH ST,1,-34.87,0,45,329,57.1,35,36,20.2,3.05,0,6,15.4,47.2,17,13,15.0,40,88.9,3,16,,,,,37.9,71.5,77.0,70.8,,62.1,0,1,43,15.4,77.8,5.0,2,2,0,1,2,5,11.6,254,7.1,73.3,15,15,11.2,2.44,0,0,0.0,73.3,11,6,0.0,16,35.6,0,7,,,,,69.6,73.3,75.4,78.9,,52.7,0,0,18,16.7,95.1,6.3,1,0,0,0,0,0,0.0,115,7.7,52.0,25,26,21.3,3.14,0,6,22.2,38.5,10,8,23.1,29,64.4,3,9,,,,,27.7,65.8,73.7,61.3,,71.7,0,1,30,12.5,69.6,3.4,1,2,0,1,2,5,16.7,161,6.2,0,80.0,5,5,-1.2,1.62,0,0,0.0,80.0,4,1,0.0,5,11.1,0,0,,,,,63.8,58.9,68.1,58.8,,,0,0,5,0.0,85.0,0.0,0,0,0,0,0,0,0.0,22,4.4,-1.48
Daniel Richardson,97103,QB,C MICHIGAN,1,-13.94,0,45,134,66.7,39,40,12.7,2.79,0,2,4.8,52.5,21,14,19.2,43,95.6,5,18,,,,,69.4,61.2,76.7,60.1,59.9,62.0,0,0,45,7.1,96.3,2.3,1,2,0,1,2,3,6.7,324,8.1,76.0,25,26,11.3,2.75,0,2,7.1,57.7,15,9,21.1,29,64.4,4,14,,,,,68.3,71.8,75.7,70.8,,62.0,0,0,31,11.1,112.7,3.4,1,2,0,1,2,1,3.2,230,8.8,53.3,15,16,13.9,2.84,0,0,0.0,43.8,7,6,12.5,16,35.6,1,4,,,,,66.5,43.7,72.1,43.7,59.9,,0,0,16,0.0,63.5,0.0,0,0,0,1,0,2,12.5,96,6.0,0,100.0,1,2,-3.0,2.6,0,0,0.0,50.0,1,1,0.0,2,4.4,0,0,,,,,61.8,58.9,65.5,58.9,,,0,0,2,0.0,56.3,0.0,0,0,0,1,0,0,0.0,2,1.0,-2.85
Connor Bazelak,99135,QB,MISSOURI,1,-24.1,0,45,229,67.6,37,39,9.5,2.56,0,1,2.6,56.4,22,15,12.0,40,88.9,3,12,,,,,69.0,69.3,76.9,68.4,,,1,2,40,6.7,57.2,2.5,1,0,0,1,0,2,5.0,276,7.1,75.7,37,39,8.3,2.37,0,1,2.6,64.1,25,13,10.7,40,88.9,3,15,,,,,69.0,78.4,76.9,77.6,,,1,1,40,7.7,78.3,2.5,1,0,0,1,0,1,2.5,313,8.0,40.0,5,5,6.2,3.08,0,0,0.0,40.0,2,2,0.0,5,11.1,0,0,,,,,63.8,29.5,68.1,29.6,,,0,1,5,0.0,8.3,0.0,0,0,0,0,0,1,20.0,9,1.8,0,100.0,5,5,-3.0,1.54,0,0,0.0,100.0,5,0,0.0,5,11.1,0,3,,,,,63.8,65.6,68.1,65.4,,,0,0,5,,105.0,0.0,0,0,0,0,0,0,0.0,46,9.2,-6.23
