player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Luke Kromenhoek,183305,QB,FLORIDA ST,1,50.0,0,14,167,83.3,6,6,8.3,3.03,0,0,0.0,66.7,4,8,20.0,12,85.7,1,2,,,,21.6,57.5,73.1,,52.8,,63.4,,,0,0,12,62.5,84.7,41.7,5,1,0,0,0,1,8.3,39,6.5,80.0,5,6,9.0,3.09,0,0,0.0,50.0,3,7,25.0,11,78.6,1,1,,,,21.0,59.0,73.0,,54.2,,63.4,,,0,0,11,57.1,64.6,36.4,4,1,0,1,0,1,9.1,30,5.0,100.0,2,2,0.0,3.37,0,0,0.0,100.0,2,2,0.0,3,21.4,0,1,,,,62.7,55.2,66.6,,55.2,,,,,0,0,3,50.0,81.3,33.3,1,0,0,0,0,0,0.0,7,3.5,0,100.0,1,2,-5.0,3.85,0,0,0.0,50.0,1,1,0.0,2,14.3,0,0,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,0.0,56.3,0.0,0,0,0,1,0,0,0.0,-2,-1.0,-1.5
Blake Horvath,162555,QB,NAVY,1,-10.0,0,14,237,50.0,6,7,12.3,2.32,1,0,0.0,42.9,3,5,0.0,10,71.4,0,1,,,,35.7,58.8,76.6,,37.3,,67.9,,,0,0,10,40.0,104.8,20.0,2,0,0,0,1,1,10.0,46,6.6,60.0,5,5,2.0,1.63,0,0,0.0,60.0,3,1,0.0,6,42.9,0,1,,,,32.7,59.7,76.3,,32.4,,67.9,,,0,0,6,100.0,123.3,16.7,1,0,0,0,1,1,16.7,38,7.6,60.0,5,6,10.8,2.44,1,0,0.0,50.0,3,4,0.0,8,57.1,0,1,,,,64.9,56.3,69.5,,56.1,,,,,0,0,8,25.0,57.6,12.5,1,0,0,0,0,0,0.0,20,3.3,0,75.0,4,4,-2.5,1.53,0,0,0.0,75.0,3,0,0.0,4,28.6,0,1,,,,63.3,57.8,67.4,,57.7,,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,12,3.0,-4.27
Joe Fagnano,104768,QB,UCONN,1,-45.45,0,12,146,70.0,10,12,13.0,2.68,0,1,8.3,41.7,5,2,28.6,12,100.0,2,4,,,,66.8,76.9,72.5,,76.4,,60.0,,,0,0,12,0.0,101.4,0.0,0,0,0,2,2,0,0.0,72,6.0,66.7,9,11,13.9,2.81,0,1,9.1,45.5,5,2,16.7,11,91.7,1,4,,,,66.7,79.6,72.4,,79.2,,60.0,,,0,0,11,0.0,106.8,0.0,0,0,0,2,2,0,0.0,72,6.5,100.0,1,1,5.0,1.3,0,0,0.0,0.0,0,0,100.0,1,8.3,1,0,,,,60.3,56.0,63.6,,56.1,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.55
Brad Jackson,184354,QB,TEXAS ST,1,10.0,0,11,314,20.0,5,6,12.4,3.03,1,0,0.0,16.7,1,5,0.0,8,72.7,0,2,,,,74.3,73.5,75.1,,30.9,,82.1,,,0,0,8,0.0,39.6,0.0,0,2,0,0,0,1,12.5,9,1.5,40.0,5,5,9.4,2.78,0,0,0.0,40.0,2,4,0.0,6,54.5,0,2,,,,74.3,84.6,74.9,,46.2,,84.5,,,0,0,6,0.0,47.9,0.0,0,1,0,0,0,0,0.0,12,2.4,66.7,3,4,2.3,2.34,1,0,0.0,50.0,2,1,0.0,5,45.5,0,0,,,,63.8,36.4,68.1,,38.8,,57.3,,,0,0,5,0.0,56.3,0.0,0,1,0,0,0,1,20.0,4,1.0,0,100.0,3,3,-2.7,1.4,0,0,0.0,100.0,3,0,0.0,3,27.3,0,0,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,-1.4
Aaron Philo,183222,QB,GA TECH,1,62.5,0,11,176,55.6,9,9,14.8,2.77,0,0,0.0,44.4,4,3,20.0,10,90.9,1,4,,,,67.5,77.1,71.9,,77.5,,62.2,,,0,0,10,0.0,104.4,0.0,0,1,0,0,1,0,0.0,61,6.8,50.0,8,8,16.6,2.77,0,0,0.0,37.5,3,3,25.0,9,81.8,1,4,,,,67.4,77.2,71.7,,77.6,,62.2,,,0,0,9,0.0,103.1,0.0,0,1,0,0,1,0,0.0,58,7.3,100.0,2,2,-1.0,2.25,0,0,0.0,100.0,2,0,0.0,2,18.2,0,0,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,0,100.0,1,1,-2.0,1.7,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,-2.75
Tommy Castellanos,158433,QB,BOSTON COL,1,-40.0,0,9,121,28.6,7,7,13.3,3.39,0,0,0.0,28.6,2,4,0.0,9,100.0,0,1,,,,68.3,54.7,0.0,,60.7,,55.7,,,0,1,9,50.0,39.6,22.2,2,0,0,0,1,0,0.0,14,2.0,40.0,5,5,10.6,3.43,0,0,0.0,40.0,2,3,0.0,6,66.7,0,1,,,,68.0,64.4,0.0,,75.7,,55.7,,,0,1,6,33.3,47.9,16.7,1,0,0,0,1,0,0.0,14,2.8,0.0,2,2,20.0,3.3,0,0,0.0,0.0,0,1,,3,33.3,0,0,,,,62.7,39.9,66.6,,40.3,,,,,0,0,3,100.0,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.8
Gaston Moore,123756,QB,TENNESSEE,1,-60.0,0,9,307,50.0,6,6,16.5,3.34,0,0,0.0,50.0,3,2,0.0,7,77.8,0,2,,,,18.2,49.1,74.9,,59.2,,41.4,,,0,0,11,0.0,64.6,0.0,0,1,0,0,0,0,0.0,30,5.0,100.0,3,3,0.3,3.23,0,0,0.0,100.0,3,1,0.0,4,44.4,0,1,,,,14.1,47.9,74.4,,63.8,,41.4,,,0,0,6,0.0,88.9,0.0,0,1,0,0,0,0,0.0,16,5.3,40.0,5,5,18.6,2.72,0,0,0.0,40.0,2,1,0.0,5,55.6,0,1,,,,64.9,55.0,69.5,,54.9,,,,,0,0,8,0.0,53.8,0.0,0,0,0,0,0,0,0.0,22,4.4,0,100.0,2,2,-2.5,1.55,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,62.7,57.0,66.6,,57.0,,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,-0.93
Tyler Jefferson,171233,QB,C MICHIGAN,1,-20.0,0,9,134,16.7,6,7,28.7,3.46,1,0,0.0,14.3,1,4,0.0,9,100.0,0,0,,,,10.7,32.9,73.9,,31.3,,52.5,,,0,0,10,25.0,39.6,11.1,1,1,0,0,0,2,20.0,6,0.9,25.0,4,5,22.5,3.32,1,0,0.0,20.0,1,3,0.0,6,66.7,0,0,,,,19.4,47.8,73.6,,51.4,,52.5,,,0,0,7,0.0,39.6,0.0,0,1,0,0,0,1,14.3,6,1.2,0.0,2,2,41.0,3.73,0,0,0.0,0.0,0,1,,3,33.3,0,0,,,,9.8,27.4,66.6,,27.7,,,,,0,0,3,100.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.2
Maealiuaki Smith,183921,QB,OKLA STATE,1,42.86,0,9,262,71.4,7,8,8.0,2.8,0,0,0.0,62.5,5,2,0.0,8,88.9,0,2,,,,65.1,49.7,70.4,,49.5,,,,,0,1,9,0.0,58.3,0.0,0,0,0,1,0,1,11.1,84,10.5,66.7,6,7,6.8,2.73,0,0,0.0,57.1,4,2,0.0,7,77.8,0,1,,,,64.6,41.4,69.8,,41.3,,,,,0,1,7,0.0,41.7,0.0,0,0,0,1,0,1,14.3,53,7.6,100.0,2,2,6.5,2.35,0,0,0.0,100.0,2,0,0.0,2,22.2,0,2,,,,62.7,71.5,66.6,,71.1,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,39,19.5,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,11.1,0,1,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,11.93
Cam Fancher,145266,QB,FAU,1,-66.67,0,8,165,100.0,4,5,11.8,4.06,0,0,0.0,60.0,3,3,25.0,7,87.5,1,2,,,,64.6,60.3,71.2,,63.6,,57.3,,,0,0,7,33.3,102.9,14.3,1,1,0,1,0,0,0.0,61,12.2,100.0,3,3,11.3,2.83,0,0,0.0,100.0,3,1,0.0,3,37.5,0,1,,,,62.7,75.6,70.1,,75.1,,,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,48,16.0,100.0,2,3,5.0,4.34,0,0,0.0,33.3,1,3,50.0,5,62.5,1,1,,,,63.8,47.7,68.1,,51.4,,57.3,,,0,0,5,33.3,57.6,20.0,1,1,0,1,0,0,0.0,20,6.7,0,100.0,1,1,-3.0,1.8,0,0,0.0,100.0,1,1,0.0,1,12.5,0,0,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-9.33
Jadyn Glasser,184670,QB,C MICHIGAN,1,-71.43,0,8,134,85.7,7,7,10.7,2.95,0,0,0.0,71.4,5,2,16.7,8,100.0,1,3,,,,68.3,60.8,0.0,,61.4,,63.7,,,0,0,9,0.0,95.5,0.0,0,1,0,0,0,0,0.0,57,8.1,85.7,7,7,10.7,2.95,0,0,0.0,71.4,5,2,16.7,8,100.0,1,3,,,,68.3,60.8,0.0,,61.4,,63.7,,,0,0,9,0.0,95.5,0.0,0,1,0,0,0,0,0.0,57,8.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.14
Jackson Stratton,157206,QB,IOWA,1,-75.0,0,7,192,100.0,3,4,7.7,2.88,1,0,0.0,50.0,2,2,33.3,5,71.4,1,2,,,,63.8,77.7,71.4,,83.4,,57.8,,,0,0,5,0.0,69.8,0.0,0,1,0,0,0,0,0.0,25,6.3,100.0,4,4,5.3,2.72,0,0,0.0,75.0,3,1,25.0,5,71.4,1,2,,,,63.8,79.9,71.4,,85.9,,57.8,,,0,0,5,0.0,93.8,0.0,0,1,0,0,0,0,0.0,28,7.0,100.0,1,2,2.0,2.1,1,0,0.0,0.0,0,1,100.0,2,28.6,1,0,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,0.0,1.7,0,0,0.0,50.0,1,0,50.0,2,28.6,1,0,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,-7.0
Quentin Hayes,186423,QB,AIR FORCE,1,80.0,0,7,101,33.3,6,6,14.5,3.03,0,0,0.0,33.3,2,0,0.0,7,100.0,0,2,,,,77.4,64.0,77.8,,39.1,,70.3,,,0,0,9,,81.9,0.0,0,1,0,0,1,0,0.0,14,2.3,20.0,5,5,15.8,2.72,0,0,0.0,20.0,1,0,0.0,5,71.4,0,1,,,,77.6,69.2,77.7,,41.0,,71.9,,,0,0,5,,39.6,0.0,0,0,0,0,0,0,0.0,11,2.2,100.0,1,1,8.0,3.8,0,0,0.0,100.0,1,0,0.0,2,28.6,0,1,,,,63.3,44.8,67.4,,48.5,,57.0,,,0,0,4,,118.8,0.0,0,1,0,0,1,0,0.0,3,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.8
Haynes King,124329,QB,GA TECH,1,0.0,0,7,176,100.0,3,3,1.0,3.13,0,0,0.0,100.0,3,1,0.0,4,57.1,0,3,,,,76.7,83.7,75.5,,63.8,,75.5,,,0,0,4,0.0,87.5,0.0,0,1,0,0,0,0,0.0,15,5.0,100.0,3,3,-4.0,1.03,0,0,0.0,100.0,3,0,0.0,3,42.9,0,2,,,,76.8,82.2,75.2,,63.8,,74.4,,,0,0,3,,129.9,0.0,0,0,0,0,1,0,0.0,17,5.7,100.0,3,3,1.0,3.13,0,0,0.0,100.0,3,1,0.0,4,57.1,0,3,,,,63.3,69.9,68.3,,63.8,,63.2,,,0,0,4,0.0,87.5,0.0,0,1,0,0,0,0,0.0,15,5.0,0,100.0,3,3,-4.0,1.03,0,0,0.0,100.0,3,0,0.0,3,42.9,0,2,,,,62.7,64.0,66.6,,63.8,,,,,0,0,3,,129.9,0.0,0,0,0,0,1,0,0.0,17,5.7,-0.67
Jordan McCloud,101058,QB,TEXAS ST,1,-33.33,0,6,314,100.0,2,3,9.5,2.47,0,0,0.0,66.7,2,1,0.0,3,50.0,0,2,,,,64.8,81.2,72.2,,78.8,,62.7,,,0,0,3,0.0,149.3,0.0,0,0,0,1,1,0,0.0,50,16.7,100.0,2,2,0.0,1.83,0,0,0.0,100.0,2,1,0.0,3,50.0,0,1,,,,64.8,68.2,72.2,,62.5,,62.7,,,0,0,3,100.0,97.9,33.3,1,0,0,0,0,0,0.0,15,7.5,100.0,2,3,5.0,2.43,0,0,0.0,66.7,2,1,0.0,3,50.0,0,1,,,,62.7,70.8,66.6,,70.5,,,,,0,0,3,0.0,149.3,0.0,0,0,0,1,1,0,0.0,41,13.7,0,100.0,2,2,-4.5,1.8,0,0,0.0,100.0,2,1,0.0,3,50.0,0,0,,,,62.7,52.3,66.6,,52.3,,,,,0,0,3,100.0,79.2,33.3,1,0,0,0,0,0,0.0,6,3.0,6.17
Grayson James,145214,QB,BOSTON COL,1,-25.0,0,6,121,80.0,5,5,9.6,2.66,0,0,0.0,80.0,4,1,0.0,5,83.3,0,3,,,,67.9,77.3,73.7,,77.6,,60.8,,,0,0,5,0.0,143.8,0.0,0,0,0,0,1,0,0.0,45,9.0,100.0,2,2,4.5,2.75,0,0,0.0,100.0,2,1,0.0,2,33.3,0,1,,,,67.6,65.9,73.4,,62.7,,60.8,,,0,0,2,0.0,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,75.0,4,4,9.0,2.28,0,0,0.0,75.0,3,0,0.0,4,66.7,0,2,,,,63.3,79.1,67.4,,78.5,,,,,0,0,4,,140.6,0.0,0,0,0,0,1,0,0.0,35,8.8,0,100.0,1,1,-3.0,1.3,0,0,0.0,100.0,1,0,0.0,1,16.7,0,0,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0.75
Chandler Fields,97286,QB,LA LAFAYET,1,-25.0,0,6,207,75.0,4,4,6.5,2.44,0,0,0.0,75.0,3,1,0.0,5,83.3,0,2,,,,63.8,79.8,69.5,,73.7,,64.1,,,0,0,5,0.0,80.2,0.0,0,1,0,0,0,0,0.0,15,3.8,100.0,1,1,5.0,2.7,0,0,0.0,100.0,1,1,0.0,2,33.3,0,2,,,,61.8,89.8,68.1,,73.5,,64.1,,,0,0,2,0.0,91.7,0.0,0,1,0,0,0,0,0.0,6,6.0,75.0,4,4,5.8,2.33,0,0,0.0,75.0,3,0,0.0,4,66.7,0,1,,,,63.3,59.1,67.4,,58.9,,,,,0,0,4,,93.8,0.0,0,0,0,0,0,0,0.0,28,7.0,0,100.0,1,1,2.0,2.5,0,0,0.0,100.0,1,0,0.0,1,16.7,0,1,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0,1.0
Arch Manning,173162,QB,TEXAS,1,-33.33,0,6,311,25.0,4,4,18.8,3.15,0,0,0.0,25.0,1,0,0.0,4,66.7,0,0,,,,65.5,69.7,73.3,,68.8,,60.0,,,0,0,5,,39.6,0.0,0,0,0,0,0,0,0.0,2,0.5,66.7,3,3,5.7,3.03,0,0,0.0,66.7,2,0,0.0,3,50.0,0,0,,,,64.8,75.3,73.0,,75.3,,60.0,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0,33.3,3,3,18.0,2.03,0,0,0.0,33.3,1,0,0.0,3,50.0,0,1,,,,63.3,60.0,67.4,,59.9,,,,,0,0,4,,47.9,0.0,0,0,0,0,0,0,0.0,13,4.3,0,100.0,2,2,-2.0,1.3,0,0,0.0,100.0,2,0,0.0,2,33.3,0,1,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,2.33
Austin Simmons,175891,QB,OLE MISS,1,-25.0,0,6,226,83.3,6,6,10.2,2.18,0,0,0.0,83.3,5,0,0.0,6,100.0,0,4,,,,64.2,78.6,70.1,,78.0,,,,,0,0,6,,111.1,0.0,0,0,0,0,0,0,0.0,64,10.7,100.0,2,2,10.0,2.1,0,0,0.0,100.0,2,0,0.0,2,33.3,0,2,,,,61.8,84.2,68.6,,83.7,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,32,16.0,75.0,4,4,10.3,2.23,0,0,0.0,75.0,3,0,0.0,4,66.7,0,2,,,,63.3,64.5,67.4,,64.3,,,,,0,0,4,,97.9,0.0,0,0,0,0,0,0,0.0,32,8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.0
Julian Sayin,183708,QB,OHIO STATE,1,0.0,0,5,260,25.0,4,4,9.0,2.74,0,0,0.0,0.0,0,0,100.0,5,100.0,1,1,,,,63.8,54.2,69.5,,45.4,,64.9,,,0,0,5,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,25.0,4,4,9.0,2.74,0,0,0.0,0.0,0,0,100.0,5,100.0,1,1,,,,63.8,54.2,69.5,,45.4,,64.9,,,0,0,5,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Bryson Daily,147303,QB,ARMY,1,-66.67,0,5,114,66.7,3,4,11.7,2.65,0,0,0.0,50.0,2,1,0.0,4,80.0,0,2,,,,80.3,70.1,25.0,,50.1,,70.7,,,1,1,6,0.0,19.8,0.0,0,0,0,0,0,1,16.7,15,3.8,100.0,1,1,6.0,1.9,0,0,0.0,100.0,1,1,0.0,2,40.0,0,1,,,,80.4,75.3,24.2,,67.0,,70.7,,,0,0,4,100.0,95.8,50.0,1,0,0,0,0,0,0.0,7,7.0,50.0,2,3,14.5,3.07,0,0,0.0,33.3,1,1,0.0,3,60.0,0,1,,,,62.7,34.2,66.6,,34.7,,,,,1,1,3,0.0,2.8,0.0,0,0,0,0,0,1,33.3,8,2.7,0,,0,0,,2.4,0,0,,,0,1,,1,20.0,0,0,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,-4.33
Ryan Browne,174949,QB,PURDUE,1,0.0,0,4,273,0.0,1,2,37.0,4.7,0,0,0.0,0.0,0,3,,4,100.0,0,0,,,,63.8,41.1,69.8,,44.5,,56.2,,,0,0,5,33.3,39.6,25.0,1,1,0,1,0,0,0.0,0,0.0,0.0,1,2,37.0,4.97,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,62.7,42.5,69.1,,47.6,,56.2,,,0,0,3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,,0,0,,3.9,0,0,0.0,,0,1,,1,25.0,0,0,,,,61.8,52.8,65.5,,52.9,,,,,0,0,2,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Stone Earle,123504,QB,MARSHALL,1,66.67,0,4,214,66.7,3,4,13.7,2.0,1,0,0.0,50.0,2,1,0.0,4,100.0,0,2,,,,63.3,68.2,69.5,,67.7,,,,,0,0,4,0.0,84.4,0.0,0,0,0,0,0,0,0.0,39,9.8,50.0,2,3,11.5,2.1,1,0,0.0,33.3,1,0,0.0,3,75.0,0,1,,,,62.7,58.8,69.1,,58.2,,,,,0,0,3,,57.6,0.0,0,0,0,0,0,0,0.0,20,6.7,100.0,1,1,18.0,1.7,0,0,0.0,100.0,1,1,0.0,1,25.0,0,1,,,,60.3,73.2,63.6,,72.6,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,12.33
Steve Angeli,156966,QB,NOTRE DAME,1,-100.0,0,3,258,100.0,3,3,3.7,2.73,0,0,0.0,100.0,3,1,0.0,3,100.0,0,3,,,,64.8,72.3,69.5,,74.2,,59.7,,,0,0,3,0.0,157.6,0.0,0,0,0,0,1,0,0.0,37,12.3,100.0,3,3,3.7,2.73,0,0,0.0,100.0,3,1,0.0,3,100.0,0,3,,,,64.8,72.3,69.5,,74.2,,59.7,,,0,0,3,0.0,157.6,0.0,0,0,0,0,1,0,0.0,37,12.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-12.33
Tyriq Starks,156514,QB,FAU,1,-50.0,0,3,165,0.0,1,1,16.0,3.55,0,0,0.0,0.0,0,1,,2,66.7,0,1,,,,64.4,36.3,67.4,,26.9,,67.8,,,0,1,2,0.0,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0,50.0,2,2,5.5,2.9,0,0,0.0,50.0,1,1,0.0,3,100.0,0,1,,,,64.8,39.3,68.1,,27.3,,67.8,,,0,1,3,0.0,16.7,0.0,0,1,0,0,0,1,33.3,6,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,-3.0
Ty Thompson,146568,QB,TULANE,1,0.0,0,3,319,0.0,1,2,7.0,2.87,0,0,0.0,0.0,0,1,,3,100.0,0,1,,,,69.7,85.0,72.2,,50.4,,81.8,,,1,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,1,2,7.0,2.87,0,0,0.0,0.0,0,1,,3,100.0,0,1,,,,69.7,85.0,72.2,,50.4,,81.8,,,1,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
