player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Elijah Brown,183276,QB,STANFORD,1,34.21,0,48,300,73.7,38,40,7.7,2.35,1,1,2.3,67.5,27,17,3.6,48,100.0,1,16,,,,,37.6,48.7,26.0,49.6,57.2,,0,1,51,47.1,85.8,16.7,8,0,0,1,1,2,3.9,284,7.1,72.2,36,38,7.7,2.33,1,1,2.5,65.8,25,16,3.8,45,93.8,1,14,,,,,69.5,53.3,24.1,54.1,,,0,1,47,43.8,83.0,15.6,7,0,0,1,1,1,2.1,258,6.8,100.0,2,2,8.0,2.7,0,0,0.0,100.0,2,1,0.0,3,6.3,0,2,,,,,10.7,36.0,68.1,35.5,57.2,,0,0,4,100.0,118.8,33.3,1,0,0,0,0,1,25.0,26,13.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.21
Gabarri Johnson,175905,QB,OREGON ST,1,36.11,0,48,265,73.0,37,37,7.7,3.02,0,3,7.9,67.6,25,9,7.4,43,89.6,2,16,,,,,69.8,70.6,77.5,71.0,,59.2,0,2,45,22.2,65.7,4.7,2,4,0,0,0,2,4.4,265,7.2,69.4,36,36,6.9,2.71,0,3,7.9,63.9,23,6,8.0,40,83.3,2,13,,,,,69.7,68.6,77.4,68.8,,59.2,0,2,43,0.0,56.8,0.0,0,4,0,0,0,2,4.7,213,5.9,100.0,6,6,3.8,3.66,0,0,0.0,100.0,6,3,0.0,8,16.7,0,3,,,,,64.9,68.8,69.5,68.5,,,0,0,8,66.7,117.4,25.0,2,0,0,0,0,0,0.0,73,12.2,0,80.0,5,5,-3.2,1.56,0,0,0.0,80.0,4,0,0.0,5,10.4,0,0,,,,,64.2,60.1,68.6,59.9,,,0,0,6,,84.2,0.0,0,0,0,0,0,0,0.0,21,4.2,6.25
Katin Houser,158386,QB,E CAROLINA,1,-17.86,0,47,156,79.4,34,35,10.4,2.57,0,0,0.0,57.1,20,8,25.9,41,87.2,7,13,,,,,39.9,71.6,77.3,74.5,59.5,57.0,1,0,45,25.0,92.2,4.9,2,4,0,0,2,1,2.2,197,5.6,78.6,28,28,8.5,2.38,0,0,0.0,67.9,19,3,13.6,32,68.1,3,12,,,,,34.0,70.1,76.6,71.8,,58.8,0,0,34,0.0,98.2,0.0,0,3,0,0,1,1,2.9,186,6.6,90.9,11,12,9.6,2.37,0,0,0.0,50.0,6,5,40.0,15,31.9,4,3,,,,,66.7,69.1,72.3,72.0,59.5,57.3,1,0,17,40.0,86.5,13.3,2,1,0,0,1,0,0.0,43,3.6,0,100.0,5,5,-1.6,1.08,0,0,0.0,100.0,5,0,0.0,6,12.8,0,2,,,,,64.2,63.4,68.6,63.2,,,0,0,6,,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,-3.06
Dylan Lonergan,172386,QB,BOSTON COL,1,3.33,0,45,121,72.7,33,36,7.7,2.5,2,1,2.6,66.7,24,8,0.0,44,97.8,0,15,,,,,69.4,67.3,76.5,65.7,,63.2,0,1,46,50.0,82.1,9.1,4,4,0,1,1,0,0.0,231,6.4,72.0,25,27,8.7,2.44,2,1,3.6,66.7,18,7,0.0,34,75.6,0,11,,,,,68.6,68.4,75.8,68.8,,58.5,0,0,35,57.1,84.8,11.8,4,3,0,0,0,0,0.0,176,6.5,77.8,9,10,3.6,2.61,0,0,0.0,70.0,7,1,0.0,11,24.4,0,4,,,,,65.8,61.2,70.7,55.9,,64.3,0,1,12,0.0,77.5,0.0,0,1,0,1,1,0,0.0,56,5.6,0,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,2.2,0,0,,,,,60.3,60.6,63.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-0.92
Demond Williams Jr.,183648,QB,WASHINGTON,1,-15.22,0,45,340,66.7,24,27,9.5,3.58,0,0,0.0,55.6,15,24,6.3,39,86.7,1,9,,,,,36.4,43.6,76.7,32.0,,66.3,0,1,39,16.7,60.4,10.3,4,8,0,3,1,2,5.1,98,3.6,68.2,22,23,8.4,3.38,0,0,0.0,65.2,15,20,0.0,33,73.3,0,8,,,,,32.7,46.0,76.3,31.5,,70.5,0,1,33,20.0,66.0,12.1,4,6,0,1,1,2,6.1,73,3.2,85.7,7,10,4.6,3.18,0,0,0.0,50.0,5,4,16.7,12,26.7,1,3,,,,,65.8,51.7,70.7,57.0,,53.1,0,0,12,0.0,69.2,0.0,0,2,0,3,0,0,0.0,61,6.1,0,100.0,5,6,-2.2,1.68,0,0,0.0,83.3,5,0,0.0,6,13.3,0,2,,,,,64.2,63.4,68.6,63.2,,,0,0,6,,91.7,0.0,0,0,0,1,0,0,0.0,36,6.0,2.93
Walker Eget,146170,QB,S JOSE ST,1,-0.88,0,45,285,76.7,30,37,13.4,3.01,4,2,5.1,62.2,23,15,0.0,40,88.9,0,15,,,,,69.1,72.3,76.0,72.7,,58.5,0,2,42,0.0,66.8,0.0,0,3,0,3,0,2,4.8,315,8.5,76.9,26,31,14.3,3.02,3,2,6.3,64.5,20,10,0.0,33,73.3,0,14,,,,,68.5,78.3,75.4,77.4,,62.0,0,2,34,0.0,68.1,0.0,0,2,0,2,0,2,5.9,291,9.4,77.8,9,11,2.0,2.51,1,0,0.0,63.6,7,5,0.0,12,26.7,0,2,,,,,66.0,49.0,71.0,51.4,,57.3,0,0,13,0.0,71.4,0.0,0,1,0,1,0,0,0.0,43,3.9,0,80.0,5,5,-2.4,1.82,0,0,0.0,80.0,4,0,0.0,5,11.1,0,1,,,,,63.8,59.0,68.1,58.8,,,0,0,5,,82.5,0.0,0,0,0,0,0,0,0.0,19,3.8,-5.48
Joe Fagnano,104768,QB,UCONN,1,-3.03,0,44,146,82.8,29,31,7.6,2.47,2,2,5.6,67.7,21,11,12.5,36,81.8,3,13,,,,,70.0,79.1,77.1,74.3,54.3,75.6,0,0,41,18.2,128.0,5.6,2,3,0,0,3,1,2.4,277,8.9,83.9,31,33,5.5,2.16,2,2,5.3,69.7,23,6,11.5,37,84.1,3,11,,,,,70.1,69.3,77.2,63.1,54.3,75.6,0,0,42,16.7,110.2,2.7,1,3,0,0,2,2,4.8,236,7.2,80.0,5,6,7.6,2.84,1,0,0.0,66.7,4,5,0.0,7,15.9,0,4,,,,,64.6,81.6,69.1,81.0,,,0,0,7,20.0,149.3,14.3,1,0,0,0,1,0,0.0,75,12.5,0,85.7,7,8,-1.7,1.38,1,0,0.0,75.0,6,0,0.0,8,18.2,0,2,,,,,64.9,45.7,69.5,45.7,,,0,0,8,,82.3,0.0,0,0,0,0,0,1,12.5,34,4.3,5.35
Bear Bachmeier,203434,QB,BYU,1,-0.61,0,43,128,68.8,32,33,10.1,3.07,0,1,2.9,54.5,18,16,18.2,38,88.4,4,10,,,,,31.7,50.9,76.7,53.5,,52.0,0,1,40,6.3,66.7,2.6,1,4,0,1,1,4,10.0,172,5.2,71.9,32,33,7.7,2.82,0,1,2.9,60.6,20,17,13.0,36,83.7,3,7,,,,,30.5,50.9,76.5,51.6,,55.2,0,1,38,5.9,68.4,2.8,1,2,0,1,1,3,7.9,145,4.4,80.0,5,5,12.6,3.39,0,0,0.0,60.0,3,1,25.0,7,16.3,1,3,,,,,64.6,61.2,69.7,69.3,,52.9,0,0,7,0.0,87.9,0.0,0,2,0,0,0,1,14.3,43,8.6,0,100.0,5,5,-3.0,1.66,0,0,0.0,100.0,5,2,0.0,5,11.6,0,0,,,,,63.8,65.7,68.1,65.4,,,0,0,5,0.0,80.0,0.0,0,0,0,0,0,0,0.0,16,3.2,4.21
Miller Moss,70727,QB,LOUISVILLE,1,-2.0,0,42,210,60.7,28,34,10.1,2.95,2,1,2.9,44.1,15,12,11.8,37,88.1,2,7,,,,,36.7,44.4,76.7,42.3,,58.6,2,1,37,16.7,47.9,5.4,2,1,1,1,0,2,5.4,174,5.1,66.7,21,25,7.9,2.68,1,0,0.0,52.0,13,5,7.1,26,61.9,1,3,,,,,29.7,47.4,76.0,43.5,,61.4,1,0,26,20.0,65.9,3.8,1,0,1,1,0,1,3.8,123,4.9,66.7,12,14,8.8,3.12,1,1,7.1,50.0,7,7,12.5,16,38.1,1,4,,,,,66.5,51.1,71.6,53.2,,57.0,1,1,16,14.3,37.8,6.3,1,1,0,0,0,1,6.3,80,5.7,0,100.0,5,5,-2.4,2.1,0,0,0.0,100.0,5,0,0.0,5,11.9,0,0,,,,,63.8,65.6,68.1,65.3,,,0,0,5,,90.8,0.0,0,0,0,0,0,0,0.0,29,5.8,0.79
JC French IV,162521,QB,GA SOUTHRN,1,-1.75,0,42,174,77.8,27,30,12.9,2.93,2,2,6.7,60.0,18,10,14.3,35,83.3,3,17,,,,,72.0,83.4,77.0,87.8,,59.6,0,0,35,20.0,106.8,5.7,2,3,0,1,1,0,0.0,314,10.5,88.9,18,19,8.9,2.81,1,2,10.5,68.4,13,8,18.8,24,57.1,3,10,,,,,71.8,81.0,76.3,87.7,,59.6,0,0,24,25.0,117.0,8.3,2,3,0,0,1,0,0.0,184,9.7,75.0,16,18,11.1,2.52,1,0,0.0,66.7,12,2,0.0,18,42.9,0,10,,,,,66.8,76.4,72.0,75.8,,,0,0,18,0.0,96.5,0.0,0,0,0,1,0,0,0.0,168,9.3,0,100.0,7,7,-1.4,1.47,0,0,0.0,100.0,7,0,0.0,7,16.7,0,3,,,,,64.6,66.7,69.1,66.4,,,0,0,7,,89.3,0.0,0,0,0,0,0,0,0.0,38,5.4,-0.35
Noah Kim,129623,QB,E MICHIGAN,1,-13.17,0,41,160,60.0,30,36,10.5,2.65,1,2,4.8,50.0,18,14,0.0,37,90.2,0,7,,,,,71.3,64.1,77.7,59.2,,69.4,0,0,44,0.0,75.0,0.0,0,1,1,4,1,1,2.3,190,5.3,73.9,23,29,8.8,2.73,1,1,2.9,58.6,17,11,0.0,30,73.2,0,6,,,,,71.0,62.8,77.4,56.9,,69.4,0,0,37,0.0,85.8,0.0,0,1,1,4,1,1,2.7,163,5.6,45.5,11,11,9.6,1.98,0,1,8.3,45.5,5,3,0.0,11,26.8,0,1,,,,,65.8,63.9,70.7,63.6,,,0,0,12,0.0,57.8,0.0,0,0,0,0,0,0,0.0,47,4.3,0,100.0,4,4,-1.5,1.4,0,0,0.0,100.0,4,0,0.0,4,9.8,0,0,,,,,63.8,59.1,68.1,58.9,,,0,0,5,,87.5,0.0,0,0,0,0,0,0,0.0,20,5.0,-1.35
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,25.29,0,41,214,48.0,25,29,11.9,2.88,3,2,6.5,41.4,12,19,0.0,35,85.4,0,11,,,,,74.8,72.4,77.6,65.7,,68.9,1,0,37,5.3,67.9,2.9,1,5,0,0,1,1,2.7,138,4.8,54.2,24,29,8.5,2.7,4,1,3.2,41.4,12,17,7.7,35,85.4,1,8,,,,,74.8,68.0,77.6,59.0,,68.9,1,0,37,5.9,50.2,2.9,1,5,0,0,0,1,2.7,95,3.3,66.7,6,6,15.0,2.55,0,1,16.7,66.7,4,2,0.0,6,14.6,0,4,,,,,64.2,81.5,68.6,80.8,,,0,0,6,0.0,138.2,0.0,0,0,0,0,1,0,0.0,59,9.8,0,100.0,5,6,-0.6,1.48,1,0,0.0,66.7,4,0,20.0,6,14.6,1,1,,,,,64.2,63.4,68.6,63.1,,,0,0,6,,70.1,0.0,0,0,0,0,0,0,0.0,16,2.7,6.55
