player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Maalik Murphy,157302,QB,OREGON ST,1,-25.49,0,48,265,66.7,39,39,10.7,2.43,0,1,2.6,56.4,22,15,15.4,43,89.6,4,12,,,,,70.1,67.7,20.0,,66.9,,,66.4,,,0,2,43,20.0,65.9,7.0,3,1,0,0,1,1,2.3,277,7.1,74.1,27,27,6.6,2.26,0,0,0.0,66.7,18,12,10.0,31,64.6,2,8,,,,,69.3,61.3,13.0,,60.1,,,66.4,,,0,1,31,25.0,80.2,9.7,3,1,0,0,1,1,3.2,166,6.1,58.8,17,17,13.3,2.47,0,1,5.9,41.2,7,3,30.0,17,35.4,3,5,,,,,66.7,75.0,71.8,,74.4,,,,,,0,1,17,0.0,59.9,0.0,0,0,0,0,1,0,0.0,116,6.8,0,80.0,5,5,-2.8,1.52,0,0,0.0,60.0,3,0,25.0,5,10.4,1,1,,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,,104.2,0.0,0,0,0,0,1,0,0.0,5,1.0,0.67
Ryan Browne,174949,QB,PURDUE,1,-4.29,0,47,273,72.0,25,29,11.0,3.08,0,0,0.0,55.2,16,21,11.1,37,78.7,2,13,,,,,69.5,66.9,76.3,,69.6,,,51.4,,,1,3,42,28.6,56.5,16.2,6,2,0,3,1,2,4.9,254,8.8,75.0,12,14,9.1,3.2,0,0,0.0,64.3,9,12,0.0,20,42.6,0,7,,,,,68.2,65.2,74.9,,69.8,,,51.4,,,0,0,24,33.3,96.7,20.0,4,2,0,2,0,0,0.0,138,9.9,81.8,22,25,6.4,2.59,0,0,0.0,60.0,15,9,16.7,27,57.4,3,9,,,,,67.9,67.5,73.5,,67.0,,,,,,1,3,28,22.2,53.7,7.4,2,0,0,2,1,2,7.1,167,6.7,0,100.0,9,10,-3.0,2.01,0,0,0.0,80.0,8,0,11.1,10,21.3,1,3,,,,,65.4,65.8,70.1,,65.5,,,,,,0,0,10,,87.9,0.0,0,0,0,1,0,0,0.0,51,5.1,-3.18
Jalen Kitna,146688,QB,UAB,1,17.14,0,47,321,74.2,31,34,10.8,3.06,0,1,2.9,61.8,21,12,8.7,36,76.6,2,14,,,,,70.1,76.8,76.6,,76.2,,,60.8,,,1,0,36,16.7,103.8,5.6,2,0,0,2,2,0,0.0,250,7.4,75.0,32,35,9.6,2.82,0,1,2.9,62.9,22,10,8.3,36,76.6,2,15,,,,,70.1,75.6,76.6,,75.0,,,60.8,,,1,0,36,10.0,105.9,2.8,1,0,0,2,2,0,0.0,272,7.8,90.0,10,10,0.8,2.18,0,0,0.0,80.0,8,4,11.1,11,23.4,1,4,,,,,65.6,52.0,70.4,,51.9,,,,,,0,1,11,25.0,55.8,9.1,1,0,0,0,0,1,9.1,69,6.9,0,90.9,11,11,-2.0,1.38,0,0,0.0,81.8,9,2,10.0,11,23.4,1,5,,,,,65.6,47.3,70.4,,47.2,,,,,,0,1,11,0.0,63.3,0.0,0,0,0,0,0,1,9.1,91,8.3,-0.87
Ta'Quan Roberson,101625,QB,BUFFALO,1,5.56,0,46,126,75.7,37,37,11.4,2.64,0,4,10.5,70.3,26,7,7.1,43,93.5,2,18,,,,,38.8,73.9,76.8,,83.1,,,46.6,,,0,1,44,14.3,112.1,2.3,1,5,0,0,3,2,4.5,317,8.6,75.0,36,36,11.6,2.64,0,4,10.8,69.4,25,6,7.4,41,89.1,2,18,,,,,38.3,74.3,76.7,,83.7,,,46.6,,,0,1,42,0.0,111.8,0.0,0,5,0,0,3,2,4.8,308,8.6,75.0,4,4,-0.8,2.08,0,0,0.0,75.0,3,2,0.0,5,10.9,0,0,,,,,63.3,62.5,68.1,,62.3,,,,,,0,0,5,50.0,80.2,20.0,1,0,0,0,0,0,0.0,15,3.8,0,66.7,3,3,-2.7,1.73,0,0,0.0,66.7,2,1,0.0,3,6.5,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0,-4.81
Brad Jackson,184354,QB,TEXAS ST,1,-16.19,0,46,314,71.4,28,29,9.4,2.88,0,0,0.0,65.5,19,13,5.0,39,84.8,1,11,,,,,23.0,56.6,77.2,,54.5,,,60.9,,,0,0,41,38.5,90.4,12.8,5,5,0,1,1,1,2.4,155,5.3,76.2,21,21,3.7,2.28,0,0,0.0,76.2,16,4,0.0,24,52.2,0,4,,,,,18.9,54.2,76.3,,51.8,,,60.4,,,0,0,26,50.0,86.8,8.3,2,1,0,0,0,1,3.8,107,5.1,71.4,14,15,11.9,3.09,0,0,0.0,60.0,9,9,10.0,22,47.8,1,7,,,,,67.5,61.3,72.8,,60.6,,,60.9,,,0,0,23,33.3,94.9,13.6,3,4,0,1,1,0,0.0,74,4.9,0,85.7,7,7,-2.9,1.44,0,0,0.0,85.7,6,0,0.0,7,15.2,0,0,,,,,64.9,60.7,69.5,,60.4,,,,,,0,0,8,,82.1,0.0,0,0,0,0,0,0,0.0,26,3.7,-0.17
Jacob Clark,101628,QB,MO STATE,1,41.85,0,46,230,75.9,29,34,9.4,2.38,1,3,8.3,58.8,20,16,9.1,43,93.5,2,12,,,,,69.4,62.5,22.4,,65.7,,,50.6,,,3,3,46,31.3,56.3,11.6,5,3,1,0,1,2,4.3,262,7.7,65.2,23,27,7.3,2.32,1,2,6.9,48.1,13,12,13.3,34,73.9,2,6,,,,,68.7,46.9,17.3,,49.7,,,50.6,,,2,3,36,33.3,36.4,11.8,4,3,1,0,1,2,5.6,139,5.1,100.0,9,10,10.7,2.38,0,1,9.1,90.0,9,5,0.0,12,26.1,0,6,,,,,66.2,89.4,71.2,,88.7,,,,,,1,0,14,20.0,118.8,8.3,1,0,0,0,0,0,0.0,133,13.3,0,66.7,3,3,-3.0,1.73,0,0,0.0,66.7,2,1,0.0,3,6.5,0,0,,,,,63.3,51.8,67.4,,51.8,,,,,,0,0,4,0.0,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3,8.15
Ryan Staub,171906,QB,COLORADO,1,15.15,0,46,143,58.1,31,32,8.9,2.99,1,1,2.9,50.0,16,11,11.1,42,91.3,2,9,,,,,20.7,28.5,0.0,,31.7,,,44.3,,,0,2,45,18.2,51.2,4.8,2,8,0,0,1,4,8.9,177,5.5,59.4,32,33,8.2,2.92,1,1,2.9,51.5,17,10,10.5,42,91.3,2,9,,,,,20.7,28.7,0.0,,32.7,,,44.3,,,0,2,45,10.0,54.1,2.4,1,8,0,0,1,4,8.9,192,5.8,66.7,3,3,1.3,2.28,0,0,0.0,66.7,2,1,0.0,4,8.7,0,0,,,,,63.3,54.1,67.4,,54.1,,,,,,0,0,4,100.0,74.3,25.0,1,0,0,0,0,0,0.0,12,4.0,0,75.0,4,4,-2.3,1.53,0,0,0.0,75.0,3,0,0.0,4,8.7,0,0,,,,,63.3,57.7,67.4,,57.6,,,,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,27,6.8,-1.82
Byrum Brown,156206,QB,USF,1,-1.45,0,43,327,54.2,24,26,13.8,3.15,1,2,7.1,46.2,12,18,7.7,33,76.7,1,7,,,,,35.9,63.9,75.9,,75.6,56.7,,45.6,,,0,0,35,11.1,75.5,6.1,2,5,0,1,0,1,2.9,218,8.4,65.2,23,25,6.4,2.89,1,1,3.7,56.0,14,13,6.7,29,67.4,1,6,,,,,33.4,51.3,75.7,,58.4,56.7,,47.7,,,0,1,31,7.7,70.6,3.4,1,3,0,1,1,2,6.5,151,6.0,54.5,11,11,14.9,2.82,0,1,9.1,54.5,6,5,0.0,14,32.6,0,4,,,,,66.2,78.7,71.2,,84.9,,,53.1,,,0,0,14,20.0,94.1,7.1,1,2,0,0,0,0,0.0,123,11.2,0,80.0,10,10,-2.1,1.94,0,0,0.0,80.0,8,0,0.0,10,23.3,0,3,,,,,65.4,51.5,70.1,,51.4,,,,,,0,1,10,,83.8,0.0,0,0,0,0,1,1,10.0,56,5.6,5.14
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,21.11,0,42,130,75.0,32,34,11.5,2.92,1,1,2.6,61.8,21,11,12.5,37,88.1,3,14,,,,,70.8,81.7,76.6,,82.1,,,59.8,,,0,0,41,27.3,115.9,8.1,3,0,1,0,3,1,2.4,269,7.9,67.9,28,30,11.0,3.0,1,1,3.0,56.7,17,11,10.5,33,78.6,2,9,,,,,70.5,76.4,76.3,,76.7,,,59.8,,,0,0,36,27.3,93.1,9.1,3,0,1,0,1,1,2.8,235,7.8,100.0,9,9,6.0,1.84,0,0,0.0,77.8,7,0,22.2,9,21.4,2,5,,,,,65.4,79.5,70.1,,78.9,,,,,,0,0,10,,126.6,0.0,0,0,0,0,2,0,0.0,44,4.9,0,80.0,5,5,-1.4,1.5,0,0,0.0,60.0,3,0,25.0,5,11.9,1,0,,,,,63.8,58.9,68.1,,58.8,,,,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,10,2.0,-2.94
Baylor Hayes,192135,QB,TULSA,1,12.12,0,42,320,71.0,31,34,10.5,2.65,1,0,0.0,55.9,19,18,13.6,39,92.9,3,12,,,,,37.9,52.0,77.5,,47.7,60.0,,64.6,,,0,1,43,11.1,68.0,5.1,2,3,0,2,1,2,4.7,178,5.2,73.7,19,22,10.1,2.58,1,0,0.0,54.5,12,11,14.3,26,61.9,2,5,,,,,29.1,53.5,76.5,,50.2,,,61.2,,,0,1,27,18.2,61.9,7.7,2,2,0,2,1,2,7.4,96,4.4,73.3,15,15,8.5,2.64,0,0,0.0,66.7,10,9,9.1,16,38.1,1,8,,,,,67.0,55.0,72.4,,51.6,60.0,,64.3,,,0,0,19,0.0,83.5,0.0,0,1,0,0,0,0,0.0,93,6.2,0,100.0,3,3,-2.7,2.03,0,0,0.0,100.0,3,2,0.0,3,7.1,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,1.84
