player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Garrett Greene,123420,QB,W VIRGINIA,1,50,61.5,13,15,8.2,3.4,0,0,0.0,40.0,6,15,25.0,21,42.0,2,6,,,,,67.5,71.1,72.8,,56.6,,83.6,,0,0,23,13.3,52.9,9.5,2,4,0,2,0,0,0.0,63,4.2,0,343,73.4,64.2,45.3,84.0,63.6,22,24,11.4,3.44,0,0,0.0,54.2,13,7,7.1,29,58.0,1,6,,,,,68.2,41.3,73.9,,41.0,,57.9,,0,1,31,28.6,87.8,6.9,2,3,0,2,2,2,6.5,174,7.3,66.7,24,26,9.4,3.07,0,0,0.0,57.7,15,0,6.3,28,56.0,1,9,,,,,68.3,57.0,74.0,,55.9,,62.0,,0,0,32,,106.7,0.0,0,2,0,2,2,1,3.1,193,7.4,0,54.5,11,13,12.0,3.88,0,0,0.0,30.8,4,22,33.3,22,44.0,2,3,,,,,67.4,51.9,72.7,,35.9,,78.2,,0,1,22,18.2,9.8,18.2,4,5,0,2,0,1,4.5,44,3.4
Isaac Wilson,183872,QB,UTAH,1,48,42.9,7,8,7.6,2.95,0,0,0.0,37.5,3,8,0.0,11,22.9,0,3,,,,,19.2,48.0,70.7,,49.6,,57.8,,1,1,12,25.0,49.0,18.2,2,1,0,0,1,1,8.3,30,3.8,0,328,24.2,45.3,46.4,53.1,63.3,30,32,8.8,3.07,0,1,3.1,56.3,18,11,5.3,37,77.1,1,9,,,,,29.7,45.2,74.5,,48.1,,50.7,,2,2,37,18.2,60.2,5.4,2,3,0,0,1,5,13.5,206,6.4,57.1,28,28,10.9,2.65,0,1,3.6,57.1,16,0,0.0,29,60.4,0,10,,,,,68.1,60.5,73.6,,61.7,,57.3,,0,2,29,,63.7,0.0,0,1,0,0,1,3,10.3,214,7.6,0,66.7,9,12,1.3,3.64,0,0,0.0,41.7,5,19,16.7,19,39.6,1,2,,,,,13.6,28.3,72.4,,28.6,,51.5,,3,1,20,21.1,42.4,21.1,4,3,0,0,1,3,15.0,22,1.8
Jalen Kitna,146688,QB,UAB,1,47,85.7,14,15,6.1,2.17,0,1,6.3,80.0,12,7,0.0,16,34.0,0,6,,,,,22.4,72.8,71.8,,72.3,,,,1,0,17,14.3,97.5,6.3,1,0,0,0,0,1,5.9,111,7.4,0,321,38.3,64.8,67.2,56.1,67.9,28,28,9.4,2.91,0,1,3.6,53.6,15,6,21.1,31,66.0,4,6,,,,,68.3,60.7,74.0,,62.0,60.0,57.3,,0,2,31,33.3,50.0,6.5,2,1,0,0,1,2,6.5,142,5.1,76.5,34,34,7.6,2.45,0,1,2.9,64.7,22,0,15.4,34,72.3,4,8,,,,,68.5,72.6,74.2,,72.0,,,,0,2,34,,54.0,0.0,0,0,0,0,0,2,5.9,184,5.4,1,62.5,8,9,11.1,3.19,0,1,10.0,55.6,5,13,0.0,13,27.7,0,4,,,,,20.6,52.3,71.4,,54.6,60.0,57.3,,1,0,14,23.1,117.4,23.1,3,1,0,0,1,1,7.1,69,7.7
Aidan Chiles,173727,QB,MICH STATE,1,46,66.7,15,17,9.7,3.14,1,0,0.0,58.8,10,4,0.0,18,39.1,0,5,,,,,67.1,60.9,0.0,,63.6,,,,0,0,20,25.0,79.8,5.6,1,0,0,1,0,0,0.0,117,6.9,1,223,72.1,62.3,57.7,74.4,66.7,21,23,7.4,3.27,0,0,0.0,56.5,13,14,7.1,28,60.9,1,7,,,,,68.0,58.4,73.5,,53.7,,69.7,,0,0,28,21.4,103.4,10.7,3,2,0,2,2,0,0.0,139,6.0,77.8,27,28,8.5,2.64,1,0,0.0,71.4,20,0,4.8,28,60.9,1,9,,,,,68.0,71.7,73.5,,71.2,,,,0,0,28,,120.2,0.0,0,0,0,0,2,0,0.0,234,8.4,2,33.3,9,12,8.0,4.12,0,0,0.0,25.0,3,18,0.0,18,39.1,0,3,,,,,67.1,42.5,0.0,,38.3,,69.7,,0,0,20,22.2,39.6,22.2,4,2,0,3,0,0,0.0,22,1.8
Shedeur Sanders,131396,QB,COLORADO,1,46,68.8,16,17,13.6,3.17,0,1,5.6,64.7,11,9,0.0,20,43.5,0,5,,,,,67.2,74.5,72.7,,76.6,60.0,57.3,,0,0,21,22.2,138.8,10.0,2,1,0,1,2,0,0.0,178,10.5,0,143,38.3,80.8,86.4,45.4,90.9,22,24,2.6,3.03,0,1,4.0,79.2,19,8,5.0,26,56.5,1,9,,,,,67.9,89.3,73.4,,86.6,,64.3,,0,1,27,12.5,91.1,3.8,1,1,0,2,1,0,0.0,161,6.7,89.3,28,28,5.8,2.17,0,1,3.6,85.7,24,0,4.0,29,63.0,1,9,,,,,68.1,83.3,73.6,,84.7,,57.3,,0,0,29,,134.7,0.0,0,1,0,0,3,0,0.0,217,7.8,0,60.0,10,13,11.4,4.68,0,1,6.7,46.2,6,17,0.0,17,37.0,0,5,,,,,67.0,80.7,72.4,,78.0,60.0,64.3,,0,1,19,17.6,47.6,17.6,3,1,0,3,0,0,0.0,122,9.4
Ashton Daniels,157259,QB,STANFORD,1,45,80.0,10,11,9.1,2.59,0,0,0.0,72.7,8,5,0.0,12,26.7,0,6,,,,,66.4,75.9,71.4,,75.3,,,,0,1,15,20.0,115.5,8.3,1,0,0,1,2,1,6.7,135,12.3,0,300,47.6,66.9,70.5,57.1,75.0,20,22,7.3,3.11,0,2,8.0,63.6,14,18,6.7,33,73.3,1,7,,,,,29.9,54.9,74.7,,64.1,60.0,44.9,,0,0,38,22.2,101.1,12.1,4,7,0,2,1,2,5.3,163,7.4,80.0,20,20,6.6,2.28,0,1,4.2,75.0,15,0,6.3,22,48.9,1,7,,,,,67.8,76.8,73.3,,80.0,,53.8,,0,0,26,,115.8,0.0,0,2,0,0,1,1,3.8,166,8.3,0,70.0,10,13,10.5,3.63,0,1,6.7,53.8,7,23,0.0,23,51.1,0,6,,,,,26.7,48.3,73.5,,55.7,60.0,46.7,,0,1,27,21.7,96.8,21.7,5,5,0,3,2,2,7.4,132,10.2
Evan Simon,129906,QB,TEMPLE,1,44,72.7,11,12,5.0,2.41,1,0,0.0,58.3,7,5,12.5,12,27.3,1,5,,,,,66.2,68.0,71.2,,67.6,,,,0,0,14,0.0,81.3,0.0,0,0,0,0,0,0,0.0,88,7.3,0,306,71.7,66.4,69.8,52.5,72.0,25,29,5.8,3.09,1,2,6.7,58.6,17,13,5.6,32,72.7,1,6,,,,,68.5,65.9,74.1,,68.4,,53.8,,0,0,33,7.7,69.6,3.1,1,2,0,3,0,1,3.0,130,4.5,84.0,25,26,1.9,2.1,1,0,0.0,73.1,19,0,9.5,26,59.1,2,6,,,,,68.1,58.6,73.6,,58.3,,,,0,0,29,,85.3,0.0,0,0,0,0,0,1,3.4,139,5.3,0,45.5,11,15,13.7,4.07,1,2,13.3,33.3,5,18,0.0,18,40.9,0,5,,,,,66.8,76.4,72.0,,81.0,,53.8,,0,0,18,5.6,51.8,5.6,1,2,0,3,0,0,0.0,79,5.3
Jack Lausch,162845,QB,NWESTERN,1,44,58.3,12,13,9.8,2.61,0,1,7.1,53.8,7,12,0.0,19,43.2,0,5,,,,,67.1,56.2,72.5,,55.7,54.3,62.0,,0,0,20,33.3,72.0,21.1,4,2,0,1,0,1,5.0,78,6.0,0,256,25.1,59.4,66.1,50.0,83.3,18,22,7.6,3.39,0,1,4.5,63.6,14,11,6.7,25,56.8,1,5,,,,,26.0,57.4,73.1,,73.2,,32.5,,0,0,25,0.0,78.4,0.0,0,3,0,4,0,2,8.0,123,5.6,80.0,20,21,7.3,2.65,0,1,4.8,76.2,16,0,0.0,21,47.7,0,7,,,,,67.2,68.5,72.7,,69.4,54.3,,,0,0,21,,96.9,0.0,0,0,0,1,0,2,9.5,158,7.5,0,60.0,10,14,10.7,3.42,0,1,6.7,35.7,5,23,16.7,23,52.3,1,3,,,,,25.6,45.3,73.0,,59.8,,39.0,,0,0,24,17.4,44.6,17.4,4,5,0,4,0,1,4.2,43,3.1
Nico Iamaleava,174728,QB,TENNESSEE,1,43,77.8,18,21,9.0,2.76,1,0,0.0,57.1,12,10,14.3,25,58.1,2,5,,,,,67.9,57.9,73.4,,61.4,,53.7,,1,0,27,10.0,69.3,4.0,1,3,0,1,0,0,0.0,99,4.7,0,307,70.5,59.6,59.9,57.5,66.7,12,12,6.1,3.27,0,0,0.0,66.7,8,7,0.0,18,41.9,0,5,,,,,66.7,59.6,72.0,,58.2,,61.8,,0,0,18,57.1,81.3,22.2,4,2,0,0,0,1,5.6,68,5.7,78.3,23,24,6.1,2.44,1,0,0.0,70.8,17,0,5.6,26,60.5,1,8,,,,,67.9,68.9,73.4,,68.1,,61.8,,0,0,27,,85.6,0.0,0,2,0,0,0,0,0.0,141,5.9,1,57.1,7,9,13.4,3.78,0,0,0.0,33.3,3,17,25.0,17,39.5,1,2,,,,,66.7,44.8,72.0,,47.2,,53.7,,1,0,18,29.4,42.4,29.4,5,3,0,1,0,1,5.6,26,2.9
Noah Fifita,158722,QB,ARIZONA,1,43,88.9,9,10,12.4,2.58,0,1,10.0,80.0,8,8,0.0,13,30.2,0,5,,,,,66.0,79.9,71.0,,76.1,,64.1,,0,0,13,25.0,142.9,15.4,2,1,0,1,1,0,0.0,103,10.3,0,109,71.2,64.6,61.0,66.3,60.9,23,25,6.1,2.97,0,0,0.0,48.0,12,8,14.3,30,69.8,2,8,,,,,68.2,52.6,73.7,,52.5,,59.1,,0,1,30,37.5,58.9,10.0,3,2,0,2,1,0,0.0,121,4.8,64.0,25,26,6.2,2.53,0,0,0.0,53.8,14,0,12.5,27,62.8,2,7,,,,,67.9,51.2,73.4,,52.6,,57.0,,0,1,27,,63.6,0.0,0,1,0,1,1,0,0.0,124,4.8,0,85.7,7,9,14.1,3.39,0,1,11.1,66.7,6,16,0.0,16,37.2,0,6,,,,,66.5,79.3,71.6,,74.3,,68.4,,0,0,16,31.3,141.0,31.3,5,2,0,2,1,0,0.0,100,11.1
Dylan Raiola,183581,QB,NEBRASKA,1,43,65.0,20,21,7.6,2.65,1,0,0.0,61.9,13,4,0.0,22,51.2,0,6,,,,,67.4,46.0,72.7,,47.4,,57.3,,0,2,22,0.0,48.6,0.0,0,1,0,0,1,1,4.5,94,4.5,0,238,69.2,56.7,59.8,49.1,82.4,17,17,6.1,2.78,0,1,5.9,82.4,14,3,0.0,21,48.8,0,4,,,,,67.2,69.1,72.5,,74.5,,51.6,,0,0,21,66.7,90.4,9.5,2,2,0,0,0,0,0.0,97,5.7,71.0,31,32,6.8,2.58,1,1,3.1,68.8,22,0,0.0,36,83.7,0,9,,,,,68.7,54.9,74.4,,59.0,,49.1,,0,2,36,,65.6,2.8,1,3,0,0,1,1,2.8,168,5.3,1,83.3,6,6,7.2,3.37,0,0,0.0,83.3,5,7,0.0,7,16.3,0,1,,,,,64.6,62.4,69.1,,62.2,,,,0,0,7,14.3,82.6,14.3,1,0,0,0,0,0,0.0,23,3.8
Ethan Vasko,163817,QB,COAST CAR,1,43,80.0,10,10,13.3,2.14,0,2,20.0,70.0,7,4,12.5,10,23.3,1,5,,,,,65.4,93.6,70.4,,94.0,54.3,,,0,0,10,0.0,142.5,0.0,0,0,0,0,1,0,0.0,117,11.7,0,141,71.5,77.8,74.6,71.0,55.6,27,29,11.7,2.7,0,0,0.0,48.3,14,14,6.7,33,76.7,1,8,,,,,68.3,58.2,74.1,,56.0,,64.2,,0,1,33,21.4,49.5,9.1,3,1,0,2,0,3,9.1,150,5.2,62.5,24,24,10.5,2.16,0,1,4.2,62.5,15,0,0.0,25,58.1,0,9,,,,,67.7,81.4,73.3,,80.2,54.3,64.2,,0,0,25,,99.3,0.0,0,1,0,0,1,1,4.0,180,7.5,0,61.5,13,15,15.3,3.13,0,1,6.7,40.0,6,18,25.0,18,41.9,2,4,,,,,66.5,61.8,72.0,,61.5,,,,0,1,18,16.7,31.8,16.7,3,0,0,2,0,2,11.1,87,5.8
Carson Beck,124010,QB,GEORGIA,1,42,80.0,15,15,12.1,2.31,0,1,5.9,80.0,12,1,0.0,16,38.1,0,9,,,,,66.8,89.6,72.0,,86.7,,64.1,,0,0,18,0.0,130.0,0.0,0,1,0,0,1,0,0.0,148,9.9,0,173,71.0,86.1,83.9,72.4,71.4,21,25,10.5,2.35,3,2,7.4,52.0,13,4,13.3,26,61.9,2,8,,,,,68.0,76.6,73.5,,74.1,,64.2,,0,0,28,0.0,89.3,0.0,0,1,0,1,1,1,3.6,183,7.3,75.8,33,37,11.2,2.15,3,3,7.5,62.2,23,0,8.0,37,88.1,2,14,,,,,69.0,85.9,74.8,,84.8,,,,0,0,40,,106.8,0.0,0,0,0,1,2,1,2.5,310,8.4,2,66.7,3,3,11.0,3.68,0,0,0.0,66.7,2,5,0.0,5,11.9,0,3,,,,,64.2,75.2,68.6,,63.3,,70.7,,0,0,6,0.0,86.8,0.0,0,2,0,0,0,0,0.0,21,7.0
Chandler Morris,122938,QB,N TEXAS,1,41,72.7,11,12,7.3,2.37,1,0,0.0,58.3,7,1,12.5,13,31.7,1,4,,,,,66.0,76.2,71.0,,79.1,,57.3,,0,0,13,0.0,85.4,0.0,0,1,0,0,0,0,0.0,100,8.3,0,251,69.7,55.5,53.7,61.6,58.3,24,24,12.2,2.66,0,2,7.4,58.3,14,5,0.0,28,68.3,0,6,,,,,68.3,45.6,73.9,,41.2,,67.3,,0,2,31,20.0,54.3,3.6,1,3,0,0,1,3,9.7,141,5.9,70.0,30,31,6.8,2.29,1,1,3.0,64.5,20,0,4.8,35,85.4,1,9,,,,,68.8,59.0,74.5,,56.8,,63.7,,0,1,37,,81.1,0.0,0,4,0,0,1,2,5.4,208,6.7,0,20.0,5,5,33.6,4.17,0,1,16.7,20.0,1,6,0.0,6,14.6,0,1,,,,,64.6,49.4,69.1,,49.5,,,,0,1,7,16.7,15.0,16.7,1,0,0,0,0,1,14.3,33,6.6
Katin Houser,158386,QB,E CAROLINA,1,41,64.3,14,15,14.4,2.27,0,2,11.1,60.0,9,5,0.0,17,41.5,0,9,,,,,67.1,73.5,72.4,,70.6,,64.2,,0,2,20,20.0,59.7,5.9,1,1,0,1,0,2,10.0,170,11.3,1,156,40.9,61.4,59.3,62.5,68.2,22,22,8.5,2.46,0,0,0.0,68.2,15,6,0.0,24,58.5,0,7,,,,,67.7,52.6,73.1,,49.7,,64.3,,0,1,25,0.0,82.4,0.0,0,1,0,0,1,3,12.0,144,6.5,72.4,29,29,11.3,2.05,0,2,6.7,72.4,21,0,0.0,30,73.2,0,14,,,,,68.3,67.5,73.9,,67.0,,,,0,1,31,,99.4,0.0,0,0,0,0,1,2,6.5,277,9.6,1,42.9,7,8,8.9,3.27,0,0,0.0,37.5,3,11,0.0,11,26.8,0,2,,,,,66.2,53.1,71.2,,43.6,,70.8,,0,2,14,9.1,13.0,9.1,1,2,0,1,0,3,21.4,37,4.6
Avery Johnson,173108,QB,KANSAS ST,1,41,63.6,11,11,12.6,2.25,0,0,0.0,63.6,7,1,0.0,11,26.8,0,4,,,,,66.0,79.3,71.0,,78.6,,,,0,1,13,0.0,40.7,0.0,0,0,0,0,0,0,0.0,62,5.6,0,199,71.3,75.1,77.4,56.1,69.0,29,29,11.7,3.02,0,2,6.7,58.6,17,3,15.0,30,73.2,3,10,,,,,68.4,72.8,74.0,,72.3,,61.0,,0,1,32,0.0,64.3,0.0,0,1,0,0,0,1,3.1,193,6.7,70.3,37,37,12.3,2.65,0,2,5.0,62.2,23,0,11.5,37,90.2,3,13,,,,,69.0,79.8,74.8,,78.9,,,,0,2,40,,58.4,0.0,0,0,0,0,0,1,2.5,240,6.5,0,33.3,3,3,7.7,4.28,0,0,0.0,33.3,1,4,0.0,4,9.8,0,1,,,,,63.8,59.2,68.1,,57.5,,61.0,,0,0,5,0.0,50.7,0.0,0,1,0,0,0,0,0.0,15,5.0
Hunter Watson,183993,QB,SM HOUSTON,1,40,81.8,11,12,6.0,2.41,0,0,0.0,75.0,9,5,0.0,15,37.5,0,3,,,,,66.4,52.1,71.4,,59.3,,50.0,,1,0,15,0.0,82.6,0.0,0,3,0,0,0,1,6.7,52,4.3,0,281,71.8,69.8,70.5,61.0,72.2,18,20,8.1,3.13,0,2,10.0,65.0,13,8,0.0,25,62.5,0,5,,,,,67.7,74.4,73.1,,74.6,,60.3,,0,1,25,37.5,61.9,12.0,3,2,0,2,0,0,0.0,127,6.4,80.0,25,26,6.1,2.41,0,2,7.7,76.9,20,0,0.0,27,67.5,0,7,,,,,67.9,77.0,73.4,,78.6,,57.0,,0,1,27,,77.7,0.0,0,1,0,1,0,1,3.7,172,6.6,0,50.0,4,6,14.8,3.79,0,0,0.0,33.3,2,13,0.0,13,32.5,0,1,,,,,66.0,43.9,71.0,,45.7,,54.4,,1,0,13,23.1,42.4,23.1,3,4,0,1,0,0,0.0,7,1.2
Fernando Mendoza,158323,QB,CAL,1,40,66.7,6,6,9.8,2.59,0,0,0.0,50.0,3,4,25.0,8,20.0,1,3,,,,,65.1,46.3,69.8,,46.5,,,,0,0,9,50.0,106.9,25.0,2,0,0,0,1,0,0.0,34,5.7,0,130,35.0,57.6,57.6,57.7,84.0,25,28,8.6,2.99,0,0,0.0,67.9,19,11,9.5,32,80.0,2,11,,,,,29.1,62.7,74.3,,63.2,,58.3,,0,2,35,18.2,57.3,6.3,2,2,0,3,0,4,11.4,191,6.8,83.3,24,25,9.2,2.38,0,0,0.0,72.0,18,0,10.0,25,62.5,2,11,,,,,67.8,74.8,73.3,,74.1,,,,0,1,26,,89.1,0.0,0,0,0,1,1,2,7.7,182,7.3,1,71.4,7,9,7.9,3.78,0,0,0.0,44.4,4,15,20.0,15,37.5,1,3,,,,,22.9,33.9,72.0,,31.8,,58.3,,0,1,18,26.7,19.4,26.7,4,2,0,2,0,2,11.1,43,4.8
Tyler Shough,83537,QB,LOUISVILLE,1,40,73.7,19,20,9.9,2.63,0,0,0.0,60.0,12,7,14.3,20,50.0,2,8,,,,,67.2,64.5,72.5,,64.2,,,,0,0,21,0.0,95.8,0.0,0,0,0,1,1,1,4.8,130,6.5,0,210,69.1,70.6,69.7,,88.2,17,20,7.7,2.75,0,1,5.0,70.0,14,2,6.7,20,50.0,1,7,,,,,67.1,72.7,72.4,,72.2,,,,0,1,20,0.0,68.8,0.0,0,0,1,2,0,0,0.0,140,7.0,86.2,29,31,8.4,2.36,0,0,0.0,71.0,22,0,12.0,31,77.5,3,12,,,,,68.4,74.2,74.0,,73.6,,,,0,1,32,,87.2,0.0,0,0,1,1,1,0,0.0,213,6.9,0,57.1,7,9,10.9,3.82,0,1,11.1,44.4,4,9,0.0,9,22.5,0,3,,,,,65.1,55.6,69.8,,55.5,,,,0,0,9,0.0,65.5,0.0,0,0,0,2,0,1,11.1,57,6.3
Kadin Semonza,174001,QB,BALL ST,1,40,90.9,11,11,7.3,1.91,0,2,18.2,81.8,9,1,10.0,11,27.5,1,7,,,,,65.6,89.3,70.4,,88.5,,,,0,0,11,0.0,158.3,0.0,0,0,0,0,2,0,0.0,186,16.9,0,117,69.9,79.1,81.2,57.3,73.9,23,26,10.6,2.47,2,3,11.5,61.5,16,4,5.9,29,72.5,1,8,,,,,68.1,70.3,73.7,,71.9,60.0,57.0,,0,1,29,25.0,86.2,3.4,1,1,0,1,2,1,3.4,145,5.6,81.3,32,34,9.4,2.13,2,5,14.7,70.6,24,0,7.7,35,87.5,2,15,,,,,68.6,86.0,74.3,,85.0,,,,0,1,35,,128.4,0.0,0,0,0,0,4,1,2.9,331,9.7,0,50.0,2,3,11.5,3.58,0,0,0.0,33.3,1,5,0.0,5,12.5,0,0,,,,,63.8,45.8,68.6,,49.8,60.0,57.0,,0,0,5,20.0,42.4,20.0,1,1,0,1,0,0,0.0,0,0.0
C.J. Ogbonna,149182,QB,BUFFALO,1,39,45.5,11,11,14.9,2.45,0,0,0.0,45.5,5,3,0.0,11,28.2,0,4,,,,,65.8,61.3,70.7,,61.1,,,,0,2,12,0.0,51.5,0.0,0,0,0,0,1,1,8.3,55,5.0,0,126,71.6,74.9,69.6,72.7,66.7,24,26,11.5,2.96,0,2,6.7,53.8,14,11,12.5,28,71.8,2,9,,,,,68.4,74.4,74.0,,72.1,,66.0,,0,0,32,0.0,106.1,0.0,0,2,0,2,2,0,0.0,209,8.0,56.5,23,23,10.0,2.38,0,1,3.7,52.2,12,0,7.7,25,64.1,1,7,,,,,68.1,60.6,73.6,,57.9,,66.0,,0,1,29,,53.9,0.0,0,2,0,0,0,1,3.4,146,6.3,0,66.7,12,14,17.7,3.59,0,1,6.7,50.0,7,14,12.5,14,35.9,1,6,,,,,66.4,83.6,71.4,,82.8,,,,0,1,15,0.0,88.7,0.0,0,0,0,2,3,0,0.0,118,8.4
Sam Leavitt,175465,QB,ARIZONA ST,1,39,100.0,8,12,10.0,3.02,1,0,0.0,58.3,7,6,12.5,13,33.3,1,6,,,,,66.0,90.8,71.0,,89.6,,64.3,,0,0,13,0.0,115.6,0.0,0,1,0,3,1,0,0.0,107,8.9,0,110,69.6,85.0,83.6,66.8,71.4,21,22,9.9,3.28,1,1,4.2,63.6,14,5,6.7,26,66.7,1,11,,,,,68.1,74.5,73.6,,73.8,,62.8,,0,0,29,20.0,116.7,3.8,1,3,0,0,2,0,0.0,165,7.5,79.2,24,26,9.3,2.52,2,1,3.7,69.2,18,0,5.3,28,71.8,1,13,,,,,68.1,82.0,73.6,,81.4,,62.0,,0,0,29,,118.9,0.0,0,2,0,0,2,0,0.0,209,8.0,2,80.0,5,8,12.8,4.91,0,0,0.0,37.5,3,11,25.0,11,28.2,1,4,,,,,66.0,79.1,71.0,,76.1,,66.5,,0,0,13,9.1,105.7,9.1,1,2,0,3,1,0,0.0,63,7.9
Payton Thorne,101629,QB,AUBURN,1,39,80.0,15,16,10.7,3.14,0,0,0.0,75.0,12,4,0.0,19,48.7,0,7,,,,,67.0,72.0,72.2,,76.2,,53.1,,0,0,19,25.0,146.4,5.3,1,2,0,1,4,0,0.0,162,10.1,0,115,68.9,71.9,76.6,52.4,80.0,15,16,10.0,2.67,1,0,0.0,62.5,10,2,16.7,20,51.3,2,6,,,,,67.1,67.1,72.4,,70.5,,56.6,,0,0,20,0.0,107.3,0.0,0,4,0,0,1,0,0.0,124,7.8,82.1,28,29,10.2,2.41,1,0,0.0,72.4,21,0,8.7,33,84.6,2,12,,,,,68.5,75.6,74.1,,76.3,,59.4,,0,0,33,,140.1,3.0,1,3,0,0,5,0,0.0,265,9.1,0,50.0,2,3,12.5,5.57,0,0,0.0,33.3,1,6,0.0,6,15.4,0,1,,,,,64.2,52.9,68.6,,66.2,,50.5,,0,0,6,0.0,59.0,0.0,0,3,0,1,0,0,0.0,21,7.0
Keyone Jenkins,170403,QB,FIU,1,39,60.9,23,24,7.5,2.7,0,0,0.0,50.0,12,8,14.3,25,64.1,2,8,,,,,67.8,61.1,73.3,,62.4,,57.3,,0,0,26,0.0,76.6,0.0,0,1,0,1,1,0,0.0,109,4.5,0,166,70.4,73.5,77.7,57.5,90.0,10,10,16.0,2.91,0,1,9.1,90.0,9,1,0.0,14,35.9,0,8,,,,,66.4,84.4,0.0,,90.8,,57.7,,0,0,15,0.0,152.1,0.0,0,3,0,0,1,0,0.0,150,15.0,72.0,25,25,10.8,2.58,0,1,4.0,64.0,16,0,11.1,30,76.9,2,12,,,,,68.2,73.3,73.7,,76.5,,55.1,,0,0,30,,99.3,0.0,0,4,0,0,1,0,0.0,183,7.3,1,62.5,8,9,7.8,3.42,0,0,0.0,55.6,5,9,0.0,9,23.1,0,4,,,,,65.6,66.6,0.0,,71.1,,,,0,0,11,0.0,120.6,0.0,0,0,0,1,1,0,0.0,76,8.4
