player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jadyn Glasser,184670,QB,C MICHIGAN,1,33,66.7,6,6,12.2,2.28,0,0,0.0,66.7,4,4,0.0,8,24.2,0,1,,,,,65.1,48.1,69.8,,48.1,,,,0,1,9,50.0,40.3,25.0,2,0,0,0,0,1,11.1,32,5.3,0,134,20.8,29.0,28.6,59.9,65.0,20,21,10.5,2.77,0,0,0.0,57.1,12,9,7.7,25,75.8,1,5,,,,,16.6,27.8,73.3,,28.1,,57.3,,1,1,26,33.3,53.3,12.0,3,1,0,0,0,4,15.4,118,5.6,60.0,20,20,12.4,2.29,0,0,0.0,55.0,11,0,8.3,20,60.6,1,3,,,,,67.2,35.8,72.5,,36.2,,,,0,2,21,,30.2,0.0,0,0,0,0,0,3,14.3,105,5.3,1,83.3,6,7,6.0,3.21,0,0,0.0,71.4,5,13,0.0,13,39.4,0,3,,,,,9.9,27.8,71.2,,28.0,,57.3,,1,0,14,38.5,88.4,38.5,5,1,0,0,0,2,14.3,45,6.4
Taylen Green,145996,QB,ARKANSAS,1,33,80.0,5,6,14.2,3.47,0,1,16.7,66.7,4,7,0.0,9,27.3,0,2,,,,,65.1,75.6,69.8,,75.1,,,,0,0,9,42.9,91.7,33.3,3,0,0,1,0,0,0.0,49,8.2,0,111,72.0,81.3,74.1,74.4,78.9,19,19,7.2,2.6,0,1,5.0,68.4,13,7,13.3,24,72.7,2,3,,,,,67.7,66.0,73.1,,69.6,,53.1,,0,1,25,42.9,57.6,12.5,3,2,0,0,0,0,0.0,93,4.9,83.3,18,18,8.1,2.3,0,1,5.3,77.8,14,0,6.7,19,57.6,1,5,,,,,67.1,78.3,72.4,,80.3,,57.3,,0,0,20,,97.5,0.0,0,1,0,0,0,0,0.0,133,7.4,0,66.7,6,7,10.3,3.57,0,1,14.3,42.9,3,14,25.0,14,42.4,1,0,,,,,66.2,55.7,71.2,,58.1,,57.3,,0,1,14,42.9,10.7,42.9,6,1,0,1,0,0,0.0,9,1.3
Zeon Chriss,156733,QB,HOUSTON,1,32,50.0,10,10,9.8,3.43,0,0,0.0,40.0,4,8,20.0,10,31.3,1,1,,,,,65.4,28.2,70.1,,28.4,,,,0,1,10,0.0,8.3,0.0,0,0,0,0,0,1,10.0,7,0.7,0,182,73.6,56.9,49.6,65.3,80.0,15,17,10.5,3.51,0,1,5.6,70.6,12,7,0.0,22,68.8,0,7,,,,,67.4,68.7,72.8,,69.7,,59.2,,0,0,23,28.6,104.0,9.1,2,3,0,2,0,0,0.0,176,10.4,71.4,14,14,12.8,3.08,0,1,6.7,71.4,10,0,0.0,17,53.1,0,6,,,,,66.8,68.0,72.0,,69.0,,59.2,,0,0,18,,106.5,0.0,0,3,0,0,0,0,0.0,151,10.8,0,63.6,11,13,7.0,3.95,0,0,0.0,46.2,6,15,14.3,15,46.9,1,2,,,,,66.2,29.9,71.4,,29.9,,,,0,1,15,13.3,21.0,13.3,2,0,0,2,0,1,6.7,32,2.5
Spencer Petras,82136,QB,UTAH ST,1,32,50.0,4,5,20.5,2.28,1,0,0.0,40.0,2,2,0.0,6,18.8,0,2,,,,,64.6,53.7,69.1,,53.6,,,,0,1,7,50.0,75.4,16.7,1,0,0,0,1,1,14.3,48,9.6,0,329,69.6,65.4,66.8,53.9,72.0,25,25,11.6,2.41,0,1,3.7,72.0,18,2,0.0,26,81.3,0,8,,,,,68.0,71.0,73.5,,70.4,,,,0,1,28,50.0,93.3,3.8,1,0,0,0,1,1,3.6,207,8.3,74.1,27,28,11.1,2.31,1,1,3.3,71.4,20,0,0.0,28,87.5,0,10,,,,,68.2,75.5,73.7,,74.8,,,,0,1,30,,108.5,0.0,0,0,0,0,2,1,3.3,255,9.1,0,0.0,2,2,37.0,2.95,0,0,0.0,0.0,0,4,,4,12.5,0,0,,,,,63.8,33.6,68.1,,33.9,,,,0,1,5,50.0,0.0,50.0,2,0,0,0,0,1,20.0,0,0.0
Jacolby Criswell,122830,QB,N CAROLINA,1,32,100.0,3,3,5.7,3.73,0,0,0.0,66.7,2,3,33.3,8,25.0,1,1,,,,,64.6,60.7,69.5,,64.1,,57.8,,0,0,8,133.3,109.7,50.0,4,1,0,0,0,0,0.0,40,13.3,0,245,29.4,52.7,49.7,65.1,66.7,18,20,8.9,3.0,1,0,0.0,60.0,12,7,0.0,24,75.0,0,5,,,,,26.0,48.6,0.0,,46.4,,68.1,,0,0,25,28.6,87.9,8.3,2,2,0,1,1,2,8.0,92,4.6,77.8,18,18,7.7,2.78,0,0,0.0,72.2,13,0,7.1,22,68.8,1,4,,,,,24.8,53.4,72.8,,52.1,,61.3,,0,0,23,,108.6,9.1,2,2,0,0,1,2,8.7,120,6.7,1,33.3,3,5,13.0,4.07,1,0,0.0,20.0,1,10,0.0,10,31.3,0,2,,,,,65.4,50.2,0.0,,50.7,,63.1,,0,0,10,40.0,39.6,40.0,4,1,0,1,0,0,0.0,12,2.4
Tyler Huff,142567,QB,JVILLE ST,1,32,25.0,4,5,20.0,2.38,1,0,0.0,0.0,0,3,100.0,5,15.6,1,0,,,,,63.8,45.6,68.1,,45.8,,,,0,0,5,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,196,46.9,71.5,68.7,65.9,65.2,23,24,10.3,2.6,0,0,0.0,62.5,15,6,0.0,27,84.4,0,9,,,,,68.1,75.6,73.6,,74.9,,,,0,0,29,50.0,104.7,11.1,3,0,1,0,1,0,0.0,211,8.8,66.7,21,23,10.5,2.3,1,0,0.0,60.9,14,0,0.0,23,71.9,0,8,,,,,67.6,70.4,73.0,,69.9,,,,0,0,24,,80.9,0.0,0,0,1,0,0,0,0.0,155,6.7,0,33.3,6,6,16.0,3.22,0,0,0.0,16.7,1,9,50.0,9,28.1,1,1,,,,,65.4,62.5,70.1,,62.3,,,,0,0,10,33.3,105.6,33.3,3,0,0,0,1,0,0.0,56,9.3
Jake Retzlaff,70874,QB,BYU,1,31,66.7,9,10,9.9,2.11,0,0,0.0,60.0,6,2,0.0,10,32.3,0,4,,,,,65.4,48.7,70.1,,48.8,,,,0,1,10,0.0,45.4,0.0,0,0,0,1,0,1,10.0,79,7.9,0,128,70.7,61.3,59.8,61.0,82.4,17,19,8.9,2.61,1,0,0.0,63.2,12,6,14.3,21,67.7,2,6,,,,,67.2,67.6,72.5,,67.2,,,,0,0,21,33.3,97.0,9.5,2,0,1,0,1,0,0.0,113,5.9,85.7,21,23,10.0,2.24,1,0,0.0,69.6,16,0,11.1,23,74.2,2,10,,,,,67.5,65.9,72.8,,65.5,,,,0,1,23,,89.6,0.0,0,0,1,0,1,1,4.3,183,8.0,0,40.0,5,6,6.4,3.05,0,0,0.0,33.3,2,8,0.0,8,25.8,0,0,,,,,64.9,47.5,69.5,,47.5,,,,0,0,8,25.0,42.4,25.0,2,0,0,1,0,0,0.0,9,1.5
Athan Kaliakmanis,144971,QB,RUTGERS,1,31,66.7,12,12,9.9,2.3,0,1,7.7,66.7,8,4,0.0,12,38.7,0,7,,,,,66.0,90.0,71.0,,89.1,,,,0,0,13,0.0,131.9,0.0,0,0,0,0,2,0,0.0,100,8.3,0,278,71.6,86.5,85.8,65.9,66.7,18,18,13.1,2.71,0,1,5.3,66.7,12,2,0.0,19,61.3,0,7,,,,,67.1,77.9,72.4,,74.9,,64.3,,0,0,20,0.0,89.6,0.0,0,1,0,0,0,1,5.0,138,7.7,70.8,24,24,12.1,2.6,0,2,8.0,70.8,17,0,0.0,25,80.6,0,11,,,,,67.8,88.2,73.3,,85.5,,64.3,,0,0,26,,110.9,0.0,0,1,0,0,1,1,3.8,207,8.6,0,50.0,6,6,10.7,2.35,0,0,0.0,50.0,3,6,0.0,6,19.4,0,3,,,,,64.6,73.2,69.1,,72.7,,,,0,0,7,0.0,104.9,0.0,0,0,0,0,1,0,0.0,31,5.2
Devon Dampier,171556,QB,NEW MEXICO,1,31,50.0,6,6,24.3,2.67,0,0,0.0,50.0,3,2,0.0,6,19.4,0,3,,,,,64.2,76.7,68.6,,76.1,,,,0,0,6,0.0,135.4,0.0,0,0,0,0,1,0,0.0,77,12.8,0,241,49.9,82.1,72.1,75.1,50.0,18,19,12.3,3.37,0,0,0.0,42.1,8,1,11.1,25,80.6,1,7,,,,,67.8,68.0,73.3,,66.7,,63.1,,0,0,26,0.0,58.4,0.0,0,6,0,1,0,0,0.0,97,5.1,50.0,22,22,13.5,3.05,0,0,0.0,45.5,10,0,9.1,28,90.3,1,9,,,,,68.1,70.9,73.6,,70.1,,63.1,,0,0,29,,65.0,0.0,0,6,0,0,0,0,0.0,132,6.0,0,50.0,2,3,35.5,4.93,0,0,0.0,33.3,1,3,0.0,3,9.7,0,1,,,,,62.7,71.3,66.6,,70.9,,,,0,0,3,0.0,121.5,0.0,0,0,0,1,1,0,0.0,42,14.0
Braedyn Locke,157141,QB,WISCONSIN,1,31,58.3,12,14,5.3,2.37,1,0,0.0,35.7,5,6,28.6,15,48.4,2,2,,,,,66.4,54.1,71.6,,54.0,,,,1,0,16,16.7,68.2,6.7,1,0,0,0,1,0,0.0,24,1.7,0,349,68.5,51.5,53.3,57.3,53.8,13,14,4.9,2.78,0,1,5.9,50.0,7,7,0.0,16,51.6,0,2,,,,,67.0,53.5,72.2,,55.1,,57.3,,0,1,19,14.3,35.4,6.3,1,1,0,1,0,1,5.3,72,5.1,70.6,17,18,4.4,2.14,0,1,5.3,55.6,10,0,16.7,18,58.1,2,4,,,,,67.0,58.2,72.2,,58.0,,,,0,0,19,,90.0,0.0,0,0,0,1,1,1,5.3,100,5.6,1,25.0,8,10,6.8,3.18,1,0,0.0,20.0,2,13,0.0,13,41.9,0,0,,,,,66.4,48.7,71.6,,50.5,,57.3,,1,1,16,15.4,0.0,15.4,2,1,0,0,0,0,0.0,-4,-0.4
Jordan McCloud,101058,QB,TEXAS ST,1,30,80.0,5,7,7.6,2.39,2,0,0.0,57.1,4,4,0.0,8,26.7,0,2,,,,,64.9,54.8,69.5,,58.0,,57.3,,0,1,8,0.0,27.4,0.0,0,1,0,0,0,1,12.5,29,4.1,0,314,69.9,92.2,92.4,62.5,95.0,20,21,8.9,2.22,0,3,13.0,90.5,19,7,0.0,22,73.3,0,14,,,,,67.6,94.6,73.0,,94.2,,,,1,0,24,14.3,158.3,4.5,1,0,0,0,4,0,0.0,306,14.6,94.4,18,19,6.9,2.03,1,2,10.0,89.5,17,0,0.0,19,63.3,0,12,,,,,67.1,93.5,72.4,,93.1,,,,0,0,20,,158.0,0.0,0,0,0,0,3,0,0.0,236,12.4,0,85.7,7,9,13.0,2.66,1,1,10.0,66.7,6,11,0.0,11,36.7,0,4,,,,,65.8,73.0,70.7,,76.2,,57.3,,1,1,12,9.1,100.9,9.1,1,1,0,0,1,1,8.3,99,11.0
Kaden Anderson,127312,QB,WYOMING,1,30,70.0,10,10,7.9,2.38,0,0,0.0,40.0,4,1,42.9,10,33.3,3,2,,,,,65.6,57.3,70.4,,57.2,,,,0,0,11,0.0,47.9,0.0,0,0,0,0,0,1,9.1,27,2.7,0,351,70.8,51.2,51.1,56.5,68.4,19,20,9.9,2.82,0,0,0.0,45.0,9,7,30.8,20,66.7,4,4,,,,,67.2,49.5,72.5,,49.5,,,,0,0,21,0.0,59.0,0.0,0,0,0,1,0,1,4.8,93,4.7,76.2,21,22,8.4,2.52,0,0,0.0,45.5,10,0,37.5,22,73.3,6,4,,,,,67.6,54.6,73.0,,54.5,,,,0,0,24,,58.3,0.0,0,0,0,1,0,2,8.3,97,4.4,0,50.0,8,8,11.4,3.08,0,0,0.0,37.5,3,8,25.0,8,26.7,1,2,,,,,64.9,48.6,69.5,,48.7,,,,0,0,8,0.0,45.8,0.0,0,0,0,0,0,0,0.0,23,2.9
Alonza Barnett III,156710,QB,JAMES MAD,1,30,76.9,13,15,8.3,2.82,0,1,6.3,66.7,10,7,0.0,19,63.3,0,4,,,,,67.1,70.8,72.4,,67.5,,64.1,,0,0,20,42.9,112.1,15.8,3,1,0,2,1,0,0.0,116,7.7,0,197,72.7,75.4,71.4,68.8,80.0,10,11,9.3,2.93,0,0,0.0,72.7,8,1,0.0,11,36.7,0,5,,,,,66.2,71.7,71.2,,71.3,,,,0,0,14,0.0,91.5,0.0,0,0,0,1,0,0,0.0,76,6.9,81.0,21,22,8.1,2.24,0,1,4.3,77.3,17,0,0.0,22,73.3,0,8,,,,,67.5,80.3,72.8,,79.6,,,,0,0,23,,117.8,0.0,0,0,0,1,1,0,0.0,191,8.7,0,50.0,2,4,15.5,4.55,0,0,0.0,25.0,1,8,0.0,8,26.7,0,1,,,,,65.6,54.3,70.4,,48.5,,64.1,,0,0,11,37.5,39.6,37.5,3,1,0,2,0,0,0.0,1,0.3
Davis Bryson,160369,QB,KENNESAW,1,29,60.0,5,5,8.2,2.73,0,0,0.0,60.0,3,4,0.0,6,20.7,0,2,,,,,64.2,52.4,68.6,,57.5,,56.3,,0,1,6,0.0,73.8,0.0,0,1,0,0,1,1,16.7,26,5.2,0,200,71.9,65.7,65.5,60.9,76.5,17,19,5.9,2.7,0,2,9.5,68.4,13,7,0.0,23,79.3,0,6,,,,,67.7,64.0,73.1,,67.6,,52.8,,0,0,25,28.6,83.4,8.7,2,2,0,2,0,0,0.0,111,5.8,82.4,17,17,5.3,1.98,0,2,11.8,82.4,14,0,0.0,18,62.1,0,6,,,,,66.8,79.0,72.0,,81.6,,57.0,,0,0,18,,95.6,0.0,0,1,0,0,0,0,0.0,118,6.9,0,40.0,5,7,10.4,3.9,0,0,0.0,28.6,2,11,0.0,11,37.9,0,2,,,,,66.0,38.0,71.0,,42.4,,51.6,,0,1,13,18.2,39.6,18.2,2,2,0,2,1,1,7.7,19,2.7
Tommy Ulatowski,163150,QB,KENT STATE,1,29,33.3,6,6,12.2,3.71,0,0,0.0,33.3,2,1,0.0,8,27.6,0,2,,,,,65.1,54.4,69.8,,57.1,,57.3,,0,0,9,100.0,47.2,12.5,1,1,0,0,0,0,0.0,25,4.2,0,201,69.7,54.9,59.5,51.3,76.9,13,15,5.9,3.33,0,1,6.7,53.3,8,5,20.0,21,72.4,2,4,,,,,67.1,52.5,72.5,,61.4,,47.0,,0,1,21,40.0,59.9,9.5,2,4,0,2,1,0,0.0,68,4.5,63.2,19,19,7.9,2.98,0,1,5.0,52.6,10,0,16.7,23,79.3,2,6,,,,,67.6,55.6,73.0,,63.0,,47.0,,0,1,24,,62.0,0.0,0,4,0,0,1,0,0.0,93,4.9,0,,0,2,,5.18,0,0,0.0,0.0,0,6,,6,20.7,0,0,,,,,63.8,44.8,68.6,,48.5,,57.3,,0,0,6,50.0,39.6,50.0,3,1,0,2,0,0,0.0,0,0.0
Danny O'Neil,184200,QB,S DIEGO ST,1,29,60.0,5,6,11.6,2.39,1,0,0.0,50.0,3,2,0.0,8,27.6,0,0,,,,,64.9,34.6,69.5,,34.7,,,,0,1,8,100.0,16.7,25.0,2,0,0,0,0,1,12.5,3,0.5,0,284,29.5,66.5,75.7,48.7,73.3,15,16,18.3,3.68,0,3,18.8,62.5,10,8,9.1,21,72.4,1,8,,,,,67.5,82.8,72.8,,90.5,,55.1,,1,1,23,0.0,109.1,0.0,0,5,0,0,2,1,4.3,159,9.9,66.7,15,16,17.1,3.03,1,2,12.5,56.3,9,0,10.0,19,65.5,1,5,,,,,67.0,72.3,72.2,,74.2,,58.3,,0,1,19,,67.4,0.0,0,3,0,0,1,1,5.3,91,5.7,0,80.0,5,6,15.2,3.88,0,1,16.7,66.7,4,10,0.0,10,34.5,0,3,,,,,65.8,63.5,70.7,,70.2,,55.1,,1,1,12,20.0,106.9,20.0,2,2,0,0,1,1,8.3,71,11.8
JC French IV,162521,QB,GA SOUTHRN,1,29,55.6,9,10,5.1,2.59,0,0,0.0,50.0,5,6,0.0,11,37.9,0,2,,,,,66.2,45.9,71.2,,46.1,,,,0,0,14,16.7,56.3,9.1,1,0,0,1,0,0,0.0,23,2.3,0,174,68.5,57.2,56.5,,75.0,16,18,8.4,3.13,0,1,5.3,66.7,12,2,0.0,18,62.1,0,6,,,,,67.0,66.7,72.2,,66.3,,,,0,1,19,0.0,68.8,0.0,0,0,0,2,0,2,10.5,148,8.2,80.0,20,21,6.3,2.73,0,1,4.0,76.2,16,0,0.0,21,72.4,0,7,,,,,67.7,72.6,73.1,,72.0,,,,0,0,25,,97.3,0.0,0,0,0,1,0,1,4.0,160,7.6,0,20.0,5,7,11.2,3.44,0,0,0.0,14.3,1,8,0.0,8,27.6,0,1,,,,,64.9,28.2,69.5,,28.4,,,,0,1,8,12.5,0.0,12.5,1,0,0,2,0,1,12.5,11,1.6
Caden Veltkamp,156642,QB,W KENTUCKY,1,28,100.0,8,11,4.3,2.11,2,0,0.0,63.6,7,4,12.5,12,42.9,1,4,,,,,66.0,72.0,71.0,,71.6,,,,0,0,13,25.0,81.6,8.3,1,0,0,1,0,0,0.0,70,6.4,0,346,45.2,71.4,70.4,63.2,73.3,15,15,7.3,2.78,0,0,0.0,73.3,11,4,0.0,16,57.1,0,4,,,,,66.8,69.4,72.0,,66.0,,64.3,,0,0,18,25.0,86.0,6.3,1,0,0,0,0,0,0.0,82,5.5,77.8,18,20,5.6,2.39,2,0,0.0,65.0,13,0,7.1,20,71.4,1,6,,,,,67.1,73.3,72.4,,72.8,,,,0,0,20,,78.8,0.0,0,0,0,0,0,0,0.0,108,5.4,0,100.0,5,6,8.4,2.75,0,0,0.0,83.3,5,8,0.0,8,28.6,0,2,,,,,65.6,66.3,70.4,,61.5,,64.3,,0,0,11,25.0,97.2,25.0,2,0,0,1,0,0,0.0,44,7.3
AJ Hairston,184157,QB,UMASS,1,28,46.2,13,14,10.1,2.57,0,0,0.0,35.7,5,4,16.7,14,50.0,1,2,,,,,66.4,63.4,71.4,,63.1,,,,1,0,15,0.0,45.8,0.0,0,0,0,0,0,0,0.0,47,3.4,0,216,69.9,70.1,71.3,58.5,72.7,11,11,15.3,3.05,0,1,7.1,72.7,8,0,0.0,14,50.0,0,5,,,,,66.7,68.1,71.8,,75.2,,50.3,,0,0,17,,106.6,0.0,0,3,0,0,0,0,0.0,116,10.5,61.9,21,21,13.0,2.63,0,1,4.0,57.1,12,0,7.7,24,85.7,1,6,,,,,68.0,65.2,73.5,,69.6,,50.3,,0,0,28,,79.1,0.0,0,3,0,0,0,0,0.0,148,7.0,0,33.3,3,4,8.3,3.88,0,0,0.0,25.0,1,4,0.0,4,14.3,0,1,,,,,63.3,69.9,67.4,,69.5,,,,1,0,4,0.0,42.7,0.0,0,0,0,0,0,0,0.0,15,3.8
Colton Joseph,172283,QB,DOMINION,1,27,14.3,7,7,19.7,3.11,0,0,0.0,14.3,1,3,0.0,7,25.9,0,1,,,,,64.6,29.4,69.1,,29.6,,,,0,1,7,0.0,3.6,0.0,0,0,0,0,0,2,28.6,27,3.9,0,263,71.5,67.0,57.2,74.9,71.4,14,14,19.1,3.4,0,1,6.7,57.1,8,8,20.0,20,74.1,2,7,,,,,67.2,76.9,72.5,,74.0,,64.3,,0,0,21,62.5,97.9,25.0,5,1,0,0,0,1,4.8,162,11.6,60.0,15,15,18.4,2.87,0,1,6.7,46.7,7,0,22.2,16,59.3,2,6,,,,,66.5,74.1,71.6,,70.8,,64.3,,0,0,16,,84.3,0.0,0,1,0,0,0,1,6.3,156,10.4,0,33.3,6,6,21.7,3.99,0,0,0.0,33.3,2,11,0.0,11,40.7,0,2,,,,,65.8,40.6,70.7,,40.8,,,,0,1,12,45.5,13.2,45.5,5,0,0,0,0,2,16.7,33,5.5
Gabarri Johnson,175905,QB,OREGON ST,1,27,60.0,5,5,8.0,3.13,0,0,0.0,60.0,3,4,0.0,8,29.6,0,2,,,,,64.9,65.4,69.5,,65.1,,,,0,0,8,75.0,93.8,37.5,3,0,0,0,0,0,0.0,50,10.0,0,265,70.6,51.4,43.2,65.9,58.3,12,14,9.4,3.04,2,0,0.0,42.9,6,5,14.3,19,70.4,1,3,,,,,67.0,37.0,72.2,,34.4,,58.0,,0,1,19,20.0,24.7,5.3,1,4,0,0,0,1,5.3,56,4.0,64.3,14,16,10.2,2.68,2,0,0.0,50.0,8,0,11.1,18,66.7,1,4,,,,,66.8,51.3,72.0,,46.8,,66.0,,0,1,18,,41.4,0.0,0,2,0,0,0,1,5.6,91,5.7,0,33.3,3,3,3.3,3.82,0,0,0.0,33.3,1,9,0.0,9,33.3,0,1,,,,,65.1,39.6,69.8,,45.6,,51.6,,0,0,9,44.4,50.7,44.4,4,2,0,0,0,0,0.0,15,5.0
Tucker Gleason,122475,QB,TOLEDO,1,26,75.0,4,5,5.0,2.3,0,0,0.0,60.0,3,3,0.0,5,19.2,0,1,,,,,64.2,55.9,68.6,,55.8,,,,1,0,6,0.0,68.8,0.0,0,0,0,0,0,0,0.0,20,4.0,0,316,29.7,81.3,75.8,71.9,66.7,18,18,11.5,2.94,0,2,11.1,55.6,10,5,16.7,21,80.8,2,7,,,,,67.2,81.0,72.5,,80.9,,61.8,,0,0,21,20.0,93.8,4.8,1,2,0,0,1,0,0.0,116,6.4,75.0,16,16,10.6,2.76,0,2,12.5,62.5,10,0,16.7,18,69.2,2,6,,,,,66.8,80.4,72.0,,80.3,,61.8,,0,0,18,,103.9,0.0,0,2,0,0,1,0,0.0,111,6.9,0,50.0,6,7,9.5,2.94,0,0,0.0,42.9,3,8,0.0,8,30.8,0,2,,,,,65.1,61.8,69.8,,61.6,,,,1,0,9,12.5,52.7,12.5,1,0,0,0,0,0,0.0,25,3.6
Kaidon Salter,132046,QB,LIBERTY,1,26,87.5,8,8,15.1,3.14,0,3,27.3,62.5,5,9,28.6,15,57.7,2,5,,,,,23.3,93.6,72.0,,91.1,,81.2,,0,0,18,44.4,94.3,26.7,4,3,0,0,0,1,5.6,77,9.6,0,206,30.0,93.4,91.8,80.9,85.7,7,8,8.0,3.35,1,0,0.0,50.0,4,4,33.3,11,42.3,2,4,,,,,65.6,83.5,70.4,,82.8,,64.9,,0,1,11,0.0,23.4,0.0,0,3,0,0,0,0,0.0,37,4.6,84.6,13,13,10.2,2.31,0,2,14.3,53.8,7,0,36.4,13,50.0,4,4,,,,,66.2,93.4,71.2,,93.1,,,,0,1,14,,35.4,0.0,0,0,0,0,0,0,0.0,64,4.9,0,100.0,2,3,22.5,4.15,1,1,20.0,66.7,2,13,0.0,13,50.0,0,5,,,,,21.6,86.8,71.4,,70.0,,79.5,,0,0,15,30.8,109.7,30.8,4,6,0,0,0,1,6.7,50,16.7
DJ Lagway,184426,QB,FLORIDA,1,26,44.4,9,9,11.1,2.21,0,1,11.1,44.4,4,6,0.0,9,34.6,0,2,,,,,65.1,49.6,69.8,,49.7,,,,0,0,9,0.0,72.9,0.0,0,0,0,0,0,1,11.1,73,8.1,0,163,69.6,56.2,57.2,60.8,58.8,17,17,14.9,2.56,0,2,11.1,52.9,9,5,10.0,17,65.4,1,6,,,,,66.8,62.7,72.0,,62.4,,,,0,0,18,0.0,103.3,0.0,0,0,0,0,1,2,11.1,153,9.0,73.3,15,15,13.9,2.3,0,2,13.3,66.7,10,0,9.1,15,57.7,1,7,,,,,66.4,71.1,71.4,,70.6,,,,0,0,15,,127.1,0.0,0,0,0,0,1,2,13.3,170,11.3,1,27.3,11,11,13.2,2.63,0,1,8.3,27.3,3,11,0.0,11,42.3,0,1,,,,,65.8,41.5,70.7,,41.7,,,,0,0,12,0.0,48.3,0.0,0,0,0,0,0,1,8.3,56,5.1
