player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jake Retzlaff,70874,QB,TULANE,1,39,85.0,20,22,6.5,2.25,1,0,0.0,77.3,17,7,0.0,23,59.0,0,9,,,,,67.6,70.9,73.1,,70.7,60.0,,,,0,1,24,0.0,84.1,0.0,0,0,0,1,0,1,4.2,193,8.8,0,319,38.3,58.0,59.4,54.5,75.0,16,16,4.8,1.88,0,0,0.0,68.8,11,2,8.3,16,41.0,1,4,,,,,66.5,44.1,71.6,,44.2,,,,,0,1,16,0.0,58.9,0.0,0,0,0,0,0,2,12.5,98,6.1,82.1,28,29,5.6,1.81,1,0,0.0,75.9,22,0,4.3,30,76.9,1,11,,,,,68.2,66.5,73.7,,66.1,,,,,0,1,30,,84.3,0.0,0,0,0,0,0,2,6.7,232,8.0,0,75.0,8,9,6.1,3.08,0,0,0.0,66.7,6,9,0.0,9,23.1,0,2,,,,,65.4,44.6,70.4,,44.6,60.0,,,,0,1,10,0.0,45.4,0.0,0,0,0,1,0,1,10.0,59,6.6
Preston Stone,124716,QB,NWESTERN,1,38,75.0,8,8,8.0,3.26,0,1,12.5,75.0,6,6,0.0,9,23.7,0,4,,,,,65.1,71.2,69.8,,70.8,,,,,0,0,9,16.7,94.8,11.1,1,0,0,0,0,1,11.1,58,7.3,0,256,22.3,52.7,63.3,26.4,57.7,26,28,10.2,3.12,0,3,9.7,46.4,13,11,13.3,29,76.3,2,9,,,,,68.5,59.9,74.1,,59.7,,,,,1,3,33,9.1,28.7,3.4,1,0,0,1,1,1,3.1,105,3.8,61.9,21,21,10.1,2.55,0,2,8.7,57.1,12,0,7.7,21,55.3,1,9,,,,,67.5,64.1,72.8,,63.7,,,,,0,3,23,,46.6,0.0,0,0,0,0,1,1,4.3,104,5.0,0,61.5,13,15,9.1,3.91,0,2,12.5,46.7,7,17,12.5,17,44.7,1,4,,,,,67.0,61.8,72.2,,61.5,,,,,1,0,19,11.8,57.4,11.8,2,0,0,1,0,1,5.6,59,3.9
Darian Mensah,169984,QB,DUKE,1,38,70.6,17,19,9.8,2.87,1,1,5.3,63.2,12,10,0.0,22,57.9,0,9,,,,,67.4,76.0,72.7,,73.8,,,63.1,,0,0,22,20.0,128.4,9.1,2,1,0,1,2,0,0.0,176,9.3,0,154,69.1,69.6,67.4,63.1,85.7,14,16,2.5,2.89,0,0,0.0,75.0,12,9,0.0,16,42.1,0,5,,,,,67.1,57.9,72.4,,57.7,,,,,0,0,20,0.0,88.5,0.0,0,0,0,2,0,1,5.0,92,5.8,94.4,18,19,3.7,2.23,1,1,4.5,89.5,17,0,0.0,19,50.0,0,9,,,,,67.4,78.0,72.7,,77.3,,,,,0,0,22,,144.7,0.0,0,0,0,0,2,0,0.0,196,10.3,0,53.8,13,16,10.4,3.53,0,0,0.0,43.8,7,19,0.0,19,50.0,0,5,,,,,67.1,56.6,72.4,,54.0,,,63.1,,0,0,20,10.5,57.3,10.5,2,1,0,3,0,1,5.0,72,4.5
Zane Flores,174288,QB,OKLA STATE,1,38,80.0,10,12,5.2,2.91,0,0,0.0,66.7,8,7,0.0,15,39.5,0,2,,,,,21.8,33.5,71.6,,35.0,,,57.3,,1,1,16,28.6,48.6,13.3,2,1,0,1,0,2,12.5,74,6.2,0,262,22.3,50.6,56.7,42.1,81.8,22,22,6.1,2.65,0,1,4.3,68.2,15,3,16.7,23,60.5,3,7,,,,,67.6,72.8,73.0,,72.2,,,,,0,0,24,33.3,83.1,4.3,1,0,0,0,0,1,4.2,128,5.8,81.5,27,27,5.9,2.54,0,1,3.4,70.4,19,0,13.6,28,73.7,3,7,,,,,68.2,66.0,73.7,,67.3,,,57.3,,0,0,30,,87.1,0.0,0,1,0,0,0,1,3.3,171,6.3,0,80.0,5,7,5.8,3.34,0,0,0.0,57.1,4,10,0.0,10,26.3,0,2,,,,,17.6,34.0,70.1,,34.2,,,,,1,1,10,30.0,28.6,30.0,3,0,0,1,0,2,20.0,31,4.4
Tommy Castellanos,158433,QB,FLORIDA ST,1,38,78.9,19,21,12.9,3.32,0,2,9.1,61.9,13,9,13.3,27,71.1,2,10,,,,,27.0,84.1,73.6,,87.0,,,56.5,,0,1,28,33.3,106.6,11.1,3,3,0,2,2,1,3.6,207,9.9,0,167,25.1,71.5,74.6,59.7,62.5,8,8,14.3,3.18,0,0,0.0,62.5,5,2,0.0,11,28.9,0,4,,,,,65.6,52.1,70.4,,43.6,,,67.0,,0,0,11,0.0,74.0,0.0,0,3,0,0,0,1,9.1,38,4.8,75.0,24,25,13.8,3.07,0,2,7.7,64.0,16,0,11.1,27,71.1,2,10,,,,,68.0,81.2,73.6,,80.6,,,62.0,,0,1,28,,103.1,0.0,0,2,0,1,2,1,3.6,226,9.0,1,66.7,3,4,9.7,3.8,0,0,0.0,50.0,2,11,0.0,11,28.9,0,4,,,,,18.5,54.0,70.4,,49.1,,,61.6,,0,0,11,27.3,63.5,27.3,3,4,0,1,0,1,9.1,19,4.8
Nick Minicucci,173617,QB,DELAWARE,1,38,53.3,15,15,11.4,2.58,0,1,6.3,53.3,8,3,0.0,16,42.1,0,7,,,,,66.7,68.3,71.8,,69.6,,,57.8,,0,0,17,0.0,110.3,0.0,0,1,0,0,2,0,0.0,87,5.8,0,151,44.2,64.9,70.2,51.8,76.2,21,22,8.0,2.64,0,1,4.3,72.7,16,5,0.0,22,57.9,0,10,,,,,67.5,67.7,73.1,,67.3,,,,,0,0,23,0.0,120.3,0.0,0,0,0,1,1,2,8.7,224,10.2,76.7,30,30,8.8,2.35,0,2,6.3,76.7,23,0,0.0,30,78.9,0,17,,,,,68.4,86.7,74.1,,85.9,,,,,0,0,32,,142.4,0.0,0,0,0,0,3,0,0.0,310,10.3,0,16.7,6,7,12.8,3.6,0,0,0.0,14.3,1,8,0.0,8,21.1,0,0,,,,,64.9,27.7,69.5,,27.9,,,57.8,,0,0,8,0.0,39.6,0.0,0,1,0,1,0,2,25.0,1,0.1
Chandler Morris,122938,QB,VIRGINIA,1,38,64.3,14,16,8.2,2.83,0,0,0.0,50.0,8,6,11.1,19,50.0,1,8,,,,,67.1,76.2,72.8,,67.8,59.9,,76.0,,0,0,20,16.7,67.2,5.3,1,2,0,2,0,0,0.0,90,5.6,0,335,69.5,77.9,73.8,73.5,73.7,19,19,5.8,2.14,0,2,10.0,68.4,13,2,7.1,19,50.0,1,6,,,,,67.2,72.6,72.5,,74.4,,,57.3,,0,0,21,0.0,79.3,0.0,0,0,0,0,0,0,0.0,92,4.8,72.4,29,29,6.9,1.94,0,2,6.5,65.5,19,0,9.5,30,78.9,2,12,,,,,68.5,75.5,74.4,,75.5,59.9,,60.6,,0,0,33,,80.4,0.0,0,1,0,0,0,0,0.0,165,5.7,0,50.0,4,6,6.8,4.54,0,0,0.0,33.3,2,8,0.0,8,21.1,0,2,,,,,64.9,73.2,69.5,,60.3,,,69.0,,0,0,8,12.5,42.4,12.5,1,1,0,2,0,0,0.0,17,2.8
Trinidad Chambliss,178723,QB,OLE MISS,1,38,72.7,11,11,10.2,2.67,0,2,13.3,72.7,8,3,0.0,12,31.6,0,5,,,,,66.5,78.7,71.6,,80.8,,,57.3,,0,0,16,0.0,124.8,0.0,0,1,0,0,1,0,0.0,84,7.6,0,226,71.5,89.4,87.1,70.0,68.2,22,23,13.1,2.82,0,3,13.0,65.2,15,4,0.0,26,68.4,0,13,,,,,67.8,89.2,73.3,,83.5,,,74.3,,1,0,26,0.0,145.8,0.0,0,3,0,0,3,0,0.0,275,12.0,75.9,29,29,12.2,2.46,0,4,12.5,75.9,22,0,0.0,31,81.6,0,17,,,,,68.5,90.6,74.2,,88.6,,,70.4,,0,0,34,,155.3,0.0,0,2,0,0,4,0,0.0,351,12.1,0,25.0,4,5,11.5,4.13,0,1,16.7,20.0,1,7,0.0,7,18.4,0,1,,,,,64.9,66.5,69.5,,65.4,,,61.7,,1,0,8,0.0,39.6,0.0,0,2,0,0,0,0,0.0,8,1.6
Christian Veilleux,145086,QB,GA STATE,1,38,71.4,7,7,8.7,1.93,0,0,0.0,57.1,4,2,20.0,7,18.4,1,2,,,,,64.6,59.6,69.1,,59.4,,,,,0,0,7,0.0,72.3,0.0,0,0,0,0,0,0,0.0,38,5.4,0,175,69.5,40.9,38.1,63.3,63.0,27,30,8.4,2.42,2,0,0.0,46.7,14,9,17.6,31,81.6,3,7,,,,,68.5,34.5,74.1,,34.8,,,,,0,1,33,11.1,54.3,3.2,1,0,0,1,1,2,6.1,116,3.9,73.1,26,27,6.8,2.1,1,0,0.0,55.6,15,0,21.1,27,71.1,4,7,,,,,68.1,42.1,73.6,,42.3,,,,,0,1,29,,64.7,0.0,0,0,0,0,1,2,6.9,126,4.7,0,37.5,8,10,13.9,2.89,1,0,0.0,30.0,3,11,0.0,11,28.9,0,2,,,,,65.6,40.7,70.4,,40.8,,,,,0,0,11,9.1,39.6,9.1,1,0,0,1,0,0,0.0,28,2.8
Brendan Sorsby,156398,QB,CINCINNATI,1,38,88.9,9,9,8.4,1.92,0,1,10.0,66.7,6,1,25.0,10,26.3,2,4,,,,,65.6,80.8,70.4,,80.2,,,,,0,0,11,100.0,136.3,10.0,1,0,0,0,1,0,0.0,90,10.0,0,138,71.1,82.0,78.1,71.0,77.3,22,24,8.6,3.04,1,1,3.8,70.8,17,5,0.0,28,73.7,0,10,,,,,68.2,78.8,73.7,,72.4,,,75.8,,0,0,30,40.0,122.2,7.1,2,2,0,1,2,0,0.0,192,8.0,82.1,28,30,9.0,2.52,1,2,6.1,70.0,21,0,8.7,32,84.2,2,14,,,,,68.6,87.1,74.3,,81.4,,,75.8,,0,0,35,,131.5,0.0,0,2,0,1,3,0,0.0,272,9.1,0,66.7,3,3,4.7,3.93,0,0,0.0,66.7,2,6,0.0,6,15.8,0,0,,,,,64.2,55.3,68.6,,55.2,,,,,0,0,6,50.0,71.5,50.0,3,0,0,0,0,0,0.0,10,3.3
Elijah Brown,183276,QB,STANFORD,1,38,57.1,21,21,9.2,2.36,0,1,4.5,52.4,11,9,8.3,22,57.9,1,5,,,,,67.5,70.3,72.8,,69.8,,,,,0,0,23,11.1,84.8,4.5,1,0,0,0,1,0,0.0,117,5.6,0,300,68.9,66.0,65.2,,53.3,15,16,9.4,2.57,0,0,0.0,43.8,7,1,12.5,16,42.1,1,5,,,,,66.5,57.4,71.6,,57.3,,,,,0,1,16,0.0,35.2,0.0,0,0,0,1,0,0,0.0,87,5.4,55.6,27,28,8.4,2.35,0,0,0.0,46.4,13,0,13.3,28,73.7,2,6,,,,,68.1,55.4,73.6,,55.2,,,,,0,1,29,,45.1,0.0,0,0,0,1,0,0,0.0,129,4.6,0,55.6,9,9,11.9,2.73,0,1,11.1,55.6,5,10,0.0,10,26.3,0,4,,,,,65.4,85.1,70.1,,84.4,,,,,0,0,10,10.0,120.1,10.0,1,0,0,0,1,0,0.0,75,8.3
Grant Jordan,151147,QB,UMASS,1,38,57.1,7,8,12.9,2.84,0,0,0.0,50.0,4,6,0.0,10,26.3,0,2,,,,,65.4,51.3,70.1,,51.3,,,,,0,0,10,33.3,95.8,20.0,2,0,0,1,1,0,0.0,21,2.6,0,216,72.1,70.2,69.2,62.8,77.8,27,27,11.1,2.73,0,1,3.7,66.7,18,11,14.3,28,73.7,3,8,,,,,68.0,76.1,73.5,,75.4,,,,,0,0,28,9.1,101.2,3.6,1,0,0,0,1,0,0.0,202,7.5,85.7,21,21,6.8,2.13,0,0,0.0,76.2,16,0,11.1,21,55.3,2,7,,,,,67.2,74.4,72.5,,73.8,,,,,0,0,21,,124.3,0.0,0,0,0,0,2,0,0.0,136,6.5,0,53.8,13,14,19.1,3.54,0,1,7.1,42.9,6,17,14.3,17,44.7,1,3,,,,,66.7,60.4,71.8,,60.1,,,,,0,0,17,17.6,63.7,17.6,3,0,0,1,0,0,0.0,87,6.2
Demond Williams Jr.,183648,QB,WASHINGTON,1,37,53.8,13,16,11.0,3.38,1,0,0.0,43.8,7,11,0.0,19,51.4,0,4,,,,,67.1,54.4,72.4,,52.8,,,61.7,,0,1,20,9.1,64.6,5.3,1,2,0,2,2,1,5.0,41,2.6,0,340,70.2,55.5,51.4,64.0,72.7,11,14,7.2,4.27,0,1,7.1,57.1,8,9,0.0,18,48.6,0,6,,,,,66.8,57.7,72.0,,53.3,,,64.3,,1,1,18,33.3,46.1,16.7,3,1,0,2,0,1,5.6,88,6.3,60.0,15,16,9.1,3.04,1,0,0.0,56.3,9,0,0.0,17,45.9,0,6,,,,,66.7,44.5,71.8,,40.3,,,64.3,,0,2,17,,50.8,0.0,0,1,0,0,1,2,11.8,79,4.9,0,66.7,9,14,9.4,4.48,0,1,6.7,42.9,6,20,0.0,20,54.1,0,4,,,,,67.2,66.8,72.5,,65.8,,,61.7,,1,0,21,20.0,76.5,20.0,4,2,0,4,1,0,0.0,50,3.6
Mason Drube,200056,QB,WYOMING,1,37,33.3,9,9,10.1,2.29,0,0,0.0,33.3,3,2,0.0,9,24.3,0,1,,,,,65.1,40.8,69.8,,41.1,,,,,0,1,9,0.0,9.7,0.0,0,0,0,0,0,0,0.0,42,4.7,0,351,71.5,52.7,51.5,59.2,65.2,23,23,12.0,3.65,0,0,0.0,60.9,14,12,6.7,28,75.7,1,9,,,,,68.3,54.5,73.9,,58.7,,,49.1,,0,0,31,25.0,77.6,10.7,3,2,0,0,0,1,3.2,137,6.0,54.5,22,22,10.5,3.06,0,0,0.0,50.0,11,0,8.3,23,62.2,1,7,,,,,67.7,47.1,73.1,,49.6,,,52.8,,0,1,25,,50.2,0.0,0,1,0,0,0,1,4.0,134,6.1,0,60.0,10,10,13.5,3.74,0,0,0.0,60.0,6,14,0.0,14,37.8,0,3,,,,,66.4,55.5,71.4,,58.3,,,56.7,,0,0,15,21.4,70.8,21.4,3,1,0,0,0,0,0.0,45,4.5
Jacob Clark,101628,QB,MO STATE,1,37,50.0,12,14,12.8,2.72,1,1,5.6,42.9,6,10,0.0,18,48.6,0,4,,,,,67.4,70.8,72.7,,68.0,,,64.2,,0,0,22,30.0,69.0,16.7,3,1,0,1,0,0,0.0,105,7.5,0,230,70.0,83.3,81.6,70.9,70.6,17,17,13.1,2.88,0,2,11.8,64.7,11,3,8.3,19,51.4,1,6,,,,,67.0,89.6,72.2,,88.0,,,61.7,,0,1,19,33.3,117.0,5.3,1,1,0,0,2,2,10.5,189,11.1,57.1,21,23,13.5,2.65,1,3,11.1,47.8,11,0,8.3,24,64.9,1,6,,,,,68.0,86.0,73.5,,84.4,,,61.7,,0,1,28,,88.0,0.0,0,1,0,1,2,2,7.1,194,8.4,1,75.0,8,8,11.8,3.08,0,0,0.0,75.0,6,13,0.0,13,35.1,0,4,,,,,66.0,69.4,71.0,,65.4,,,64.2,,0,0,13,30.8,116.7,30.8,4,1,0,0,0,0,0.0,100,12.5
Mason Heintschel,199088,QB,PITTSBURGH,1,37,81.8,11,12,5.8,2.47,0,1,7.7,66.7,8,10,11.1,16,43.2,1,5,,,,,66.7,66.4,71.8,,66.0,,,,,1,1,17,40.0,76.7,25.0,4,0,0,0,1,0,0.0,75,6.3,0,268,69.4,70.2,70.7,58.0,80.0,20,20,8.8,2.52,0,2,9.5,70.0,14,3,12.5,21,56.8,2,3,,,,,67.4,69.3,72.8,,71.0,,,57.3,,0,0,22,0.0,86.3,0.0,0,1,0,0,0,0,0.0,124,6.2,75.0,24,24,5.8,2.14,0,0,0.0,70.8,17,0,5.6,24,64.9,1,4,,,,,67.7,51.5,73.3,,51.3,,,,,0,1,25,,76.7,0.0,0,0,0,0,1,0,0.0,110,4.6,0,100.0,7,8,14.3,3.16,0,3,33.3,62.5,5,13,28.6,13,35.1,2,4,,,,,66.2,90.7,71.2,,91.7,,,57.3,,1,0,14,30.8,100.5,30.8,4,1,0,0,0,0,0.0,89,11.1
Bryson Barnes,131845,QB,UTAH ST,1,36,50.0,14,15,13.1,2.92,0,1,5.9,46.7,7,11,0.0,18,50.0,0,3,,,,,67.2,41.8,72.5,,40.9,,,58.5,,0,0,21,9.1,70.1,5.6,1,2,0,1,0,2,9.5,105,7.0,0,329,40.4,51.1,45.2,62.9,42.9,14,16,11.9,2.98,0,0,0.0,37.5,6,9,0.0,18,50.0,0,6,,,,,67.1,55.8,72.5,,55.4,54.3,,61.8,,0,0,20,11.1,53.9,5.6,1,1,0,2,0,0,0.0,79,4.9,46.7,15,16,11.5,2.24,0,0,0.0,43.8,7,0,0.0,16,44.4,0,4,,,,,67.0,36.4,72.4,,38.5,54.3,,57.3,,0,0,19,,59.1,0.0,0,0,0,1,0,1,5.3,79,4.9,0,46.2,13,15,13.7,3.52,0,1,6.3,40.0,6,20,0.0,20,55.6,0,5,,,,,67.4,59.3,72.7,,56.9,,,63.1,,0,0,22,10.0,64.6,10.0,2,3,0,2,0,1,4.5,105,7.0
Behren Morton,144747,QB,TEXAS TECH,1,36,83.3,12,14,7.8,2.13,0,1,6.7,71.4,10,4,0.0,15,41.7,0,9,,,,,66.5,75.9,72.2,,76.6,58.9,,,,1,0,16,25.0,143.5,6.7,1,0,0,1,2,0,0.0,142,10.1,0,315,69.2,76.2,77.6,57.5,93.8,16,19,5.1,2.51,1,1,5.3,78.9,15,3,0.0,21,58.3,0,8,,,,,67.1,72.5,72.5,,72.0,,,,,0,0,21,66.7,121.1,9.5,2,0,1,1,1,1,4.8,168,8.8,88.9,27,29,6.2,2.09,1,2,6.7,82.8,24,0,0.0,29,80.6,0,16,,,,,68.2,80.1,74.1,,80.2,58.9,,,,0,0,30,,144.5,0.0,0,0,1,0,3,1,3.3,302,10.4,0,100.0,1,4,7.0,3.46,0,0,0.0,25.0,1,7,0.0,7,19.4,0,1,,,,,64.2,58.0,69.1,,57.8,,,,,1,0,7,42.9,39.6,42.9,3,0,0,2,0,0,0.0,8,2.0
Kaidon Salter,132046,QB,COLORADO,1,35,50.0,12,13,16.6,3.15,0,2,13.3,38.5,5,12,16.7,18,51.4,1,2,,,,,67.1,60.5,72.4,,61.6,,,58.1,,0,1,20,16.7,21.6,11.1,2,3,0,1,0,1,5.0,61,4.7,0,143,71.0,73.3,67.6,69.5,90.9,11,12,4.5,3.11,0,0,0.0,75.0,9,3,10.0,17,48.6,1,7,,,,,66.7,82.9,71.8,,72.0,,,76.3,,0,0,17,33.3,103.1,5.9,1,4,0,1,0,0,0.0,111,9.3,85.7,14,15,9.6,3.02,0,1,6.7,73.3,11,0,8.3,20,57.1,1,7,,,,,67.1,92.6,72.4,,91.9,,,71.9,,0,0,20,,97.9,0.0,0,5,0,1,0,0,0.0,125,8.3,0,44.4,9,10,12.7,3.29,0,1,8.3,30.0,3,15,25.0,15,42.9,1,2,,,,,66.7,36.1,71.8,,32.8,,,61.6,,0,1,17,20.0,7.1,20.0,3,2,0,1,0,1,5.9,47,4.7
Cutter Boley,184630,QB,KENTUCKY,1,35,77.8,9,11,9.3,2.6,0,0,0.0,54.5,6,9,14.3,14,40.0,1,2,,,,,66.2,55.4,71.2,,57.7,,,57.3,,0,1,14,22.2,33.5,14.3,2,1,0,2,0,0,0.0,63,5.7,0,202,69.2,36.2,34.8,57.3,50.0,16,17,4.9,2.52,0,0,0.0,47.1,8,8,0.0,21,60.0,0,2,,,,,67.4,28.7,72.7,,29.0,,,57.3,,0,1,22,37.5,29.3,14.3,3,1,0,1,0,3,13.6,44,2.6,72.2,18,18,4.2,2.17,0,0,0.0,66.7,12,0,7.7,18,51.4,1,3,,,,,66.8,56.2,72.0,,56.0,,,,,0,1,18,,54.9,0.0,0,0,0,0,0,1,5.6,88,4.9,2,28.6,7,10,12.6,2.96,0,0,0.0,20.0,2,17,0.0,17,48.6,0,1,,,,,66.8,27.1,72.0,,27.4,,,52.9,,0,1,18,29.4,0.0,29.4,5,2,0,3,0,2,11.1,19,1.9
Jack Layne,158966,QB,NEW MEXICO,1,35,62.5,8,9,8.5,2.78,0,0,0.0,44.4,4,4,20.0,10,28.6,1,1,,,,,65.4,65.7,70.1,,69.2,,,57.0,,0,0,10,0.0,54.9,0.0,0,1,0,1,0,0,0.0,34,3.8,0,241,69.9,60.6,61.4,57.5,76.9,13,16,9.2,3.31,1,0,0.0,62.5,10,16,0.0,25,71.4,0,6,,,,,68.2,56.7,73.7,,56.8,,,58.6,,0,0,30,37.5,99.2,24.0,6,3,0,2,1,0,0.0,93,5.8,73.3,15,15,9.9,2.61,0,0,0.0,73.3,11,0,0.0,16,45.7,0,4,,,,,67.0,72.4,72.2,,74.2,,,57.3,,0,0,19,,87.9,0.0,0,1,0,0,0,0,0.0,89,5.9,0,66.7,6,10,6.5,3.62,1,0,0.0,30.0,3,20,25.0,19,54.3,1,3,,,,,67.2,45.4,72.5,,44.3,,,58.3,,0,0,21,30.0,76.3,31.6,6,3,0,3,1,0,0.0,38,3.8
Caden Veltkamp,156642,QB,FAU,1,35,60.0,5,5,11.8,2.76,0,0,0.0,60.0,3,5,0.0,8,22.9,0,2,,,,,65.4,55.0,70.1,,54.9,,,,,0,1,10,60.0,55.0,37.5,3,0,0,0,0,1,10.0,51,10.2,0,165,68.9,54.7,56.8,52.6,80.0,25,25,5.3,2.28,0,0,0.0,64.0,16,3,20.0,27,77.1,4,6,,,,,68.1,55.7,73.6,,58.6,,,52.6,,0,1,29,33.3,60.8,3.7,1,1,0,0,0,1,3.4,132,5.3,81.5,27,27,5.3,2.09,0,0,0.0,66.7,18,0,18.2,27,77.1,4,7,,,,,68.2,61.5,73.7,,62.8,,,57.0,,0,1,30,,64.9,0.0,0,0,0,0,0,1,3.3,147,5.4,0,33.3,3,3,16.3,3.41,0,0,0.0,33.3,1,8,0.0,8,22.9,0,1,,,,,65.1,41.2,69.8,,43.6,,,57.3,,0,1,9,50.0,40.3,50.0,4,1,0,0,0,1,11.1,36,12.0
Arch Manning,173162,QB,TEXAS,1,35,62.5,8,10,15.5,2.63,1,0,0.0,40.0,4,3,20.0,10,28.6,1,3,,,,,65.4,61.6,70.4,,61.8,60.0,,,,0,0,10,0.0,52.1,0.0,0,0,0,1,0,0,0.0,40,4.0,0,311,70.6,69.1,60.9,75.9,61.1,18,21,11.3,3.0,0,0,0.0,47.6,10,10,9.1,25,71.4,1,7,,,,,67.9,67.2,73.4,,60.1,,,73.6,,1,0,27,10.0,85.2,4.0,1,3,1,1,1,0,0.0,139,6.6,63.2,19,21,11.3,2.6,1,0,0.0,57.1,12,0,0.0,22,62.9,0,7,,,,,67.5,59.1,72.8,,55.6,,,64.9,,0,0,23,,78.7,0.0,0,1,1,0,0,0,0.0,146,7.0,1,57.1,7,10,16.3,3.4,0,0,0.0,20.0,2,13,50.0,13,37.1,2,3,,,,,66.2,73.6,71.4,,68.6,60.0,,68.5,,1,0,14,7.7,74.2,7.7,1,2,0,2,1,0,0.0,33,3.3
