player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Mark Konecny,163162,QB,W MICHIGAN,1,0.0,0,1,347,,0,1,,3.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Noah Short,163220,HB,ARMY,1,-100.0,0,1,114,100.0,1,1,33.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,52,52.0,100.0,1,1,33.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,52,52.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-52.0
Terry Lockett Jr.,129625,WR,E MICHIGAN,1,0.0,0,1,160,0.0,1,1,19.0,3.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,19.0,3.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Au'Tori Newkirk,205242,QB,N CAROLINA,1,0.0,0,1,245,0.0,1,1,14.0,2.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,2.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Zavion Thomas,163697,WR,LSU,1,100.0,0,1,211,100.0,1,1,9.0,4.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,9.0,4.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,16.0
Lucian Anderson III,173364,QB,BOWL GREEN,1,0.0,0,1,122,,0,0,,2.3,0,0,,,0,1,,1,100.0,0,0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,2.3,0,0,,,0,1,,1,100.0,0,0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Sean Ashenfelder,199125,QB,RUTGERS,1,100.0,0,1,278,100.0,1,1,2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,11.0
Samari Howard,170984,FB,ARMY,1,0.0,0,1,114,,0,0,,7.7,0,0,,,0,0,,1,100.0,0,0,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.7,0,0,,,0,0,,1,100.0,0,0,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Ty Hawkins,199163,QB,SMU,1,100.0,0,1,287,100.0,1,1,9.0,3.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,9.0,3.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,9.0
Trever Jackson,183303,QB,ARKANSAS,1,0.0,0,1,111,100.0,1,1,4.0,2.7,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,4.0,2.7,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Marcus Bellon,104082,WR,NEVADA,1,0.0,0,1,239,0.0,1,1,18.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,18.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Locklan Hewlett,199429,QB,USF,1,-100.0,0,1,327,100.0,1,1,27.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,45,45.0,100.0,1,1,27.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,45,45.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-45.0
Hank Beatty,158198,WR,ILLINOIS,1,-100.0,0,1,187,100.0,1,1,8.0,3.5,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,0,0,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,100.0,1,1,8.0,3.5,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,0,0,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.0
Cade Backe,163937,P,JVILLE ST,1,-100.0,0,1,196,100.0,1,1,2.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,100.0,1,1,2.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
Reggie Branch II,150071,HB,MO STATE,1,-100.0,0,1,230,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,1.0,3.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,29,29.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,1.0,3.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,29,29.0,-29.0
Javin Whatley,149832,WR,ARIZONA,1,0.0,0,1,109,0.0,1,1,20.0,4.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,20.0,4.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Michael Brescia,149295,TE,W MICHIGAN,1,0.0,0,1,347,,0,0,,7.7,0,0,,,0,1,,1,100.0,0,0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.7,0,0,,,0,1,,1,100.0,0,0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
CJ Smith,157076,WR,MEMPHIS,1,0.0,0,1,218,0.0,1,1,23.0,2.9,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0.0,1,1,23.0,2.9,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
OJ Arnold,158336,HB,GA SOUTHRN,1,100.0,0,1,174,100.0,1,1,17.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,17.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,12.0
JC Evans,184302,QB,JAMES MAD,1,0.0,0,1,197,0.0,1,1,31.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,31.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
John Neider,171057,WR,UCONN,1,-100.0,0,1,146,100.0,1,1,19.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0,100.0,1,1,19.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-15.0
Randy Pittman Jr.,176195,TE,FLORIDA ST,1,100.0,0,1,167,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,0,0,1,0.0,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,0,0,1,0.0,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,4.0
Jordan Magwood,199666,QB,FAU,1,100.0,0,1,165,100.0,1,1,14.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,18.0
Gabriel Benyard,147969,WR,KENNESAW,1,0.0,0,1,200,,0,0,,5.0,0,0,,,0,1,,1,100.0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,5.0,0,0,,,0,1,,1,100.0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Mason Love,184495,K,S CAROLINA,1,-100.0,0,1,289,100.0,1,1,2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,100.0,1,1,2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-10.0
Ryan Wingo,184520,WR,TEXAS,1,0.0,0,1,311,0.0,1,1,32.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,32.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Eric Singleton Jr.,170078,WR,AUBURN,1,0.0,0,1,115,0.0,1,1,37.0,3.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,37.0,3.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kyre Duplessis,147082,WR,DELAWARE,1,0.0,0,1,151,,0,0,,11.0,0,0,,,0,1,,1,100.0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,11.0,0,0,,,0,1,,1,100.0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tommy Lock,146875,QB,MISSOURI,1,0.0,0,1,229,0.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tyrell Henry,158385,WR,WISCONSIN,1,0.0,0,1,349,0.0,1,1,22.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,22.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,0,0,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Marshall Nichols,146864,P,GA TECH,1,-100.0,0,1,176,100.0,1,1,5.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,100.0,1,1,5.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
RaRa Thomas,146850,WR,TROY,1,0.0,0,1,318,0.0,1,1,27.0,4.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,27.0,4.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Joseph Manjack IV,146413,WR,TCU,1,-100.0,0,1,305,100.0,1,1,15.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,100.0,1,1,15.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-17.0
